snapshot_date;vendor_code;vendor_name;vendor_grade;town;province;postcode;comm_pct;active_flag
01/02/2017;ZAV00023;Arte Vitória Commerce;GOLD;Johannesburg;Gauteng;2000;12.0;Y
01/02/2017;ZAV00024;CENTRALLÍRIOCOMÉRCIO;SILVER;Johannesburg;Gauteng;2000;15.0;Y
01/02/2017;ZAV00025;Rubi Retail;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00026;Espaço Rubi.;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00027;Bella Gira.;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00028;House Sabiá Store;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00029;Mundo Âmbar Shop (Pty) Ltd;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00030;Mundo Serra Comé.;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00031;Ponto Cedro (Pty) Ltd;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00032;Empóri Verde Varejo;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00033;Atlântico Stor.;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00034;MUNDOPITANGA;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00035;NOVAMANGUE;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00036;Central urora;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00037;Central Atântico;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00038;Distribution Vitória;GOLD;Bloemfontein;Free State;9300;12.0;Y
01/02/2017;ZAV00039;Nova Girassol Express (Pty) Ltd;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00040;Loja Cora.;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00041;Bella Pita.;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00042;Onda Ltda.;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00043;Nova Mrfim;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00044;CENTRALATLÂNTICODISTRIBUIDORA;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00045;Pont Pitanga Express;GOLD;Stellenbosch;Western Cape;7600;12.0;Y
01/02/2017;ZAV00046;Prime Pampa Store (Pty) Ltd;GOLD;Bloemfontein;Free State;9300;12.0;Y
01/02/2017;ZAV00047;GIRASSOLLTDA;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00048;Emporio Atlantico (Pty) Ltd;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00049;Cristal Brasil (Pty) Ltd;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00050;Ponto Onda (Pty) Ltd;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00051;ÂMBARCOMÉRCIO;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00052;Grupo arfim Ltda;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00053;Grupo Ipanema Shop.;SILVER;Pretoria;Gauteng;1;15.0;Y
01/02/2017;ZAV00054;EMPÓRIOONDA;GOLD;Sandton;Gauteng;2196;12.0;Y
01/02/2017;ZAV00055;MangueImportadora;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00056;Emporio Atlantico (Pty) Ltd;SILVER;Johannesburg;Gauteng;2000;15.0;Y
01/02/2017;ZAV00057;Mundo Solar Expr.;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00058;LOJAIPANEMA;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00059;Cedo Atacado;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00060;DISTRIBUIDORAAURORASHOP;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00061;MUNDOORQUÍDEA;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00062;Horizonte Vare.;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00063;Central Âmbar Shop.;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00064;Pono Cristal Atacado;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00065;LOJACRISTALIMPORTADORA;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00066;Marfim Impo.;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00067;Âmbar Ditribuidora;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00068;Ponto Orquídea Distribution;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00069;Estilo Ipaema Brasil;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00070;Arte Solar Store (Pty) Ltd;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00071;Bella Girassol (Pty) Ltd;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00072;ESTILOAURORA;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00073;Grupo Pamp.;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00074;Prime Solar Expr.;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00075;Orquíea Atacado;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00076;VERDEATACADO;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00077;CASAORQUÍDEA;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00078;Lírio Shop.;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00079;Distribuidora Verd.;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00080;ATLÂNTICOSHOP;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00081;Nova Ipanea Comércio;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00082;Sabiá Distribuidora (Pty) Ltd;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00083;Bella Coral (Pty) Ltd;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00084;SABIÁATACADO;GOLD;Cape Town;Western Cape;8000;12.0;Y
01/02/2017;ZAV00085;Grupo Atlântico Expr.;GOLD;Sandton;Gauteng;2196;12.0;Y
01/02/2017;ZAV00086;Nova Vede Express;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00087;Grupo Pitanga (Pty) Ltd;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00088;Estilo Sert.;PLATINUM;Bloemfontein;Free State;9300;9.5;Y
01/02/2017;ZAV00089;CENTRALÂMBARSHOP;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00090;Epório Cedro Comércio;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00091;Cedro Shop (Pty) Ltd;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00092;Pampa Epress;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00093;Distribuidora Palmeira Ltda (Pty) Ltd;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00094;Bella Solar Comercio (Pty) Ltd;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00095;CASAMARFIMBRASIL;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00096;Distribuidora Quar.;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00097;DISTRIBUIDORAPITANGACOMÉRCIO;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00098;Distribution Sertão;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00099;Cristal Vare.;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00100;CASACRISTALIMPORTADORA;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00101;PONTOVERDEATACADO;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00102;Nova Rubi Comé.;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00103;Comercil Onda Comércio;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00104;ESTILOQUARTZODISTRIBUIDORA;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00105;Grupo Onda (Pty) Ltd;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00106;Arte Tucano (Pty) Ltd;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00107;MUNDOORQUÍDEAATACADO;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00108;Central Girassol Wholesale;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00109;Ponto Coral Brasil (Pty) Ltd;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00110;Comercial Onda Ltda.;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00111;Muno Pampa;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00112;Casa Solar Importdora;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00113;Horizonte Expr.;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00114;TUCANODISTRIBUIDORA;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00115;Loja Gira.;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00116;Ipanema Impo.;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00117;Cristal Expr.;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00118;ESPAÇOIPANEMAEXPRESS;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00119;Emporio Cedro (Pty) Ltd;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00120;Central Marf.;SILVER;Johannesburg;Gauteng;2000;15.0;Y
01/02/2017;ZAV00121;Protea Point Trading;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00122;Silver Bay (Pty) Ltd;GOLD;Rustenburg;North West;300;12.0;Y
01/02/2017;ZAV00123;Zulu Junction Group;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00124;Karoo Peak;BRONZE;Sandton;Gauteng;2196;18.0;Y
01/02/2017;ZAV00125;Table Bay;SILVER;Kimberley;Northern Cape;8300;15.0;Y
01/02/2017;ZAV00126;Silver Trading;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00127;Zulu Reef Distribution;GOLD;Port Elizabeth;Eastern Cape;6000;12.0;Y
01/02/2017;ZAV00128;Protea Peak;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00129;Amber Grove;SILVER;Pretoria;Gauteng;1;15.0;Y
01/02/2017;ZAV00130;Highveld Springs Enterprises;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00131;Amber Hollow;SILVER;Johannesburg;Gauteng;2000;15.0;Y
01/02/2017;ZAV00132;Table Trading Wholesale;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00133;Protea Fields Wholesale;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00134;Highveld Ridge;SILVER;Pietermaritzburg;KwaZulu-Natal;3201;15.0;Y
01/02/2017;ZAV00135;Tugela Hollow;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00136;Amber Peak;PLATINUM;Pietermaritzburg;KwaZulu-Natal;3201;9.5;Y
01/02/2017;ZAV00137;Zulu Fields;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00138;Cape Fields;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00139;Boland Wharf;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00140;Protea Wharf Supplies;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00141;Tugela Wharf;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00142;Amber Junction;GOLD;Port Elizabeth;Eastern Cape;6000;12.0;Y
01/02/2017;ZAV00143;Boland Wharf CC;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00144;Vaal Hollow Retail;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00145;Silver Hollow Wholesale;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00146;Silver Fields Distribution;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00147;Table Ridge Supplies;GOLD;Stellenbosch;Western Cape;7600;12.0;Y
01/02/2017;ZAV00148;Amber Trading;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00149;Cape Trading;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00150;Drakensberg Ridge Distribution;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00151;Boland Junction CC;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00152;Drakensberg Reef Retail;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00153;Kalahari Ridge;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00154;Table Trading Supplies;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00155;Cape Springs CC;GOLD;Cape Town;Western Cape;8000;12.0;Y
01/02/2017;ZAV00156;Umhlanga Grove;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00157;Silver Bay;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00158;Boland Ridge (Pty) Ltd;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00159;Protea Crest;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00160;Tugela Peak;PLATINUM;East London;Eastern Cape;5200;9.5;Y
01/02/2017;ZAV00161;Protea Crest Trading;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00162;Amber Grove Enterprises;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00163;Kalahari Springs Supplies;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00164;Highveld Hollow Wholesale;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00165;Tugela Grove;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00166;Tugela Point Supplies;SILVER;Bloemfontein;Free State;9300;15.0;Y
01/02/2017;ZAV00167;Table Ridge;PLATINUM;Rustenburg;North West;300;9.5;Y
01/02/2017;ZAV00168;Kalahari Grove Distribution;SILVER;Nelspruit;Mpumalanga;1200;15.0;Y
01/02/2017;ZAV00169;Tugela Junction Supplies;BRONZE;Bloemfontein;Free State;9300;18.0;Y
01/02/2017;ZAV00170;Umhlanga Junction Distribution;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00171;Vaal Grove Group;GOLD;Sandton;Gauteng;2196;12.0;Y
01/02/2017;ZAV00172;Vaal Junction;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00173;Highveld Fields Retail;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00174;Protea Ridge Retail;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00175;Drakensberg Springs Distribution;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00176;Cape Ridge;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00177;Table Crest Wholesale;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00178;Cape Grove;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00179;Kalahari Trading;GOLD;Port Elizabeth;Eastern Cape;6000;12.0;Y
01/02/2017;ZAV00180;Table Fields;PLATINUM;East London;Eastern Cape;5200;9.5;Y
01/02/2017;ZAV00181;Drakensberg Hollow Supplies;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00182;Zulu Junction CC;PLATINUM;Sandton;Gauteng;2196;9.5;Y
01/02/2017;ZAV00183;Boland Crest;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00184;Table Hollow;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00185;Tugela Grove Retail;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00186;Drakensberg Point Group;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00187;Umhlanga Grove Trading;BRONZE;Nelspruit;Limpopo;700;18.0;Y
01/02/2017;ZAV00188;Tugela Hollow;SILVER;Stellenbosch;Western Cape;7600;15.0;Y
01/02/2017;ZAV00189;Highveld Ridge CC;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00190;Protea Wharf Distribution;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00191;Karoo Fields Trading;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00192;Protea Bay CC;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00193;Cape Ridge Distribution;SILVER;Rustenburg;North West;300;15.0;Y
01/02/2017;ZAV00194;Table Junction Supplies;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00195;Cape Vale;GOLD;Johannesburg;Gauteng;2000;12.0;Y
01/02/2017;ZAV00196;Vaal Crest Group;BRONZE;Cape Town;Western Cape;8000;18.0;Y
01/02/2017;ZAV00197;Tugela Grove Wholesale;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00198;Karoo Grove Enterprises;GOLD;Johannesburg;Gauteng;2000;12.0;Y
01/02/2017;ZAV00199;Amber Reef;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00200;Umhlanga Reef Group;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00201;Table Ridge;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00202;Table Crest;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00203;Tugela Crest;BRONZE;East London;Eastern Cape;5200;18.0;Y
01/02/2017;ZAV00204;Vaal Springs Supplies;GOLD;Nelspruit;Mpumalanga;1200;12.0;Y
01/02/2017;ZAV00205;Protea Reef Retail;PLATINUM;Sandton;Gauteng;2196;9.5;Y
01/02/2017;ZAV00206;Protea Reef Supplies;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00207;Silver Junction;GOLD;Stellenbosch;Western Cape;7600;12.0;Y
01/02/2017;ZAV00208;Zulu Hollow (Pty) Ltd;SILVER;Polokwane;Limpopo;700;15.0;Y
01/02/2017;ZAV00209;Vaal Vale;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00210;Vaal Trading CC;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00211;Cape Trading Trading;GOLD;Sandton;Gauteng;2196;12.0;N
01/02/2017;ZAV00212;Kalahari Fields CC;GOLD;East London;Eastern Cape;5200;12.0;Y
01/02/2017;ZAV00213;Kalahari Springs (Pty) Ltd;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00214;Karoo Junction;PLATINUM;Pretoria;Gauteng;1;9.5;Y
01/02/2017;ZAV00215;Amber Trading;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00216;Kalahari Hollow;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00217;Boland Trading Supplies;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00218;Vaal Point Supplies;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00219;Amber Wharf Retail;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00220;Zulu Wharf;GOLD;Bloemfontein;Free State;9300;12.0;Y
01/02/2017;ZAV00221;Umhlanga Crest Group;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00222;Umhlanga Crest Supplies;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00223;Boland Point Group;GOLD;Kimberley;Northern Cape;8300;12.0;Y
01/02/2017;ZAV00224;Drakensberg Trading Distribution;BRONZE;Durban;KwaZulu-Natal;4000;18.0;Y
01/02/2017;ZAV00225;Karoo Ridge Supplies;PLATINUM;Port Elizabeth;Eastern Cape;6000;9.5;Y
01/02/2017;ZAV00226;Silver Ridge Retail;GOLD;Cape Town;Western Cape;8000;12.0;Y
01/02/2017;ZAV00227;Kalahari Trading;BRONZE;Johannesburg;Gauteng;2000;18.0;Y
01/02/2017;ZAV00228;Kalahari Vale Enterprises;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00229;Karoo Crest CC;BRONZE;Pretoria;Gauteng;1;18.0;Y
01/02/2017;ZAV00230;Karoo Trading;GOLD;Bloemfontein;Free State;9300;12.0;Y
01/02/2017;ZAV00231;Cape Wharf Distribution;PLATINUM;Durban;KwaZulu-Natal;4000;9.5;Y
01/02/2017;ZAV00232;Karoo Grove Wholesale;BRONZE;Pietermaritzburg;KwaZulu-Natal;3201;18.0;Y
01/02/2017;ZAV00233;Highveld Point;BRONZE;Polokwane;Limpopo;700;18.0;Y
01/02/2017;ZAV00234;Highveld Point Supplies;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00235;Cape Trading;BRONZE;Nelspruit;Mpumalanga;1200;18.0;Y
01/02/2017;ZAV00236;Karoo Reef;SILVER;Soweto;Gauteng;1804;15.0;Y
01/02/2017;ZAV00237;Drakensberg Crest Distribution;SILVER;Cape Town;Western Cape;8000;15.0;Y
01/02/2017;ZAV00238;Karoo Crest Enterprises;SILVER;Durban;KwaZulu-Natal;4000;15.0;Y
01/02/2017;ZAV00239;Protea Reef;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00240;Drakensberg Point CC;SILVER;Centurion;Gauteng;157;15.0;Y
01/02/2017;ZAV00241;Umhlanga Springs Supplies;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00242;Umhlanga Grove Group;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00243;Vaal Vale Wholesale;BRONZE;Pietermaritzburg;Gauteng;1804;18.0;Y
01/02/2017;ZAV00244;Kalahari Fields;GOLD;Durban;KwaZulu-Natal;4000;12.0;Y
01/02/2017;ZAV00245;Cape Reef Group;SILVER;Pretoria;Gauteng;1;15.0;Y
01/02/2017;ZAV00246;Vaal Reef;PLATINUM;Centurion;Gauteng;157;9.5;Y
01/02/2017;ZAV00247;Boland Point CC;BRONZE;Soweto;Gauteng;1804;18.0;Y
01/02/2017;ZAV00248;Drakensberg Wharf CC;BRONZE;Kimberley;Northern Cape;8300;18.0;Y
01/02/2017;ZAV00249;Protea Crest Group;SILVER;East London;Eastern Cape;5200;15.0;Y
01/02/2017;ZAV00250;Kalahari Trading CC;BRONZE;Stellenbosch;Western Cape;7600;18.0;Y
01/02/2017;ZAV00251;Umhlanga Fields;BRONZE;Rustenburg;North West;300;18.0;Y
01/02/2017;ZAV00252;Kalahari Vale Supplies;BRONZE;Port Elizabeth;Eastern Cape;6000;18.0;Y
01/02/2017;ZAV00253;Amber Trading (Pty) Ltd;BRONZE;Centurion;Gauteng;157;18.0;Y
01/02/2017;ZAV00254;Protea Bay CC;SILVER;Sandton;Gauteng;2196;15.0;Y
01/02/2017;ZAV00255;Boland Wharf Trading;SILVER;Port Elizabeth;Eastern Cape;6000;15.0;Y
01/02/2017;ZAV00256;Zulu Grove Trading;SILVER;Kimberley;Northern Cape;8300;15.0;Y
01/02/2017;ZAV00257;Boland Crest;BRONZE;Cape Town;Western Cape;8000;18.0;Y
