ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt
ZA-00006408,ZAC0016509,03/09/2017 13:34,COMPLETE,07/09/2017 03:39,12/09/2017 23:02,11/09/2017
ZA-00006409,ZAC0012284,03/09/2017 13:03,COMPLETE,04/09/2017 04:18,08/09/2017 18:48,14/09/2017
ZA-00006410,ZAC0011433,03/09/2017 12:00,CANCELLED,,,
ZA-00006411,ZAC0005816,03/09/2017 20:39,COMPLETE,05/09/2017 09:13,07/09/2017 19:28,10/09/2017
ZA-00006412,ZAC0001878,03/09/2017 07:48,COMPLETE,05/09/2017 20:56,09/09/2017 08:28,09/09/2017
ZA-00006413,ZAC0011626,03/09/2017 21:51,COMPLETE,05/09/2017 18:08,07/09/2017 11:10,08/09/2017
ZA-00006414,ZAC0021083,03/09/2017 10:23,COMPLETE,06/09/2017 21:53,10/09/2017 15:03,11/09/2017
ZA-00006415,ZAC0009589,03/09/2017 21:47,COMPLETE,04/09/2017 02:47,05/09/2017 03:46,08/09/2017
ZA-00006416,ZAC0014408,03/09/2017 17:37,CANCELLED,,,
ZA-00006417,ZAC0008529,03/09/2017 06:44,CANCELLED,,,
ZA-00006418,ZAC0004501,03/09/2017 06:16,COMPLETE,06/09/2017 13:31,16/09/2017 14:19,09/09/2017
ZA-00006419,ZAC0018790,03/09/2017 17:40,COMPLETE,05/09/2017 12:43,08/09/2017 04:33,08/09/2017
ZA-00006420,ZAC0022366,03/09/2017 12:54,COMPLETE,04/09/2017 14:19,08/09/2017 18:51,11/09/2017
ZA-00006421,ZAC0009957,03/09/2017 13:54,COMPLETE,03/09/2017 19:52,05/09/2017 12:28,07/09/2017
ZA-00006422,ZAC0006522,03/09/2017 07:24,COMPLETE,04/09/2017 10:00,06/09/2017 20:40,08/09/2017
ZA-00006423,ZAC0021712,03/09/2017 07:09,COMPLETE,04/09/2017 15:23,05/09/2017 10:59,08/09/2017
ZA-00006424,ZAC0014420,03/09/2017 18:13,COMPLETE,05/09/2017 12:57,07/09/2017 10:11,12/09/2017
ZA-00006425,ZAC0023193,03/09/2017 09:56,COMPLETE,06/09/2017 17:50,08/09/2017 18:10,13/09/2017
ZA-00006426,ZAC0016105,03/09/2017 16:05,COMPLETE,10/09/2017 17:01,12/09/2017 14:13,15/09/2017
ZA-00006427,ZAC0006621,03/09/2017 06:35,COMPLETE,06/09/2017 01:26,06/09/2017 23:27,09/09/2017
ZA-00006428,ZAC0009040,03/09/2017 19:11,COMPLETE,04/09/2017 17:48,10/09/2017 01:31,09/09/2017
ZA-00006429,ZAC0008436,03/09/2017 10:10,COMPLETE,08/09/2017 12:14,09/09/2017 12:36,12/09/2017
ZA-00006430,ZAC0015717,03/09/2017 13:38,RETURNED,04/09/2017 12:03,05/09/2017 22:36,07/09/2017
ZA-00006431,ZAC0004421,03/09/2017 13:16,CANCELLED,,,
ZA-00006432,ZAC0023179,03/09/2017 06:59,COMPLETE,03/09/2017 09:11,06/09/2017 20:59,10/09/2017
ZA-00006433,ZAC0009516,03/09/2017 13:38,COMPLETE,05/09/2017 00:00,09/09/2017 16:29,15/09/2017
ZA-00006434,ZAC0017800,03/09/2017 12:45,COMPLETE,05/09/2017 04:32,07/09/2017 09:18,12/09/2017
ZA-00006435,ZAC0014999,03/09/2017 08:20,COMPLETE,03/09/2017 19:26,05/09/2017 13:14,07/09/2017
ZA-00006436,ZAC0020914,03/09/2017 14:47,COMPLETE,04/09/2017 16:47,17/09/2017 02:09,07/09/2017
ZA-00006437,ZAC0020856,03/09/2017 06:31,COMPLETE,05/09/2017 08:27,06/09/2017 17:13,12/09/2017
ZA-00006438,ZAC0005691,03/09/2017 11:05,COMPLETE,04/09/2017 03:42,10/09/2017 03:23,09/09/2017
ZA-00006439,ZAC0003630,03/09/2017 17:01,COMPLETE,04/09/2017 20:55,07/09/2017 00:08,08/09/2017
ZA-00006440,ZAC0022433,03/09/2017 14:31,COMPLETE,05/09/2017 01:26,10/09/2017 14:52,09/09/2017
ZA-00006441,ZAC0013005,03/09/2017 22:42,COMPLETE,08/09/2017 04:59,11/09/2017 14:39,12/09/2017
ZA-00006442,ZAC0001700,03/09/2017 14:35,COMPLETE,04/09/2017 16:22,09/09/2017 06:43,09/09/2017
ZA-00006443,ZAC0012026,03/09/2017 07:31,CANCELLED,,,
ZA-00006444,ZAC0004078,03/09/2017 17:08,COMPLETE,05/09/2017 22:28,11/09/2017 15:49,09/09/2017
ZA-00006445,ZAC0006755,03/09/2017 21:52,COMPLETE,05/09/2017 13:49,06/09/2017 11:14,10/09/2017
ZA-00006446,ZAC0007510,03/09/2017 14:46,COMPLETE,06/09/2017 19:45,17/09/2017 18:30,13/09/2017
ZA-00006447,ZAC0018848,03/09/2017 19:07,COMPLETE,06/09/2017 18:37,14/09/2017 03:04,11/09/2017
ZA-00006448,ZAC0006092,03/09/2017 19:57,COMPLETE,04/09/2017 09:55,06/09/2017 14:35,09/09/2017
ZA-00006449,ZAC0016625,03/09/2017 16:15,COMPLETE,04/09/2017 12:42,07/09/2017 14:53,11/09/2017
ZA-00006450,ZAC0018263,04/09/2017 09:54,COMPLETE,10/09/2017 22:04,18/09/2017 04:47,15/09/2017
ZA-00006451,ZAC0000354,04/09/2017 20:20,COMPLETE,07/09/2017 14:40,09/09/2017 20:41,14/09/2017
ZA-00006452,ZAC0015031,04/09/2017 17:05,COMPLETE,06/09/2017 10:18,14/09/2017 15:49,11/09/2017
ZA-00006453,ZAC0011625,04/09/2017 09:09,DISPATCHED,07/09/2017 18:01,,12/09/2017
ZA-00006454,ZAC0001103,04/09/2017 22:55,COMPLETE,06/09/2017 15:49,09/09/2017 15:33,11/09/2017
ZA-00006455,ZAC0009415,04/09/2017 18:25,COMPLETE,06/09/2017 13:45,11/09/2017 10:02,10/09/2017
ZA-00006456,ZAC0020261,04/09/2017 17:27,CANCELLED,,,
ZA-00006457,ZAC0014403,04/09/2017 08:44,COMPLETE,04/09/2017 23:10,06/09/2017 15:49,14/09/2017
ZA-00006458,ZAC0018397,04/09/2017 07:40,COMPLETE,05/09/2017 06:22,07/09/2017 12:42,15/09/2017
ZA-00006459,ZAC0005996,04/09/2017 07:13,COMPLETE,05/09/2017 01:44,15/09/2017 16:09,12/09/2017
ZA-00006460,ZAC0000847,04/09/2017 16:15,COMPLETE,06/09/2017 11:27,08/09/2017 02:51,11/09/2017
ZA-00006461,ZAC0012996,04/09/2017 16:26,DISPATCHED,05/09/2017 10:02,,12/09/2017
ZA-00006462,ZAC0016683,04/09/2017 08:02,COMPLETE,07/09/2017 05:22,11/09/2017 05:20,14/09/2017
ZA-00006463,ZAC0007341,04/09/2017 20:15,COMPLETE,10/09/2017 23:44,15/09/2017 10:05,14/09/2017
ZA-00006464,ZAC0004658,04/09/2017 14:37,COMPLETE,06/09/2017 19:00,15/09/2017 04:45,09/09/2017
ZA-00006465,ZAC0014371,04/09/2017 08:22,COMPLETE,05/09/2017 10:13,07/09/2017 19:25,08/09/2017
ZA-00006466,ZAC0022218,04/09/2017 17:30,COMPLETE,05/09/2017 13:53,09/09/2017 11:08,12/09/2017
ZA-00006467,ZAC0022479,04/09/2017 11:22,COMPLETE,05/09/2017 18:18,06/09/2017 19:01,08/09/2017
ZA-00006468,ZAC0005066,04/09/2017 20:11,COMPLETE,11/09/2017 02:30,13/09/2017 01:10,15/09/2017
ZA-00006469,ZAC0013604,04/09/2017 13:58,COMPLETE,07/09/2017 23:38,12/09/2017 12:33,11/09/2017
ZA-00006470,ZAC0004135,04/09/2017 17:22,COMPLETE,07/09/2017 05:49,15/09/2017 06:34,14/09/2017
ZA-00006471,ZAC0012886,04/09/2017 20:41,COMPLETE,07/09/2017 14:19,08/09/2017 09:45,10/09/2017
ZA-00006472,ZAC0000973,04/09/2017 17:12,COMPLETE,06/09/2017 20:54,07/09/2017 15:43,13/09/2017
ZA-00006473,ZAC0010329,04/09/2017 22:32,COMPLETE,06/09/2017 02:36,10/09/2017 14:03,10/09/2017
ZA-00006474,ZAC0002537,04/09/2017 07:21,COMPLETE,04/09/2017 14:44,07/09/2017 09:38,11/09/2017
ZA-00006475,ZAC0016818,04/09/2017 07:03,COMPLETE,09/09/2017 00:08,11/09/2017 03:42,14/09/2017
ZA-00006476,ZAC0012953,04/09/2017 18:31,COMPLETE,07/09/2017 12:33,10/09/2017 02:04,11/09/2017
ZA-00006477,ZAC0003179,04/09/2017 19:04,COMPLETE,05/09/2017 11:51,08/09/2017 06:19,08/09/2017
ZA-00006478,ZAC0001062,04/09/2017 10:37,COMPLETE,05/09/2017 10:18,07/09/2017 16:35,08/09/2017
ZA-00006479,ZAC0011615,04/09/2017 11:56,COMPLETE,05/09/2017 01:47,08/09/2017 13:36,09/09/2017
ZA-00006480,ZAC0016955,04/09/2017 07:41,COMPLETE,05/09/2017 12:47,10/09/2017 01:18,12/09/2017
ZA-00006481,ZAC0002146,04/09/2017 16:34,COMPLETE,06/09/2017 15:37,11/09/2017 18:27,09/09/2017
ZA-00006482,ZAC0012915,04/09/2017 17:11,COMPLETE,08/09/2017 06:54,09/09/2017 10:31,13/09/2017
ZA-00006483,ZAC0007705,04/09/2017 20:00,COMPLETE,07/09/2017 18:40,12/09/2017 01:20,11/09/2017
ZA-00006484,ZAC0004529,04/09/2017 18:29,COMPLETE,05/09/2017 11:59,12/09/2017 00:55,15/09/2017
ZA-00006485,ZAC0020510,04/09/2017 19:47,COMPLETE,06/09/2017 00:19,15/09/2017 00:08,11/09/2017
ZA-00006486,ZAC0006610,04/09/2017 14:47,CANCELLED,,,
ZA-00006487,ZAC0008587,04/09/2017 16:29,DISPATCHED,06/09/2017 15:31,,16/09/2017
ZA-00006488,ZAC0020988,04/09/2017 09:54,COMPLETE,04/09/2017 20:14,08/09/2017 12:32,11/09/2017
ZA-00006489,ZAC0005177,04/09/2017 17:01,COMPLETE,05/09/2017 23:12,09/09/2017 12:14,10/09/2017
ZA-00006490,ZAC0019005,04/09/2017 21:58,COMPLETE,09/09/2017 14:01,15/09/2017 04:57,12/09/2017
ZA-00006491,ZAC0018894,04/09/2017 16:24,COMPLETE,05/09/2017 04:30,07/09/2017 15:10,10/09/2017
ZA-00006492,ZAC0021194,04/09/2017 14:05,COMPLETE,06/09/2017 15:09,10/09/2017 01:55,09/09/2017
ZA-00006493,ZAC0010493,05/09/2017 16:49,COMPLETE,07/09/2017 01:31,13/09/2017 12:24,11/09/2017
ZA-00006494,ZAC0006520,05/09/2017 17:11,COMPLETE,06/09/2017 16:04,08/09/2017 05:14,09/09/2017
ZA-00006495,ZAC0007716,05/09/2017 17:07,COMPLETE,07/09/2017 20:38,11/09/2017 07:57,10/09/2017
ZA-00006496,ZAC0022597,05/09/2017 22:16,COMPLETE,06/09/2017 16:03,09/09/2017 04:05,09/09/2017
ZA-00006497,ZAC0009370,05/09/2017 17:00,COMPLETE,06/09/2017 23:07,08/09/2017 03:09,09/09/2017
ZA-00006498,ZAC0018354,05/09/2017 21:26,COMPLETE,06/09/2017 20:19,14/09/2017 13:25,11/09/2017
ZA-00006499,ZAC0007116,05/09/2017 19:49,COMPLETE,08/09/2017 17:13,14/09/2017 11:17,12/09/2017
ZA-00006500,ZAC0009975,05/09/2017 14:40,COMPLETE,08/09/2017 06:08,16/09/2017 12:30,15/09/2017
ZA-00006501,ZAC0000286,05/09/2017 14:02,COMPLETE,07/09/2017 22:14,13/09/2017 09:00,11/09/2017
ZA-00006502,ZAC0022330,05/09/2017 14:09,COMPLETE,06/09/2017 09:13,13/09/2017 14:29,10/09/2017
ZA-00006503,ZAC0013823,05/09/2017 13:55,COMPLETE,07/09/2017 19:08,12/09/2017 16:55,12/09/2017
ZA-00006504,ZAC0016648,05/09/2017 09:14,COMPLETE,07/09/2017 07:19,09/09/2017 09:01,12/09/2017
ZA-00006505,ZAC0021587,05/09/2017 09:40,COMPLETE,10/09/2017 01:16,12/09/2017 15:02,17/09/2017
ZA-00006506,ZAC0022383,05/09/2017 22:36,COMPLETE,08/09/2017 09:32,22/09/2017 02:47,15/09/2017
ZA-00006507,ZAC0013926,05/09/2017 19:04,DISPATCHED,13/09/2017 04:36,,17/09/2017
ZA-00006508,ZAC0018203,05/09/2017 20:13,COMPLETE,07/09/2017 08:51,09/09/2017 12:32,11/09/2017
ZA-00006509,ZAC0017415,05/09/2017 11:58,COMPLETE,05/09/2017 19:59,09/09/2017 04:23,12/09/2017
ZA-00006510,ZAC0023253,05/09/2017 10:10,DISPATCHED,06/09/2017 02:21,,09/09/2017
ZA-00006511,ZAC0012927,05/09/2017 10:14,COMPLETE,06/09/2017 07:36,09/09/2017 17:08,11/09/2017
ZA-00006512,ZAC0017440,05/09/2017 10:17,COMPLETE,09/09/2017 02:49,10/09/2017 17:29,16/09/2017
ZA-00006513,ZAC0022532,05/09/2017 22:05,COMPLETE,08/09/2017 10:02,11/09/2017 06:27,13/09/2017
ZA-00006514,ZAC0017650,05/09/2017 10:26,COMPLETE,06/09/2017 21:32,13/09/2017 15:00,10/09/2017
ZA-00006515,ZAC0015274,05/09/2017 09:37,COMPLETE,07/09/2017 03:40,15/09/2017 00:21,14/09/2017
ZA-00006516,ZAC0013528,05/09/2017 15:22,COMPLETE,08/09/2017 11:32,09/09/2017 10:44,15/09/2017
ZA-00006517,ZAC0022666,05/09/2017 16:40,COMPLETE,11/09/2017 11:24,13/09/2017 12:56,15/09/2017
ZA-00006518,ZAC0008355,05/09/2017 09:39,COMPLETE,08/09/2017 12:43,10/09/2017 15:57,12/09/2017
ZA-00006519,ZAC0004614,05/09/2017 18:31,COMPLETE,08/09/2017 00:08,12/09/2017 02:14,13/09/2017
ZA-00006520,ZAC0003279,05/09/2017 08:50,COMPLETE,07/09/2017 06:31,14/09/2017 02:20,12/09/2017
ZA-00006521,ZAC0018771,05/09/2017 09:48,COMPLETE,06/09/2017 00:26,06/09/2017 16:44,09/09/2017
ZA-00006522,ZAC0018233,05/09/2017 11:52,COMPLETE,06/09/2017 13:09,09/09/2017 21:34,11/09/2017
ZA-00006523,ZAC0019591,05/09/2017 11:54,COMPLETE,06/09/2017 10:32,12/09/2017 23:39,09/09/2017
ZA-00006524,ZAC0000599,05/09/2017 18:11,COMPLETE,07/09/2017 13:14,10/09/2017 18:12,11/09/2017
ZA-00006525,ZAC0004384,05/09/2017 13:26,CANCELLED,,,
ZA-00006526,ZAC0003907,05/09/2017 22:27,COMPLETE,08/09/2017 14:11,10/09/2017 18:32,12/09/2017
ZA-00006527,ZAC0004397,05/09/2017 17:41,COMPLETE,07/09/2017 05:52,09/09/2017 16:05,14/09/2017
ZA-00006528,ZAC0015984,05/09/2017 21:21,COMPLETE,08/09/2017 19:48,09/09/2017 16:04,18/09/2017
ZA-00006529,ZAC0000982,05/09/2017 19:47,COMPLETE,06/09/2017 08:47,08/09/2017 22:36,10/09/2017
ZA-00006530,ZAC0002285,05/09/2017 16:20,COMPLETE,06/09/2017 09:38,07/09/2017 16:33,16/09/2017
ZA-00006531,ZAC0022501,05/09/2017 08:32,COMPLETE,06/09/2017 11:13,10/09/2017 07:22,10/09/2017
ZA-00006532,ZAC0014551,05/09/2017 14:52,COMPLETE,05/09/2017 20:21,10/09/2017 17:52,10/09/2017
ZA-00006533,ZAC0006912,05/09/2017 06:09,COMPLETE,08/09/2017 04:44,09/09/2017 23:50,15/09/2017
ZA-00006534,ZAC0014163,05/09/2017 22:15,COMPLETE,06/09/2017 10:55,14/09/2017 12:48,10/09/2017
ZA-00006535,ZAC0017271,05/09/2017 15:02,COMPLETE,05/09/2017 16:25,09/09/2017 01:29,12/09/2017
ZA-00006536,ZAC0019192,05/09/2017 07:40,COMPLETE,08/09/2017 14:52,13/09/2017 19:46,13/09/2017
ZA-00006537,ZAC0018699,05/09/2017 14:13,COMPLETE,13/09/2017 18:22,19/09/2017 07:05,18/09/2017
ZA-00006538,ZAC0022119,05/09/2017 17:41,COMPLETE,07/09/2017 15:16,10/09/2017 01:59,12/09/2017
ZA-00006539,ZAC0003904,06/09/2017 16:33,COMPLETE,07/09/2017 18:46,13/09/2017 09:59,11/09/2017
ZA-00006540,ZAC0016954,06/09/2017 21:28,COMPLETE,09/09/2017 00:55,14/09/2017 08:12,12/09/2017
