ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt
ZA-00001103,ZAC0011300,02/04/2017 20:28,COMPLETE,04/04/2017 14:57,11/04/2017 05:40,09/04/2017
ZA-00001104,ZAC0007205,02/04/2017 11:10,COMPLETE,05/04/2017 02:02,06/04/2017 22:35,10/04/2017
ZA-00001105,ZAC0011925,02/04/2017 17:33,COMPLETE,05/04/2017 03:37,09/04/2017 02:51,12/04/2017
ZA-00001106,ZAC0019999,02/04/2017 07:59,COMPLETE,04/04/2017 00:57,07/04/2017 00:13,09/04/2017
ZA-00001107,ZAC0008728,02/04/2017 19:59,COMPLETE,03/04/2017 18:12,07/04/2017 17:28,10/04/2017
ZA-00001108,ZAC0013720,02/04/2017 11:33,COMPLETE,02/04/2017 15:14,12/04/2017 12:28,06/04/2017
ZA-00001109,ZAC0010238,03/04/2017 21:24,COMPLETE,05/04/2017 04:17,10/04/2017 09:38,09/04/2017
ZA-00001110,ZAC0018178,03/04/2017 07:27,COMPLETE,05/04/2017 07:32,09/04/2017 10:00,12/04/2017
ZA-00001111,ZAC0010748,03/04/2017 14:41,COMPLETE,04/04/2017 14:20,10/04/2017 10:19,07/04/2017
ZA-00001112,ZAC0003495,03/04/2017 14:42,COMPLETE,05/04/2017 04:14,09/04/2017 10:36,12/04/2017
ZA-00001113,ZAC0014719,03/04/2017 09:32,COMPLETE,05/04/2017 19:56,08/04/2017 08:03,12/04/2017
ZA-00001114,ZAC0014489,03/04/2017 09:42,COMPLETE,06/04/2017 03:50,13/04/2017 21:11,11/04/2017
ZA-00001115,ZAC0022406,03/04/2017 13:18,COMPLETE,04/04/2017 22:03,06/04/2017 15:17,11/04/2017
ZA-00001116,ZAC0015131,03/04/2017 06:25,COMPLETE,04/04/2017 03:08,05/04/2017 23:10,09/04/2017
ZA-00001117,ZAC0011028,03/04/2017 16:09,COMPLETE,05/04/2017 07:06,13/04/2017 10:35,08/04/2017
ZA-00001118,ZAC0022270,03/04/2017 12:51,COMPLETE,06/04/2017 05:40,08/04/2017 08:38,13/04/2017
ZA-00001119,ZAC0004709,03/04/2017 19:20,COMPLETE,04/04/2017 17:42,08/04/2017 05:12,09/04/2017
ZA-00001120,ZAC0009496,03/04/2017 09:29,COMPLETE,08/04/2017 09:35,10/04/2017 15:25,11/04/2017
ZA-00001121,ZAC0022778,03/04/2017 11:05,COMPLETE,04/04/2017 09:37,07/04/2017 05:19,07/04/2017
ZA-00001122,ZAC0014158,03/04/2017 08:22,COMPLETE,04/04/2017 20:58,09/04/2017 02:30,09/04/2017
ZA-00001123,ZAC0021835,03/04/2017 14:43,COMPLETE,06/04/2017 00:51,11/04/2017 21:15,13/04/2017
ZA-00001124,ZAC0015574,03/04/2017 12:55,COMPLETE,05/04/2017 02:11,06/04/2017 18:49,08/04/2017
ZA-00001125,ZAC0019097,03/04/2017 16:14,COMPLETE,05/04/2017 06:49,07/04/2017 21:59,10/04/2017
ZA-00001126,ZAC0015487,03/04/2017 18:58,COMPLETE,04/04/2017 00:27,13/04/2017 02:47,08/04/2017
ZA-00001127,ZAC0020877,03/04/2017 09:15,COMPLETE,05/04/2017 05:22,11/04/2017 23:31,12/04/2017
ZA-00001128,ZAC0011236,03/04/2017 22:15,COMPLETE,07/04/2017 11:00,15/04/2017 20:59,10/04/2017
ZA-00001129,ZAC0014315,03/04/2017 15:55,COMPLETE,06/04/2017 05:15,08/04/2017 16:44,13/04/2017
ZA-00001130,ZAC0007352,03/04/2017 16:30,COMPLETE,04/04/2017 05:21,13/04/2017 19:56,11/04/2017
ZA-00001131,ZAC0006490,03/04/2017 08:37,COMPLETE,09/04/2017 06:00,11/04/2017 19:43,14/04/2017
ZA-00001132,ZAC0012505,03/04/2017 15:09,COMPLETE,04/04/2017 23:40,10/04/2017 19:35,07/04/2017
ZA-00001133,ZAC0023026,04/04/2017 07:37,PENDING,,,
ZA-00001134,ZAC0003562,04/04/2017 09:26,COMPLETE,05/04/2017 08:51,06/04/2017 15:28,09/04/2017
ZA-00001135,ZAC0008719,04/04/2017 15:28,COMPLETE,07/04/2017 14:54,10/04/2017 18:38,12/04/2017
ZA-00001136,ZAC0022228,04/04/2017 18:49,COMPLETE,06/04/2017 03:34,18/04/2017 01:52,09/04/2017
ZA-00001137,ZAC0006529,04/04/2017 07:49,COMPLETE,04/04/2017 13:38,07/04/2017 07:40,09/04/2017
ZA-00001138,ZAC0016252,04/04/2017 14:39,COMPLETE,06/04/2017 05:35,13/04/2017 10:08,16/04/2017
ZA-00001139,ZAC0023343,04/04/2017 07:05,COMPLETE,06/04/2017 06:31,11/04/2017 07:12,11/04/2017
ZA-00001140,ZAC0023004,04/04/2017 07:48,COMPLETE,07/04/2017 00:46,08/04/2017 23:59,10/04/2017
ZA-00001141,ZAC0020921,04/04/2017 11:36,COMPLETE,07/04/2017 05:35,08/04/2017 22:24,12/04/2017
ZA-00001142,ZAC0011988,04/04/2017 11:02,COMPLETE,16/04/2017 17:35,23/04/2017 11:19,19/04/2017
ZA-00001143,ZAC0014343,04/04/2017 18:06,COMPLETE,06/04/2017 00:12,06/04/2017 20:44,09/04/2017
ZA-00001144,ZAC0003573,04/04/2017 18:12,COMPLETE,08/04/2017 07:30,15/04/2017 09:23,12/04/2017
ZA-00001145,ZAC0003343,04/04/2017 21:23,COMPLETE,05/04/2017 12:38,08/04/2017 05:13,09/04/2017
ZA-00001146,ZAC0020123,04/04/2017 06:01,COMPLETE,10/04/2017 01:48,17/04/2017 15:17,13/04/2017
ZA-00001147,ZAC0019923,05/04/2017 13:10,CANCELLED,,,
ZA-00001148,ZAC0022742,05/04/2017 08:12,COMPLETE,05/04/2017 20:49,08/04/2017 14:17,08/04/2017
ZA-00001149,ZAC0015334,05/04/2017 12:46,CANCELLED,,,
ZA-00001150,ZAC0000087,05/04/2017 15:19,CANCELLED,,,
ZA-00001151,ZAC0010914,05/04/2017 21:47,COMPLETE,09/04/2017 20:21,14/04/2017 08:54,19/04/2017
ZA-00001152,ZAC0018674,05/04/2017 06:13,COMPLETE,05/04/2017 11:58,09/04/2017 05:22,09/04/2017
ZA-00001153,ZAC0004575,05/04/2017 10:53,COMPLETE,09/04/2017 23:36,18/04/2017 12:38,12/04/2017
ZA-00001154,ZAC0010938,05/04/2017 07:11,COMPLETE,07/04/2017 04:35,09/04/2017 04:37,17/04/2017
ZA-00001155,ZAC0009135,05/04/2017 10:14,COMPLETE,07/04/2017 14:39,12/04/2017 21:35,11/04/2017
ZA-00001156,ZAC0006954,05/04/2017 13:10,COMPLETE,07/04/2017 20:05,09/04/2017 22:39,11/04/2017
ZA-00001157,ZAC0006625,05/04/2017 09:43,COMPLETE,06/04/2017 22:09,09/04/2017 10:21,10/04/2017
ZA-00001158,ZAC0016343,05/04/2017 07:00,COMPLETE,07/04/2017 09:56,09/04/2017 07:29,12/04/2017
ZA-00001159,ZAC0003366,05/04/2017 16:02,COMPLETE,09/04/2017 01:18,14/04/2017 02:57,13/04/2017
ZA-00001160,ZAC0012763,05/04/2017 19:27,COMPLETE,06/04/2017 04:45,10/04/2017 12:55,09/04/2017
ZA-00001161,ZAC0007754,05/04/2017 10:08,COMPLETE,05/04/2017 19:39,07/04/2017 04:52,10/04/2017
ZA-00001162,ZAC0001435,06/04/2017 17:31,COMPLETE,07/04/2017 13:21,12/04/2017 05:34,14/04/2017
ZA-00001163,ZAC0019133,06/04/2017 06:20,COMPLETE,07/04/2017 05:57,10/04/2017 12:03,11/04/2017
ZA-00001164,ZAC0022940,06/04/2017 14:16,COMPLETE,09/04/2017 02:21,13/04/2017 13:02,19/04/2017
ZA-00001165,ZAC0013909,06/04/2017 14:41,COMPLETE,10/04/2017 10:06,17/04/2017 17:31,15/04/2017
ZA-00001166,ZAC0023002,06/04/2017 20:07,COMPLETE,07/04/2017 09:39,10/04/2017 23:28,11/04/2017
ZA-00001167,ZAC0020404,06/04/2017 21:51,COMPLETE,09/04/2017 09:30,24/04/2017 07:38,12/04/2017
ZA-00001168,ZAC0016256,06/04/2017 06:24,COMPLETE,07/04/2017 06:44,13/04/2017 02:54,12/04/2017
ZA-00001169,ZAC0010686,06/04/2017 07:37,COMPLETE,08/04/2017 08:29,12/04/2017 09:38,13/04/2017
ZA-00001170,ZAC0013285,06/04/2017 06:35,COMPLETE,08/04/2017 20:45,11/04/2017 04:21,13/04/2017
ZA-00001171,ZAC0011499,06/04/2017 12:39,COMPLETE,07/04/2017 03:17,10/04/2017 11:42,17/04/2017
ZA-00001172,ZAC0010971,06/04/2017 15:02,COMPLETE,08/04/2017 10:14,11/04/2017 07:39,11/04/2017
ZA-00001173,ZAC0007576,06/04/2017 09:32,COMPLETE,09/04/2017 12:24,18/04/2017 00:27,12/04/2017
ZA-00001174,ZAC0000920,06/04/2017 17:56,COMPLETE,07/04/2017 23:49,14/04/2017 15:46,12/04/2017
ZA-00001175,ZAC0016589,06/04/2017 18:37,COMPLETE,09/04/2017 05:11,15/04/2017 16:20,14/04/2017
ZA-00001176,ZAC0014745,06/04/2017 11:07,COMPLETE,06/04/2017 16:53,09/04/2017 11:03,10/04/2017
ZA-00001177,ZAC0009725,06/04/2017 19:36,COMPLETE,08/04/2017 11:59,12/04/2017 01:43,18/04/2017
ZA-00001178,ZAC0012933,06/04/2017 10:45,COMPLETE,08/04/2017 05:36,11/04/2017 16:26,11/04/2017
ZA-00001179,ZAC0018664,06/04/2017 10:03,COMPLETE,11/04/2017 02:31,14/04/2017 23:19,15/04/2017
ZA-00001180,ZAC0005757,06/04/2017 06:57,COMPLETE,07/04/2017 12:29,12/04/2017 21:15,11/04/2017
ZA-00001181,ZAC0018557,06/04/2017 09:46,CANCELLED,,,
ZA-00001182,ZAC0017585,06/04/2017 16:19,COMPLETE,07/04/2017 21:52,12/04/2017 05:43,10/04/2017
ZA-00001183,ZAC0019287,06/04/2017 08:01,COMPLETE,08/04/2017 12:45,12/04/2017 04:38,15/04/2017
ZA-00001184,ZAC0021377,06/04/2017 06:33,COMPLETE,11/04/2017 19:48,14/04/2017 10:54,14/04/2017
ZA-00001185,ZAC0002228,06/04/2017 10:24,COMPLETE,07/04/2017 09:23,13/04/2017 01:32,12/04/2017
ZA-00001186,ZAC0020375,06/04/2017 12:49,DISPATCHED,08/04/2017 06:16,,12/04/2017
ZA-00001187,ZAC0000299,06/04/2017 15:14,COMPLETE,09/04/2017 03:25,13/04/2017 20:28,12/04/2017
ZA-00001188,ZAC0021920,06/04/2017 09:47,COMPLETE,07/04/2017 17:52,10/04/2017 12:33,10/04/2017
ZA-00001189,ZAC0009770,06/04/2017 08:52,COMPLETE,07/04/2017 02:30,11/04/2017 23:31,12/04/2017
ZA-00001190,ZAC0020987,06/04/2017 12:25,COMPLETE,07/04/2017 17:48,09/04/2017 09:18,11/04/2017
ZA-00001191,ZAC0002369,07/04/2017 07:43,CANCELLED,,,
ZA-00001192,ZAC0018808,07/04/2017 21:33,COMPLETE,11/04/2017 04:20,14/04/2017 19:50,14/04/2017
ZA-00001193,ZAC0004083,07/04/2017 07:46,COMPLETE,08/04/2017 10:25,13/04/2017 08:44,12/04/2017
ZA-00001194,ZAC0003276,07/04/2017 11:09,COMPLETE,09/04/2017 11:29,14/04/2017 02:51,14/04/2017
ZA-00001195,ZAC0022306,07/04/2017 12:12,COMPLETE,08/04/2017 18:17,12/04/2017 16:03,12/04/2017
ZA-00001196,ZAC0003995,07/04/2017 13:20,COMPLETE,09/04/2017 07:09,19/04/2017 11:43,19/04/2017
ZA-00001197,ZAC0012411,07/04/2017 21:33,COMPLETE,08/04/2017 21:08,10/04/2017 13:52,12/04/2017
ZA-00001198,ZAC0017902,07/04/2017 19:27,COMPLETE,08/04/2017 11:12,14/04/2017 19:32,12/04/2017
ZA-00001199,ZAC0022953,07/04/2017 11:53,COMPLETE,08/04/2017 21:54,13/04/2017 17:55,13/04/2017
ZA-00001200,ZAC0017012,07/04/2017 16:03,CANCELLED,,,
ZA-00001201,ZAC0022192,07/04/2017 07:12,COMPLETE,08/04/2017 09:39,12/04/2017 22:19,13/04/2017
ZA-00001202,ZAC0012022,07/04/2017 21:24,COMPLETE,08/04/2017 12:02,10/04/2017 03:36,12/04/2017
ZA-00001203,ZAC0002234,07/04/2017 11:55,COMPLETE,08/04/2017 10:39,11/04/2017 12:45,12/04/2017
ZA-00001204,ZAC0013562,07/04/2017 19:58,COMPLETE,10/04/2017 13:20,14/04/2017 02:30,20/04/2017
ZA-00001205,ZAC0017187,07/04/2017 20:03,COMPLETE,09/04/2017 04:13,13/04/2017 04:38,13/04/2017
ZA-00001206,ZAC0021375,07/04/2017 08:41,COMPLETE,11/04/2017 13:31,18/04/2017 05:31,16/04/2017
ZA-00001207,ZAC0017697,07/04/2017 08:18,COMPLETE,07/04/2017 20:31,10/04/2017 19:33,11/04/2017
ZA-00001208,ZAC0023423,07/04/2017 07:17,COMPLETE,12/04/2017 04:35,13/04/2017 22:09,17/04/2017
ZA-00001209,ZAC0002497,07/04/2017 16:21,COMPLETE,09/04/2017 01:27,11/04/2017 23:53,14/04/2017
ZA-00001210,ZAC0010425,07/04/2017 22:41,COMPLETE,11/04/2017 16:39,19/04/2017 20:45,14/04/2017
ZA-00001211,ZAC0002160,07/04/2017 08:36,COMPLETE,08/04/2017 10:20,16/04/2017 07:13,12/04/2017
ZA-00001212,ZAC0000128,08/04/2017 11:25,COMPLETE,08/04/2017 18:22,22/04/2017 03:16,11/04/2017
ZA-00001213,ZAC0009269,08/04/2017 22:18,COMPLETE,11/04/2017 12:23,25/04/2017 05:11,15/04/2017
ZA-00001214,ZAC0020232,08/04/2017 13:13,COMPLETE,10/04/2017 06:04,12/04/2017 15:46,13/04/2017
ZA-00001215,ZAC0023844,08/04/2017 16:35,COMPLETE,13/04/2017 05:45,15/04/2017 19:28,17/04/2017
ZA-00001216,ZAC0010659,08/04/2017 12:53,COMPLETE,11/04/2017 03:16,19/04/2017 16:39,14/04/2017
ZA-00001217,ZAC0008011,08/04/2017 22:01,COMPLETE,10/04/2017 05:29,14/04/2017 23:55,14/04/2017
ZA-00001218,ZAC0001140,08/04/2017 22:19,DISPATCHED,10/04/2017 02:39,,15/04/2017
ZA-00001219,ZAC0023275,08/04/2017 07:54,COMPLETE,10/04/2017 23:04,15/04/2017 08:38,20/04/2017
ZA-00001220,ZAC0022728,08/04/2017 12:34,COMPLETE,11/04/2017 15:06,17/04/2017 21:10,14/04/2017
ZA-00001221,ZAC0002948,08/04/2017 18:48,COMPLETE,11/04/2017 01:32,11/04/2017 18:09,15/04/2017
ZA-00001222,ZAC0011733,08/04/2017 10:23,COMPLETE,10/04/2017 10:20,14/04/2017 12:02,14/04/2017
ZA-00001223,ZAC0018325,08/04/2017 20:05,COMPLETE,10/04/2017 18:46,13/04/2017 14:14,17/04/2017
ZA-00001224,ZAC0019632,08/04/2017 15:44,COMPLETE,09/04/2017 15:54,16/04/2017 01:32,13/04/2017
ZA-00001225,ZAC0007313,08/04/2017 12:59,COMPLETE,10/04/2017 13:42,15/04/2017 05:01,17/04/2017
ZA-00001226,ZAC0005181,08/04/2017 14:17,COMPLETE,10/04/2017 18:24,13/04/2017 04:53,13/04/2017
ZA-00001227,ZAC0019651,08/04/2017 06:08,COMPLETE,09/04/2017 11:11,13/04/2017 16:53,13/04/2017
ZA-00001228,ZAC0005040,08/04/2017 17:42,COMPLETE,11/04/2017 09:11,14/04/2017 15:49,15/04/2017
ZA-00001229,ZAC0021127,08/04/2017 17:56,COMPLETE,11/04/2017 03:22,12/04/2017 11:06,14/04/2017
ZA-00001230,ZAC0020703,08/04/2017 10:29,COMPLETE,08/04/2017 14:39,09/04/2017 04:52,15/04/2017
ZA-00001231,ZAC0010475,08/04/2017 07:40,COMPLETE,09/04/2017 23:21,13/04/2017 10:15,16/04/2017
ZA-00001232,ZAC0014807,08/04/2017 20:15,COMPLETE,12/04/2017 07:08,14/04/2017 11:30,22/04/2017
ZA-00001233,ZAC0023646,08/04/2017 13:46,COMPLETE,10/04/2017 05:33,13/04/2017 21:49,17/04/2017
ZA-00001234,ZAC0012800,08/04/2017 16:19,RETURNED,10/04/2017 14:38,15/04/2017 13:35,13/04/2017
ZA-00001235,ZAC0001492,08/04/2017 06:08,COMPLETE,12/04/2017 02:17,14/04/2017 00:18,17/04/2017
ZA-00001236,ZAC0007431,09/04/2017 14:30,COMPLETE,18/04/2017 13:28,19/04/2017 06:17,21/04/2017
ZA-00001237,ZAC0015238,09/04/2017 11:09,COMPLETE,13/04/2017 00:20,19/04/2017 01:31,18/04/2017
ZA-00001238,ZAC0016678,09/04/2017 22:22,COMPLETE,11/04/2017 16:49,16/04/2017 01:54,16/04/2017
ZA-00001239,ZAC0001878,09/04/2017 07:24,COMPLETE,10/04/2017 07:44,14/04/2017 23:49,20/04/2017
ZA-00001240,ZAC0011801,09/04/2017 07:09,CANCELLED,,,
ZA-00001241,ZAC0017434,09/04/2017 10:20,COMPLETE,12/04/2017 14:40,15/04/2017 07:53,19/04/2017
ZA-00001242,ZAC0016618,09/04/2017 15:08,DISPATCHED,10/04/2017 00:15,,13/04/2017
ZA-00001243,ZAC0023314,09/04/2017 15:09,COMPLETE,11/04/2017 07:05,11/04/2017 19:13,16/04/2017
ZA-00001244,ZAC0002859,09/04/2017 20:35,COMPLETE,11/04/2017 09:25,15/04/2017 13:11,18/04/2017
ZA-00001245,ZAC0011424,09/04/2017 10:36,COMPLETE,11/04/2017 15:02,12/04/2017 20:06,15/04/2017
ZA-00001246,ZAC0009539,09/04/2017 15:34,COMPLETE,13/04/2017 06:34,16/04/2017 01:15,17/04/2017
ZA-00001247,ZAC0002333,09/04/2017 18:42,COMPLETE,11/04/2017 00:24,16/04/2017 09:54,15/04/2017
ZA-00001248,ZAC0002589,09/04/2017 13:57,COMPLETE,10/04/2017 18:10,15/04/2017 01:14,13/04/2017
ZA-00001249,ZAC0007579,09/04/2017 07:25,COMPLETE,12/04/2017 16:16,02/05/2017 07:15,17/04/2017
ZA-00001250,ZAC0003970,09/04/2017 22:43,COMPLETE,11/04/2017 05:47,18/04/2017 08:33,15/04/2017
ZA-00001251,ZAC0021741,09/04/2017 11:46,COMPLETE,12/04/2017 10:16,19/04/2017 12:40,17/04/2017
ZA-00001252,ZAC0007670,09/04/2017 11:04,COMPLETE,12/04/2017 04:49,13/04/2017 11:32,16/04/2017
ZA-00001253,ZAC0005868,10/04/2017 11:03,COMPLETE,10/04/2017 15:52,17/04/2017 08:59,15/04/2017
ZA-00001254,ZAC0015888,10/04/2017 20:33,COMPLETE,10/04/2017 22:40,13/04/2017 03:52,14/04/2017
ZA-00001255,ZAC0003149,10/04/2017 22:27,COMPLETE,12/04/2017 17:32,15/04/2017 13:00,16/04/2017
ZA-00001256,ZAC0023569,10/04/2017 14:43,COMPLETE,14/04/2017 14:51,17/04/2017 08:50,21/04/2017
ZA-00001257,ZAC0006228,10/04/2017 17:50,COMPLETE,12/04/2017 14:58,20/04/2017 05:58,15/04/2017
ZA-00001258,ZAC0007609,10/04/2017 13:10,COMPLETE,10/04/2017 21:25,18/04/2017 12:09,14/04/2017
ZA-00001259,ZAC0023082,10/04/2017 08:04,COMPLETE,11/04/2017 12:13,13/04/2017 14:41,18/04/2017
ZA-00001260,ZAC0012455,10/04/2017 13:33,COMPLETE,18/04/2017 10:23,28/04/2017 23:09,23/04/2017
ZA-00001261,ZAC0006594,10/04/2017 13:52,COMPLETE,14/04/2017 14:57,23/04/2017 03:20,21/04/2017
ZA-00001262,ZAC0021574,10/04/2017 10:20,COMPLETE,12/04/2017 17:51,15/04/2017 12:07,17/04/2017
ZA-00001263,ZAC0001131,10/04/2017 08:27,COMPLETE,12/04/2017 02:17,15/04/2017 10:38,16/04/2017
ZA-00001264,ZAC0012333,10/04/2017 09:18,COMPLETE,11/04/2017 17:06,13/04/2017 18:56,14/04/2017
ZA-00001265,ZAC0014708,10/04/2017 08:49,COMPLETE,11/04/2017 14:12,12/04/2017 12:36,14/04/2017
ZA-00001266,ZAC0011545,10/04/2017 22:32,PENDING,,,
ZA-00001267,ZAC0016488,10/04/2017 16:35,COMPLETE,11/04/2017 03:26,15/04/2017 08:59,16/04/2017
ZA-00001268,ZAC0011420,10/04/2017 17:09,COMPLETE,11/04/2017 20:06,12/04/2017 21:40,16/04/2017
ZA-00001269,ZAC0004378,10/04/2017 11:19,COMPLETE,13/04/2017 23:47,19/04/2017 06:10,20/04/2017
ZA-00001270,ZAC0010360,10/04/2017 16:00,COMPLETE,12/04/2017 04:38,26/04/2017 17:47,16/04/2017
ZA-00001271,ZAC0007535,10/04/2017 22:35,COMPLETE,15/04/2017 00:14,23/04/2017 05:28,20/04/2017
ZA-00001272,ZAC0000658,10/04/2017 07:42,COMPLETE,11/04/2017 16:07,13/04/2017 15:52,15/04/2017
ZA-00001273,ZAC0018362,10/04/2017 09:03,COMPLETE,10/04/2017 16:51,12/04/2017 20:14,14/04/2017
ZA-00001274,ZAC0002283,10/04/2017 17:51,COMPLETE,13/04/2017 08:49,17/04/2017 11:45,17/04/2017
ZA-00001275,ZAC0021606,10/04/2017 10:32,COMPLETE,14/04/2017 07:20,24/04/2017 04:44,19/04/2017
ZA-00001276,ZAC0000030,10/04/2017 17:58,COMPLETE,11/04/2017 22:07,13/04/2017 04:58,15/04/2017
ZA-00001277,ZAC0010224,10/04/2017 18:21,DISPATCHED,14/04/2017 12:46,,19/04/2017
ZA-00001278,ZAC0005396,10/04/2017 11:12,COMPLETE,12/04/2017 16:07,14/04/2017 18:08,16/04/2017
ZA-00001279,ZAC0018858,10/04/2017 20:02,COMPLETE,12/04/2017 13:41,15/04/2017 20:36,17/04/2017
ZA-00001280,ZAC0006058,10/04/2017 10:21,COMPLETE,10/04/2017 18:08,13/04/2017 06:38,13/04/2017
ZA-00001281,ZAC0016674,10/04/2017 14:25,COMPLETE,11/04/2017 19:38,17/04/2017 02:26,14/04/2017
ZA-00001282,ZAC0022399,10/04/2017 10:30,COMPLETE,12/04/2017 01:26,15/04/2017 14:33,17/04/2017
ZA-00001283,ZAC0004033,10/04/2017 19:51,COMPLETE,11/04/2017 00:31,23/04/2017 18:50,15/04/2017
ZA-00001284,ZAC0018883,10/04/2017 13:54,COMPLETE,11/04/2017 12:19,19/04/2017 14:22,15/04/2017
ZA-00001285,ZAC0019252,10/04/2017 09:31,COMPLETE,14/04/2017 13:34,16/04/2017 05:57,24/04/2017
ZA-00001286,ZAC0023681,10/04/2017 15:56,COMPLETE,15/04/2017 00:11,17/04/2017 04:04,22/04/2017
ZA-00001287,ZAC0013632,11/04/2017 08:56,COMPLETE,14/04/2017 17:09,17/04/2017 17:26,19/04/2017
ZA-00001288,ZAC0013773,11/04/2017 21:35,COMPLETE,12/04/2017 06:28,14/04/2017 16:56,16/04/2017
ZA-00001289,ZAC0013795,11/04/2017 19:39,DISPATCHED,13/04/2017 15:45,,16/04/2017
ZA-00001290,ZAC0004705,11/04/2017 16:02,COMPLETE,12/04/2017 09:32,16/04/2017 23:21,19/04/2017
ZA-00001291,ZAC0011292,11/04/2017 20:06,COMPLETE,13/04/2017 05:54,14/04/2017 23:37,16/04/2017
ZA-00001292,ZAC0013938,11/04/2017 22:51,COMPLETE,12/04/2017 22:44,16/04/2017 05:25,19/04/2017
ZA-00001293,ZAC0020365,11/04/2017 08:26,COMPLETE,13/04/2017 09:34,15/04/2017 01:44,17/04/2017
ZA-00001294,ZAC0016625,11/04/2017 20:50,COMPLETE,12/04/2017 02:28,14/04/2017 19:37,15/04/2017
