ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt
ZA-00000181,ZAC0001629,04/02/2017 12:39,COMPLETE,07/02/2017 22:18,10/02/2017 00:51,12/02/2017
ZA-00000182,ZAC0016168,04/02/2017 16:32,COMPLETE,07/02/2017 18:32,10/02/2017 07:00,10/02/2017
ZA-00000183,ZAC0020537,04/02/2017 11:37,COMPLETE,07/02/2017 11:53,11/02/2017 14:33,11/02/2017
ZA-00000184,ZAC0014881,04/02/2017 20:11,COMPLETE,05/02/2017 18:12,10/02/2017 11:57,12/02/2017
ZA-00000185,ZAC0003568,04/02/2017 10:46,COMPLETE,05/02/2017 00:17,07/02/2017 17:34,12/02/2017
ZA-00000186,ZAC0004964,05/02/2017 13:13,COMPLETE,05/02/2017 22:45,08/02/2017 15:55,12/02/2017
ZA-00000187,ZAC0022290,05/02/2017 18:04,COMPLETE,08/02/2017 18:56,14/02/2017 23:39,15/02/2017
ZA-00000188,ZAC0005290,05/02/2017 06:58,COMPLETE,06/02/2017 10:11,13/02/2017 20:35,10/02/2017
ZA-00000189,ZAC0020583,05/02/2017 14:35,CANCELLED,,,
ZA-00000190,ZAC0007804,05/02/2017 14:38,COMPLETE,08/02/2017 23:13,11/02/2017 23:27,18/02/2017
ZA-00000191,ZAC0017897,05/02/2017 16:26,COMPLETE,06/02/2017 21:48,07/02/2017 03:25,10/02/2017
ZA-00000192,ZAC0002903,05/02/2017 17:40,COMPLETE,06/02/2017 00:57,09/02/2017 20:10,10/02/2017
ZA-00000193,ZAC0023976,05/02/2017 09:11,COMPLETE,07/02/2017 06:15,09/02/2017 16:45,12/02/2017
ZA-00000194,ZAC0003479,05/02/2017 19:02,COMPLETE,09/02/2017 11:15,11/02/2017 22:08,12/02/2017
ZA-00000195,ZAC0020996,05/02/2017 19:32,COMPLETE,06/02/2017 22:57,09/02/2017 19:26,11/02/2017
ZA-00000196,ZAC0011022,06/02/2017 13:02,COMPLETE,09/02/2017 13:07,10/02/2017 04:16,13/02/2017
ZA-00000197,ZAC0002141,06/02/2017 11:29,COMPLETE,10/02/2017 18:54,12/02/2017 09:42,13/02/2017
ZA-00000198,ZAC0005391,06/02/2017 19:17,COMPLETE,09/02/2017 02:25,11/02/2017 13:28,12/02/2017
ZA-00000199,ZAC0006057,06/02/2017 14:48,COMPLETE,08/02/2017 20:49,13/02/2017 06:15,11/02/2017
ZA-00000200,ZAC0011002,06/02/2017 17:50,COMPLETE,07/02/2017 16:07,11/02/2017 15:31,11/02/2017
ZA-00000201,ZAC0010889,06/02/2017 11:40,COMPLETE,07/02/2017 00:36,10/02/2017 22:04,11/02/2017
ZA-00000202,ZAC0010580,06/02/2017 18:45,COMPLETE,07/02/2017 11:49,16/02/2017 12:56,14/02/2017
ZA-00000203,ZAC0015675,06/02/2017 18:31,COMPLETE,09/02/2017 16:04,10/02/2017 05:47,13/02/2017
ZA-00000204,ZAC0012502,06/02/2017 15:50,COMPLETE,09/02/2017 03:55,11/02/2017 22:24,16/02/2017
ZA-00000205,ZAC0007191,06/02/2017 06:30,COMPLETE,09/02/2017 16:37,13/02/2017 15:16,16/02/2017
ZA-00000206,ZAC0007288,06/02/2017 09:56,CANCELLED,,,
ZA-00000207,ZAC0022373,07/02/2017 17:51,COMPLETE,08/02/2017 22:47,20/02/2017 04:02,15/02/2017
ZA-00000208,ZAC0021032,07/02/2017 15:15,COMPLETE,08/02/2017 06:29,13/02/2017 03:37,12/02/2017
ZA-00000209,ZAC0014801,07/02/2017 12:05,COMPLETE,07/02/2017 21:02,12/02/2017 08:30,11/02/2017
ZA-00000210,ZAC0006834,07/02/2017 22:39,COMPLETE,08/02/2017 10:31,11/02/2017 06:02,13/02/2017
ZA-00000211,ZAC0004823,07/02/2017 18:05,COMPLETE,10/02/2017 12:38,12/02/2017 17:44,13/02/2017
ZA-00000212,ZAC0000864,07/02/2017 12:20,COMPLETE,08/02/2017 01:24,12/02/2017 21:53,12/02/2017
ZA-00000213,ZAC0006075,07/02/2017 09:51,COMPLETE,10/02/2017 15:24,15/02/2017 23:10,14/02/2017
ZA-00000214,ZAC0001770,07/02/2017 17:51,COMPLETE,10/02/2017 00:23,13/02/2017 00:45,17/02/2017
ZA-00000215,ZAC0007458,07/02/2017 15:24,DISPATCHED,09/02/2017 22:47,,13/02/2017
ZA-00000216,ZAC0019584,07/02/2017 16:14,COMPLETE,08/02/2017 19:55,13/02/2017 08:49,12/02/2017
ZA-00000217,ZAC0023697,07/02/2017 20:59,COMPLETE,09/02/2017 06:37,12/02/2017 09:50,16/02/2017
ZA-00000218,ZAC0014993,07/02/2017 15:40,COMPLETE,09/02/2017 16:33,12/02/2017 05:02,16/02/2017
ZA-00000219,ZAC0006723,07/02/2017 12:04,COMPLETE,08/02/2017 12:25,12/02/2017 13:07,12/02/2017
ZA-00000220,ZAC0020299,07/02/2017 17:35,COMPLETE,10/02/2017 11:17,19/02/2017 08:47,17/02/2017
ZA-00000221,ZAC0000429,08/02/2017 13:27,COMPLETE,10/02/2017 23:10,15/02/2017 13:53,15/02/2017
ZA-00000222,ZAC0000120,08/02/2017 11:31,COMPLETE,11/02/2017 10:18,25/02/2017 16:05,16/02/2017
ZA-00000223,ZAC0010550,08/02/2017 10:08,COMPLETE,08/02/2017 17:55,12/02/2017 00:57,11/02/2017
ZA-00000224,ZAC0013009,08/02/2017 12:31,COMPLETE,13/02/2017 16:42,20/02/2017 23:21,18/02/2017
ZA-00000225,ZAC0009764,08/02/2017 13:28,COMPLETE,11/02/2017 05:01,16/02/2017 02:43,14/02/2017
ZA-00000226,ZAC0007867,08/02/2017 08:47,COMPLETE,09/02/2017 23:22,11/02/2017 04:43,16/02/2017
ZA-00000227,ZAC0006155,08/02/2017 17:31,COMPLETE,11/02/2017 19:48,13/02/2017 05:06,14/02/2017
ZA-00000228,ZAC0007645,08/02/2017 18:35,COMPLETE,10/02/2017 16:14,13/02/2017 11:31,17/02/2017
ZA-00000229,ZAC0009474,08/02/2017 17:05,COMPLETE,10/02/2017 11:17,18/02/2017 21:07,15/02/2017
ZA-00000230,ZAC0021683,08/02/2017 17:45,COMPLETE,10/02/2017 00:19,12/02/2017 09:40,13/02/2017
ZA-00000231,ZAC0009247,08/02/2017 06:58,COMPLETE,11/02/2017 11:35,16/02/2017 17:53,16/02/2017
ZA-00000232,ZAC0017127,08/02/2017 06:25,COMPLETE,10/02/2017 11:58,12/02/2017 19:02,15/02/2017
ZA-00000233,ZAC0012545,08/02/2017 09:08,COMPLETE,09/02/2017 09:00,18/02/2017 14:25,19/02/2017
ZA-00000234,ZAC0004243,08/02/2017 19:44,COMPLETE,12/02/2017 02:46,16/02/2017 11:08,15/02/2017
ZA-00000235,ZAC0019023,08/02/2017 17:16,COMPLETE,11/02/2017 07:09,13/02/2017 04:36,18/02/2017
ZA-00000236,ZAC0017131,08/02/2017 18:30,COMPLETE,12/02/2017 06:20,15/02/2017 07:56,15/02/2017
ZA-00000237,ZAC0011133,09/02/2017 16:14,COMPLETE,11/02/2017 00:25,16/02/2017 15:12,15/02/2017
ZA-00000238,ZAC0018187,09/02/2017 07:11,COMPLETE,10/02/2017 08:41,17/02/2017 11:11,13/02/2017
ZA-00000239,ZAC0021135,09/02/2017 11:35,COMPLETE,10/02/2017 16:19,14/02/2017 02:23,15/02/2017
ZA-00000240,ZAC0020571,09/02/2017 07:39,COMPLETE,12/02/2017 11:27,21/02/2017 03:38,16/02/2017
ZA-00000241,ZAC0013671,09/02/2017 18:25,DISPATCHED,13/02/2017 08:54,,18/02/2017
ZA-00000242,ZAC0021903,09/02/2017 22:45,COMPLETE,10/02/2017 16:11,13/02/2017 08:25,15/02/2017
ZA-00000243,ZAC0009101,09/02/2017 19:52,COMPLETE,11/02/2017 20:31,17/02/2017 11:09,16/02/2017
ZA-00000244,ZAC0014792,09/02/2017 19:19,COMPLETE,12/02/2017 15:33,17/02/2017 07:31,15/02/2017
ZA-00000245,ZAC0000358,09/02/2017 21:23,COMPLETE,11/02/2017 10:55,23/02/2017 20:58,18/02/2017
ZA-00000246,ZAC0007575,09/02/2017 17:08,COMPLETE,11/02/2017 05:17,13/02/2017 14:46,18/02/2017
ZA-00000247,ZAC0014666,09/02/2017 14:07,COMPLETE,12/02/2017 03:47,14/02/2017 12:02,19/02/2017
ZA-00000248,ZAC0006019,09/02/2017 14:34,COMPLETE,13/02/2017 13:02,16/02/2017 22:10,18/02/2017
ZA-00000249,ZAC0006852,09/02/2017 16:36,COMPLETE,11/02/2017 10:07,14/02/2017 14:28,16/02/2017
ZA-00000250,ZAC0017649,09/02/2017 18:57,COMPLETE,14/02/2017 02:02,15/02/2017 03:51,18/02/2017
ZA-00000251,ZAC0022144,10/02/2017 17:01,COMPLETE,11/02/2017 17:53,16/02/2017 19:37,15/02/2017
ZA-00000252,ZAC0004643,10/02/2017 14:46,COMPLETE,12/02/2017 15:23,18/02/2017 11:12,22/02/2017
ZA-00000253,ZAC0011214,10/02/2017 19:21,COMPLETE,12/02/2017 10:21,16/02/2017 06:32,15/02/2017
ZA-00000254,ZAC0017184,10/02/2017 14:24,COMPLETE,11/02/2017 23:59,15/02/2017 17:55,14/02/2017
ZA-00000255,ZAC0020825,10/02/2017 09:40,COMPLETE,13/02/2017 16:41,17/02/2017 03:19,23/02/2017
ZA-00000256,ZAC0004954,10/02/2017 16:49,COMPLETE,11/02/2017 22:40,16/02/2017 00:21,16/02/2017
ZA-00000257,ZAC0023501,10/02/2017 12:07,COMPLETE,11/02/2017 07:26,13/02/2017 06:54,18/02/2017
ZA-00000258,ZAC0012537,10/02/2017 21:50,COMPLETE,12/02/2017 02:22,14/02/2017 02:12,17/02/2017
ZA-00000259,ZAC0004256,10/02/2017 11:07,COMPLETE,12/02/2017 16:43,13/02/2017 22:06,17/02/2017
ZA-00000260,ZAC0018614,11/02/2017 19:45,COMPLETE,13/02/2017 05:47,17/02/2017 03:09,20/02/2017
ZA-00000261,ZAC0007327,11/02/2017 08:04,COMPLETE,11/02/2017 15:23,16/02/2017 07:21,16/02/2017
ZA-00000262,ZAC0005526,11/02/2017 13:54,COMPLETE,17/02/2017 08:07,21/02/2017 23:20,20/02/2017
ZA-00000263,ZAC0023470,11/02/2017 06:05,COMPLETE,12/02/2017 03:03,15/02/2017 04:55,16/02/2017
ZA-00000264,ZAC0008022,11/02/2017 14:26,COMPLETE,18/02/2017 03:21,28/02/2017 17:08,21/02/2017
ZA-00000265,ZAC0010485,11/02/2017 10:07,COMPLETE,12/02/2017 21:14,16/02/2017 06:41,22/02/2017
ZA-00000266,ZAC0001042,12/02/2017 08:36,COMPLETE,14/02/2017 00:33,18/02/2017 20:15,19/02/2017
ZA-00000267,ZAC0006257,12/02/2017 15:47,COMPLETE,18/02/2017 20:33,27/02/2017 10:26,23/02/2017
ZA-00000268,ZAC0002095,12/02/2017 16:12,COMPLETE,13/02/2017 18:04,18/02/2017 23:25,16/02/2017
ZA-00000269,ZAC0021145,12/02/2017 17:51,COMPLETE,13/02/2017 17:02,21/02/2017 03:24,20/02/2017
ZA-00000270,ZAC0018195,12/02/2017 06:01,COMPLETE,13/02/2017 16:37,17/02/2017 01:18,18/02/2017
ZA-00000271,ZAC0018323,12/02/2017 06:06,COMPLETE,14/02/2017 03:27,18/02/2017 04:56,19/02/2017
ZA-00000272,ZAC0012211,12/02/2017 20:30,COMPLETE,16/02/2017 12:11,20/02/2017 15:32,20/02/2017
ZA-00000273,ZAC0022859,12/02/2017 14:06,COMPLETE,13/02/2017 09:42,20/02/2017 10:17,20/02/2017
ZA-00000274,ZAC0003406,12/02/2017 14:05,COMPLETE,14/02/2017 19:09,24/02/2017 12:05,21/02/2017
ZA-00000275,ZAC0010308,12/02/2017 07:03,COMPLETE,13/02/2017 11:59,16/02/2017 18:45,20/02/2017
ZA-00000276,ZAC0011005,12/02/2017 08:03,COMPLETE,15/02/2017 15:26,26/02/2017 14:29,22/02/2017
ZA-00000277,ZAC0017688,12/02/2017 22:01,COMPLETE,13/02/2017 08:06,19/02/2017 22:37,17/02/2017
ZA-00000278,ZAC0001426,12/02/2017 10:48,RETURNED,13/02/2017 05:10,21/02/2017 06:23,17/02/2017
ZA-00000279,ZAC0006976,12/02/2017 14:48,COMPLETE,15/02/2017 06:17,17/02/2017 17:17,25/02/2017
ZA-00000280,ZAC0011739,13/02/2017 20:38,COMPLETE,17/02/2017 11:14,19/02/2017 18:02,22/02/2017
ZA-00000281,ZAC0023045,13/02/2017 19:09,COMPLETE,14/02/2017 16:33,22/02/2017 04:36,19/02/2017
ZA-00000282,ZAC0017717,13/02/2017 09:15,COMPLETE,17/02/2017 10:27,03/03/2017 13:35,20/02/2017
ZA-00000283,ZAC0002907,13/02/2017 13:02,COMPLETE,14/02/2017 06:57,16/02/2017 21:36,21/02/2017
ZA-00000284,ZAC0002411,13/02/2017 11:45,COMPLETE,16/02/2017 07:30,23/02/2017 21:41,19/02/2017
ZA-00000285,ZAC0012170,13/02/2017 22:59,COMPLETE,17/02/2017 20:54,21/02/2017 22:54,21/02/2017
ZA-00000286,ZAC0013658,13/02/2017 17:45,DISPATCHED,14/02/2017 15:46,,17/02/2017
ZA-00000287,ZAC0014779,13/02/2017 22:37,COMPLETE,17/02/2017 23:48,20/02/2017 21:54,20/02/2017
ZA-00000288,ZAC0017696,13/02/2017 07:52,COMPLETE,15/02/2017 05:33,19/02/2017 04:02,20/02/2017
ZA-00000289,ZAC0021031,13/02/2017 14:54,COMPLETE,18/02/2017 20:27,22/02/2017 13:17,21/02/2017
ZA-00000290,ZAC0011892,14/02/2017 17:38,COMPLETE,19/02/2017 07:31,21/02/2017 04:18,01/03/2017
ZA-00000291,ZAC0013828,14/02/2017 13:43,COMPLETE,18/02/2017 19:26,23/02/2017 14:20,22/02/2017
ZA-00000292,ZAC0019336,14/02/2017 17:00,COMPLETE,15/02/2017 20:44,17/02/2017 07:23,25/02/2017
ZA-00000293,ZAC0008600,14/02/2017 20:48,COMPLETE,16/02/2017 03:48,19/02/2017 23:17,20/02/2017
ZA-00000294,ZAC0000099,14/02/2017 10:20,COMPLETE,16/02/2017 15:27,22/02/2017 03:56,20/02/2017
ZA-00000295,ZAC0003850,14/02/2017 14:57,COMPLETE,14/02/2017 23:37,24/02/2017 13:34,21/02/2017
ZA-00000296,ZAC0017166,14/02/2017 06:58,COMPLETE,17/02/2017 16:40,20/02/2017 11:56,21/02/2017
ZA-00000297,ZAC0006436,14/02/2017 19:33,COMPLETE,19/02/2017 17:12,23/02/2017 22:09,23/02/2017
ZA-00000298,ZAC0000255,15/02/2017 11:09,COMPLETE,19/02/2017 04:35,27/02/2017 17:31,24/02/2017
ZA-00000299,ZAC0010088,15/02/2017 14:52,COMPLETE,17/02/2017 10:45,27/02/2017 02:45,20/02/2017
ZA-00000300,ZAC0012965,15/02/2017 10:15,COMPLETE,16/02/2017 04:18,20/02/2017 11:45,23/02/2017
ZA-00000301,ZAC0012216,15/02/2017 11:49,COMPLETE,18/02/2017 02:46,19/02/2017 21:35,22/02/2017
ZA-00000302,ZAC0019218,15/02/2017 13:39,COMPLETE,19/02/2017 00:16,22/02/2017 06:45,22/02/2017
ZA-00000303,ZAC0018782,15/02/2017 15:32,COMPLETE,19/02/2017 07:32,23/02/2017 06:00,26/02/2017
ZA-00000304,ZAC0004033,15/02/2017 09:15,COMPLETE,17/02/2017 00:06,21/02/2017 15:16,20/02/2017
ZA-00000305,ZAC0022760,15/02/2017 22:12,CANCELLED,,,
ZA-00000306,ZAC0011215,15/02/2017 13:44,COMPLETE,16/02/2017 11:13,18/02/2017 13:39,21/02/2017
ZA-00000307,ZAC0011472,15/02/2017 10:05,COMPLETE,18/02/2017 00:07,21/02/2017 03:53,21/02/2017
ZA-00000308,ZAC0019498,15/02/2017 15:03,COMPLETE,17/02/2017 05:37,18/02/2017 21:18,27/02/2017
ZA-00000309,ZAC0005706,16/02/2017 16:35,COMPLETE,18/02/2017 03:32,24/02/2017 14:20,21/02/2017
ZA-00000310,ZAC0006437,16/02/2017 18:33,COMPLETE,19/02/2017 19:01,03/03/2017 01:45,26/02/2017
ZA-00000311,ZAC0004148,16/02/2017 08:43,COMPLETE,18/02/2017 08:06,22/02/2017 11:09,21/02/2017
ZA-00000312,ZAC0020436,16/02/2017 13:15,COMPLETE,18/02/2017 13:02,01/03/2017 07:56,28/02/2017
ZA-00000313,ZAC0007813,16/02/2017 18:33,COMPLETE,20/02/2017 23:15,22/02/2017 10:47,02/03/2017
ZA-00000314,ZAC0021704,16/02/2017 16:30,COMPLETE,22/02/2017 03:05,24/02/2017 19:17,01/03/2017
ZA-00000315,ZAC0013357,16/02/2017 20:03,COMPLETE,19/02/2017 11:02,28/02/2017 22:51,22/02/2017
ZA-00000316,ZAC0016324,16/02/2017 16:21,COMPLETE,17/02/2017 11:11,24/02/2017 06:42,20/02/2017
ZA-00000317,ZAC0005665,16/02/2017 09:27,DISPATCHED,18/02/2017 12:53,,22/02/2017
ZA-00000318,ZAC0022832,16/02/2017 10:18,COMPLETE,19/02/2017 05:49,21/02/2017 01:12,24/02/2017
ZA-00000319,ZAC0022967,16/02/2017 09:31,COMPLETE,16/02/2017 13:27,21/02/2017 13:44,20/02/2017
ZA-00000320,ZAC0017516,16/02/2017 20:46,COMPLETE,20/02/2017 07:32,23/02/2017 19:51,23/02/2017
ZA-00000321,ZAC0004641,16/02/2017 14:48,COMPLETE,17/02/2017 21:47,21/02/2017 19:52,22/02/2017
ZA-00000322,ZAC0011072,16/02/2017 10:45,COMPLETE,18/02/2017 11:41,24/02/2017 11:41,28/02/2017
ZA-00000323,ZAC0018778,16/02/2017 19:18,COMPLETE,19/02/2017 14:01,25/02/2017 01:17,24/02/2017
ZA-00000324,ZAC0019565,16/02/2017 10:57,COMPLETE,21/02/2017 16:26,24/02/2017 22:05,26/02/2017
ZA-00000325,ZAC0009173,17/02/2017 11:13,COMPLETE,19/02/2017 02:29,20/02/2017 07:27,26/02/2017
ZA-00000326,ZAC0015940,17/02/2017 17:17,COMPLETE,18/02/2017 12:52,23/02/2017 06:06,22/02/2017
ZA-00000327,ZAC0011912,17/02/2017 17:03,COMPLETE,20/02/2017 17:54,24/02/2017 12:01,02/03/2017
ZA-00000328,ZAC0009215,17/02/2017 17:27,COMPLETE,22/02/2017 22:39,01/03/2017 19:18,26/02/2017
ZA-00000329,ZAC0010265,17/02/2017 10:47,COMPLETE,17/02/2017 23:07,21/02/2017 07:22,24/02/2017
ZA-00000330,ZAC0009316,17/02/2017 14:16,COMPLETE,17/02/2017 21:16,23/02/2017 13:25,21/02/2017
ZA-00000331,ZAC0003227,17/02/2017 11:44,COMPLETE,18/02/2017 19:44,22/02/2017 23:19,21/02/2017
ZA-00000332,ZAC0013293,17/02/2017 22:00,COMPLETE,21/02/2017 06:53,27/02/2017 23:44,03/03/2017
ZA-00000333,ZAC0011722,17/02/2017 13:16,COMPLETE,18/02/2017 23:01,24/02/2017 00:49,23/02/2017
ZA-00000334,ZAC0017297,17/02/2017 22:22,COMPLETE,21/02/2017 10:20,24/02/2017 01:28,03/03/2017
ZA-00000335,ZAC0005949,17/02/2017 22:30,COMPLETE,18/02/2017 06:22,24/02/2017 14:17,21/02/2017
ZA-00000336,ZAC0015343,17/02/2017 06:06,COMPLETE,18/02/2017 21:47,24/02/2017 05:29,23/02/2017
ZA-00000337,ZAC0008556,18/02/2017 07:52,COMPLETE,19/02/2017 07:26,24/02/2017 13:09,01/03/2017
ZA-00000338,ZAC0001316,18/02/2017 07:49,COMPLETE,21/02/2017 21:15,27/02/2017 09:42,26/02/2017
ZA-00000339,ZAC0018636,18/02/2017 18:24,RETURNED,19/02/2017 23:24,20/02/2017 19:12,26/02/2017
ZA-00000340,ZAC0014388,18/02/2017 11:22,COMPLETE,20/02/2017 12:15,24/02/2017 06:41,23/02/2017
ZA-00000341,ZAC0023238,18/02/2017 21:27,COMPLETE,22/02/2017 10:00,27/02/2017 12:43,27/02/2017
ZA-00000342,ZAC0000023,18/02/2017 13:56,COMPLETE,19/02/2017 18:52,25/02/2017 21:04,24/02/2017
ZA-00000343,ZAC0003176,18/02/2017 09:53,COMPLETE,19/02/2017 16:03,20/02/2017 19:49,23/02/2017
ZA-00000344,ZAC0017183,18/02/2017 22:37,COMPLETE,25/02/2017 08:25,26/02/2017 03:07,04/03/2017
ZA-00000345,ZAC0022191,18/02/2017 18:21,COMPLETE,25/02/2017 09:33,28/02/2017 06:58,28/02/2017
ZA-00000346,ZAC0017300,18/02/2017 06:35,CANCELLED,,,
ZA-00000347,ZAC0000519,18/02/2017 09:46,COMPLETE,20/02/2017 01:35,27/02/2017 23:22,23/02/2017
ZA-00000348,ZAC0011760,18/02/2017 09:43,COMPLETE,19/02/2017 20:27,20/02/2017 08:54,26/02/2017
ZA-00000349,ZAC0020207,18/02/2017 10:15,COMPLETE,20/02/2017 02:02,21/02/2017 20:27,23/02/2017
ZA-00000350,ZAC0019035,18/02/2017 11:35,COMPLETE,19/02/2017 17:17,23/02/2017 18:55,24/02/2017
ZA-00000351,ZAC0013968,19/02/2017 08:34,COMPLETE,22/02/2017 22:31,25/02/2017 15:18,27/02/2017
ZA-00000352,ZAC0010378,19/02/2017 18:44,COMPLETE,22/02/2017 13:45,26/02/2017 14:47,27/02/2017
ZA-00000353,ZAC0012339,19/02/2017 12:57,COMPLETE,22/02/2017 18:11,03/03/2017 04:30,27/02/2017
ZA-00000354,ZAC0002413,19/02/2017 06:29,COMPLETE,23/02/2017 08:39,25/02/2017 20:35,26/02/2017
ZA-00000355,ZAC0011732,19/02/2017 13:33,COMPLETE,20/02/2017 07:22,20/02/2017 19:15,24/02/2017
ZA-00000356,ZAC0012533,19/02/2017 12:03,COMPLETE,22/02/2017 20:04,27/02/2017 08:31,25/02/2017
ZA-00000357,ZAC0014477,19/02/2017 21:35,COMPLETE,20/02/2017 21:37,28/02/2017 18:15,23/02/2017
ZA-00000358,ZAC0016398,19/02/2017 09:22,COMPLETE,23/02/2017 03:15,27/02/2017 19:01,28/02/2017
ZA-00000359,ZAC0011755,19/02/2017 16:09,COMPLETE,22/02/2017 20:25,25/02/2017 06:31,27/02/2017
ZA-00000360,ZAC0008758,19/02/2017 06:03,COMPLETE,24/02/2017 06:47,28/02/2017 21:10,28/02/2017
ZA-00000361,ZAC0002135,19/02/2017 11:28,COMPLETE,25/02/2017 01:59,02/03/2017 00:40,28/02/2017
ZA-00000362,ZAC0006886,19/02/2017 14:46,COMPLETE,26/02/2017 00:59,04/03/2017 07:44,03/03/2017
ZA-00000363,ZAC0020736,20/02/2017 11:13,COMPLETE,21/02/2017 04:55,26/02/2017 01:33,25/02/2017
ZA-00000364,ZAC0017431,20/02/2017 13:00,COMPLETE,23/02/2017 22:52,26/02/2017 23:45,05/03/2017
ZA-00000365,ZAC0009567,20/02/2017 12:22,COMPLETE,22/02/2017 02:47,25/02/2017 21:30,27/02/2017
ZA-00000366,ZAC0005452,20/02/2017 22:29,COMPLETE,21/02/2017 22:12,26/02/2017 09:56,26/02/2017
ZA-00000367,ZAC0014258,20/02/2017 09:59,COMPLETE,20/02/2017 16:32,24/02/2017 00:57,24/02/2017
ZA-00000368,ZAC0006692,20/02/2017 12:11,CANCELLED,,,
ZA-00000369,ZAC0012901,20/02/2017 08:53,COMPLETE,22/02/2017 21:30,25/02/2017 17:27,25/02/2017
ZA-00000370,ZAC0012981,20/02/2017 09:53,DISPATCHED,22/02/2017 03:28,,26/02/2017
ZA-00000371,ZAC0010537,20/02/2017 08:32,COMPLETE,24/02/2017 03:11,26/02/2017 18:36,03/03/2017
ZA-00000372,ZAC0004328,20/02/2017 19:23,COMPLETE,23/02/2017 09:28,03/03/2017 03:12,05/03/2017
ZA-00000373,ZAC0020946,21/02/2017 07:10,COMPLETE,23/02/2017 00:38,26/02/2017 19:51,02/03/2017
ZA-00000374,ZAC0012658,21/02/2017 22:35,COMPLETE,24/02/2017 01:42,27/02/2017 10:27,03/03/2017
