ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00028028,ZAC0001398,01/08/2018 08:34,COMPLETE,04/08/2018 01:18,08/08/2018 16:03,07/08/2018,WELCOME10
ZA-00028029,ZAC0005559,01/08/2018 20:56,COMPLETE,03/08/2018 19:09,08/08/2018 10:28,07/08/2018,FLASH25
ZA-00028030,ZAC0016509,01/08/2018 22:03,COMPLETE,03/08/2018 23:16,11/08/2018 08:04,06/08/2018,WELCOME10
ZA-00028031,ZAC0003919,01/08/2018 07:08,COMPLETE,03/08/2018 04:21,08/08/2018 07:17,08/08/2018,
ZA-00028032,ZAC0017291,01/08/2018 13:24,COMPLETE,05/08/2018 11:26,11/08/2018 17:41,09/08/2018,
ZA-00028033,ZAC0006549,01/08/2018 14:42,COMPLETE,02/08/2018 09:37,03/08/2018 10:38,06/08/2018,
ZA-00028034,ZAC0003178,01/08/2018 06:19,COMPLETE,03/08/2018 12:03,15/08/2018 14:12,10/08/2018,
ZA-00028035,ZAC0003939,01/08/2018 18:07,COMPLETE,02/08/2018 11:28,06/08/2018 13:23,05/08/2018,WINTER15
ZA-00028036,ZAC0015606,01/08/2018 09:23,COMPLETE,05/08/2018 17:42,10/08/2018 00:25,10/08/2018,
ZA-00028037,ZAC0017342,01/08/2018 14:52,COMPLETE,06/08/2018 08:40,11/08/2018 04:16,10/08/2018,
ZA-00028038,ZAC0022263,01/08/2018 08:55,COMPLETE,02/08/2018 19:27,03/08/2018 21:09,05/08/2018,
ZA-00028039,ZAC0014376,01/08/2018 22:19,COMPLETE,04/08/2018 03:03,09/08/2018 23:04,11/08/2018,
ZA-00028040,ZAC0014479,01/08/2018 20:48,COMPLETE,03/08/2018 18:16,09/08/2018 02:51,10/08/2018,
ZA-00028041,ZAC0003002,01/08/2018 21:45,COMPLETE,02/08/2018 13:52,14/08/2018 07:31,06/08/2018,
ZA-00028042,ZAC0007516,01/08/2018 15:52,COMPLETE,03/08/2018 02:39,04/08/2018 04:42,08/08/2018,
ZA-00028043,ZAC0020747,01/08/2018 13:49,COMPLETE,04/08/2018 14:27,07/08/2018 08:15,09/08/2018,
ZA-00028044,ZAC0023399,01/08/2018 09:39,COMPLETE,01/08/2018 14:06,05/08/2018 00:51,08/08/2018,
ZA-00028045,ZAC0021465,01/08/2018 08:11,COMPLETE,01/08/2018 21:44,07/08/2018 02:27,06/08/2018,
ZA-00028046,ZAC0006153,01/08/2018 10:15,COMPLETE,01/08/2018 15:55,07/08/2018 15:13,06/08/2018,
ZA-00028047,ZAC0018439,01/08/2018 09:07,CANCELLED,,,,LOYAL5
ZA-00028048,ZAC0003047,01/08/2018 08:12,COMPLETE,03/08/2018 20:40,10/08/2018 22:05,10/08/2018,
ZA-00028049,ZAC0012985,01/08/2018 10:05,COMPLETE,06/08/2018 19:50,08/08/2018 11:24,09/08/2018,
ZA-00028050,ZAC0020537,01/08/2018 10:36,COMPLETE,03/08/2018 19:21,05/08/2018 23:39,10/08/2018,
ZA-00028051,ZAC0015524,01/08/2018 16:25,COMPLETE,08/08/2018 12:22,12/08/2018 20:49,13/08/2018,
ZA-00028052,ZAC0022344,01/08/2018 13:08,COMPLETE,02/08/2018 10:10,05/08/2018 21:53,09/08/2018,
ZA-00028053,ZAC0021080,01/08/2018 06:12,COMPLETE,03/08/2018 06:07,11/08/2018 04:14,07/08/2018,
ZA-00028054,ZAC0006926,01/08/2018 06:33,COMPLETE,04/08/2018 13:48,09/08/2018 08:43,08/08/2018,
ZA-00028055,ZAC0019208,01/08/2018 18:59,PENDING,,,,FLASH25
ZA-00028056,ZAC0012591,01/08/2018 22:27,COMPLETE,08/08/2018 11:50,12/08/2018 14:24,13/08/2018,
ZA-00028057,ZAC0020575,01/08/2018 19:39,COMPLETE,04/08/2018 11:05,16/08/2018 19:02,09/08/2018,
ZA-00028058,ZAC0014968,01/08/2018 18:50,COMPLETE,04/08/2018 17:15,08/08/2018 02:30,08/08/2018,WELCOME10
ZA-00028059,ZAC0020414,01/08/2018 11:01,COMPLETE,05/08/2018 10:45,05/08/2018 21:49,09/08/2018,
ZA-00028060,ZAC0003597,01/08/2018 21:20,COMPLETE,07/08/2018 10:59,12/08/2018 13:00,10/08/2018,
ZA-00028061,ZAC0001032,01/08/2018 14:53,COMPLETE,01/08/2018 21:36,05/08/2018 13:51,04/08/2018,
ZA-00028062,ZAC0021295,01/08/2018 12:21,COMPLETE,03/08/2018 23:51,11/08/2018 09:14,10/08/2018,BULK20
ZA-00028063,ZAC0016370,01/08/2018 20:53,COMPLETE,06/08/2018 06:30,15/08/2018 16:01,10/08/2018,
ZA-00028064,ZAC0009181,01/08/2018 17:21,CANCELLED,,,,
ZA-00028065,ZAC0003413,01/08/2018 16:50,CANCELLED,,,,
ZA-00028066,ZAC0018799,01/08/2018 17:32,COMPLETE,02/08/2018 01:02,05/08/2018 17:28,07/08/2018,
ZA-00028067,ZAC0022422,01/08/2018 11:58,COMPLETE,02/08/2018 02:37,08/08/2018 18:20,06/08/2018,
ZA-00028068,ZAC0017263,01/08/2018 21:50,COMPLETE,02/08/2018 11:25,08/08/2018 15:44,07/08/2018,
ZA-00028069,ZAC0004433,01/08/2018 08:21,COMPLETE,03/08/2018 05:50,07/08/2018 11:35,07/08/2018,
ZA-00028070,ZAC0007042,01/08/2018 08:20,COMPLETE,03/08/2018 22:58,09/08/2018 21:28,13/08/2018,
ZA-00028071,ZAC0004368,01/08/2018 13:41,COMPLETE,02/08/2018 11:54,05/08/2018 00:38,07/08/2018,
ZA-00028072,ZAC0016996,01/08/2018 07:33,CANCELLED,,,,
ZA-00028073,ZAC0000816,01/08/2018 06:04,CANCELLED,,,,
ZA-00028074,ZAC0007041,01/08/2018 22:33,COMPLETE,03/08/2018 00:46,06/08/2018 01:57,06/08/2018,
ZA-00028075,ZAC0016346,01/08/2018 15:21,CANCELLED,,,,
ZA-00028076,ZAC0014577,01/08/2018 15:19,COMPLETE,03/08/2018 09:38,06/08/2018 03:45,07/08/2018,
ZA-00028077,ZAC0006897,01/08/2018 11:14,DISPATCHED,03/08/2018 00:51,,10/08/2018,FREESHIP
ZA-00028078,ZAC0006282,01/08/2018 17:36,COMPLETE,02/08/2018 15:29,10/08/2018 10:41,07/08/2018,WELCOME10
ZA-00028079,ZAC0017235,01/08/2018 21:24,COMPLETE,04/08/2018 10:35,09/08/2018 17:38,08/08/2018,
ZA-00028080,ZAC0001251,01/08/2018 11:33,COMPLETE,05/08/2018 22:54,13/08/2018 22:40,15/08/2018,
ZA-00028081,ZAC0009067,01/08/2018 19:56,COMPLETE,03/08/2018 19:39,12/08/2018 03:50,06/08/2018,WINTER15
ZA-00028082,ZAC0009006,01/08/2018 09:40,COMPLETE,04/08/2018 04:32,12/08/2018 23:24,11/08/2018,
ZA-00028083,ZAC0010519,01/08/2018 10:09,COMPLETE,06/08/2018 05:21,06/08/2018 18:37,11/08/2018,
ZA-00028084,ZAC0021848,01/08/2018 19:10,COMPLETE,04/08/2018 03:39,06/08/2018 15:12,08/08/2018,
ZA-00028085,ZAC0021878,01/08/2018 17:50,COMPLETE,04/08/2018 19:46,12/08/2018 12:08,08/08/2018,
ZA-00028086,ZAC0000037,01/08/2018 14:58,COMPLETE,03/08/2018 00:40,07/08/2018 20:26,08/08/2018,
ZA-00028087,ZAC0023243,01/08/2018 20:18,COMPLETE,05/08/2018 19:13,10/08/2018 20:43,10/08/2018,
ZA-00028088,ZAC0002098,01/08/2018 18:43,COMPLETE,02/08/2018 01:43,04/08/2018 12:59,05/08/2018,
ZA-00028089,ZAC0013051,01/08/2018 20:56,COMPLETE,04/08/2018 16:36,08/08/2018 03:00,08/08/2018,
ZA-00028090,ZAC0002070,01/08/2018 11:47,COMPLETE,06/08/2018 22:05,12/08/2018 03:37,13/08/2018,
ZA-00028091,ZAC0004103,01/08/2018 16:07,COMPLETE,03/08/2018 12:37,08/08/2018 03:29,07/08/2018,
ZA-00028092,ZAC0008543,02/08/2018 18:53,COMPLETE,04/08/2018 07:37,08/08/2018 22:36,07/08/2018,
ZA-00028093,ZAC0017259,02/08/2018 12:49,RETURNED,06/08/2018 13:18,19/08/2018 19:33,10/08/2018,
ZA-00028094,ZAC0020938,02/08/2018 06:12,COMPLETE,03/08/2018 05:05,16/08/2018 19:03,07/08/2018,
ZA-00028095,ZAC0008628,02/08/2018 18:08,COMPLETE,04/08/2018 11:51,14/08/2018 09:33,09/08/2018,
ZA-00028096,ZAC0008544,02/08/2018 17:02,COMPLETE,07/08/2018 19:57,09/08/2018 07:35,14/08/2018,
ZA-00028097,ZAC0006819,02/08/2018 18:02,COMPLETE,03/08/2018 18:50,09/08/2018 12:24,07/08/2018,
ZA-00028098,ZAC0017254,02/08/2018 18:38,COMPLETE,07/08/2018 23:09,10/08/2018 14:37,12/08/2018,
ZA-00028099,ZAC0010006,02/08/2018 10:17,COMPLETE,03/08/2018 01:14,03/08/2018 15:32,13/08/2018,
ZA-00028100,ZAC0014952,02/08/2018 21:23,COMPLETE,07/08/2018 01:43,09/08/2018 05:04,11/08/2018,
ZA-00028101,ZAC0014689,02/08/2018 17:41,COMPLETE,04/08/2018 12:45,10/08/2018 17:17,07/08/2018,
ZA-00028102,ZAC0016289,02/08/2018 09:08,COMPLETE,05/08/2018 03:44,10/08/2018 15:00,15/08/2018,
ZA-00028103,ZAC0003587,02/08/2018 18:10,COMPLETE,06/08/2018 21:35,08/08/2018 01:14,13/08/2018,WELCOME10
ZA-00028104,ZAC0001153,02/08/2018 18:18,COMPLETE,06/08/2018 03:52,13/08/2018 05:26,13/08/2018,
ZA-00028105,ZAC0000716,02/08/2018 08:08,COMPLETE,05/08/2018 06:52,08/08/2018 03:56,12/08/2018,
ZA-00028106,ZAC0016508,02/08/2018 06:56,COMPLETE,03/08/2018 21:48,06/08/2018 08:19,06/08/2018,
ZA-00028107,ZAC0005309,02/08/2018 06:13,COMPLETE,04/08/2018 19:36,07/08/2018 10:56,08/08/2018,WELCOME10
ZA-00028108,ZAC0007870,02/08/2018 14:51,RETURNED,04/08/2018 12:53,10/08/2018 16:27,08/08/2018,
ZA-00028109,ZAC0003664,02/08/2018 07:50,COMPLETE,03/08/2018 03:21,04/08/2018 20:39,10/08/2018,
ZA-00028110,ZAC0011660,02/08/2018 17:12,COMPLETE,04/08/2018 19:13,13/08/2018 13:40,08/08/2018,
ZA-00028111,ZAC0002002,02/08/2018 22:03,COMPLETE,05/08/2018 22:33,15/08/2018 05:53,08/08/2018,
ZA-00028112,ZAC0002359,02/08/2018 12:29,COMPLETE,04/08/2018 14:33,06/08/2018 05:30,11/08/2018,
ZA-00028113,ZAC0021610,02/08/2018 08:40,COMPLETE,03/08/2018 17:52,04/08/2018 16:59,06/08/2018,
ZA-00028114,ZAC0019833,02/08/2018 17:28,RETURNED,05/08/2018 17:12,09/08/2018 00:56,10/08/2018,
ZA-00028115,ZAC0010039,02/08/2018 21:43,COMPLETE,07/08/2018 23:49,10/08/2018 02:29,12/08/2018,
ZA-00028116,ZAC0020745,02/08/2018 15:34,COMPLETE,12/08/2018 03:30,13/08/2018 16:32,19/08/2018,
ZA-00028117,ZAC0018930,02/08/2018 18:14,COMPLETE,04/08/2018 14:44,20/08/2018 06:48,09/08/2018,
ZA-00028118,ZAC0011660,02/08/2018 10:37,COMPLETE,03/08/2018 15:32,07/08/2018 22:41,07/08/2018,FREESHIP
ZA-00028119,ZAC0002208,02/08/2018 21:54,COMPLETE,05/08/2018 00:47,09/08/2018 03:03,12/08/2018,
ZA-00028120,ZAC0004764,02/08/2018 10:57,COMPLETE,02/08/2018 22:01,09/08/2018 05:24,07/08/2018,
ZA-00028121,ZAC0023969,02/08/2018 13:32,COMPLETE,03/08/2018 03:15,07/08/2018 22:42,08/08/2018,BULK20
ZA-00028122,ZAC0008293,02/08/2018 21:08,COMPLETE,04/08/2018 12:20,08/08/2018 08:36,09/08/2018,
ZA-00028123,ZAC0003150,02/08/2018 19:30,COMPLETE,06/08/2018 23:52,08/08/2018 19:34,11/08/2018,FLASH25
ZA-00028124,ZAC0019875,02/08/2018 14:51,CANCELLED,,,,
ZA-00028125,ZAC0004943,02/08/2018 08:52,COMPLETE,03/08/2018 07:32,05/08/2018 11:50,06/08/2018,
ZA-00028126,ZAC0020111,02/08/2018 08:36,COMPLETE,02/08/2018 17:16,04/08/2018 03:46,06/08/2018,BULK20
ZA-00028127,ZAC0016803,02/08/2018 09:54,COMPLETE,02/08/2018 23:06,05/08/2018 21:05,09/08/2018,
ZA-00028128,ZAC0018298,02/08/2018 16:29,COMPLETE,06/08/2018 17:21,13/08/2018 02:35,09/08/2018,
ZA-00028129,ZAC0017798,02/08/2018 13:25,COMPLETE,04/08/2018 13:57,13/08/2018 08:29,08/08/2018,
ZA-00028130,ZAC0010525,02/08/2018 10:57,COMPLETE,05/08/2018 17:52,07/08/2018 07:29,15/08/2018,
ZA-00028131,ZAC0023570,02/08/2018 21:48,COMPLETE,03/08/2018 08:16,11/08/2018 20:04,08/08/2018,
ZA-00028132,ZAC0010971,02/08/2018 13:45,COMPLETE,04/08/2018 19:58,08/08/2018 20:51,11/08/2018,
ZA-00028133,ZAC0008195,02/08/2018 15:10,COMPLETE,04/08/2018 13:36,12/08/2018 11:39,09/08/2018,
ZA-00028134,ZAC0009668,02/08/2018 16:10,COMPLETE,05/08/2018 07:42,06/08/2018 16:52,15/08/2018,
ZA-00028135,ZAC0023112,02/08/2018 15:00,CANCELLED,,,,LOYAL5
ZA-00028136,ZAC0009616,02/08/2018 07:33,COMPLETE,03/08/2018 00:29,17/08/2018 15:38,07/08/2018,
ZA-00028137,ZAC0009871,02/08/2018 19:39,COMPLETE,11/08/2018 10:57,19/08/2018 15:28,15/08/2018,
ZA-00028138,ZAC0014154,02/08/2018 12:28,COMPLETE,02/08/2018 21:35,06/08/2018 06:17,05/08/2018,
ZA-00028139,ZAC0012782,02/08/2018 19:48,COMPLETE,04/08/2018 14:30,07/08/2018 20:55,08/08/2018,
ZA-00028140,ZAC0006171,02/08/2018 14:46,COMPLETE,03/08/2018 10:39,06/08/2018 05:19,06/08/2018,
ZA-00028141,ZAC0012446,02/08/2018 12:10,CANCELLED,,,,
ZA-00028142,ZAC0006448,02/08/2018 12:03,PENDING,,,,FREESHIP
ZA-00028143,ZAC0003274,02/08/2018 22:01,COMPLETE,03/08/2018 13:55,06/08/2018 09:41,08/08/2018,
ZA-00028144,ZAC0002699,02/08/2018 06:37,COMPLETE,04/08/2018 20:01,10/08/2018 14:44,09/08/2018,
ZA-00028145,ZAC0011855,02/08/2018 14:24,CANCELLED,,,,
ZA-00028146,ZAC0020238,02/08/2018 15:43,COMPLETE,04/08/2018 07:34,08/08/2018 15:58,07/08/2018,
ZA-00028147,ZAC0010222,02/08/2018 21:55,COMPLETE,04/08/2018 12:25,05/08/2018 12:01,07/08/2018,
ZA-00028148,ZAC0021978,02/08/2018 22:24,COMPLETE,05/08/2018 08:47,16/08/2018 03:19,09/08/2018,BULK20
ZA-00028149,ZAC0010690,02/08/2018 13:25,COMPLETE,05/08/2018 15:47,09/08/2018 18:36,10/08/2018,
ZA-00028150,ZAC0008644,02/08/2018 10:00,COMPLETE,03/08/2018 05:07,08/08/2018 10:31,07/08/2018,
ZA-00028151,ZAC0017041,02/08/2018 20:32,COMPLETE,03/08/2018 16:33,08/08/2018 20:46,08/08/2018,WINTER15
ZA-00028152,ZAC0017070,02/08/2018 18:12,COMPLETE,06/08/2018 11:33,13/08/2018 08:44,10/08/2018,FLASH25
ZA-00028153,ZAC0006091,02/08/2018 09:48,PENDING,,,,
ZA-00028154,ZAC0001230,02/08/2018 11:22,COMPLETE,03/08/2018 23:27,06/08/2018 08:53,07/08/2018,
ZA-00028155,ZAC0020940,02/08/2018 15:35,COMPLETE,05/08/2018 07:29,07/08/2018 02:05,10/08/2018,
ZA-00028156,ZAC0005195,02/08/2018 07:31,COMPLETE,05/08/2018 02:20,10/08/2018 16:11,09/08/2018,
ZA-00028157,ZAC0008356,02/08/2018 12:37,COMPLETE,04/08/2018 14:42,07/08/2018 21:30,08/08/2018,BULK20
ZA-00028158,ZAC0004036,02/08/2018 15:06,COMPLETE,03/08/2018 09:18,09/08/2018 13:45,08/08/2018,
ZA-00028159,ZAC0015474,02/08/2018 17:20,COMPLETE,03/08/2018 02:35,04/08/2018 16:23,08/08/2018,
ZA-00028160,ZAC0011422,02/08/2018 22:41,COMPLETE,06/08/2018 12:10,08/08/2018 13:30,11/08/2018,
ZA-00028161,ZAC0001881,02/08/2018 14:37,COMPLETE,03/08/2018 14:37,06/08/2018 01:23,08/08/2018,
ZA-00028162,ZAC0008629,02/08/2018 21:22,COMPLETE,04/08/2018 09:58,09/08/2018 15:14,09/08/2018,
ZA-00028163,ZAC0000732,02/08/2018 18:49,COMPLETE,03/08/2018 01:25,09/08/2018 05:46,06/08/2018,
ZA-00028164,ZAC0009945,02/08/2018 22:34,COMPLETE,08/08/2018 01:34,08/08/2018 19:40,13/08/2018,
ZA-00028165,ZAC0003394,02/08/2018 21:39,COMPLETE,06/08/2018 18:14,10/08/2018 15:52,13/08/2018,
ZA-00028166,ZAC0022109,02/08/2018 12:08,COMPLETE,04/08/2018 17:20,09/08/2018 21:11,08/08/2018,
ZA-00028167,ZAC0019376,02/08/2018 19:29,COMPLETE,06/08/2018 15:55,07/08/2018 07:44,11/08/2018,
ZA-00028168,ZAC0011555,02/08/2018 15:43,COMPLETE,05/08/2018 00:01,07/08/2018 01:01,09/08/2018,
ZA-00028169,ZAC0022541,02/08/2018 15:13,COMPLETE,04/08/2018 09:31,05/08/2018 17:21,09/08/2018,
ZA-00028170,ZAC0010969,02/08/2018 11:02,COMPLETE,02/08/2018 17:42,10/08/2018 15:06,09/08/2018,
ZA-00028171,ZAC0005419,02/08/2018 17:57,CANCELLED,,,,
ZA-00028172,ZAC0010546,02/08/2018 15:26,COMPLETE,06/08/2018 01:16,13/08/2018 16:00,09/08/2018,FREESHIP
ZA-00028173,ZAC0011612,02/08/2018 08:34,COMPLETE,05/08/2018 21:49,19/08/2018 03:41,12/08/2018,
ZA-00028174,ZAC0021204,03/08/2018 21:11,COMPLETE,05/08/2018 13:38,14/08/2018 16:52,08/08/2018,
ZA-00028175,ZAC0004804,03/08/2018 15:53,COMPLETE,04/08/2018 19:06,08/08/2018 01:10,07/08/2018,LOYAL5
ZA-00028176,ZAC0022099,03/08/2018 12:23,COMPLETE,05/08/2018 06:01,16/08/2018 17:30,08/08/2018,
ZA-00028177,ZAC0009150,03/08/2018 09:51,DISPATCHED,05/08/2018 02:17,,09/08/2018,FLASH25
ZA-00028178,ZAC0019061,03/08/2018 19:36,COMPLETE,06/08/2018 03:38,14/08/2018 18:16,11/08/2018,
ZA-00028179,ZAC0006925,03/08/2018 16:55,COMPLETE,05/08/2018 15:25,13/08/2018 14:32,10/08/2018,BULK20
ZA-00028180,ZAC0017514,03/08/2018 06:37,COMPLETE,05/08/2018 11:29,14/08/2018 03:57,08/08/2018,LOYAL5
ZA-00028181,ZAC0017573,03/08/2018 14:50,COMPLETE,08/08/2018 23:31,11/08/2018 08:40,12/08/2018,
ZA-00028182,ZAC0005763,03/08/2018 22:43,COMPLETE,04/08/2018 20:44,08/08/2018 16:20,07/08/2018,
ZA-00028183,ZAC0009222,03/08/2018 08:34,COMPLETE,07/08/2018 05:46,09/08/2018 22:27,10/08/2018,
ZA-00028184,ZAC0016798,03/08/2018 15:30,COMPLETE,07/08/2018 07:47,14/08/2018 00:51,11/08/2018,WINTER15
ZA-00028185,ZAC0006897,03/08/2018 22:57,COMPLETE,06/08/2018 17:34,11/08/2018 22:55,10/08/2018,LOYAL5
ZA-00028186,ZAC0012720,03/08/2018 13:44,COMPLETE,04/08/2018 04:33,08/08/2018 04:10,09/08/2018,
ZA-00028187,ZAC0013895,03/08/2018 14:25,COMPLETE,06/08/2018 09:51,09/08/2018 19:09,16/08/2018,
ZA-00028188,ZAC0000605,03/08/2018 19:04,COMPLETE,05/08/2018 18:26,06/08/2018 21:22,12/08/2018,
ZA-00028189,ZAC0008728,03/08/2018 21:00,COMPLETE,06/08/2018 00:28,09/08/2018 16:12,10/08/2018,
ZA-00028190,ZAC0023987,03/08/2018 17:29,COMPLETE,04/08/2018 13:21,05/08/2018 22:48,08/08/2018,
ZA-00028191,ZAC0016506,03/08/2018 10:06,COMPLETE,04/08/2018 07:29,05/08/2018 07:06,08/08/2018,FREESHIP
ZA-00028192,ZAC0008831,03/08/2018 09:57,DISPATCHED,06/08/2018 22:44,,09/08/2018,FREESHIP
ZA-00028193,ZAC0020306,03/08/2018 13:26,COMPLETE,04/08/2018 21:30,09/08/2018 16:23,08/08/2018,
ZA-00028194,ZAC0017154,03/08/2018 08:31,COMPLETE,07/08/2018 21:00,12/08/2018 06:36,12/08/2018,
ZA-00028195,ZAC0013559,03/08/2018 20:00,COMPLETE,10/08/2018 03:09,17/08/2018 13:06,14/08/2018,
ZA-00028196,ZAC0000411,03/08/2018 16:45,COMPLETE,04/08/2018 15:20,07/08/2018 20:11,11/08/2018,
ZA-00028197,ZAC0009970,03/08/2018 18:58,COMPLETE,05/08/2018 05:19,08/08/2018 20:59,15/08/2018,
ZA-00028198,ZAC0022342,03/08/2018 14:42,COMPLETE,07/08/2018 22:37,09/08/2018 15:07,10/08/2018,WELCOME10
ZA-00028199,ZAC0023953,03/08/2018 12:46,COMPLETE,05/08/2018 14:51,08/08/2018 03:25,08/08/2018,
ZA-00028200,ZAC0019115,03/08/2018 14:42,COMPLETE,08/08/2018 04:13,14/08/2018 05:05,11/08/2018,FREESHIP
ZA-00028201,ZAC0017641,03/08/2018 13:43,COMPLETE,04/08/2018 22:46,07/08/2018 11:19,09/08/2018,
ZA-00028202,ZAC0013310,03/08/2018 18:24,COMPLETE,05/08/2018 11:53,10/08/2018 02:04,12/08/2018,
ZA-00028203,ZAC0009841,03/08/2018 22:52,COMPLETE,04/08/2018 14:04,06/08/2018 18:54,11/08/2018,FREESHIP
ZA-00028204,ZAC0021783,03/08/2018 06:19,COMPLETE,03/08/2018 09:09,05/08/2018 18:34,07/08/2018,FREESHIP
ZA-00028205,ZAC0010769,03/08/2018 13:56,COMPLETE,08/08/2018 21:28,11/08/2018 06:53,12/08/2018,
ZA-00028206,ZAC0019311,03/08/2018 21:52,COMPLETE,05/08/2018 13:27,09/08/2018 05:58,09/08/2018,
ZA-00028207,ZAC0022670,03/08/2018 16:32,COMPLETE,05/08/2018 16:58,09/08/2018 13:06,09/08/2018,
ZA-00028208,ZAC0018409,03/08/2018 21:44,COMPLETE,04/08/2018 07:13,12/08/2018 01:38,11/08/2018,
ZA-00028209,ZAC0013274,03/08/2018 16:53,COMPLETE,05/08/2018 03:33,07/08/2018 00:53,10/08/2018,
ZA-00028210,ZAC0007868,03/08/2018 15:37,COMPLETE,06/08/2018 20:03,11/08/2018 14:07,11/08/2018,
ZA-00028211,ZAC0013540,03/08/2018 21:41,COMPLETE,04/08/2018 23:04,12/08/2018 02:33,08/08/2018,
ZA-00028212,ZAC0001411,03/08/2018 10:59,COMPLETE,07/08/2018 19:26,11/08/2018 16:50,14/08/2018,
ZA-00028213,ZAC0023255,03/08/2018 13:22,COMPLETE,06/08/2018 16:23,11/08/2018 23:57,09/08/2018,
ZA-00028214,ZAC0020932,03/08/2018 19:29,COMPLETE,04/08/2018 13:12,07/08/2018 20:44,07/08/2018,
ZA-00028215,ZAC0010141,03/08/2018 07:52,COMPLETE,05/08/2018 05:20,14/08/2018 22:43,10/08/2018,
ZA-00028216,ZAC0011818,03/08/2018 21:01,COMPLETE,05/08/2018 05:00,09/08/2018 15:56,12/08/2018,
ZA-00028217,ZAC0023618,03/08/2018 20:51,COMPLETE,05/08/2018 02:43,07/08/2018 19:18,12/08/2018,
ZA-00028218,ZAC0012779,03/08/2018 20:36,CANCELLED,,,,BULK20
ZA-00028219,ZAC0000468,03/08/2018 12:28,COMPLETE,04/08/2018 13:36,08/08/2018 19:48,07/08/2018,WINTER15
ZA-00028220,ZAC0000328,03/08/2018 11:03,COMPLETE,03/08/2018 20:28,08/08/2018 00:27,07/08/2018,WELCOME10
ZA-00028221,ZAC0008481,03/08/2018 16:30,COMPLETE,05/08/2018 19:33,11/08/2018 23:30,08/08/2018,
ZA-00028222,ZAC0023505,03/08/2018 15:22,COMPLETE,04/08/2018 20:13,09/08/2018 05:27,07/08/2018,
ZA-00028223,ZAC0022411,03/08/2018 22:47,COMPLETE,04/08/2018 14:55,14/08/2018 10:54,07/08/2018,
ZA-00028224,ZAC0012121,03/08/2018 12:19,COMPLETE,06/08/2018 23:32,09/08/2018 04:57,10/08/2018,
ZA-00028225,ZAC0014169,03/08/2018 15:43,COMPLETE,06/08/2018 22:53,07/08/2018 21:42,16/08/2018,
ZA-00028226,ZAC0017204,03/08/2018 19:27,COMPLETE,05/08/2018 03:17,08/08/2018 05:54,09/08/2018,
ZA-00028227,ZAC0013407,03/08/2018 10:59,COMPLETE,08/08/2018 09:48,15/08/2018 00:29,11/08/2018,
ZA-00028228,ZAC0012081,03/08/2018 14:47,COMPLETE,05/08/2018 08:46,06/08/2018 23:31,10/08/2018,
ZA-00028229,ZAC0018831,03/08/2018 21:08,CANCELLED,,,,
ZA-00028230,ZAC0015649,03/08/2018 09:00,COMPLETE,04/08/2018 06:10,07/08/2018 09:21,07/08/2018,WINTER15
ZA-00028231,ZAC0022743,03/08/2018 20:06,COMPLETE,09/08/2018 05:47,16/08/2018 11:00,13/08/2018,
