ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt
ZA-00002793,ZAC0015870,03/06/2017 18:29,COMPLETE,06/06/2017 03:46,09/06/2017 03:14,16/06/2017
ZA-00002794,ZAC0003683,03/06/2017 10:00,CANCELLED,,,
ZA-00002795,ZAC0001342,03/06/2017 07:59,COMPLETE,04/06/2017 01:36,13/06/2017 19:43,08/06/2017
ZA-00002796,ZAC0018996,03/06/2017 07:34,COMPLETE,04/06/2017 04:35,05/06/2017 16:49,09/06/2017
ZA-00002797,ZAC0006423,03/06/2017 17:06,COMPLETE,07/06/2017 03:59,10/06/2017 21:29,10/06/2017
ZA-00002798,ZAC0005473,03/06/2017 08:57,COMPLETE,06/06/2017 14:02,13/06/2017 04:36,11/06/2017
ZA-00002799,ZAC0012203,03/06/2017 20:02,COMPLETE,05/06/2017 10:34,09/06/2017 04:54,09/06/2017
ZA-00002800,ZAC0020110,03/06/2017 12:14,COMPLETE,06/06/2017 09:32,10/06/2017 15:54,16/06/2017
ZA-00002801,ZAC0006654,03/06/2017 12:46,COMPLETE,05/06/2017 04:26,14/06/2017 11:13,15/06/2017
ZA-00002802,ZAC0003712,03/06/2017 11:21,COMPLETE,05/06/2017 08:59,06/06/2017 02:35,12/06/2017
ZA-00002803,ZAC0010520,03/06/2017 13:07,COMPLETE,04/06/2017 00:27,08/06/2017 02:27,08/06/2017
ZA-00002804,ZAC0007303,03/06/2017 10:27,COMPLETE,10/06/2017 06:48,15/06/2017 07:58,14/06/2017
ZA-00002805,ZAC0014194,03/06/2017 09:17,RETURNED,03/06/2017 11:17,04/06/2017 16:34,10/06/2017
ZA-00002806,ZAC0023269,03/06/2017 16:33,COMPLETE,05/06/2017 03:46,07/06/2017 13:38,09/06/2017
ZA-00002807,ZAC0011226,03/06/2017 06:41,COMPLETE,03/06/2017 19:05,04/06/2017 18:13,08/06/2017
ZA-00002808,ZAC0000553,03/06/2017 07:37,COMPLETE,10/06/2017 21:34,12/06/2017 10:40,13/06/2017
ZA-00002809,ZAC0016506,03/06/2017 14:59,DISPATCHED,04/06/2017 06:10,,07/06/2017
ZA-00002810,ZAC0010330,03/06/2017 18:55,COMPLETE,07/06/2017 04:37,07/06/2017 21:57,11/06/2017
ZA-00002811,ZAC0015482,03/06/2017 12:38,COMPLETE,06/06/2017 08:26,12/06/2017 08:50,10/06/2017
ZA-00002812,ZAC0000726,03/06/2017 10:22,COMPLETE,07/06/2017 03:34,14/06/2017 18:20,11/06/2017
ZA-00002813,ZAC0011059,03/06/2017 06:58,COMPLETE,04/06/2017 12:47,12/06/2017 23:37,09/06/2017
ZA-00002814,ZAC0003241,03/06/2017 14:33,COMPLETE,04/06/2017 04:28,04/06/2017 11:33,08/06/2017
ZA-00002815,ZAC0012179,03/06/2017 20:07,COMPLETE,05/06/2017 00:24,10/06/2017 03:26,10/06/2017
ZA-00002816,ZAC0004469,03/06/2017 18:28,COMPLETE,06/06/2017 19:19,09/06/2017 02:08,11/06/2017
ZA-00002817,ZAC0009935,03/06/2017 20:14,COMPLETE,06/06/2017 15:11,09/06/2017 21:17,09/06/2017
ZA-00002818,ZAC0007957,03/06/2017 06:06,COMPLETE,05/06/2017 09:32,06/06/2017 15:29,09/06/2017
ZA-00002819,ZAC0015817,03/06/2017 09:30,COMPLETE,05/06/2017 02:59,15/06/2017 06:34,09/06/2017
ZA-00002820,ZAC0001161,03/06/2017 10:55,COMPLETE,04/06/2017 17:41,05/06/2017 06:16,14/06/2017
ZA-00002821,ZAC0015747,03/06/2017 07:50,COMPLETE,06/06/2017 02:47,08/06/2017 07:16,13/06/2017
ZA-00002822,ZAC0015903,03/06/2017 07:54,COMPLETE,05/06/2017 21:40,07/06/2017 23:30,09/06/2017
ZA-00002823,ZAC0023743,03/06/2017 22:25,COMPLETE,05/06/2017 09:34,06/06/2017 14:28,08/06/2017
ZA-00002824,ZAC0010560,04/06/2017 08:37,COMPLETE,06/06/2017 11:33,10/06/2017 07:57,11/06/2017
ZA-00002825,ZAC0006169,04/06/2017 10:29,COMPLETE,06/06/2017 02:21,08/06/2017 01:01,13/06/2017
ZA-00002826,ZAC0011205,04/06/2017 22:16,COMPLETE,05/06/2017 18:23,12/06/2017 09:41,10/06/2017
ZA-00002827,ZAC0020966,04/06/2017 07:14,COMPLETE,07/06/2017 05:46,15/06/2017 01:28,11/06/2017
ZA-00002828,ZAC0003982,04/06/2017 06:59,COMPLETE,05/06/2017 09:12,09/06/2017 23:41,10/06/2017
ZA-00002829,ZAC0010066,04/06/2017 22:59,COMPLETE,07/06/2017 00:19,11/06/2017 07:23,10/06/2017
ZA-00002830,ZAC0004442,04/06/2017 17:05,COMPLETE,06/06/2017 14:28,08/06/2017 19:51,16/06/2017
ZA-00002831,ZAC0016972,04/06/2017 11:06,COMPLETE,06/06/2017 01:48,09/06/2017 14:31,10/06/2017
ZA-00002832,ZAC0007624,04/06/2017 09:17,COMPLETE,05/06/2017 10:30,14/06/2017 18:41,12/06/2017
ZA-00002833,ZAC0008400,04/06/2017 06:51,COMPLETE,06/06/2017 17:33,08/06/2017 07:56,13/06/2017
ZA-00002834,ZAC0017480,04/06/2017 06:20,COMPLETE,07/06/2017 21:35,10/06/2017 23:46,17/06/2017
ZA-00002835,ZAC0001219,04/06/2017 07:28,CANCELLED,,,
ZA-00002836,ZAC0000922,04/06/2017 13:10,CANCELLED,,,
ZA-00002837,ZAC0022780,04/06/2017 08:23,COMPLETE,05/06/2017 01:19,10/06/2017 12:58,09/06/2017
ZA-00002838,ZAC0007131,04/06/2017 11:13,PENDING,,,
ZA-00002839,ZAC0018478,04/06/2017 10:10,COMPLETE,06/06/2017 09:41,09/06/2017 12:55,11/06/2017
ZA-00002840,ZAC0018579,04/06/2017 10:38,COMPLETE,06/06/2017 00:54,11/06/2017 20:31,13/06/2017
ZA-00002841,ZAC0014532,04/06/2017 11:41,COMPLETE,07/06/2017 07:47,11/06/2017 02:14,11/06/2017
ZA-00002842,ZAC0004530,04/06/2017 13:51,COMPLETE,05/06/2017 23:24,08/06/2017 04:18,08/06/2017
ZA-00002843,ZAC0002866,04/06/2017 18:44,COMPLETE,06/06/2017 17:04,09/06/2017 09:25,11/06/2017
ZA-00002844,ZAC0011189,04/06/2017 06:20,COMPLETE,08/06/2017 05:38,10/06/2017 04:23,13/06/2017
ZA-00002845,ZAC0005126,04/06/2017 09:44,COMPLETE,10/06/2017 00:25,12/06/2017 12:09,15/06/2017
ZA-00002846,ZAC0000065,04/06/2017 20:48,COMPLETE,06/06/2017 11:01,08/06/2017 04:59,11/06/2017
ZA-00002847,ZAC0004777,04/06/2017 15:34,PENDING,,,
ZA-00002848,ZAC0014727,04/06/2017 20:56,COMPLETE,06/06/2017 20:45,08/06/2017 19:51,11/06/2017
ZA-00002849,ZAC0023913,04/06/2017 12:42,COMPLETE,08/06/2017 10:40,17/06/2017 10:04,12/06/2017
ZA-00002850,ZAC0023310,04/06/2017 14:44,COMPLETE,04/06/2017 17:53,06/06/2017 05:24,08/06/2017
ZA-00002851,ZAC0005550,04/06/2017 17:48,COMPLETE,06/06/2017 02:30,06/06/2017 22:20,09/06/2017
ZA-00002852,ZAC0019068,04/06/2017 06:51,COMPLETE,04/06/2017 19:13,10/06/2017 12:03,08/06/2017
ZA-00002853,ZAC0022394,04/06/2017 14:50,COMPLETE,05/06/2017 11:11,07/06/2017 14:46,10/06/2017
ZA-00002854,ZAC0020134,04/06/2017 16:46,COMPLETE,07/06/2017 05:17,11/06/2017 05:40,12/06/2017
ZA-00002855,ZAC0012556,04/06/2017 11:09,COMPLETE,05/06/2017 17:20,08/06/2017 06:40,12/06/2017
ZA-00002856,ZAC0007106,04/06/2017 12:20,COMPLETE,06/06/2017 13:06,10/06/2017 18:50,16/06/2017
ZA-00002857,ZAC0005843,04/06/2017 06:23,COMPLETE,05/06/2017 05:08,10/06/2017 13:13,08/06/2017
ZA-00002858,ZAC0007332,04/06/2017 20:39,COMPLETE,05/06/2017 21:47,07/06/2017 05:47,09/06/2017
ZA-00002859,ZAC0020917,04/06/2017 20:40,DISPATCHED,07/06/2017 07:02,,11/06/2017
ZA-00002860,ZAC0015114,04/06/2017 07:02,COMPLETE,06/06/2017 22:47,10/06/2017 07:00,11/06/2017
ZA-00002861,ZAC0021044,04/06/2017 06:53,COMPLETE,04/06/2017 11:22,07/06/2017 18:49,07/06/2017
ZA-00002862,ZAC0015074,05/06/2017 19:04,COMPLETE,06/06/2017 05:11,09/06/2017 09:45,10/06/2017
ZA-00002863,ZAC0004523,05/06/2017 19:00,COMPLETE,06/06/2017 17:58,10/06/2017 20:18,09/06/2017
ZA-00002864,ZAC0013069,05/06/2017 06:04,COMPLETE,06/06/2017 05:25,11/06/2017 01:16,13/06/2017
ZA-00002865,ZAC0019848,05/06/2017 12:42,COMPLETE,07/06/2017 14:30,13/06/2017 15:28,14/06/2017
ZA-00002866,ZAC0023192,05/06/2017 06:10,RETURNED,06/06/2017 00:27,07/06/2017 08:13,10/06/2017
ZA-00002867,ZAC0021689,05/06/2017 07:34,COMPLETE,07/06/2017 05:01,09/06/2017 16:16,10/06/2017
ZA-00002868,ZAC0012000,05/06/2017 12:26,COMPLETE,08/06/2017 07:57,12/06/2017 11:38,13/06/2017
ZA-00002869,ZAC0008716,05/06/2017 17:39,COMPLETE,08/06/2017 18:52,13/06/2017 23:18,13/06/2017
ZA-00002870,ZAC0023659,05/06/2017 19:07,DISPATCHED,08/06/2017 13:44,,11/06/2017
ZA-00002871,ZAC0001366,05/06/2017 17:52,COMPLETE,08/06/2017 17:27,12/06/2017 02:37,13/06/2017
ZA-00002872,ZAC0007129,05/06/2017 08:24,COMPLETE,06/06/2017 02:04,17/06/2017 16:21,13/06/2017
ZA-00002873,ZAC0000446,05/06/2017 09:57,COMPLETE,06/06/2017 19:26,08/06/2017 19:44,11/06/2017
ZA-00002874,ZAC0008590,05/06/2017 15:31,COMPLETE,07/06/2017 11:09,14/06/2017 09:01,10/06/2017
ZA-00002875,ZAC0001832,05/06/2017 22:58,COMPLETE,12/06/2017 01:17,22/06/2017 00:40,16/06/2017
ZA-00002876,ZAC0001682,05/06/2017 09:50,COMPLETE,07/06/2017 23:18,15/06/2017 15:44,14/06/2017
ZA-00002877,ZAC0022553,05/06/2017 08:25,COMPLETE,05/06/2017 18:26,11/06/2017 12:44,15/06/2017
ZA-00002878,ZAC0016557,05/06/2017 19:02,COMPLETE,09/06/2017 02:35,18/06/2017 06:03,14/06/2017
ZA-00002879,ZAC0002979,05/06/2017 21:51,COMPLETE,07/06/2017 04:22,12/06/2017 09:38,12/06/2017
ZA-00002880,ZAC0013803,05/06/2017 09:13,PENDING,,,
ZA-00002881,ZAC0022065,05/06/2017 14:42,COMPLETE,07/06/2017 14:55,09/06/2017 23:36,17/06/2017
ZA-00002882,ZAC0020748,05/06/2017 18:45,COMPLETE,08/06/2017 11:33,13/06/2017 02:16,11/06/2017
ZA-00002883,ZAC0013799,05/06/2017 14:31,COMPLETE,07/06/2017 03:13,22/06/2017 06:26,10/06/2017
ZA-00002884,ZAC0012804,05/06/2017 07:52,CANCELLED,,,
ZA-00002885,ZAC0001938,05/06/2017 09:35,COMPLETE,09/06/2017 17:53,12/06/2017 11:22,16/06/2017
ZA-00002886,ZAC0020965,05/06/2017 12:30,COMPLETE,08/06/2017 13:04,10/06/2017 23:06,13/06/2017
ZA-00002887,ZAC0005383,05/06/2017 07:20,COMPLETE,06/06/2017 18:37,12/06/2017 04:12,09/06/2017
ZA-00002888,ZAC0004010,05/06/2017 17:48,COMPLETE,06/06/2017 05:09,09/06/2017 19:02,10/06/2017
ZA-00002889,ZAC0008437,05/06/2017 09:50,COMPLETE,07/06/2017 10:53,12/06/2017 16:58,11/06/2017
ZA-00002890,ZAC0017596,05/06/2017 11:14,DISPATCHED,07/06/2017 00:28,,17/06/2017
ZA-00002891,ZAC0010426,05/06/2017 16:41,COMPLETE,09/06/2017 15:20,14/06/2017 15:33,13/06/2017
ZA-00002892,ZAC0017498,05/06/2017 11:04,RETURNED,09/06/2017 02:53,16/06/2017 08:18,14/06/2017
ZA-00002893,ZAC0012417,05/06/2017 15:12,COMPLETE,08/06/2017 20:48,15/06/2017 16:50,12/06/2017
ZA-00002894,ZAC0021916,05/06/2017 21:59,COMPLETE,07/06/2017 20:59,10/06/2017 11:18,12/06/2017
ZA-00002895,ZAC0022204,05/06/2017 11:20,COMPLETE,05/06/2017 20:53,13/06/2017 19:02,08/06/2017
ZA-00002896,ZAC0002957,05/06/2017 08:22,COMPLETE,07/06/2017 02:08,10/06/2017 04:15,12/06/2017
ZA-00002897,ZAC0013000,05/06/2017 18:45,COMPLETE,10/06/2017 23:16,13/06/2017 19:38,14/06/2017
ZA-00002898,ZAC0012859,05/06/2017 20:40,COMPLETE,06/06/2017 10:41,14/06/2017 21:08,10/06/2017
ZA-00002899,ZAC0016895,05/06/2017 19:06,COMPLETE,06/06/2017 21:56,08/06/2017 20:40,11/06/2017
ZA-00002900,ZAC0003565,05/06/2017 07:16,COMPLETE,07/06/2017 08:51,11/06/2017 04:00,14/06/2017
ZA-00002901,ZAC0021982,05/06/2017 19:24,COMPLETE,09/06/2017 13:04,15/06/2017 00:50,13/06/2017
ZA-00002902,ZAC0006999,05/06/2017 13:26,COMPLETE,07/06/2017 14:52,08/06/2017 10:42,14/06/2017
ZA-00002903,ZAC0019371,05/06/2017 14:33,COMPLETE,06/06/2017 10:03,12/06/2017 04:14,10/06/2017
ZA-00002904,ZAC0002371,06/06/2017 22:06,COMPLETE,07/06/2017 23:59,11/06/2017 05:22,14/06/2017
ZA-00002905,ZAC0008017,06/06/2017 17:02,COMPLETE,10/06/2017 13:45,16/06/2017 22:24,15/06/2017
ZA-00002906,ZAC0010390,06/06/2017 20:05,COMPLETE,09/06/2017 03:51,15/06/2017 13:20,12/06/2017
ZA-00002907,ZAC0002104,06/06/2017 17:55,COMPLETE,08/06/2017 05:47,09/06/2017 12:37,13/06/2017
ZA-00002908,ZAC0011932,06/06/2017 09:54,COMPLETE,08/06/2017 03:15,13/06/2017 20:10,15/06/2017
ZA-00002909,ZAC0009952,06/06/2017 11:14,COMPLETE,10/06/2017 16:59,13/06/2017 16:51,14/06/2017
ZA-00002910,ZAC0010073,06/06/2017 12:04,COMPLETE,08/06/2017 15:28,10/06/2017 03:36,11/06/2017
ZA-00002911,ZAC0004278,06/06/2017 06:38,COMPLETE,08/06/2017 01:32,12/06/2017 06:27,11/06/2017
ZA-00002912,ZAC0012057,06/06/2017 17:59,COMPLETE,08/06/2017 15:37,13/06/2017 11:44,15/06/2017
ZA-00002913,ZAC0023949,06/06/2017 12:44,COMPLETE,06/06/2017 18:12,08/06/2017 05:00,11/06/2017
ZA-00002914,ZAC0023176,06/06/2017 15:29,COMPLETE,11/06/2017 20:58,13/06/2017 13:17,21/06/2017
ZA-00002915,ZAC0003250,06/06/2017 08:27,COMPLETE,11/06/2017 01:57,17/06/2017 17:22,16/06/2017
ZA-00002916,ZAC0022321,06/06/2017 17:59,COMPLETE,07/06/2017 07:46,09/06/2017 15:11,11/06/2017
ZA-00002917,ZAC0021200,06/06/2017 11:47,COMPLETE,07/06/2017 19:12,09/06/2017 07:05,10/06/2017
ZA-00002918,ZAC0014839,06/06/2017 17:19,CANCELLED,,,
ZA-00002919,ZAC0008967,06/06/2017 13:02,COMPLETE,07/06/2017 03:25,08/06/2017 22:09,11/06/2017
ZA-00002920,ZAC0001861,06/06/2017 09:15,COMPLETE,07/06/2017 05:40,12/06/2017 17:26,11/06/2017
ZA-00002921,ZAC0004615,06/06/2017 11:49,COMPLETE,07/06/2017 01:22,09/06/2017 16:42,10/06/2017
ZA-00002922,ZAC0015534,06/06/2017 12:27,COMPLETE,07/06/2017 03:05,08/06/2017 01:58,14/06/2017
ZA-00002923,ZAC0019559,06/06/2017 11:55,COMPLETE,10/06/2017 10:49,12/06/2017 11:03,13/06/2017
ZA-00002924,ZAC0023560,06/06/2017 13:06,COMPLETE,08/06/2017 01:37,11/06/2017 04:54,12/06/2017
ZA-00002925,ZAC0021691,06/06/2017 13:21,COMPLETE,07/06/2017 03:35,12/06/2017 20:53,11/06/2017
ZA-00002926,ZAC0013903,06/06/2017 22:36,COMPLETE,08/06/2017 17:08,20/06/2017 02:12,13/06/2017
ZA-00002927,ZAC0004298,06/06/2017 22:20,COMPLETE,10/06/2017 12:45,12/06/2017 20:57,17/06/2017
ZA-00002928,ZAC0002425,06/06/2017 15:42,COMPLETE,09/06/2017 17:32,12/06/2017 06:38,14/06/2017
ZA-00002929,ZAC0016932,06/06/2017 17:21,COMPLETE,11/06/2017 01:21,18/06/2017 12:05,16/06/2017
ZA-00002930,ZAC0022541,06/06/2017 13:46,RETURNED,08/06/2017 14:20,14/06/2017 10:26,11/06/2017
ZA-00002931,ZAC0010017,06/06/2017 08:32,RETURNED,14/06/2017 02:02,15/06/2017 12:15,19/06/2017
ZA-00002932,ZAC0009576,06/06/2017 13:19,PENDING,,,
ZA-00002933,ZAC0023922,07/06/2017 19:30,COMPLETE,11/06/2017 11:36,18/06/2017 21:11,15/06/2017
ZA-00002934,ZAC0001483,07/06/2017 10:46,COMPLETE,11/06/2017 02:53,18/06/2017 13:19,15/06/2017
ZA-00002935,ZAC0007788,07/06/2017 22:32,COMPLETE,09/06/2017 19:53,13/06/2017 08:26,13/06/2017
ZA-00002936,ZAC0000276,07/06/2017 13:09,COMPLETE,10/06/2017 04:55,12/06/2017 10:08,20/06/2017
ZA-00002937,ZAC0015681,07/06/2017 08:57,COMPLETE,11/06/2017 11:02,20/06/2017 11:24,14/06/2017
ZA-00002938,ZAC0010919,07/06/2017 06:48,COMPLETE,08/06/2017 16:37,11/06/2017 03:21,12/06/2017
ZA-00002939,ZAC0012034,07/06/2017 11:47,COMPLETE,07/06/2017 22:00,12/06/2017 15:03,11/06/2017
ZA-00002940,ZAC0020995,07/06/2017 16:25,COMPLETE,09/06/2017 16:15,15/06/2017 21:40,14/06/2017
ZA-00002941,ZAC0009602,07/06/2017 08:42,COMPLETE,07/06/2017 19:06,09/06/2017 09:27,10/06/2017
ZA-00002942,ZAC0013819,07/06/2017 09:44,COMPLETE,15/06/2017 03:27,17/06/2017 08:33,20/06/2017
ZA-00002943,ZAC0007665,07/06/2017 22:44,COMPLETE,09/06/2017 16:50,11/06/2017 04:48,14/06/2017
ZA-00002944,ZAC0004177,07/06/2017 16:34,RETURNED,09/06/2017 05:19,11/06/2017 18:52,12/06/2017
ZA-00002945,ZAC0016028,07/06/2017 22:15,COMPLETE,10/06/2017 01:41,14/06/2017 23:17,13/06/2017
ZA-00002946,ZAC0013802,07/06/2017 19:12,COMPLETE,09/06/2017 04:47,12/06/2017 13:57,12/06/2017
ZA-00002947,ZAC0019035,07/06/2017 12:36,COMPLETE,08/06/2017 23:35,13/06/2017 12:25,12/06/2017
ZA-00002948,ZAC0010813,07/06/2017 10:04,COMPLETE,09/06/2017 09:55,15/06/2017 18:31,13/06/2017
ZA-00002949,ZAC0016975,07/06/2017 17:27,COMPLETE,09/06/2017 04:57,13/06/2017 22:01,13/06/2017
ZA-00002950,ZAC0013600,07/06/2017 18:07,COMPLETE,08/06/2017 14:51,10/06/2017 12:26,13/06/2017
ZA-00002951,ZAC0001609,07/06/2017 15:30,COMPLETE,09/06/2017 08:04,12/06/2017 07:05,16/06/2017
