ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt
ZA-00000031,ZAC0013747,13/01/2017 10:29,COMPLETE,15/01/2017 10:32,22/01/2017 07:52,25/01/2017
ZA-00000032,ZAC0012250,14/01/2017 06:34,DISPATCHED,14/01/2017 22:25,,18/01/2017
ZA-00000033,ZAC0009223,14/01/2017 08:53,COMPLETE,18/01/2017 23:31,28/01/2017 08:53,23/01/2017
ZA-00000034,ZAC0015034,14/01/2017 11:40,COMPLETE,14/01/2017 18:07,21/01/2017 22:40,17/01/2017
ZA-00000035,ZAC0008477,14/01/2017 19:38,COMPLETE,18/01/2017 20:22,21/01/2017 12:54,25/01/2017
ZA-00000036,ZAC0022251,14/01/2017 15:20,COMPLETE,15/01/2017 23:03,25/01/2017 18:24,18/01/2017
ZA-00000037,ZAC0020174,15/01/2017 10:52,COMPLETE,16/01/2017 09:44,21/01/2017 09:27,20/01/2017
ZA-00000038,ZAC0016776,15/01/2017 06:23,COMPLETE,18/01/2017 05:51,19/01/2017 06:01,23/01/2017
ZA-00000039,ZAC0008564,15/01/2017 08:13,COMPLETE,18/01/2017 21:02,21/01/2017 06:38,22/01/2017
ZA-00000040,ZAC0006962,15/01/2017 20:31,COMPLETE,19/01/2017 01:24,25/01/2017 08:07,24/01/2017
ZA-00000041,ZAC0022225,15/01/2017 21:05,COMPLETE,18/01/2017 01:03,19/01/2017 09:29,21/01/2017
ZA-00000042,ZAC0018973,15/01/2017 20:03,COMPLETE,16/01/2017 14:51,19/01/2017 17:27,20/01/2017
ZA-00000043,ZAC0014543,16/01/2017 21:24,COMPLETE,21/01/2017 21:47,27/01/2017 07:22,28/01/2017
ZA-00000044,ZAC0008760,16/01/2017 11:39,COMPLETE,18/01/2017 10:44,19/01/2017 09:27,25/01/2017
ZA-00000045,ZAC0019479,16/01/2017 19:00,DISPATCHED,19/01/2017 01:49,,23/01/2017
ZA-00000046,ZAC0001075,16/01/2017 16:09,COMPLETE,17/01/2017 09:06,20/01/2017 19:12,20/01/2017
ZA-00000047,ZAC0008297,16/01/2017 22:40,COMPLETE,19/01/2017 00:05,21/01/2017 08:45,24/01/2017
ZA-00000048,ZAC0003580,16/01/2017 14:44,COMPLETE,19/01/2017 09:53,25/01/2017 02:51,24/01/2017
ZA-00000049,ZAC0003786,16/01/2017 14:12,COMPLETE,19/01/2017 17:43,23/01/2017 20:57,24/01/2017
ZA-00000050,ZAC0020428,17/01/2017 22:25,COMPLETE,21/01/2017 06:56,22/01/2017 17:04,28/01/2017
ZA-00000051,ZAC0014248,17/01/2017 19:42,COMPLETE,19/01/2017 03:21,19/01/2017 19:33,22/01/2017
ZA-00000052,ZAC0021823,17/01/2017 17:34,COMPLETE,21/01/2017 15:54,23/01/2017 23:45,28/01/2017
ZA-00000053,ZAC0002596,17/01/2017 17:04,COMPLETE,20/01/2017 09:54,23/01/2017 08:17,23/01/2017
ZA-00000054,ZAC0011279,17/01/2017 10:21,COMPLETE,20/01/2017 17:56,27/01/2017 21:03,30/01/2017
ZA-00000055,ZAC0018742,17/01/2017 13:26,CANCELLED,,,
ZA-00000056,ZAC0021890,17/01/2017 21:03,COMPLETE,21/01/2017 12:43,01/02/2017 08:37,24/01/2017
ZA-00000057,ZAC0007733,18/01/2017 07:07,COMPLETE,20/01/2017 16:55,24/01/2017 13:15,25/01/2017
ZA-00000058,ZAC0016691,18/01/2017 21:24,COMPLETE,20/01/2017 17:00,24/01/2017 07:34,30/01/2017
ZA-00000059,ZAC0013783,18/01/2017 22:25,COMPLETE,22/01/2017 10:04,25/01/2017 21:47,26/01/2017
ZA-00000060,ZAC0016879,18/01/2017 21:48,COMPLETE,21/01/2017 22:00,24/01/2017 08:42,24/01/2017
ZA-00000061,ZAC0017990,18/01/2017 07:34,COMPLETE,19/01/2017 04:10,22/01/2017 01:52,26/01/2017
ZA-00000062,ZAC0007536,18/01/2017 15:38,COMPLETE,23/01/2017 10:32,26/01/2017 03:59,30/01/2017
ZA-00000063,ZAC0020748,19/01/2017 18:01,COMPLETE,19/01/2017 20:54,22/01/2017 00:03,22/01/2017
ZA-00000064,ZAC0004314,19/01/2017 06:12,COMPLETE,19/01/2017 20:32,24/01/2017 19:49,23/01/2017
ZA-00000065,ZAC0017022,19/01/2017 17:55,COMPLETE,22/01/2017 15:37,25/01/2017 12:03,25/01/2017
ZA-00000066,ZAC0016734,19/01/2017 16:52,CANCELLED,,,
ZA-00000067,ZAC0001004,19/01/2017 16:13,COMPLETE,22/01/2017 05:04,26/01/2017 11:35,27/01/2017
ZA-00000068,ZAC0011773,20/01/2017 19:13,CANCELLED,,,
ZA-00000069,ZAC0016663,20/01/2017 11:57,COMPLETE,27/01/2017 21:58,01/02/2017 10:21,31/01/2017
ZA-00000070,ZAC0011587,20/01/2017 18:26,COMPLETE,21/01/2017 15:40,25/01/2017 06:37,25/01/2017
ZA-00000071,ZAC0009502,20/01/2017 08:04,COMPLETE,24/01/2017 06:29,24/01/2017 18:04,29/01/2017
ZA-00000072,ZAC0015158,20/01/2017 12:09,COMPLETE,21/01/2017 09:10,27/01/2017 19:48,26/01/2017
ZA-00000073,ZAC0013362,20/01/2017 15:09,COMPLETE,22/01/2017 03:40,05/02/2017 23:10,25/01/2017
ZA-00000074,ZAC0006256,21/01/2017 13:04,COMPLETE,21/01/2017 22:05,30/01/2017 10:08,24/01/2017
ZA-00000075,ZAC0022514,21/01/2017 16:56,COMPLETE,23/01/2017 22:37,28/01/2017 15:38,26/01/2017
ZA-00000076,ZAC0011518,21/01/2017 11:41,COMPLETE,22/01/2017 12:37,23/01/2017 21:11,27/01/2017
ZA-00000077,ZAC0021195,21/01/2017 20:06,COMPLETE,22/01/2017 13:12,26/01/2017 07:36,26/01/2017
ZA-00000078,ZAC0005451,21/01/2017 12:57,COMPLETE,23/01/2017 03:03,26/01/2017 03:17,27/01/2017
ZA-00000079,ZAC0003664,21/01/2017 08:19,DISPATCHED,23/01/2017 10:34,,28/01/2017
ZA-00000080,ZAC0003699,22/01/2017 15:47,COMPLETE,24/01/2017 18:52,28/01/2017 01:59,28/01/2017
ZA-00000081,ZAC0010706,22/01/2017 20:05,COMPLETE,26/01/2017 01:00,30/01/2017 05:45,29/01/2017
ZA-00000082,ZAC0009025,22/01/2017 21:29,COMPLETE,23/01/2017 10:06,31/01/2017 13:47,02/02/2017
ZA-00000083,ZAC0011665,23/01/2017 08:15,COMPLETE,23/01/2017 21:09,25/01/2017 04:04,26/01/2017
ZA-00000084,ZAC0023384,23/01/2017 20:22,COMPLETE,25/01/2017 09:03,27/01/2017 04:07,29/01/2017
ZA-00000085,ZAC0022925,23/01/2017 12:27,COMPLETE,25/01/2017 11:52,26/01/2017 18:09,01/02/2017
ZA-00000086,ZAC0005458,23/01/2017 13:34,COMPLETE,24/01/2017 15:12,30/01/2017 12:48,28/01/2017
ZA-00000087,ZAC0016216,24/01/2017 15:06,COMPLETE,25/01/2017 17:31,29/01/2017 17:17,28/01/2017
ZA-00000088,ZAC0012206,24/01/2017 13:56,COMPLETE,27/01/2017 06:29,02/02/2017 13:58,30/01/2017
ZA-00000089,ZAC0000895,24/01/2017 21:21,COMPLETE,29/01/2017 18:13,01/02/2017 00:37,01/02/2017
ZA-00000090,ZAC0002173,24/01/2017 14:01,COMPLETE,24/01/2017 22:04,27/01/2017 06:51,27/01/2017
ZA-00000091,ZAC0022035,25/01/2017 09:32,COMPLETE,26/01/2017 11:10,03/02/2017 02:59,30/01/2017
ZA-00000092,ZAC0023024,25/01/2017 10:03,COMPLETE,26/01/2017 00:47,28/01/2017 01:55,29/01/2017
ZA-00000093,ZAC0008685,25/01/2017 18:34,COMPLETE,27/01/2017 18:59,31/01/2017 20:03,31/01/2017
ZA-00000094,ZAC0011151,25/01/2017 07:04,COMPLETE,26/01/2017 02:35,29/01/2017 20:03,02/02/2017
ZA-00000095,ZAC0001012,25/01/2017 22:56,COMPLETE,28/01/2017 09:52,04/02/2017 20:55,01/02/2017
ZA-00000096,ZAC0008257,25/01/2017 12:28,COMPLETE,27/01/2017 00:08,29/01/2017 00:28,01/02/2017
ZA-00000097,ZAC0020650,25/01/2017 06:11,COMPLETE,26/01/2017 23:05,04/02/2017 10:10,05/02/2017
ZA-00000098,ZAC0004569,25/01/2017 06:16,COMPLETE,29/01/2017 02:41,02/02/2017 00:18,01/02/2017
ZA-00000099,ZAC0017955,25/01/2017 10:04,DISPATCHED,26/01/2017 07:24,,02/02/2017
ZA-00000100,ZAC0008747,25/01/2017 19:15,COMPLETE,29/01/2017 00:02,02/02/2017 04:03,01/02/2017
ZA-00000101,ZAC0000145,25/01/2017 11:21,COMPLETE,30/01/2017 01:23,31/01/2017 23:52,02/02/2017
ZA-00000102,ZAC0009901,26/01/2017 15:44,COMPLETE,28/01/2017 08:15,07/02/2017 12:17,02/02/2017
ZA-00000103,ZAC0006102,26/01/2017 18:14,COMPLETE,28/01/2017 16:01,03/02/2017 18:41,01/02/2017
ZA-00000104,ZAC0020410,26/01/2017 22:20,COMPLETE,27/01/2017 15:31,31/01/2017 03:55,06/02/2017
ZA-00000105,ZAC0014893,26/01/2017 09:44,COMPLETE,27/01/2017 09:57,05/02/2017 16:30,30/01/2017
ZA-00000106,ZAC0001174,26/01/2017 12:51,COMPLETE,28/01/2017 04:38,29/01/2017 11:11,01/02/2017
ZA-00000107,ZAC0004397,26/01/2017 16:09,COMPLETE,28/01/2017 11:07,01/02/2017 21:16,02/02/2017
ZA-00000108,ZAC0002838,26/01/2017 20:13,COMPLETE,27/01/2017 17:06,30/01/2017 20:05,30/01/2017
ZA-00000109,ZAC0021788,26/01/2017 22:46,COMPLETE,28/01/2017 02:00,29/01/2017 22:14,02/02/2017
ZA-00000110,ZAC0014133,26/01/2017 20:20,COMPLETE,28/01/2017 22:00,06/02/2017 16:00,07/02/2017
ZA-00000111,ZAC0011588,26/01/2017 19:21,COMPLETE,26/01/2017 23:17,04/02/2017 03:49,30/01/2017
ZA-00000112,ZAC0004196,26/01/2017 15:37,COMPLETE,28/01/2017 14:33,05/02/2017 12:14,07/02/2017
ZA-00000113,ZAC0018955,26/01/2017 18:44,COMPLETE,28/01/2017 08:13,30/01/2017 03:13,04/02/2017
ZA-00000114,ZAC0010503,26/01/2017 20:53,COMPLETE,27/01/2017 19:01,31/01/2017 21:46,31/01/2017
ZA-00000115,ZAC0021493,27/01/2017 08:23,COMPLETE,29/01/2017 11:27,08/02/2017 11:52,08/02/2017
ZA-00000116,ZAC0012984,27/01/2017 09:54,COMPLETE,30/01/2017 23:42,03/02/2017 04:39,06/02/2017
ZA-00000117,ZAC0019423,27/01/2017 14:51,COMPLETE,29/01/2017 02:47,02/02/2017 08:01,08/02/2017
ZA-00000118,ZAC0012991,27/01/2017 11:34,COMPLETE,30/01/2017 09:54,02/02/2017 19:20,02/02/2017
ZA-00000119,ZAC0007206,27/01/2017 17:15,COMPLETE,30/01/2017 02:45,05/02/2017 12:05,03/02/2017
ZA-00000120,ZAC0014918,27/01/2017 07:54,COMPLETE,28/01/2017 15:59,03/02/2017 14:29,31/01/2017
ZA-00000121,ZAC0019965,27/01/2017 19:59,COMPLETE,29/01/2017 03:48,31/01/2017 12:26,01/02/2017
ZA-00000122,ZAC0000045,27/01/2017 08:21,COMPLETE,29/01/2017 06:45,01/02/2017 02:09,03/02/2017
ZA-00000123,ZAC0006175,27/01/2017 12:40,COMPLETE,31/01/2017 12:29,01/02/2017 17:40,04/02/2017
ZA-00000124,ZAC0009271,27/01/2017 16:51,COMPLETE,30/01/2017 17:38,03/02/2017 17:23,06/02/2017
ZA-00000125,ZAC0012474,28/01/2017 18:02,COMPLETE,01/02/2017 00:59,08/02/2017 17:13,04/02/2017
ZA-00000126,ZAC0015827,28/01/2017 16:20,COMPLETE,29/01/2017 15:13,03/02/2017 00:35,03/02/2017
ZA-00000127,ZAC0012763,28/01/2017 14:35,COMPLETE,28/01/2017 16:55,02/02/2017 15:14,31/01/2017
ZA-00000128,ZAC0004618,28/01/2017 16:44,COMPLETE,29/01/2017 12:32,04/02/2017 06:07,02/02/2017
ZA-00000129,ZAC0020157,28/01/2017 19:17,COMPLETE,30/01/2017 06:29,07/02/2017 02:31,04/02/2017
ZA-00000130,ZAC0017424,28/01/2017 09:26,COMPLETE,29/01/2017 23:17,01/02/2017 23:59,05/02/2017
ZA-00000131,ZAC0012846,29/01/2017 08:58,COMPLETE,04/02/2017 11:34,09/02/2017 04:53,07/02/2017
ZA-00000132,ZAC0011417,29/01/2017 20:48,CANCELLED,,,
ZA-00000133,ZAC0018409,29/01/2017 14:10,COMPLETE,01/02/2017 04:56,05/02/2017 16:11,08/02/2017
ZA-00000134,ZAC0011935,29/01/2017 20:02,COMPLETE,02/02/2017 15:56,04/02/2017 23:41,07/02/2017
ZA-00000135,ZAC0017018,29/01/2017 14:06,COMPLETE,01/02/2017 17:32,02/02/2017 03:56,04/02/2017
ZA-00000136,ZAC0018788,29/01/2017 14:08,COMPLETE,01/02/2017 07:06,03/02/2017 16:51,04/02/2017
ZA-00000137,ZAC0002479,30/01/2017 18:11,COMPLETE,02/02/2017 14:52,05/02/2017 23:16,07/02/2017
ZA-00000138,ZAC0013192,30/01/2017 18:18,COMPLETE,31/01/2017 16:17,10/02/2017 12:16,03/02/2017
ZA-00000139,ZAC0003583,30/01/2017 22:34,COMPLETE,04/02/2017 00:42,12/02/2017 01:01,08/02/2017
ZA-00000140,ZAC0021643,30/01/2017 12:39,COMPLETE,03/02/2017 05:57,05/02/2017 06:21,13/02/2017
ZA-00000141,ZAC0003151,30/01/2017 10:20,COMPLETE,03/02/2017 22:20,11/02/2017 17:09,10/02/2017
ZA-00000142,ZAC0020328,31/01/2017 15:49,COMPLETE,05/02/2017 05:47,09/02/2017 13:03,08/02/2017
ZA-00000143,ZAC0017165,31/01/2017 16:17,COMPLETE,07/02/2017 03:42,08/02/2017 13:27,12/02/2017
ZA-00000144,ZAC0023581,31/01/2017 07:09,COMPLETE,02/02/2017 03:21,05/02/2017 21:21,06/02/2017
ZA-00000145,ZAC0008864,31/01/2017 21:26,COMPLETE,02/02/2017 21:02,05/02/2017 17:52,09/02/2017
ZA-00000146,ZAC0021476,31/01/2017 16:22,COMPLETE,03/02/2017 03:19,08/02/2017 15:52,07/02/2017
ZA-00000147,ZAC0019522,31/01/2017 17:14,COMPLETE,01/02/2017 11:33,02/02/2017 23:53,11/02/2017
ZA-00000148,ZAC0019725,31/01/2017 10:40,COMPLETE,01/02/2017 21:04,05/02/2017 00:21,08/02/2017
ZA-00000149,ZAC0017944,31/01/2017 18:30,COMPLETE,06/02/2017 21:22,10/02/2017 02:11,13/02/2017
