ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt
ZA-00003772,ZAC0001777,01/07/2017 12:21,COMPLETE,02/07/2017 00:45,03/07/2017 22:41,09/07/2017
ZA-00003773,ZAC0008497,01/07/2017 13:59,COMPLETE,02/07/2017 06:39,09/07/2017 01:56,09/07/2017
ZA-00003774,ZAC0006900,01/07/2017 18:59,COMPLETE,09/07/2017 01:39,15/07/2017 20:58,12/07/2017
ZA-00003775,ZAC0003935,01/07/2017 16:57,COMPLETE,04/07/2017 20:20,07/07/2017 17:30,08/07/2017
ZA-00003776,ZAC0002164,01/07/2017 07:27,COMPLETE,02/07/2017 09:04,07/07/2017 07:58,06/07/2017
ZA-00003777,ZAC0017599,01/07/2017 19:24,COMPLETE,03/07/2017 23:26,06/07/2017 20:49,06/07/2017
ZA-00003778,ZAC0016178,01/07/2017 11:19,COMPLETE,04/07/2017 21:28,14/07/2017 07:47,14/07/2017
ZA-00003779,ZAC0014178,01/07/2017 09:51,COMPLETE,01/07/2017 13:12,09/07/2017 01:36,05/07/2017
ZA-00003780,ZAC0016731,01/07/2017 07:08,COMPLETE,02/07/2017 13:52,08/07/2017 13:11,05/07/2017
ZA-00003781,ZAC0005945,01/07/2017 12:09,COMPLETE,02/07/2017 09:06,04/07/2017 04:51,09/07/2017
ZA-00003782,ZAC0010762,01/07/2017 10:50,COMPLETE,02/07/2017 23:56,06/07/2017 05:09,06/07/2017
ZA-00003783,ZAC0012735,01/07/2017 07:06,COMPLETE,04/07/2017 01:59,06/07/2017 09:13,08/07/2017
ZA-00003784,ZAC0022380,01/07/2017 07:23,COMPLETE,03/07/2017 12:26,06/07/2017 03:07,10/07/2017
ZA-00003785,ZAC0000780,01/07/2017 14:22,CANCELLED,,,
ZA-00003786,ZAC0022757,01/07/2017 15:08,COMPLETE,06/07/2017 11:36,14/07/2017 01:23,09/07/2017
ZA-00003787,ZAC0018374,01/07/2017 06:07,COMPLETE,03/07/2017 06:40,07/07/2017 13:04,13/07/2017
ZA-00003788,ZAC0023354,01/07/2017 12:59,COMPLETE,01/07/2017 21:21,05/07/2017 22:11,04/07/2017
ZA-00003789,ZAC0001154,01/07/2017 18:30,COMPLETE,07/07/2017 04:28,09/07/2017 01:33,14/07/2017
ZA-00003790,ZAC0004673,01/07/2017 14:21,COMPLETE,04/07/2017 14:34,10/07/2017 15:20,09/07/2017
ZA-00003791,ZAC0011897,01/07/2017 08:24,CANCELLED,,,
ZA-00003792,ZAC0013540,02/07/2017 10:55,COMPLETE,06/07/2017 03:21,13/07/2017 13:03,09/07/2017
ZA-00003793,ZAC0006628,02/07/2017 20:10,COMPLETE,04/07/2017 09:51,06/07/2017 22:23,08/07/2017
ZA-00003794,ZAC0011282,02/07/2017 16:29,COMPLETE,04/07/2017 03:50,07/07/2017 06:17,09/07/2017
ZA-00003795,ZAC0001762,02/07/2017 17:43,COMPLETE,05/07/2017 11:59,06/07/2017 11:06,09/07/2017
ZA-00003796,ZAC0007770,02/07/2017 22:45,COMPLETE,04/07/2017 18:35,13/07/2017 14:05,11/07/2017
ZA-00003797,ZAC0017093,02/07/2017 19:52,COMPLETE,10/07/2017 06:09,12/07/2017 01:22,17/07/2017
ZA-00003798,ZAC0011895,02/07/2017 17:40,COMPLETE,04/07/2017 21:40,12/07/2017 20:17,08/07/2017
ZA-00003799,ZAC0002412,02/07/2017 11:21,COMPLETE,04/07/2017 17:32,09/07/2017 04:26,11/07/2017
ZA-00003800,ZAC0021422,02/07/2017 06:28,COMPLETE,06/07/2017 17:10,10/07/2017 02:51,11/07/2017
ZA-00003801,ZAC0022671,02/07/2017 11:44,COMPLETE,03/07/2017 00:39,06/07/2017 06:53,08/07/2017
ZA-00003802,ZAC0006585,02/07/2017 15:18,COMPLETE,03/07/2017 11:31,08/07/2017 19:11,08/07/2017
ZA-00003803,ZAC0006515,02/07/2017 06:16,COMPLETE,05/07/2017 15:44,07/07/2017 10:32,08/07/2017
ZA-00003804,ZAC0023591,02/07/2017 15:43,COMPLETE,03/07/2017 05:05,05/07/2017 09:55,07/07/2017
ZA-00003805,ZAC0002459,02/07/2017 12:07,COMPLETE,03/07/2017 08:19,08/07/2017 00:55,08/07/2017
ZA-00003806,ZAC0023328,02/07/2017 21:39,COMPLETE,07/07/2017 12:18,07/07/2017 22:24,10/07/2017
ZA-00003807,ZAC0002734,02/07/2017 12:14,COMPLETE,03/07/2017 04:31,04/07/2017 00:22,08/07/2017
ZA-00003808,ZAC0010201,02/07/2017 15:28,COMPLETE,04/07/2017 07:24,08/07/2017 22:02,09/07/2017
ZA-00003809,ZAC0017850,02/07/2017 06:37,COMPLETE,03/07/2017 17:40,05/07/2017 16:32,06/07/2017
ZA-00003810,ZAC0008655,02/07/2017 21:30,COMPLETE,03/07/2017 20:23,08/07/2017 07:20,08/07/2017
ZA-00003811,ZAC0019589,02/07/2017 09:46,COMPLETE,04/07/2017 08:54,08/07/2017 17:28,14/07/2017
ZA-00003812,ZAC0023162,02/07/2017 11:22,COMPLETE,04/07/2017 16:52,05/07/2017 12:35,14/07/2017
ZA-00003813,ZAC0017477,02/07/2017 14:18,COMPLETE,03/07/2017 23:53,08/07/2017 02:02,07/07/2017
ZA-00003814,ZAC0011211,02/07/2017 07:47,COMPLETE,03/07/2017 13:31,10/07/2017 15:55,07/07/2017
ZA-00003815,ZAC0010065,02/07/2017 19:46,COMPLETE,04/07/2017 01:22,13/07/2017 02:36,09/07/2017
ZA-00003816,ZAC0012276,02/07/2017 06:26,COMPLETE,04/07/2017 22:29,07/07/2017 05:00,11/07/2017
ZA-00003817,ZAC0011755,02/07/2017 16:31,COMPLETE,04/07/2017 14:50,11/07/2017 11:45,08/07/2017
ZA-00003818,ZAC0010344,02/07/2017 19:07,COMPLETE,04/07/2017 12:31,09/07/2017 13:07,08/07/2017
ZA-00003819,ZAC0001677,02/07/2017 13:56,COMPLETE,04/07/2017 10:32,05/07/2017 11:07,14/07/2017
ZA-00003820,ZAC0000177,02/07/2017 19:40,DISPATCHED,05/07/2017 15:52,,10/07/2017
ZA-00003821,ZAC0021297,02/07/2017 18:16,COMPLETE,07/07/2017 11:11,16/07/2017 16:04,12/07/2017
ZA-00003822,ZAC0019521,02/07/2017 21:33,COMPLETE,04/07/2017 13:08,10/07/2017 08:17,07/07/2017
ZA-00003823,ZAC0005650,02/07/2017 20:24,CANCELLED,,,
ZA-00003824,ZAC0022882,02/07/2017 09:06,COMPLETE,04/07/2017 07:00,10/07/2017 18:37,07/07/2017
ZA-00003825,ZAC0013541,03/07/2017 12:07,COMPLETE,05/07/2017 09:16,10/07/2017 22:24,10/07/2017
ZA-00003826,ZAC0014906,03/07/2017 17:20,COMPLETE,09/07/2017 16:56,18/07/2017 18:08,13/07/2017
ZA-00003827,ZAC0005481,03/07/2017 12:26,COMPLETE,05/07/2017 03:29,06/07/2017 04:51,09/07/2017
ZA-00003828,ZAC0023225,03/07/2017 18:55,COMPLETE,05/07/2017 07:53,09/07/2017 15:49,08/07/2017
ZA-00003829,ZAC0013328,03/07/2017 10:23,COMPLETE,06/07/2017 09:29,08/07/2017 10:14,10/07/2017
ZA-00003830,ZAC0015477,03/07/2017 13:44,COMPLETE,05/07/2017 08:58,07/07/2017 16:16,12/07/2017
ZA-00003831,ZAC0023655,03/07/2017 07:48,COMPLETE,10/07/2017 00:12,10/07/2017 18:39,13/07/2017
ZA-00003832,ZAC0012131,03/07/2017 18:13,COMPLETE,07/07/2017 21:48,08/07/2017 20:52,12/07/2017
ZA-00003833,ZAC0023006,03/07/2017 19:09,COMPLETE,04/07/2017 16:19,07/07/2017 23:28,08/07/2017
ZA-00003834,ZAC0010626,03/07/2017 21:19,COMPLETE,06/07/2017 21:28,14/07/2017 10:43,10/07/2017
ZA-00003835,ZAC0010233,03/07/2017 12:23,COMPLETE,05/07/2017 18:28,14/07/2017 06:48,15/07/2017
ZA-00003836,ZAC0001516,03/07/2017 12:28,COMPLETE,08/07/2017 07:04,10/07/2017 19:44,12/07/2017
ZA-00003837,ZAC0016004,03/07/2017 11:20,COMPLETE,03/07/2017 18:38,05/07/2017 18:31,10/07/2017
ZA-00003838,ZAC0004557,03/07/2017 22:43,COMPLETE,07/07/2017 18:34,09/07/2017 15:54,17/07/2017
ZA-00003839,ZAC0012992,03/07/2017 14:31,COMPLETE,05/07/2017 16:02,08/07/2017 00:06,09/07/2017
ZA-00003840,ZAC0020512,03/07/2017 06:04,COMPLETE,06/07/2017 09:18,07/07/2017 08:44,10/07/2017
ZA-00003841,ZAC0009638,03/07/2017 22:08,COMPLETE,05/07/2017 14:05,15/07/2017 04:37,15/07/2017
ZA-00003842,ZAC0014429,03/07/2017 17:50,COMPLETE,04/07/2017 18:59,06/07/2017 10:59,08/07/2017
ZA-00003843,ZAC0011079,03/07/2017 22:08,COMPLETE,05/07/2017 16:05,08/07/2017 19:53,09/07/2017
ZA-00003844,ZAC0000302,03/07/2017 19:16,COMPLETE,07/07/2017 09:54,18/07/2017 18:36,10/07/2017
ZA-00003845,ZAC0014578,03/07/2017 22:18,COMPLETE,06/07/2017 03:14,10/07/2017 04:43,10/07/2017
ZA-00003846,ZAC0015125,03/07/2017 13:11,COMPLETE,03/07/2017 18:15,05/07/2017 16:56,10/07/2017
ZA-00003847,ZAC0013628,03/07/2017 14:40,COMPLETE,04/07/2017 08:28,05/07/2017 02:03,07/07/2017
ZA-00003848,ZAC0023715,04/07/2017 11:09,COMPLETE,07/07/2017 04:04,09/07/2017 17:41,11/07/2017
ZA-00003849,ZAC0015282,04/07/2017 14:50,COMPLETE,07/07/2017 03:47,16/07/2017 17:33,10/07/2017
ZA-00003850,ZAC0007591,04/07/2017 14:17,COMPLETE,04/07/2017 22:09,10/07/2017 16:33,14/07/2017
ZA-00003851,ZAC0007388,04/07/2017 15:32,COMPLETE,06/07/2017 20:46,12/07/2017 22:02,10/07/2017
ZA-00003852,ZAC0003781,04/07/2017 08:45,COMPLETE,04/07/2017 10:46,16/07/2017 15:02,09/07/2017
ZA-00003853,ZAC0011756,04/07/2017 11:16,COMPLETE,05/07/2017 05:05,09/07/2017 10:53,08/07/2017
ZA-00003854,ZAC0021027,04/07/2017 19:28,COMPLETE,05/07/2017 05:44,07/07/2017 17:45,08/07/2017
ZA-00003855,ZAC0018758,04/07/2017 18:54,COMPLETE,06/07/2017 11:39,13/07/2017 05:04,11/07/2017
ZA-00003856,ZAC0005798,04/07/2017 22:50,COMPLETE,06/07/2017 12:00,09/07/2017 04:05,10/07/2017
ZA-00003857,ZAC0006225,04/07/2017 07:47,COMPLETE,06/07/2017 19:19,14/07/2017 00:32,16/07/2017
ZA-00003858,ZAC0020049,04/07/2017 08:27,COMPLETE,05/07/2017 17:08,10/07/2017 17:14,15/07/2017
ZA-00003859,ZAC0018191,04/07/2017 11:35,COMPLETE,06/07/2017 20:24,14/07/2017 00:22,11/07/2017
ZA-00003860,ZAC0009675,04/07/2017 21:42,COMPLETE,05/07/2017 20:09,12/07/2017 00:57,08/07/2017
ZA-00003861,ZAC0003272,04/07/2017 19:05,COMPLETE,06/07/2017 07:32,07/07/2017 11:07,10/07/2017
ZA-00003862,ZAC0016588,04/07/2017 21:53,COMPLETE,06/07/2017 10:04,11/07/2017 02:32,10/07/2017
ZA-00003863,ZAC0020579,04/07/2017 18:14,COMPLETE,07/07/2017 07:20,10/07/2017 01:58,11/07/2017
ZA-00003864,ZAC0017177,04/07/2017 17:38,COMPLETE,05/07/2017 07:01,08/07/2017 06:02,09/07/2017
ZA-00003865,ZAC0020227,04/07/2017 11:47,COMPLETE,06/07/2017 05:11,07/07/2017 19:54,13/07/2017
ZA-00003866,ZAC0006769,04/07/2017 20:06,COMPLETE,05/07/2017 10:15,08/07/2017 07:59,10/07/2017
ZA-00003867,ZAC0015513,04/07/2017 09:55,COMPLETE,08/07/2017 14:23,13/07/2017 04:41,15/07/2017
ZA-00003868,ZAC0018062,04/07/2017 08:28,COMPLETE,06/07/2017 00:15,09/07/2017 06:42,10/07/2017
ZA-00003869,ZAC0011179,04/07/2017 16:16,CANCELLED,,,
ZA-00003870,ZAC0022686,04/07/2017 22:07,COMPLETE,06/07/2017 18:04,14/07/2017 04:18,09/07/2017
ZA-00003871,ZAC0007589,04/07/2017 17:29,COMPLETE,08/07/2017 01:22,11/07/2017 08:11,12/07/2017
ZA-00003872,ZAC0008969,04/07/2017 12:46,COMPLETE,06/07/2017 00:29,08/07/2017 09:29,10/07/2017
ZA-00003873,ZAC0015263,04/07/2017 15:29,COMPLETE,06/07/2017 02:11,09/07/2017 11:39,13/07/2017
ZA-00003874,ZAC0004307,04/07/2017 12:59,DISPATCHED,05/07/2017 05:14,,15/07/2017
ZA-00003875,ZAC0017917,04/07/2017 09:57,COMPLETE,06/07/2017 17:27,10/07/2017 16:46,16/07/2017
ZA-00003876,ZAC0007963,04/07/2017 20:14,COMPLETE,09/07/2017 02:53,21/07/2017 09:37,12/07/2017
ZA-00003877,ZAC0013693,04/07/2017 11:42,COMPLETE,05/07/2017 03:50,06/07/2017 06:36,08/07/2017
ZA-00003878,ZAC0015110,04/07/2017 18:27,COMPLETE,06/07/2017 10:40,11/07/2017 03:58,10/07/2017
ZA-00003879,ZAC0023100,04/07/2017 11:02,COMPLETE,06/07/2017 16:56,16/07/2017 00:05,11/07/2017
ZA-00003880,ZAC0002423,04/07/2017 14:44,COMPLETE,08/07/2017 14:50,12/07/2017 04:25,15/07/2017
ZA-00003881,ZAC0014827,04/07/2017 06:24,COMPLETE,05/07/2017 01:04,06/07/2017 19:02,09/07/2017
ZA-00003882,ZAC0017117,04/07/2017 09:49,COMPLETE,06/07/2017 06:28,11/07/2017 23:58,13/07/2017
ZA-00003883,ZAC0014544,04/07/2017 16:06,COMPLETE,05/07/2017 16:25,09/07/2017 16:06,12/07/2017
ZA-00003884,ZAC0009805,04/07/2017 22:34,COMPLETE,06/07/2017 23:58,15/07/2017 07:09,11/07/2017
ZA-00003885,ZAC0006455,04/07/2017 22:00,COMPLETE,06/07/2017 05:31,13/07/2017 11:12,09/07/2017
ZA-00003886,ZAC0013994,04/07/2017 22:33,PENDING,,,
ZA-00003887,ZAC0000874,05/07/2017 12:12,COMPLETE,07/07/2017 15:28,11/07/2017 04:09,17/07/2017
ZA-00003888,ZAC0023092,05/07/2017 20:30,COMPLETE,06/07/2017 16:41,18/07/2017 20:14,11/07/2017
ZA-00003889,ZAC0007368,05/07/2017 07:08,COMPLETE,06/07/2017 09:37,13/07/2017 21:49,16/07/2017
ZA-00003890,ZAC0011244,05/07/2017 13:35,COMPLETE,06/07/2017 19:37,08/07/2017 19:23,16/07/2017
ZA-00003891,ZAC0020794,05/07/2017 17:09,COMPLETE,07/07/2017 17:27,19/07/2017 10:49,11/07/2017
ZA-00003892,ZAC0006597,05/07/2017 12:44,COMPLETE,08/07/2017 00:41,11/07/2017 00:28,18/07/2017
ZA-00003893,ZAC0003732,05/07/2017 20:27,COMPLETE,05/07/2017 23:54,08/07/2017 23:13,10/07/2017
ZA-00003894,ZAC0016682,05/07/2017 17:25,COMPLETE,09/07/2017 02:11,12/07/2017 06:04,12/07/2017
ZA-00003895,ZAC0004682,05/07/2017 07:39,CANCELLED,,,
ZA-00003896,ZAC0009419,05/07/2017 07:51,COMPLETE,09/07/2017 21:42,11/07/2017 21:02,13/07/2017
ZA-00003897,ZAC0005286,05/07/2017 15:07,DISPATCHED,07/07/2017 10:41,,10/07/2017
ZA-00003898,ZAC0008396,05/07/2017 09:48,COMPLETE,06/07/2017 15:03,09/07/2017 21:58,10/07/2017
ZA-00003899,ZAC0009470,05/07/2017 20:07,COMPLETE,08/07/2017 03:00,11/07/2017 13:08,12/07/2017
ZA-00003900,ZAC0003547,05/07/2017 08:27,COMPLETE,08/07/2017 01:41,18/07/2017 18:18,13/07/2017
ZA-00003901,ZAC0021808,05/07/2017 06:44,COMPLETE,06/07/2017 04:47,09/07/2017 21:21,11/07/2017
ZA-00003902,ZAC0012365,05/07/2017 11:44,COMPLETE,09/07/2017 15:36,10/07/2017 15:13,12/07/2017
ZA-00003903,ZAC0009198,05/07/2017 12:13,COMPLETE,06/07/2017 06:57,10/07/2017 20:48,10/07/2017
ZA-00003904,ZAC0011946,05/07/2017 09:18,COMPLETE,07/07/2017 20:16,12/07/2017 13:16,10/07/2017
ZA-00003905,ZAC0012421,05/07/2017 10:55,COMPLETE,07/07/2017 02:31,14/07/2017 07:41,10/07/2017
ZA-00003906,ZAC0007750,05/07/2017 16:13,COMPLETE,06/07/2017 23:16,11/07/2017 06:25,09/07/2017
ZA-00003907,ZAC0010456,05/07/2017 10:21,COMPLETE,08/07/2017 05:35,12/07/2017 18:39,13/07/2017
ZA-00003908,ZAC0010597,05/07/2017 15:12,CANCELLED,,,
ZA-00003909,ZAC0004725,05/07/2017 13:26,COMPLETE,13/07/2017 20:57,18/07/2017 12:53,16/07/2017
ZA-00003910,ZAC0002254,05/07/2017 22:11,COMPLETE,06/07/2017 17:21,11/07/2017 21:34,10/07/2017
ZA-00003911,ZAC0007109,05/07/2017 08:37,COMPLETE,09/07/2017 03:39,12/07/2017 04:55,19/07/2017
ZA-00003912,ZAC0013197,05/07/2017 22:31,COMPLETE,06/07/2017 16:37,14/07/2017 00:20,16/07/2017
ZA-00003913,ZAC0004779,05/07/2017 18:22,COMPLETE,06/07/2017 20:43,10/07/2017 12:12,10/07/2017
ZA-00003914,ZAC0010812,05/07/2017 13:53,COMPLETE,07/07/2017 15:51,24/07/2017 01:09,12/07/2017
ZA-00003915,ZAC0002024,05/07/2017 15:22,COMPLETE,09/07/2017 04:24,13/07/2017 12:16,13/07/2017
ZA-00003916,ZAC0022211,05/07/2017 17:55,COMPLETE,09/07/2017 09:20,13/07/2017 07:22,12/07/2017
ZA-00003917,ZAC0021923,05/07/2017 18:20,COMPLETE,07/07/2017 01:22,11/07/2017 07:45,11/07/2017
ZA-00003918,ZAC0022746,05/07/2017 20:29,RETURNED,06/07/2017 14:49,10/07/2017 00:53,11/07/2017
ZA-00003919,ZAC0001968,05/07/2017 18:26,COMPLETE,08/07/2017 11:10,10/07/2017 07:30,13/07/2017
ZA-00003920,ZAC0022472,05/07/2017 16:38,COMPLETE,07/07/2017 20:28,10/07/2017 01:19,10/07/2017
ZA-00003921,ZAC0016739,05/07/2017 15:56,COMPLETE,08/07/2017 12:19,11/07/2017 12:09,13/07/2017
ZA-00003922,ZAC0021190,05/07/2017 11:32,CANCELLED,,,
ZA-00003923,ZAC0020301,05/07/2017 21:37,COMPLETE,08/07/2017 14:02,10/07/2017 08:19,13/07/2017
ZA-00003924,ZAC0023435,05/07/2017 07:50,COMPLETE,08/07/2017 21:19,17/07/2017 08:47,13/07/2017
ZA-00003925,ZAC0009684,05/07/2017 07:15,COMPLETE,05/07/2017 21:06,07/07/2017 12:10,09/07/2017
ZA-00003926,ZAC0005338,05/07/2017 09:02,COMPLETE,06/07/2017 18:50,11/07/2017 07:14,11/07/2017
ZA-00003927,ZAC0014505,05/07/2017 09:21,COMPLETE,06/07/2017 09:12,07/07/2017 02:40,09/07/2017
ZA-00003928,ZAC0018684,05/07/2017 09:44,COMPLETE,08/07/2017 23:55,10/07/2017 22:50,12/07/2017
ZA-00003929,ZAC0018822,05/07/2017 12:30,COMPLETE,09/07/2017 02:02,11/07/2017 00:35,14/07/2017
ZA-00003930,ZAC0011923,06/07/2017 15:46,COMPLETE,06/07/2017 22:36,12/07/2017 21:06,11/07/2017
ZA-00003931,ZAC0017989,06/07/2017 06:54,COMPLETE,06/07/2017 16:42,13/07/2017 01:55,13/07/2017
ZA-00003932,ZAC0004483,06/07/2017 18:57,COMPLETE,08/07/2017 07:33,21/07/2017 11:36,12/07/2017
ZA-00003933,ZAC0003812,06/07/2017 16:04,COMPLETE,11/07/2017 08:09,11/07/2017 17:26,21/07/2017
ZA-00003934,ZAC0011685,06/07/2017 21:18,COMPLETE,08/07/2017 13:45,10/07/2017 06:42,13/07/2017
ZA-00003935,ZAC0020432,06/07/2017 12:34,COMPLETE,08/07/2017 19:14,10/07/2017 17:20,12/07/2017
ZA-00003936,ZAC0014875,06/07/2017 14:01,COMPLETE,07/07/2017 19:35,10/07/2017 01:32,11/07/2017
ZA-00003937,ZAC0021096,06/07/2017 09:11,COMPLETE,07/07/2017 12:19,15/07/2017 00:31,12/07/2017
ZA-00003938,ZAC0007301,06/07/2017 07:05,COMPLETE,07/07/2017 09:12,13/07/2017 09:44,17/07/2017
ZA-00003939,ZAC0006905,06/07/2017 13:32,COMPLETE,07/07/2017 23:29,10/07/2017 12:08,11/07/2017
ZA-00003940,ZAC0001630,06/07/2017 20:34,COMPLETE,08/07/2017 16:03,13/07/2017 08:34,12/07/2017
ZA-00003941,ZAC0004292,06/07/2017 06:16,COMPLETE,11/07/2017 03:58,12/07/2017 14:04,16/07/2017
ZA-00003942,ZAC0007864,06/07/2017 17:15,COMPLETE,12/07/2017 05:05,18/07/2017 14:57,15/07/2017
ZA-00003943,ZAC0021545,06/07/2017 20:20,COMPLETE,08/07/2017 15:52,16/07/2017 07:20,13/07/2017
ZA-00003944,ZAC0002228,06/07/2017 14:54,COMPLETE,07/07/2017 04:51,15/07/2017 01:34,17/07/2017
ZA-00003945,ZAC0001268,06/07/2017 13:14,COMPLETE,08/07/2017 08:51,15/07/2017 05:40,11/07/2017
ZA-00003946,ZAC0013580,06/07/2017 07:59,COMPLETE,08/07/2017 16:13,09/07/2017 12:29,12/07/2017
ZA-00003947,ZAC0016281,06/07/2017 16:00,COMPLETE,10/07/2017 10:08,15/07/2017 10:50,14/07/2017
ZA-00003948,ZAC0008881,06/07/2017 18:11,COMPLETE,08/07/2017 09:52,13/07/2017 19:24,11/07/2017
ZA-00003949,ZAC0014177,06/07/2017 20:14,COMPLETE,08/07/2017 23:01,18/07/2017 01:52,15/07/2017
ZA-00003950,ZAC0000456,06/07/2017 10:44,COMPLETE,09/07/2017 04:48,17/07/2017 08:46,13/07/2017
ZA-00003951,ZAC0001000,06/07/2017 14:38,COMPLETE,07/07/2017 12:24,12/07/2017 11:41,17/07/2017
ZA-00003952,ZAC0018816,06/07/2017 19:21,COMPLETE,08/07/2017 19:33,11/07/2017 03:30,13/07/2017
ZA-00003953,ZAC0001562,06/07/2017 16:56,COMPLETE,08/07/2017 00:22,08/07/2017 14:16,12/07/2017
ZA-00003954,ZAC0007996,06/07/2017 08:06,COMPLETE,09/07/2017 15:33,12/07/2017 10:05,13/07/2017
ZA-00003955,ZAC0022209,06/07/2017 20:47,COMPLETE,07/07/2017 01:57,09/07/2017 17:28,11/07/2017
ZA-00003956,ZAC0005006,06/07/2017 10:01,COMPLETE,09/07/2017 11:24,17/07/2017 01:12,19/07/2017
ZA-00003957,ZAC0001442,06/07/2017 10:21,COMPLETE,07/07/2017 20:05,09/07/2017 20:33,12/07/2017
ZA-00003958,ZAC0007544,06/07/2017 17:09,COMPLETE,07/07/2017 12:33,09/07/2017 06:17,12/07/2017
ZA-00003959,ZAC0004626,06/07/2017 22:56,CANCELLED,,,
ZA-00003960,ZAC0018956,06/07/2017 13:39,DISPATCHED,08/07/2017 11:23,,15/07/2017
ZA-00003961,ZAC0003127,06/07/2017 11:27,PENDING,,,
ZA-00003962,ZAC0012351,06/07/2017 19:25,COMPLETE,07/07/2017 02:12,09/07/2017 16:52,17/07/2017
ZA-00003963,ZAC0005766,06/07/2017 22:25,COMPLETE,07/07/2017 22:44,10/07/2017 09:41,14/07/2017
ZA-00003964,ZAC0013607,06/07/2017 17:31,COMPLETE,09/07/2017 06:02,14/07/2017 20:02,13/07/2017
ZA-00003965,ZAC0021696,06/07/2017 13:39,COMPLETE,07/07/2017 19:43,16/07/2017 20:25,14/07/2017
ZA-00003966,ZAC0020407,07/07/2017 17:27,COMPLETE,09/07/2017 11:17,12/07/2017 05:38,14/07/2017
ZA-00003967,ZAC0020254,07/07/2017 12:07,COMPLETE,07/07/2017 23:30,08/07/2017 18:21,17/07/2017
ZA-00003968,ZAC0007857,07/07/2017 11:06,COMPLETE,08/07/2017 08:19,14/07/2017 08:56,13/07/2017
ZA-00003969,ZAC0009228,07/07/2017 13:36,COMPLETE,09/07/2017 07:51,11/07/2017 12:41,12/07/2017
ZA-00003970,ZAC0014694,07/07/2017 10:18,COMPLETE,09/07/2017 23:55,10/07/2017 17:09,16/07/2017
ZA-00003971,ZAC0005519,07/07/2017 09:08,COMPLETE,11/07/2017 17:48,24/07/2017 14:59,18/07/2017
ZA-00003972,ZAC0016939,07/07/2017 17:46,DISPATCHED,09/07/2017 21:51,,14/07/2017
ZA-00003973,ZAC0011362,07/07/2017 15:32,COMPLETE,09/07/2017 01:26,11/07/2017 18:55,13/07/2017
ZA-00003974,ZAC0014772,07/07/2017 21:17,COMPLETE,10/07/2017 18:41,12/07/2017 04:36,14/07/2017
ZA-00003975,ZAC0006085,07/07/2017 13:52,COMPLETE,08/07/2017 08:09,09/07/2017 23:37,15/07/2017
ZA-00003976,ZAC0019692,07/07/2017 19:20,COMPLETE,11/07/2017 01:59,12/07/2017 18:37,14/07/2017
ZA-00003977,ZAC0018203,07/07/2017 09:40,COMPLETE,09/07/2017 14:57,15/07/2017 05:04,16/07/2017
ZA-00003978,ZAC0010262,07/07/2017 20:09,COMPLETE,08/07/2017 12:07,10/07/2017 11:03,13/07/2017
ZA-00003979,ZAC0007764,07/07/2017 14:43,COMPLETE,12/07/2017 12:36,17/07/2017 19:25,22/07/2017
ZA-00003980,ZAC0021484,07/07/2017 06:53,CANCELLED,,,
