ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00014938,ZAC0022121,01/02/2018 12:38,COMPLETE,03/02/2018 09:13,11/02/2018 23:28,13/02/2018,
ZA-00014939,ZAC0020852,01/02/2018 21:39,COMPLETE,02/02/2018 21:16,08/02/2018 02:10,07/02/2018,
ZA-00014940,ZAC0008852,01/02/2018 15:40,COMPLETE,07/02/2018 09:51,10/02/2018 11:26,14/02/2018,FREESHIP
ZA-00014941,ZAC0018889,01/02/2018 12:35,COMPLETE,05/02/2018 04:37,08/02/2018 13:17,09/02/2018,
ZA-00014942,ZAC0004633,01/02/2018 07:29,COMPLETE,05/02/2018 13:07,09/02/2018 14:07,09/02/2018,
ZA-00014943,ZAC0017579,01/02/2018 12:35,COMPLETE,04/02/2018 12:49,08/02/2018 10:50,08/02/2018,FLASH25
ZA-00014944,ZAC0002815,01/02/2018 09:34,COMPLETE,02/02/2018 08:09,04/02/2018 11:00,05/02/2018,
ZA-00014945,ZAC0004137,01/02/2018 15:47,COMPLETE,03/02/2018 21:37,08/02/2018 18:03,07/02/2018,
ZA-00014946,ZAC0012940,01/02/2018 07:25,COMPLETE,06/02/2018 04:21,08/02/2018 22:53,16/02/2018,
ZA-00014947,ZAC0016350,01/02/2018 18:34,COMPLETE,04/02/2018 22:55,07/02/2018 02:52,07/02/2018,
ZA-00014948,ZAC0011901,01/02/2018 20:36,COMPLETE,02/02/2018 11:36,04/02/2018 17:37,05/02/2018,
ZA-00014949,ZAC0012360,01/02/2018 09:16,COMPLETE,01/02/2018 23:52,06/02/2018 11:47,08/02/2018,FREESHIP
ZA-00014950,ZAC0010871,01/02/2018 14:43,RETURNED,02/02/2018 23:12,04/02/2018 07:32,06/02/2018,
ZA-00014951,ZAC0016195,01/02/2018 08:53,COMPLETE,05/02/2018 15:03,10/02/2018 13:57,12/02/2018,FLASH25
ZA-00014952,ZAC0008170,01/02/2018 08:53,COMPLETE,02/02/2018 19:39,07/02/2018 01:29,06/02/2018,
ZA-00014953,ZAC0017622,01/02/2018 06:14,COMPLETE,06/02/2018 10:22,12/02/2018 14:36,13/02/2018,
ZA-00014954,ZAC0007845,01/02/2018 17:08,COMPLETE,05/02/2018 10:31,07/02/2018 20:02,10/02/2018,
ZA-00014955,ZAC0014411,01/02/2018 16:34,COMPLETE,05/02/2018 01:45,17/02/2018 14:14,08/02/2018,WELCOME10
ZA-00014956,ZAC0011471,01/02/2018 16:34,COMPLETE,02/02/2018 19:23,06/02/2018 22:12,06/02/2018,
ZA-00014957,ZAC0008736,01/02/2018 12:36,COMPLETE,02/02/2018 06:43,04/02/2018 22:51,06/02/2018,
ZA-00014958,ZAC0019050,01/02/2018 18:22,COMPLETE,03/02/2018 05:27,07/02/2018 16:42,07/02/2018,
ZA-00014959,ZAC0008988,01/02/2018 19:18,COMPLETE,02/02/2018 21:35,08/02/2018 06:24,12/02/2018,
ZA-00014960,ZAC0002371,01/02/2018 19:55,COMPLETE,03/02/2018 07:27,06/02/2018 14:26,08/02/2018,
ZA-00014961,ZAC0017620,01/02/2018 10:25,COMPLETE,03/02/2018 11:22,11/02/2018 00:47,07/02/2018,
ZA-00014962,ZAC0007839,01/02/2018 11:14,COMPLETE,04/02/2018 02:41,06/02/2018 06:33,11/02/2018,
ZA-00014963,ZAC0013614,01/02/2018 21:10,COMPLETE,03/02/2018 04:07,08/02/2018 18:44,07/02/2018,
ZA-00014964,ZAC0010674,01/02/2018 10:48,COMPLETE,03/02/2018 09:35,06/02/2018 01:08,13/02/2018,
ZA-00014965,ZAC0022867,01/02/2018 09:04,COMPLETE,09/02/2018 20:31,11/02/2018 23:07,19/02/2018,
ZA-00014966,ZAC0019954,01/02/2018 10:37,COMPLETE,03/02/2018 05:53,09/02/2018 23:56,06/02/2018,
ZA-00014967,ZAC0018489,01/02/2018 18:59,COMPLETE,02/02/2018 22:29,07/02/2018 01:33,05/02/2018,
ZA-00014968,ZAC0013934,01/02/2018 18:39,COMPLETE,03/02/2018 15:06,07/02/2018 09:55,06/02/2018,
ZA-00014969,ZAC0007650,01/02/2018 10:41,COMPLETE,03/02/2018 03:55,06/02/2018 19:59,06/02/2018,
ZA-00014970,ZAC0013203,01/02/2018 10:50,COMPLETE,04/02/2018 01:33,08/02/2018 13:26,07/02/2018,
ZA-00014971,ZAC0023330,01/02/2018 13:29,COMPLETE,05/02/2018 10:11,11/02/2018 14:44,10/02/2018,
ZA-00014972,ZAC0006786,01/02/2018 10:16,COMPLETE,02/02/2018 22:51,05/02/2018 16:40,06/02/2018,
ZA-00014973,ZAC0011997,01/02/2018 11:38,COMPLETE,06/02/2018 05:40,07/02/2018 22:38,10/02/2018,WELCOME10
ZA-00014974,ZAC0000023,01/02/2018 11:34,COMPLETE,03/02/2018 17:00,08/02/2018 19:40,07/02/2018,
ZA-00014975,ZAC0014071,01/02/2018 22:37,COMPLETE,04/02/2018 12:33,08/02/2018 20:41,09/02/2018,FREESHIP
ZA-00014976,ZAC0022046,02/02/2018 14:34,COMPLETE,04/02/2018 13:56,06/02/2018 08:57,09/02/2018,
ZA-00014977,ZAC0013093,02/02/2018 09:57,COMPLETE,03/02/2018 05:21,08/02/2018 06:02,07/02/2018,FREESHIP
ZA-00014978,ZAC0010065,02/02/2018 11:09,COMPLETE,04/02/2018 13:57,12/02/2018 07:04,11/02/2018,
ZA-00014979,ZAC0013898,02/02/2018 19:54,COMPLETE,08/02/2018 11:45,11/02/2018 09:53,11/02/2018,
ZA-00014980,ZAC0004262,02/02/2018 17:21,COMPLETE,06/02/2018 15:15,07/02/2018 17:09,16/02/2018,BULK20
ZA-00014981,ZAC0014029,02/02/2018 19:07,RETURNED,05/02/2018 16:05,13/02/2018 00:57,10/02/2018,
ZA-00014982,ZAC0018556,02/02/2018 07:43,COMPLETE,05/02/2018 09:44,09/02/2018 02:49,08/02/2018,
ZA-00014983,ZAC0021137,02/02/2018 08:08,COMPLETE,03/02/2018 04:45,05/02/2018 08:12,08/02/2018,WELCOME10
ZA-00014984,ZAC0020216,02/02/2018 08:09,COMPLETE,03/02/2018 15:23,09/02/2018 19:14,07/02/2018,
ZA-00014985,ZAC0005939,02/02/2018 08:49,COMPLETE,03/02/2018 09:10,05/02/2018 06:08,06/02/2018,
ZA-00014986,ZAC0017093,02/02/2018 07:15,COMPLETE,04/02/2018 02:53,11/02/2018 07:15,07/02/2018,BULK20
ZA-00014987,ZAC0002579,02/02/2018 22:30,COMPLETE,05/02/2018 14:39,08/02/2018 13:54,12/02/2018,
ZA-00014988,ZAC0013171,02/02/2018 12:04,COMPLETE,04/02/2018 07:53,06/02/2018 01:22,07/02/2018,
ZA-00014989,ZAC0017917,02/02/2018 19:50,COMPLETE,04/02/2018 01:55,06/02/2018 15:33,08/02/2018,
ZA-00014990,ZAC0020307,02/02/2018 18:52,COMPLETE,03/02/2018 07:20,09/02/2018 08:37,06/02/2018,
ZA-00014991,ZAC0000852,02/02/2018 12:04,DISPATCHED,06/02/2018 11:18,,10/02/2018,
ZA-00014992,ZAC0001045,02/02/2018 15:24,COMPLETE,02/02/2018 23:25,04/02/2018 09:11,07/02/2018,
ZA-00014993,ZAC0019999,02/02/2018 13:27,COMPLETE,03/02/2018 14:58,06/02/2018 04:38,06/02/2018,LOYAL5
ZA-00014994,ZAC0013031,02/02/2018 16:28,COMPLETE,04/02/2018 01:43,05/02/2018 15:24,09/02/2018,
ZA-00014995,ZAC0008460,02/02/2018 13:00,COMPLETE,02/02/2018 23:45,09/02/2018 04:16,07/02/2018,
ZA-00014996,ZAC0020020,02/02/2018 06:36,DISPATCHED,04/02/2018 02:35,,11/02/2018,
ZA-00014997,ZAC0018483,02/02/2018 08:22,COMPLETE,03/02/2018 09:02,07/02/2018 10:53,07/02/2018,
ZA-00014998,ZAC0012056,02/02/2018 14:32,COMPLETE,04/02/2018 23:19,09/02/2018 01:03,08/02/2018,
ZA-00014999,ZAC0013323,02/02/2018 09:23,COMPLETE,09/02/2018 01:09,21/02/2018 00:01,19/02/2018,FLASH25
ZA-00015000,ZAC0013075,02/02/2018 21:36,COMPLETE,04/02/2018 10:47,07/02/2018 00:38,11/02/2018,
ZA-00015001,ZAC0000741,02/02/2018 15:54,COMPLETE,04/02/2018 10:11,06/02/2018 18:23,07/02/2018,
ZA-00015002,ZAC0010346,02/02/2018 16:46,COMPLETE,04/02/2018 04:42,08/02/2018 15:42,09/02/2018,
ZA-00015003,ZAC0010726,02/02/2018 07:00,COMPLETE,04/02/2018 16:46,07/02/2018 17:42,11/02/2018,
ZA-00015004,ZAC0021084,02/02/2018 14:04,COMPLETE,05/02/2018 13:56,07/02/2018 09:23,09/02/2018,
ZA-00015005,ZAC0001822,02/02/2018 21:34,CANCELLED,,,,WINTER15
ZA-00015006,ZAC0012465,02/02/2018 20:05,COMPLETE,04/02/2018 14:03,05/02/2018 12:26,11/02/2018,
ZA-00015007,ZAC0004374,02/02/2018 17:08,COMPLETE,04/02/2018 17:48,07/02/2018 12:48,09/02/2018,
ZA-00015008,ZAC0007585,02/02/2018 11:03,COMPLETE,05/02/2018 22:03,08/02/2018 09:17,10/02/2018,
ZA-00015009,ZAC0013023,02/02/2018 16:41,COMPLETE,05/02/2018 16:38,15/02/2018 17:06,10/02/2018,
ZA-00015010,ZAC0020963,02/02/2018 19:01,COMPLETE,04/02/2018 16:08,11/02/2018 04:53,08/02/2018,
ZA-00015011,ZAC0016178,02/02/2018 09:53,COMPLETE,02/02/2018 19:16,04/02/2018 09:29,06/02/2018,
ZA-00015012,ZAC0010048,02/02/2018 07:58,COMPLETE,04/02/2018 04:16,11/02/2018 04:15,07/02/2018,
ZA-00015013,ZAC0009167,02/02/2018 14:31,COMPLETE,04/02/2018 17:17,10/02/2018 06:01,11/02/2018,WELCOME10
ZA-00015014,ZAC0019313,02/02/2018 21:45,COMPLETE,06/02/2018 09:11,08/02/2018 17:19,10/02/2018,
ZA-00015015,ZAC0001722,02/02/2018 20:14,COMPLETE,03/02/2018 18:49,07/02/2018 18:32,10/02/2018,
ZA-00015016,ZAC0021915,02/02/2018 13:08,COMPLETE,04/02/2018 21:10,07/02/2018 18:07,08/02/2018,
ZA-00015017,ZAC0012268,02/02/2018 17:27,COMPLETE,03/02/2018 10:51,07/02/2018 09:37,06/02/2018,
ZA-00015018,ZAC0009849,02/02/2018 08:49,COMPLETE,03/02/2018 09:22,11/02/2018 17:55,13/02/2018,
ZA-00015019,ZAC0007664,02/02/2018 22:18,COMPLETE,03/02/2018 21:25,11/02/2018 13:14,07/02/2018,
ZA-00015020,ZAC0018276,02/02/2018 17:08,COMPLETE,04/02/2018 17:32,11/02/2018 13:30,08/02/2018,
ZA-00015021,ZAC0001343,02/02/2018 09:28,COMPLETE,06/02/2018 06:17,15/02/2018 11:11,10/02/2018,
ZA-00015022,ZAC0011885,02/02/2018 17:32,COMPLETE,04/02/2018 08:25,14/02/2018 13:28,09/02/2018,
ZA-00015023,ZAC0022021,02/02/2018 12:03,COMPLETE,07/02/2018 18:33,12/02/2018 01:33,12/02/2018,LOYAL5
ZA-00015024,ZAC0005951,02/02/2018 09:33,COMPLETE,03/02/2018 07:53,04/02/2018 22:11,13/02/2018,
ZA-00015025,ZAC0002818,02/02/2018 17:19,COMPLETE,05/02/2018 13:21,12/02/2018 23:49,08/02/2018,FREESHIP
ZA-00015026,ZAC0006424,02/02/2018 14:18,COMPLETE,04/02/2018 19:52,06/02/2018 19:29,09/02/2018,LOYAL5
ZA-00015027,ZAC0010443,02/02/2018 11:08,COMPLETE,07/02/2018 04:05,14/02/2018 02:23,12/02/2018,
ZA-00015028,ZAC0014851,02/02/2018 10:54,COMPLETE,02/02/2018 23:04,06/02/2018 22:21,09/02/2018,WINTER15
ZA-00015029,ZAC0021046,02/02/2018 11:38,COMPLETE,04/02/2018 03:16,07/02/2018 06:08,11/02/2018,WELCOME10
ZA-00015030,ZAC0014083,02/02/2018 08:30,COMPLETE,03/02/2018 08:04,06/02/2018 10:08,10/02/2018,
ZA-00015031,ZAC0002993,02/02/2018 18:14,COMPLETE,05/02/2018 19:16,10/02/2018 05:07,09/02/2018,
ZA-00015032,ZAC0009802,02/02/2018 08:56,COMPLETE,05/02/2018 20:46,08/02/2018 17:24,09/02/2018,
ZA-00015033,ZAC0021676,02/02/2018 14:21,CANCELLED,,,,
ZA-00015034,ZAC0023838,02/02/2018 21:20,COMPLETE,05/02/2018 13:28,07/02/2018 17:23,10/02/2018,
ZA-00015035,ZAC0022685,02/02/2018 22:27,COMPLETE,06/02/2018 22:24,17/02/2018 21:20,16/02/2018,LOYAL5
ZA-00015036,ZAC0017968,02/02/2018 14:00,COMPLETE,09/02/2018 06:27,12/02/2018 20:53,13/02/2018,
ZA-00015037,ZAC0019043,02/02/2018 06:35,COMPLETE,08/02/2018 23:11,10/02/2018 18:43,13/02/2018,LOYAL5
ZA-00015038,ZAC0021385,02/02/2018 11:39,COMPLETE,03/02/2018 06:21,13/02/2018 02:39,08/02/2018,
ZA-00015039,ZAC0002250,02/02/2018 08:40,COMPLETE,02/02/2018 18:24,03/02/2018 23:19,07/02/2018,
ZA-00015040,ZAC0023188,02/02/2018 09:11,COMPLETE,03/02/2018 22:43,09/02/2018 00:10,10/02/2018,
ZA-00015041,ZAC0008697,02/02/2018 10:44,COMPLETE,03/02/2018 05:15,11/02/2018 07:50,07/02/2018,
ZA-00015042,ZAC0000326,02/02/2018 13:31,COMPLETE,03/02/2018 11:25,05/02/2018 22:18,06/02/2018,
ZA-00015043,ZAC0009317,03/02/2018 06:54,COMPLETE,06/02/2018 11:51,13/02/2018 10:07,13/02/2018,
ZA-00015044,ZAC0013903,03/02/2018 18:28,COMPLETE,05/02/2018 06:19,07/02/2018 22:45,09/02/2018,
ZA-00015045,ZAC0020261,03/02/2018 09:19,COMPLETE,04/02/2018 09:18,12/02/2018 05:05,07/02/2018,LOYAL5
ZA-00015046,ZAC0008563,03/02/2018 09:00,DISPATCHED,05/02/2018 01:23,,10/02/2018,
ZA-00015047,ZAC0007302,03/02/2018 06:24,COMPLETE,03/02/2018 17:38,06/02/2018 03:27,06/02/2018,FLASH25
ZA-00015048,ZAC0012890,03/02/2018 06:12,COMPLETE,04/02/2018 02:34,05/02/2018 01:58,07/02/2018,
ZA-00015049,ZAC0015025,03/02/2018 20:41,COMPLETE,06/02/2018 16:40,09/02/2018 03:00,11/02/2018,
ZA-00015050,ZAC0021928,03/02/2018 13:30,COMPLETE,06/02/2018 07:10,09/02/2018 02:37,11/02/2018,
ZA-00015051,ZAC0014176,03/02/2018 14:00,COMPLETE,03/02/2018 17:49,05/02/2018 14:21,07/02/2018,
ZA-00015052,ZAC0010184,03/02/2018 18:06,COMPLETE,08/02/2018 06:34,09/02/2018 18:19,18/02/2018,
ZA-00015053,ZAC0013065,03/02/2018 11:34,CANCELLED,,,,
ZA-00015054,ZAC0019750,03/02/2018 06:42,COMPLETE,04/02/2018 15:01,10/02/2018 06:26,09/02/2018,
ZA-00015055,ZAC0005044,03/02/2018 13:09,DISPATCHED,07/02/2018 04:35,,12/02/2018,
ZA-00015056,ZAC0015237,03/02/2018 22:53,COMPLETE,04/02/2018 09:09,12/02/2018 14:41,09/02/2018,
ZA-00015057,ZAC0017501,03/02/2018 12:02,COMPLETE,05/02/2018 14:43,10/02/2018 02:47,12/02/2018,
ZA-00015058,ZAC0002346,03/02/2018 16:11,COMPLETE,07/02/2018 06:01,13/02/2018 08:25,11/02/2018,
ZA-00015059,ZAC0006294,03/02/2018 07:44,COMPLETE,06/02/2018 07:13,09/02/2018 14:01,11/02/2018,FLASH25
ZA-00015060,ZAC0006330,03/02/2018 19:04,COMPLETE,08/02/2018 03:35,12/02/2018 10:14,13/02/2018,
ZA-00015061,ZAC0016862,03/02/2018 17:38,PENDING,,,,BULK20
ZA-00015062,ZAC0006679,03/02/2018 16:59,COMPLETE,05/02/2018 07:08,07/02/2018 00:34,09/02/2018,WINTER15
ZA-00015063,ZAC0018145,03/02/2018 16:36,COMPLETE,06/02/2018 17:10,13/02/2018 02:55,13/02/2018,
ZA-00015064,ZAC0003139,03/02/2018 18:32,COMPLETE,04/02/2018 14:39,07/02/2018 17:24,08/02/2018,WINTER15
ZA-00015065,ZAC0000707,03/02/2018 16:32,COMPLETE,05/02/2018 13:41,14/02/2018 18:51,10/02/2018,
ZA-00015066,ZAC0018601,03/02/2018 17:59,COMPLETE,04/02/2018 07:57,14/02/2018 04:43,08/02/2018,
ZA-00015067,ZAC0011522,03/02/2018 12:46,COMPLETE,03/02/2018 19:08,08/02/2018 09:31,06/02/2018,
ZA-00015068,ZAC0004836,03/02/2018 22:04,COMPLETE,06/02/2018 10:44,07/02/2018 01:34,09/02/2018,
ZA-00015069,ZAC0013418,03/02/2018 11:39,COMPLETE,03/02/2018 13:47,11/02/2018 02:53,06/02/2018,
ZA-00015070,ZAC0017025,03/02/2018 17:28,COMPLETE,08/02/2018 21:14,14/02/2018 11:41,11/02/2018,FREESHIP
ZA-00015071,ZAC0008209,03/02/2018 14:50,CANCELLED,,,,
ZA-00015072,ZAC0012923,03/02/2018 13:20,COMPLETE,09/02/2018 06:13,15/02/2018 15:18,12/02/2018,
ZA-00015073,ZAC0018333,03/02/2018 18:35,COMPLETE,04/02/2018 15:18,08/02/2018 00:47,08/02/2018,
ZA-00015074,ZAC0022877,03/02/2018 15:47,COMPLETE,05/02/2018 13:51,08/02/2018 22:32,12/02/2018,
ZA-00015075,ZAC0001435,03/02/2018 08:13,COMPLETE,04/02/2018 17:09,09/02/2018 21:46,08/02/2018,
ZA-00015076,ZAC0001669,03/02/2018 08:40,COMPLETE,04/02/2018 00:29,06/02/2018 02:27,08/02/2018,
ZA-00015077,ZAC0018490,03/02/2018 09:01,COMPLETE,04/02/2018 08:15,09/02/2018 19:51,07/02/2018,
ZA-00015078,ZAC0019348,03/02/2018 21:37,COMPLETE,05/02/2018 05:08,10/02/2018 20:02,09/02/2018,FLASH25
ZA-00015079,ZAC0018167,03/02/2018 19:45,COMPLETE,07/02/2018 06:02,09/02/2018 20:24,14/02/2018,
ZA-00015080,ZAC0013559,03/02/2018 20:04,COMPLETE,04/02/2018 14:01,12/02/2018 05:20,08/02/2018,
ZA-00015081,ZAC0021079,03/02/2018 08:13,COMPLETE,03/02/2018 23:16,11/02/2018 23:49,07/02/2018,
ZA-00015082,ZAC0018180,03/02/2018 09:15,COMPLETE,10/02/2018 03:45,11/02/2018 04:30,13/02/2018,
ZA-00015083,ZAC0013018,03/02/2018 09:55,COMPLETE,04/02/2018 10:49,18/02/2018 13:07,07/02/2018,
ZA-00015084,ZAC0019246,03/02/2018 08:30,COMPLETE,06/02/2018 08:50,07/02/2018 22:21,10/02/2018,
ZA-00015085,ZAC0012568,03/02/2018 19:41,COMPLETE,06/02/2018 06:40,09/02/2018 01:36,09/02/2018,FLASH25
ZA-00015086,ZAC0008555,03/02/2018 20:11,COMPLETE,05/02/2018 14:22,07/02/2018 08:48,08/02/2018,WELCOME10
ZA-00015087,ZAC0002521,03/02/2018 12:45,COMPLETE,03/02/2018 23:17,05/02/2018 08:40,10/02/2018,
ZA-00015088,ZAC0006690,03/02/2018 17:40,CANCELLED,,,,
ZA-00015089,ZAC0001290,03/02/2018 08:15,COMPLETE,04/02/2018 15:06,07/02/2018 15:10,11/02/2018,BULK20
ZA-00015090,ZAC0016103,03/02/2018 18:16,DISPATCHED,04/02/2018 10:50,,11/02/2018,
ZA-00015091,ZAC0018932,03/02/2018 10:10,COMPLETE,04/02/2018 13:50,06/02/2018 05:21,08/02/2018,
ZA-00015092,ZAC0017345,03/02/2018 20:32,COMPLETE,04/02/2018 03:54,06/02/2018 01:05,08/02/2018,
ZA-00015093,ZAC0008629,03/02/2018 15:27,COMPLETE,04/02/2018 15:48,12/02/2018 11:46,08/02/2018,
ZA-00015094,ZAC0006146,03/02/2018 17:29,COMPLETE,05/02/2018 21:06,13/02/2018 15:00,09/02/2018,
ZA-00015095,ZAC0015005,03/02/2018 08:53,COMPLETE,06/02/2018 03:52,09/02/2018 20:23,11/02/2018,
ZA-00015096,ZAC0009690,03/02/2018 14:11,COMPLETE,04/02/2018 22:14,12/02/2018 02:53,08/02/2018,LOYAL5
ZA-00015097,ZAC0023436,03/02/2018 09:04,COMPLETE,06/02/2018 03:16,07/02/2018 08:59,13/02/2018,LOYAL5
ZA-00015098,ZAC0008195,03/02/2018 09:44,COMPLETE,05/02/2018 10:44,06/02/2018 08:35,09/02/2018,
ZA-00015099,ZAC0013783,03/02/2018 14:11,COMPLETE,05/02/2018 20:40,08/02/2018 17:15,09/02/2018,FREESHIP
ZA-00015100,ZAC0022554,03/02/2018 16:36,COMPLETE,06/02/2018 13:08,08/02/2018 16:35,10/02/2018,
ZA-00015101,ZAC0009265,03/02/2018 19:30,COMPLETE,05/02/2018 01:01,06/02/2018 19:52,10/02/2018,
ZA-00015102,ZAC0009741,03/02/2018 22:40,COMPLETE,04/02/2018 19:05,09/02/2018 05:59,07/02/2018,LOYAL5
ZA-00015103,ZAC0006901,03/02/2018 20:58,COMPLETE,05/02/2018 00:42,06/02/2018 22:47,10/02/2018,
ZA-00015104,ZAC0013828,03/02/2018 19:54,RETURNED,04/02/2018 11:04,21/02/2018 00:12,11/02/2018,
ZA-00015105,ZAC0005982,03/02/2018 06:09,COMPLETE,08/02/2018 22:59,15/02/2018 15:18,12/02/2018,FLASH25
ZA-00015106,ZAC0001933,03/02/2018 17:43,COMPLETE,04/02/2018 16:51,07/02/2018 16:58,14/02/2018,
ZA-00015107,ZAC0004735,03/02/2018 12:25,COMPLETE,04/02/2018 20:28,12/02/2018 19:39,09/02/2018,
ZA-00015108,ZAC0011717,03/02/2018 16:57,COMPLETE,06/02/2018 08:59,08/02/2018 01:12,16/02/2018,
ZA-00015109,ZAC0000811,03/02/2018 14:22,COMPLETE,07/02/2018 00:16,09/02/2018 10:44,11/02/2018,WELCOME10
ZA-00015110,ZAC0011645,03/02/2018 21:07,COMPLETE,05/02/2018 17:24,07/02/2018 13:31,08/02/2018,
ZA-00015111,ZAC0017276,03/02/2018 13:43,COMPLETE,04/02/2018 17:23,09/02/2018 08:04,09/02/2018,
ZA-00015112,ZAC0001360,03/02/2018 13:26,COMPLETE,06/02/2018 06:56,10/02/2018 02:53,11/02/2018,BULK20
ZA-00015113,ZAC0022321,03/02/2018 12:05,COMPLETE,04/02/2018 12:14,14/02/2018 09:07,09/02/2018,FLASH25
ZA-00015114,ZAC0014998,03/02/2018 15:56,COMPLETE,07/02/2018 14:40,08/02/2018 12:54,10/02/2018,
ZA-00015115,ZAC0013685,03/02/2018 17:34,COMPLETE,06/02/2018 08:38,10/02/2018 07:13,09/02/2018,
ZA-00015116,ZAC0012751,03/02/2018 12:14,COMPLETE,06/02/2018 05:57,15/02/2018 02:18,09/02/2018,WINTER15
ZA-00015117,ZAC0007178,03/02/2018 09:29,COMPLETE,03/02/2018 17:35,07/02/2018 21:43,13/02/2018,
ZA-00015118,ZAC0013651,04/02/2018 14:29,COMPLETE,04/02/2018 21:46,15/02/2018 19:42,08/02/2018,
ZA-00015119,ZAC0013644,04/02/2018 12:46,COMPLETE,07/02/2018 05:33,13/02/2018 05:46,14/02/2018,
ZA-00015120,ZAC0018717,04/02/2018 14:54,COMPLETE,05/02/2018 00:32,09/02/2018 03:33,12/02/2018,BULK20
ZA-00015121,ZAC0004546,04/02/2018 08:15,COMPLETE,06/02/2018 15:08,15/02/2018 17:08,16/02/2018,
