ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00007792,ZAC0009712,01/10/2017 06:53,COMPLETE,03/10/2017 09:45,06/10/2017 15:54,07/10/2017,BULK20
ZA-00007793,ZAC0008292,01/10/2017 07:51,COMPLETE,03/10/2017 17:55,05/10/2017 15:04,06/10/2017,
ZA-00007794,ZAC0002458,01/10/2017 07:14,COMPLETE,05/10/2017 03:05,05/10/2017 05:35,09/10/2017,
ZA-00007795,ZAC0008034,01/10/2017 20:27,COMPLETE,04/10/2017 07:07,07/10/2017 11:33,09/10/2017,
ZA-00007796,ZAC0002367,01/10/2017 22:49,COMPLETE,02/10/2017 19:48,13/10/2017 00:14,07/10/2017,
ZA-00007797,ZAC0007010,01/10/2017 22:20,COMPLETE,05/10/2017 11:51,13/10/2017 12:47,09/10/2017,
ZA-00007798,ZAC0002361,01/10/2017 21:27,COMPLETE,04/10/2017 07:51,05/10/2017 01:25,11/10/2017,
ZA-00007799,ZAC0008374,01/10/2017 09:06,COMPLETE,02/10/2017 13:44,04/10/2017 23:23,06/10/2017,
ZA-00007800,ZAC0004162,01/10/2017 07:52,COMPLETE,03/10/2017 05:14,10/10/2017 03:10,06/10/2017,WINTER15
ZA-00007801,ZAC0010746,01/10/2017 12:44,COMPLETE,06/10/2017 16:26,10/10/2017 14:34,16/10/2017,
ZA-00007802,ZAC0011750,01/10/2017 14:36,COMPLETE,05/10/2017 07:32,17/10/2017 13:28,10/10/2017,BULK20
ZA-00007803,ZAC0007225,01/10/2017 06:46,COMPLETE,02/10/2017 07:18,04/10/2017 08:24,07/10/2017,
ZA-00007804,ZAC0023689,01/10/2017 08:19,COMPLETE,03/10/2017 00:31,04/10/2017 14:57,10/10/2017,
ZA-00007805,ZAC0018925,01/10/2017 17:04,DISPATCHED,02/10/2017 02:14,,06/10/2017,
ZA-00007806,ZAC0009265,01/10/2017 10:34,COMPLETE,01/10/2017 14:37,04/10/2017 15:39,05/10/2017,
ZA-00007807,ZAC0004385,01/10/2017 17:38,COMPLETE,04/10/2017 20:30,06/10/2017 07:22,08/10/2017,
ZA-00007808,ZAC0021541,01/10/2017 20:01,COMPLETE,05/10/2017 03:04,11/10/2017 14:29,10/10/2017,
ZA-00007809,ZAC0011621,01/10/2017 15:06,COMPLETE,02/10/2017 05:26,07/10/2017 05:44,06/10/2017,WINTER15
ZA-00007810,ZAC0004140,01/10/2017 11:30,COMPLETE,01/10/2017 16:58,03/10/2017 23:04,08/10/2017,WINTER15
ZA-00007811,ZAC0009691,02/10/2017 15:06,COMPLETE,03/10/2017 05:21,05/10/2017 05:37,08/10/2017,
ZA-00007812,ZAC0000283,02/10/2017 21:27,COMPLETE,07/10/2017 04:21,09/10/2017 11:57,12/10/2017,
ZA-00007813,ZAC0018996,02/10/2017 10:22,COMPLETE,05/10/2017 19:51,09/10/2017 14:43,10/10/2017,FLASH25
ZA-00007814,ZAC0006254,02/10/2017 17:41,COMPLETE,04/10/2017 09:59,09/10/2017 09:13,07/10/2017,
ZA-00007815,ZAC0021598,02/10/2017 06:11,COMPLETE,04/10/2017 02:28,06/10/2017 22:29,07/10/2017,
ZA-00007816,ZAC0000660,02/10/2017 19:38,COMPLETE,06/10/2017 03:16,10/10/2017 14:04,09/10/2017,
ZA-00007817,ZAC0009059,02/10/2017 13:34,COMPLETE,03/10/2017 00:32,11/10/2017 04:31,08/10/2017,
ZA-00007818,ZAC0004129,02/10/2017 18:52,COMPLETE,07/10/2017 06:29,16/10/2017 09:01,11/10/2017,
ZA-00007819,ZAC0023462,02/10/2017 07:47,COMPLETE,03/10/2017 02:08,07/10/2017 21:50,10/10/2017,
ZA-00007820,ZAC0021722,02/10/2017 13:32,RETURNED,04/10/2017 04:31,13/10/2017 04:59,11/10/2017,
ZA-00007821,ZAC0020374,02/10/2017 20:45,COMPLETE,05/10/2017 06:56,09/10/2017 12:59,09/10/2017,
ZA-00007822,ZAC0004292,02/10/2017 12:55,COMPLETE,02/10/2017 15:25,08/10/2017 02:35,06/10/2017,
ZA-00007823,ZAC0022961,02/10/2017 09:47,COMPLETE,03/10/2017 08:04,04/10/2017 21:10,06/10/2017,
ZA-00007824,ZAC0002189,02/10/2017 08:52,COMPLETE,02/10/2017 17:20,07/10/2017 02:56,07/10/2017,
ZA-00007825,ZAC0012291,02/10/2017 06:05,COMPLETE,04/10/2017 02:18,07/10/2017 14:47,09/10/2017,
ZA-00007826,ZAC0006936,02/10/2017 18:22,COMPLETE,06/10/2017 04:51,10/10/2017 00:52,10/10/2017,
ZA-00007827,ZAC0020569,02/10/2017 13:37,COMPLETE,03/10/2017 10:25,07/10/2017 19:09,07/10/2017,WELCOME10
ZA-00007828,ZAC0010072,02/10/2017 12:42,COMPLETE,08/10/2017 12:57,12/10/2017 10:28,11/10/2017,
ZA-00007829,ZAC0001973,02/10/2017 12:40,COMPLETE,06/10/2017 06:56,08/10/2017 03:31,10/10/2017,
ZA-00007830,ZAC0000807,02/10/2017 13:57,COMPLETE,04/10/2017 22:13,07/10/2017 06:17,09/10/2017,
ZA-00007831,ZAC0019351,02/10/2017 07:33,COMPLETE,03/10/2017 12:48,06/10/2017 06:19,13/10/2017,FLASH25
ZA-00007832,ZAC0021581,02/10/2017 19:28,COMPLETE,09/10/2017 00:30,10/10/2017 14:02,14/10/2017,FLASH25
ZA-00007833,ZAC0017963,02/10/2017 22:51,COMPLETE,03/10/2017 17:19,07/10/2017 10:34,08/10/2017,
ZA-00007834,ZAC0013765,02/10/2017 13:54,COMPLETE,04/10/2017 09:52,06/10/2017 06:38,09/10/2017,WELCOME10
ZA-00007835,ZAC0013399,02/10/2017 12:10,COMPLETE,06/10/2017 15:02,14/10/2017 02:12,16/10/2017,
ZA-00007836,ZAC0015230,02/10/2017 13:12,COMPLETE,05/10/2017 08:09,08/10/2017 10:25,09/10/2017,
ZA-00007837,ZAC0019033,02/10/2017 13:57,COMPLETE,04/10/2017 13:55,06/10/2017 09:21,14/10/2017,
ZA-00007838,ZAC0019845,02/10/2017 20:42,COMPLETE,08/10/2017 19:21,12/10/2017 11:05,12/10/2017,
ZA-00007839,ZAC0019906,02/10/2017 07:56,COMPLETE,05/10/2017 00:54,16/10/2017 11:13,08/10/2017,
ZA-00007840,ZAC0008330,02/10/2017 14:54,COMPLETE,05/10/2017 00:36,11/10/2017 05:49,09/10/2017,BULK20
ZA-00007841,ZAC0006624,02/10/2017 22:58,COMPLETE,04/10/2017 16:06,11/10/2017 10:06,09/10/2017,
ZA-00007842,ZAC0001467,02/10/2017 07:34,COMPLETE,03/10/2017 20:47,07/10/2017 02:03,13/10/2017,FLASH25
ZA-00007843,ZAC0019097,02/10/2017 11:10,COMPLETE,06/10/2017 07:16,08/10/2017 17:24,10/10/2017,
ZA-00007844,ZAC0007467,02/10/2017 07:58,COMPLETE,03/10/2017 19:01,04/10/2017 03:07,08/10/2017,
ZA-00007845,ZAC0022427,02/10/2017 14:25,COMPLETE,04/10/2017 13:35,07/10/2017 13:19,07/10/2017,
ZA-00007846,ZAC0023611,02/10/2017 11:15,COMPLETE,03/10/2017 23:54,12/10/2017 15:39,13/10/2017,
ZA-00007847,ZAC0001482,02/10/2017 16:16,COMPLETE,04/10/2017 22:52,07/10/2017 19:15,07/10/2017,
ZA-00007848,ZAC0006187,02/10/2017 18:02,COMPLETE,03/10/2017 22:03,08/10/2017 08:56,06/10/2017,FLASH25
ZA-00007849,ZAC0000921,02/10/2017 22:21,COMPLETE,05/10/2017 22:56,09/10/2017 09:48,09/10/2017,
ZA-00007850,ZAC0000669,02/10/2017 21:26,COMPLETE,05/10/2017 13:13,08/10/2017 22:14,10/10/2017,FREESHIP
ZA-00007851,ZAC0020982,02/10/2017 18:50,COMPLETE,03/10/2017 12:01,10/10/2017 01:41,08/10/2017,
ZA-00007852,ZAC0022256,02/10/2017 16:04,COMPLETE,05/10/2017 05:20,07/10/2017 02:25,10/10/2017,BULK20
ZA-00007853,ZAC0021411,02/10/2017 14:39,COMPLETE,08/10/2017 03:20,10/10/2017 14:01,15/10/2017,
ZA-00007854,ZAC0014838,02/10/2017 17:51,COMPLETE,06/10/2017 20:39,12/10/2017 14:45,13/10/2017,
ZA-00007855,ZAC0014427,02/10/2017 12:21,COMPLETE,08/10/2017 08:09,16/10/2017 11:02,12/10/2017,
ZA-00007856,ZAC0017637,02/10/2017 17:40,COMPLETE,07/10/2017 04:49,08/10/2017 09:03,12/10/2017,
ZA-00007857,ZAC0019058,02/10/2017 19:05,COMPLETE,04/10/2017 14:27,10/10/2017 23:27,09/10/2017,
ZA-00007858,ZAC0003347,02/10/2017 18:57,COMPLETE,04/10/2017 12:34,07/10/2017 12:50,08/10/2017,
ZA-00007859,ZAC0009338,03/10/2017 10:22,COMPLETE,04/10/2017 23:02,10/10/2017 09:16,08/10/2017,WINTER15
ZA-00007860,ZAC0016327,03/10/2017 07:25,COMPLETE,04/10/2017 06:34,08/10/2017 00:37,07/10/2017,
ZA-00007861,ZAC0006001,03/10/2017 06:43,COMPLETE,06/10/2017 01:11,14/10/2017 19:35,10/10/2017,LOYAL5
ZA-00007862,ZAC0004831,03/10/2017 07:01,COMPLETE,12/10/2017 18:05,16/10/2017 02:11,19/10/2017,
ZA-00007863,ZAC0012464,03/10/2017 17:53,COMPLETE,04/10/2017 15:43,06/10/2017 06:11,14/10/2017,
ZA-00007864,ZAC0019409,03/10/2017 13:25,COMPLETE,06/10/2017 17:01,12/10/2017 21:02,10/10/2017,
ZA-00007865,ZAC0008878,03/10/2017 08:27,COMPLETE,04/10/2017 03:08,05/10/2017 14:00,07/10/2017,
ZA-00007866,ZAC0008806,03/10/2017 14:57,COMPLETE,04/10/2017 16:14,09/10/2017 20:27,09/10/2017,
ZA-00007867,ZAC0006752,03/10/2017 08:43,COMPLETE,04/10/2017 02:52,06/10/2017 04:27,07/10/2017,
ZA-00007868,ZAC0022980,03/10/2017 07:33,COMPLETE,04/10/2017 06:12,06/10/2017 17:21,09/10/2017,
ZA-00007869,ZAC0012800,03/10/2017 13:17,COMPLETE,06/10/2017 11:29,08/10/2017 14:38,13/10/2017,WELCOME10
ZA-00007870,ZAC0015053,03/10/2017 21:13,COMPLETE,07/10/2017 12:25,08/10/2017 23:59,17/10/2017,
ZA-00007871,ZAC0005221,03/10/2017 14:18,COMPLETE,05/10/2017 16:14,08/10/2017 08:04,09/10/2017,
ZA-00007872,ZAC0010809,03/10/2017 09:40,COMPLETE,05/10/2017 02:05,08/10/2017 09:10,08/10/2017,
ZA-00007873,ZAC0024000,03/10/2017 19:47,COMPLETE,07/10/2017 05:34,09/10/2017 23:27,12/10/2017,
ZA-00007874,ZAC0003734,03/10/2017 20:28,DISPATCHED,05/10/2017 04:05,,08/10/2017,
ZA-00007875,ZAC0009029,03/10/2017 15:28,COMPLETE,06/10/2017 16:24,11/10/2017 06:56,11/10/2017,
ZA-00007876,ZAC0018630,03/10/2017 17:40,COMPLETE,07/10/2017 22:29,12/10/2017 01:17,11/10/2017,
ZA-00007877,ZAC0006691,03/10/2017 16:51,COMPLETE,07/10/2017 04:03,15/10/2017 10:18,12/10/2017,
ZA-00007878,ZAC0004211,03/10/2017 11:30,COMPLETE,06/10/2017 06:44,11/10/2017 14:36,13/10/2017,BULK20
ZA-00007879,ZAC0002973,03/10/2017 19:21,DISPATCHED,04/10/2017 11:15,,07/10/2017,BULK20
ZA-00007880,ZAC0013603,03/10/2017 13:33,COMPLETE,04/10/2017 04:19,07/10/2017 17:20,07/10/2017,
ZA-00007881,ZAC0021369,03/10/2017 21:39,COMPLETE,04/10/2017 12:11,11/10/2017 23:05,14/10/2017,
ZA-00007882,ZAC0014273,03/10/2017 20:13,COMPLETE,04/10/2017 08:33,06/10/2017 15:53,09/10/2017,
ZA-00007883,ZAC0002352,03/10/2017 14:17,COMPLETE,06/10/2017 18:45,14/10/2017 05:25,11/10/2017,
ZA-00007884,ZAC0003193,03/10/2017 13:07,COMPLETE,07/10/2017 16:39,10/10/2017 05:06,14/10/2017,
ZA-00007885,ZAC0005990,03/10/2017 06:15,COMPLETE,11/10/2017 02:29,16/10/2017 19:15,18/10/2017,
ZA-00007886,ZAC0005245,03/10/2017 08:03,COMPLETE,04/10/2017 19:18,09/10/2017 08:57,11/10/2017,
ZA-00007887,ZAC0021787,03/10/2017 17:54,COMPLETE,04/10/2017 15:49,08/10/2017 12:37,09/10/2017,FLASH25
ZA-00007888,ZAC0019536,03/10/2017 22:22,COMPLETE,05/10/2017 15:00,09/10/2017 19:13,12/10/2017,
ZA-00007889,ZAC0002483,03/10/2017 14:42,DISPATCHED,04/10/2017 10:49,,08/10/2017,
ZA-00007890,ZAC0015054,03/10/2017 06:12,COMPLETE,04/10/2017 18:59,09/10/2017 20:57,14/10/2017,
ZA-00007891,ZAC0014876,03/10/2017 07:48,COMPLETE,05/10/2017 23:04,08/10/2017 10:42,12/10/2017,BULK20
ZA-00007892,ZAC0019727,03/10/2017 15:05,COMPLETE,09/10/2017 07:41,12/10/2017 07:35,14/10/2017,
ZA-00007893,ZAC0001531,03/10/2017 20:37,COMPLETE,07/10/2017 04:16,15/10/2017 03:23,14/10/2017,
ZA-00007894,ZAC0009250,03/10/2017 07:12,DISPATCHED,05/10/2017 06:17,,09/10/2017,
ZA-00007895,ZAC0002904,03/10/2017 15:46,COMPLETE,05/10/2017 09:27,14/10/2017 16:04,09/10/2017,
ZA-00007896,ZAC0010352,03/10/2017 10:11,COMPLETE,05/10/2017 15:38,11/10/2017 17:57,10/10/2017,
ZA-00007897,ZAC0021892,03/10/2017 16:58,COMPLETE,05/10/2017 01:34,06/10/2017 13:54,12/10/2017,
ZA-00007898,ZAC0015575,03/10/2017 14:28,COMPLETE,03/10/2017 22:17,09/10/2017 00:38,13/10/2017,
ZA-00007899,ZAC0016187,03/10/2017 17:27,COMPLETE,05/10/2017 12:38,15/10/2017 11:04,10/10/2017,
ZA-00007900,ZAC0021866,03/10/2017 15:36,COMPLETE,05/10/2017 01:30,08/10/2017 13:46,08/10/2017,
ZA-00007901,ZAC0001489,03/10/2017 14:13,COMPLETE,05/10/2017 07:40,12/10/2017 20:06,09/10/2017,
ZA-00007902,ZAC0011737,03/10/2017 17:33,COMPLETE,06/10/2017 03:12,10/10/2017 00:57,11/10/2017,FREESHIP
ZA-00007903,ZAC0018626,03/10/2017 16:59,COMPLETE,07/10/2017 03:08,09/10/2017 09:41,14/10/2017,BULK20
ZA-00007904,ZAC0012323,03/10/2017 14:45,COMPLETE,05/10/2017 03:11,09/10/2017 12:22,10/10/2017,
ZA-00007905,ZAC0021139,03/10/2017 15:20,COMPLETE,05/10/2017 05:32,06/10/2017 12:05,15/10/2017,
ZA-00007906,ZAC0008350,03/10/2017 18:30,COMPLETE,10/10/2017 23:52,15/10/2017 00:45,13/10/2017,
ZA-00007907,ZAC0018623,03/10/2017 21:18,CANCELLED,,,,
ZA-00007908,ZAC0003139,03/10/2017 19:24,COMPLETE,04/10/2017 15:47,08/10/2017 22:43,09/10/2017,
ZA-00007909,ZAC0014887,03/10/2017 22:42,COMPLETE,07/10/2017 16:27,12/10/2017 08:29,10/10/2017,
ZA-00007910,ZAC0020356,03/10/2017 06:29,COMPLETE,05/10/2017 12:37,06/10/2017 05:51,09/10/2017,
ZA-00007911,ZAC0013939,03/10/2017 11:52,COMPLETE,04/10/2017 12:42,05/10/2017 23:27,07/10/2017,BULK20
ZA-00007912,ZAC0018425,03/10/2017 11:39,PENDING,,,,WELCOME10
ZA-00007913,ZAC0016474,03/10/2017 17:55,COMPLETE,04/10/2017 03:32,06/10/2017 11:30,09/10/2017,
ZA-00007914,ZAC0019730,03/10/2017 07:22,COMPLETE,06/10/2017 13:54,07/10/2017 13:07,09/10/2017,BULK20
ZA-00007915,ZAC0004818,04/10/2017 06:50,COMPLETE,05/10/2017 18:19,10/10/2017 21:35,10/10/2017,FREESHIP
ZA-00007916,ZAC0000250,04/10/2017 15:40,COMPLETE,08/10/2017 15:44,10/10/2017 06:53,12/10/2017,
ZA-00007917,ZAC0017687,04/10/2017 12:18,COMPLETE,10/10/2017 09:32,13/10/2017 10:37,13/10/2017,FREESHIP
ZA-00007918,ZAC0007282,04/10/2017 21:20,COMPLETE,09/10/2017 06:26,16/10/2017 05:57,16/10/2017,
ZA-00007919,ZAC0007110,04/10/2017 13:23,COMPLETE,05/10/2017 16:07,11/10/2017 21:41,08/10/2017,
ZA-00007920,ZAC0013759,04/10/2017 06:59,COMPLETE,04/10/2017 23:18,14/10/2017 07:39,07/10/2017,
ZA-00007921,ZAC0020319,04/10/2017 18:01,COMPLETE,06/10/2017 21:17,10/10/2017 12:56,10/10/2017,FLASH25
ZA-00007922,ZAC0021102,04/10/2017 15:25,COMPLETE,07/10/2017 23:23,09/10/2017 21:38,14/10/2017,
ZA-00007923,ZAC0017356,04/10/2017 21:15,COMPLETE,06/10/2017 08:00,08/10/2017 19:43,13/10/2017,
ZA-00007924,ZAC0002022,04/10/2017 14:57,COMPLETE,06/10/2017 18:44,11/10/2017 21:07,10/10/2017,
ZA-00007925,ZAC0010276,04/10/2017 09:11,COMPLETE,08/10/2017 06:13,14/10/2017 01:22,12/10/2017,
ZA-00007926,ZAC0022336,04/10/2017 21:23,COMPLETE,09/10/2017 07:20,12/10/2017 16:00,14/10/2017,
ZA-00007927,ZAC0020930,04/10/2017 22:42,RETURNED,05/10/2017 23:56,13/10/2017 20:01,15/10/2017,
ZA-00007928,ZAC0015614,04/10/2017 06:15,COMPLETE,07/10/2017 04:42,09/10/2017 19:57,11/10/2017,FREESHIP
ZA-00007929,ZAC0016497,04/10/2017 16:15,COMPLETE,06/10/2017 13:46,11/10/2017 20:57,11/10/2017,
ZA-00007930,ZAC0004785,04/10/2017 13:20,COMPLETE,06/10/2017 01:02,09/10/2017 12:45,10/10/2017,WINTER15
ZA-00007931,ZAC0006542,04/10/2017 19:40,COMPLETE,08/10/2017 10:56,14/10/2017 03:31,13/10/2017,
ZA-00007932,ZAC0021773,04/10/2017 19:43,COMPLETE,05/10/2017 04:55,12/10/2017 04:05,09/10/2017,
ZA-00007933,ZAC0022646,04/10/2017 18:03,COMPLETE,05/10/2017 22:27,10/10/2017 14:42,15/10/2017,
ZA-00007934,ZAC0010857,04/10/2017 19:31,COMPLETE,05/10/2017 16:35,08/10/2017 07:23,10/10/2017,
ZA-00007935,ZAC0007389,04/10/2017 13:53,COMPLETE,08/10/2017 17:51,13/10/2017 06:14,15/10/2017,FREESHIP
ZA-00007936,ZAC0005531,04/10/2017 08:26,COMPLETE,06/10/2017 07:35,09/10/2017 14:12,10/10/2017,
ZA-00007937,ZAC0005020,04/10/2017 13:12,COMPLETE,04/10/2017 19:51,09/10/2017 05:18,14/10/2017,WINTER15
ZA-00007938,ZAC0014700,04/10/2017 08:56,COMPLETE,08/10/2017 02:49,16/10/2017 10:44,12/10/2017,WINTER15
ZA-00007939,ZAC0001552,04/10/2017 15:28,COMPLETE,06/10/2017 09:21,08/10/2017 20:36,11/10/2017,
ZA-00007940,ZAC0010276,04/10/2017 18:44,COMPLETE,10/10/2017 06:49,11/10/2017 22:52,20/10/2017,LOYAL5
ZA-00007941,ZAC0011392,04/10/2017 14:32,COMPLETE,09/10/2017 01:54,11/10/2017 12:36,16/10/2017,
ZA-00007942,ZAC0018937,04/10/2017 08:23,COMPLETE,07/10/2017 19:11,09/10/2017 23:08,12/10/2017,WINTER15
ZA-00007943,ZAC0019069,04/10/2017 15:46,COMPLETE,07/10/2017 15:45,11/10/2017 20:30,10/10/2017,WINTER15
ZA-00007944,ZAC0013023,04/10/2017 19:16,COMPLETE,05/10/2017 09:21,07/10/2017 21:30,09/10/2017,
ZA-00007945,ZAC0005721,04/10/2017 17:12,COMPLETE,07/10/2017 17:03,15/10/2017 08:30,11/10/2017,
ZA-00007946,ZAC0022983,04/10/2017 18:16,COMPLETE,06/10/2017 04:11,11/10/2017 18:35,10/10/2017,
ZA-00007947,ZAC0019866,04/10/2017 14:42,COMPLETE,08/10/2017 21:35,10/10/2017 06:54,15/10/2017,FLASH25
ZA-00007948,ZAC0021038,04/10/2017 11:46,COMPLETE,09/10/2017 00:25,13/10/2017 15:45,16/10/2017,
ZA-00007949,ZAC0008228,04/10/2017 19:55,COMPLETE,09/10/2017 03:07,12/10/2017 19:38,12/10/2017,
ZA-00007950,ZAC0001020,04/10/2017 11:46,COMPLETE,05/10/2017 10:48,11/10/2017 13:37,10/10/2017,
ZA-00007951,ZAC0016110,04/10/2017 19:34,COMPLETE,06/10/2017 02:10,08/10/2017 19:52,11/10/2017,
ZA-00007952,ZAC0011647,04/10/2017 22:49,COMPLETE,06/10/2017 02:36,08/10/2017 17:06,09/10/2017,
ZA-00007953,ZAC0008734,04/10/2017 10:08,COMPLETE,06/10/2017 14:38,08/10/2017 05:49,10/10/2017,
ZA-00007954,ZAC0019916,04/10/2017 09:07,COMPLETE,05/10/2017 09:54,10/10/2017 21:00,12/10/2017,
ZA-00007955,ZAC0002775,04/10/2017 16:11,COMPLETE,06/10/2017 19:03,10/10/2017 08:33,10/10/2017,
ZA-00007956,ZAC0020725,04/10/2017 18:22,COMPLETE,07/10/2017 22:28,16/10/2017 10:49,11/10/2017,
ZA-00007957,ZAC0020677,04/10/2017 16:16,COMPLETE,07/10/2017 13:12,11/10/2017 05:11,10/10/2017,
ZA-00007958,ZAC0003229,04/10/2017 11:14,COMPLETE,08/10/2017 21:49,23/10/2017 22:01,12/10/2017,
ZA-00007959,ZAC0008706,04/10/2017 18:55,COMPLETE,05/10/2017 21:15,16/10/2017 13:13,12/10/2017,
ZA-00007960,ZAC0002155,04/10/2017 08:57,COMPLETE,04/10/2017 14:03,05/10/2017 12:19,09/10/2017,FREESHIP
ZA-00007961,ZAC0006891,04/10/2017 07:29,COMPLETE,05/10/2017 19:18,10/10/2017 14:42,12/10/2017,
ZA-00007962,ZAC0000560,04/10/2017 12:22,COMPLETE,08/10/2017 15:02,16/10/2017 01:12,11/10/2017,
ZA-00007963,ZAC0021164,04/10/2017 09:59,COMPLETE,08/10/2017 03:07,16/10/2017 05:15,11/10/2017,
ZA-00007964,ZAC0001008,05/10/2017 13:16,COMPLETE,08/10/2017 02:54,12/10/2017 13:32,11/10/2017,FLASH25
ZA-00007965,ZAC0011610,05/10/2017 17:36,COMPLETE,08/10/2017 16:35,10/10/2017 17:25,13/10/2017,WINTER15
ZA-00007966,ZAC0015671,05/10/2017 09:52,COMPLETE,10/10/2017 12:42,14/10/2017 18:35,15/10/2017,
ZA-00007967,ZAC0013901,05/10/2017 17:23,CANCELLED,,,,WELCOME10
ZA-00007968,ZAC0020552,05/10/2017 07:36,COMPLETE,09/10/2017 03:11,15/10/2017 08:24,16/10/2017,
ZA-00007969,ZAC0015430,05/10/2017 18:29,COMPLETE,07/10/2017 20:01,09/10/2017 08:18,12/10/2017,
ZA-00007970,ZAC0009724,05/10/2017 21:45,DISPATCHED,06/10/2017 10:48,,10/10/2017,
ZA-00007971,ZAC0001608,05/10/2017 21:21,COMPLETE,07/10/2017 13:01,13/10/2017 12:20,12/10/2017,
ZA-00007972,ZAC0022874,05/10/2017 09:12,COMPLETE,06/10/2017 10:56,07/10/2017 20:35,16/10/2017,
ZA-00007973,ZAC0005399,05/10/2017 06:44,DISPATCHED,07/10/2017 00:50,,12/10/2017,
ZA-00007974,ZAC0016797,05/10/2017 15:53,COMPLETE,07/10/2017 12:43,10/10/2017 16:21,11/10/2017,
ZA-00007975,ZAC0020190,05/10/2017 18:46,COMPLETE,08/10/2017 17:42,15/10/2017 13:20,13/10/2017,WINTER15
ZA-00007976,ZAC0000457,05/10/2017 13:17,COMPLETE,07/10/2017 16:19,14/10/2017 18:28,11/10/2017,
ZA-00007977,ZAC0003761,05/10/2017 07:33,COMPLETE,07/10/2017 13:49,08/10/2017 04:44,11/10/2017,FLASH25
ZA-00007978,ZAC0018824,05/10/2017 19:40,COMPLETE,07/10/2017 02:09,08/10/2017 10:45,14/10/2017,WINTER15
ZA-00007979,ZAC0010420,05/10/2017 18:51,COMPLETE,06/10/2017 12:58,14/10/2017 01:33,10/10/2017,
