ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00032838,ZAC0010360,01/10/2018 20:30,DISPATCHED,02/10/2018 15:21,,06/10/2018,
ZA-00032839,ZAC0011002,01/10/2018 17:51,COMPLETE,10/10/2018 21:58,14/10/2018 14:17,14/10/2018,
ZA-00032840,ZAC0003158,01/10/2018 12:57,COMPLETE,02/10/2018 14:19,05/10/2018 22:29,06/10/2018,
ZA-00032841,ZAC0011107,01/10/2018 06:49,COMPLETE,02/10/2018 06:38,05/10/2018 17:11,09/10/2018,
ZA-00032842,ZAC0021127,01/10/2018 18:45,COMPLETE,02/10/2018 01:53,11/10/2018 08:36,07/10/2018,
ZA-00032843,ZAC0007585,01/10/2018 07:57,COMPLETE,04/10/2018 11:23,08/10/2018 07:32,09/10/2018,
ZA-00032844,ZAC0011278,01/10/2018 16:11,COMPLETE,03/10/2018 19:33,07/10/2018 07:45,10/10/2018,
ZA-00032845,ZAC0017592,01/10/2018 19:47,COMPLETE,02/10/2018 13:54,13/10/2018 16:50,05/10/2018,
ZA-00032846,ZAC0015458,01/10/2018 08:31,COMPLETE,02/10/2018 22:15,05/10/2018 21:20,07/10/2018,
ZA-00032847,ZAC0010941,01/10/2018 12:51,COMPLETE,03/10/2018 04:27,05/10/2018 08:58,13/10/2018,
ZA-00032848,ZAC0012446,01/10/2018 12:19,COMPLETE,03/10/2018 08:06,14/10/2018 15:40,13/10/2018,
ZA-00032849,ZAC0011689,01/10/2018 06:28,COMPLETE,04/10/2018 04:53,05/10/2018 21:59,08/10/2018,FLASH25
ZA-00032850,ZAC0017614,01/10/2018 07:25,COMPLETE,02/10/2018 16:45,05/10/2018 15:42,07/10/2018,
ZA-00032851,ZAC0010521,01/10/2018 14:50,COMPLETE,05/10/2018 04:59,11/10/2018 15:39,10/10/2018,
ZA-00032852,ZAC0007412,01/10/2018 17:21,COMPLETE,03/10/2018 11:46,04/10/2018 17:21,08/10/2018,
ZA-00032853,ZAC0016971,01/10/2018 10:15,COMPLETE,03/10/2018 06:45,08/10/2018 12:16,07/10/2018,
ZA-00032854,ZAC0005831,01/10/2018 17:59,COMPLETE,02/10/2018 03:48,08/10/2018 09:19,05/10/2018,
ZA-00032855,ZAC0015288,01/10/2018 11:34,COMPLETE,01/10/2018 21:18,07/10/2018 02:47,04/10/2018,
ZA-00032856,ZAC0016526,01/10/2018 20:46,COMPLETE,03/10/2018 03:25,11/10/2018 12:22,06/10/2018,WINTER15
ZA-00032857,ZAC0020052,01/10/2018 13:04,COMPLETE,02/10/2018 10:56,13/10/2018 21:35,07/10/2018,
ZA-00032858,ZAC0016567,01/10/2018 06:56,COMPLETE,02/10/2018 22:25,04/10/2018 19:07,09/10/2018,FREESHIP
ZA-00032859,ZAC0011482,01/10/2018 07:17,COMPLETE,02/10/2018 23:39,09/10/2018 20:30,12/10/2018,LOYAL5
ZA-00032860,ZAC0005988,01/10/2018 08:47,COMPLETE,02/10/2018 08:40,06/10/2018 16:06,06/10/2018,
ZA-00032861,ZAC0014292,01/10/2018 20:17,COMPLETE,03/10/2018 13:22,08/10/2018 02:43,06/10/2018,
ZA-00032862,ZAC0002712,01/10/2018 13:56,COMPLETE,02/10/2018 22:50,04/10/2018 02:24,07/10/2018,
ZA-00032863,ZAC0005205,01/10/2018 06:17,COMPLETE,02/10/2018 11:46,04/10/2018 18:07,09/10/2018,
ZA-00032864,ZAC0012491,01/10/2018 19:47,COMPLETE,02/10/2018 08:45,06/10/2018 05:12,07/10/2018,
ZA-00032865,ZAC0012872,01/10/2018 06:58,COMPLETE,02/10/2018 17:31,08/10/2018 18:51,06/10/2018,
ZA-00032866,ZAC0013925,01/10/2018 20:56,COMPLETE,03/10/2018 14:50,07/10/2018 15:39,06/10/2018,FLASH25
ZA-00032867,ZAC0007069,01/10/2018 12:03,COMPLETE,04/10/2018 08:17,08/10/2018 12:03,11/10/2018,
ZA-00032868,ZAC0006651,01/10/2018 06:45,COMPLETE,03/10/2018 02:19,06/10/2018 02:06,13/10/2018,
ZA-00032869,ZAC0012943,01/10/2018 22:50,COMPLETE,02/10/2018 13:55,03/10/2018 23:37,07/10/2018,
ZA-00032870,ZAC0015048,01/10/2018 18:15,COMPLETE,02/10/2018 07:26,04/10/2018 18:25,05/10/2018,
ZA-00032871,ZAC0016462,01/10/2018 18:09,COMPLETE,02/10/2018 06:00,03/10/2018 18:42,05/10/2018,BULK20
ZA-00032872,ZAC0010815,01/10/2018 21:34,COMPLETE,03/10/2018 13:41,09/10/2018 01:33,08/10/2018,WELCOME10
ZA-00032873,ZAC0006757,01/10/2018 10:52,COMPLETE,01/10/2018 23:19,05/10/2018 19:38,08/10/2018,FLASH25
ZA-00032874,ZAC0002571,01/10/2018 11:30,COMPLETE,02/10/2018 09:04,06/10/2018 09:12,09/10/2018,
ZA-00032875,ZAC0007859,01/10/2018 13:18,DISPATCHED,02/10/2018 03:42,,07/10/2018,
ZA-00032876,ZAC0023531,01/10/2018 08:11,COMPLETE,03/10/2018 10:18,06/10/2018 16:38,06/10/2018,
ZA-00032877,ZAC0019502,01/10/2018 06:02,COMPLETE,05/10/2018 13:42,08/10/2018 22:51,09/10/2018,
ZA-00032878,ZAC0022605,01/10/2018 09:48,COMPLETE,05/10/2018 17:59,14/10/2018 08:51,10/10/2018,
ZA-00032879,ZAC0004867,01/10/2018 16:36,COMPLETE,04/10/2018 05:01,09/10/2018 09:53,09/10/2018,
ZA-00032880,ZAC0002304,01/10/2018 15:50,COMPLETE,05/10/2018 04:13,05/10/2018 14:06,09/10/2018,
ZA-00032881,ZAC0007369,01/10/2018 06:49,COMPLETE,05/10/2018 10:35,16/10/2018 21:57,09/10/2018,WELCOME10
ZA-00032882,ZAC0002715,01/10/2018 13:39,CANCELLED,,,,
ZA-00032883,ZAC0003231,01/10/2018 21:19,COMPLETE,04/10/2018 08:40,06/10/2018 01:43,08/10/2018,
ZA-00032884,ZAC0020728,01/10/2018 19:41,COMPLETE,04/10/2018 13:37,16/10/2018 04:41,08/10/2018,
ZA-00032885,ZAC0003578,01/10/2018 09:19,COMPLETE,03/10/2018 16:29,13/10/2018 03:32,13/10/2018,
ZA-00032886,ZAC0008142,02/10/2018 12:40,COMPLETE,05/10/2018 16:03,07/10/2018 05:41,09/10/2018,
ZA-00032887,ZAC0006975,02/10/2018 18:53,COMPLETE,02/10/2018 23:08,05/10/2018 05:49,09/10/2018,
ZA-00032888,ZAC0013470,02/10/2018 11:20,COMPLETE,03/10/2018 23:20,04/10/2018 16:53,10/10/2018,
ZA-00032889,ZAC0014858,02/10/2018 08:05,COMPLETE,04/10/2018 06:43,10/10/2018 13:15,08/10/2018,
ZA-00032890,ZAC0009703,02/10/2018 10:37,COMPLETE,03/10/2018 21:55,05/10/2018 23:33,07/10/2018,
ZA-00032891,ZAC0023584,02/10/2018 19:15,COMPLETE,05/10/2018 13:24,06/10/2018 13:13,12/10/2018,
ZA-00032892,ZAC0010423,02/10/2018 18:25,COMPLETE,04/10/2018 10:03,07/10/2018 01:58,08/10/2018,LOYAL5
ZA-00032893,ZAC0020024,02/10/2018 09:15,COMPLETE,06/10/2018 14:57,11/10/2018 17:20,09/10/2018,
ZA-00032894,ZAC0019317,02/10/2018 08:37,COMPLETE,05/10/2018 20:41,08/10/2018 14:57,10/10/2018,
ZA-00032895,ZAC0008905,02/10/2018 07:51,COMPLETE,05/10/2018 04:05,08/10/2018 05:58,08/10/2018,
ZA-00032896,ZAC0022958,02/10/2018 14:26,COMPLETE,06/10/2018 05:53,12/10/2018 00:47,16/10/2018,
ZA-00032897,ZAC0002221,02/10/2018 17:38,COMPLETE,06/10/2018 05:08,11/10/2018 14:07,11/10/2018,
ZA-00032898,ZAC0009845,02/10/2018 22:59,COMPLETE,05/10/2018 03:37,08/10/2018 01:49,10/10/2018,
ZA-00032899,ZAC0010028,02/10/2018 20:48,COMPLETE,04/10/2018 22:57,09/10/2018 04:51,08/10/2018,
ZA-00032900,ZAC0014619,02/10/2018 21:10,COMPLETE,04/10/2018 23:11,05/10/2018 14:13,07/10/2018,
ZA-00032901,ZAC0011227,02/10/2018 11:28,COMPLETE,04/10/2018 01:46,06/10/2018 00:25,09/10/2018,
ZA-00032902,ZAC0005472,02/10/2018 08:40,COMPLETE,04/10/2018 04:50,07/10/2018 15:40,09/10/2018,
ZA-00032903,ZAC0018905,02/10/2018 16:50,COMPLETE,03/10/2018 22:39,06/10/2018 05:59,10/10/2018,FREESHIP
ZA-00032904,ZAC0013710,02/10/2018 08:39,COMPLETE,04/10/2018 06:51,23/10/2018 12:10,07/10/2018,
ZA-00032905,ZAC0021929,02/10/2018 18:10,COMPLETE,07/10/2018 04:30,11/10/2018 23:51,17/10/2018,
ZA-00032906,ZAC0010374,02/10/2018 14:38,COMPLETE,04/10/2018 08:35,10/10/2018 01:48,08/10/2018,
ZA-00032907,ZAC0015578,02/10/2018 17:42,COMPLETE,05/10/2018 09:21,12/10/2018 06:00,09/10/2018,
ZA-00032908,ZAC0018779,02/10/2018 06:38,COMPLETE,03/10/2018 07:09,04/10/2018 06:58,10/10/2018,
ZA-00032909,ZAC0008464,02/10/2018 19:00,COMPLETE,09/10/2018 20:32,12/10/2018 05:53,12/10/2018,
ZA-00032910,ZAC0016102,02/10/2018 12:42,DISPATCHED,03/10/2018 16:40,,06/10/2018,
ZA-00032911,ZAC0008874,02/10/2018 07:53,COMPLETE,04/10/2018 05:23,07/10/2018 21:16,09/10/2018,
ZA-00032912,ZAC0000995,02/10/2018 16:25,RETURNED,03/10/2018 18:14,07/10/2018 17:53,13/10/2018,LOYAL5
ZA-00032913,ZAC0008836,02/10/2018 14:56,COMPLETE,03/10/2018 02:56,08/10/2018 00:01,08/10/2018,LOYAL5
ZA-00032914,ZAC0019455,02/10/2018 07:01,COMPLETE,03/10/2018 08:57,08/10/2018 22:21,08/10/2018,
ZA-00032915,ZAC0008951,02/10/2018 07:28,COMPLETE,03/10/2018 10:21,03/10/2018 19:11,08/10/2018,
ZA-00032916,ZAC0020047,02/10/2018 15:52,COMPLETE,04/10/2018 02:01,10/10/2018 23:54,08/10/2018,
ZA-00032917,ZAC0015486,02/10/2018 15:16,COMPLETE,02/10/2018 19:46,06/10/2018 17:56,07/10/2018,
ZA-00032918,ZAC0011505,02/10/2018 06:11,COMPLETE,04/10/2018 20:22,07/10/2018 01:05,11/10/2018,
ZA-00032919,ZAC0012462,02/10/2018 20:51,DISPATCHED,03/10/2018 22:26,,07/10/2018,
ZA-00032920,ZAC0012035,02/10/2018 22:10,COMPLETE,04/10/2018 02:42,05/10/2018 20:47,11/10/2018,
ZA-00032921,ZAC0001474,02/10/2018 19:56,CANCELLED,,,,
ZA-00032922,ZAC0001290,02/10/2018 22:38,COMPLETE,04/10/2018 19:25,07/10/2018 23:22,09/10/2018,FREESHIP
ZA-00032923,ZAC0007544,02/10/2018 11:02,COMPLETE,03/10/2018 22:10,07/10/2018 00:04,08/10/2018,FLASH25
ZA-00032924,ZAC0007551,02/10/2018 22:29,COMPLETE,05/10/2018 19:53,08/10/2018 14:38,10/10/2018,LOYAL5
ZA-00032925,ZAC0000447,02/10/2018 17:42,COMPLETE,02/10/2018 23:14,06/10/2018 15:04,06/10/2018,FLASH25
ZA-00032926,ZAC0008036,02/10/2018 16:42,COMPLETE,05/10/2018 14:25,10/10/2018 04:28,10/10/2018,
ZA-00032927,ZAC0017282,02/10/2018 14:44,COMPLETE,03/10/2018 02:07,07/10/2018 20:00,10/10/2018,
ZA-00032928,ZAC0006807,02/10/2018 18:23,COMPLETE,03/10/2018 05:56,10/10/2018 04:11,07/10/2018,
ZA-00032929,ZAC0014684,02/10/2018 21:53,COMPLETE,04/10/2018 00:14,07/10/2018 02:42,07/10/2018,
ZA-00032930,ZAC0011101,02/10/2018 09:04,COMPLETE,03/10/2018 11:32,08/10/2018 05:53,07/10/2018,FLASH25
ZA-00032931,ZAC0002247,02/10/2018 08:34,COMPLETE,04/10/2018 07:52,04/10/2018 18:11,08/10/2018,
ZA-00032932,ZAC0009727,02/10/2018 17:47,COMPLETE,04/10/2018 22:23,09/10/2018 08:44,11/10/2018,
ZA-00032933,ZAC0002777,02/10/2018 12:04,COMPLETE,04/10/2018 17:25,08/10/2018 19:33,11/10/2018,
ZA-00032934,ZAC0023535,02/10/2018 15:36,COMPLETE,05/10/2018 17:31,12/10/2018 06:53,08/10/2018,
ZA-00032935,ZAC0021450,02/10/2018 16:30,CANCELLED,,,,
ZA-00032936,ZAC0001323,02/10/2018 22:42,COMPLETE,06/10/2018 13:29,13/10/2018 16:06,13/10/2018,
ZA-00032937,ZAC0012840,02/10/2018 07:04,COMPLETE,05/10/2018 20:16,10/10/2018 01:17,08/10/2018,
ZA-00032938,ZAC0017138,02/10/2018 18:24,COMPLETE,04/10/2018 12:23,08/10/2018 06:56,08/10/2018,
ZA-00032939,ZAC0000091,02/10/2018 19:46,COMPLETE,05/10/2018 20:23,11/10/2018 16:42,12/10/2018,
ZA-00032940,ZAC0013457,02/10/2018 09:04,CANCELLED,,,,
ZA-00032941,ZAC0023313,02/10/2018 19:40,COMPLETE,05/10/2018 12:05,11/10/2018 03:11,09/10/2018,
ZA-00032942,ZAC0001500,02/10/2018 10:07,COMPLETE,04/10/2018 17:54,09/10/2018 04:07,08/10/2018,
ZA-00032943,ZAC0008573,02/10/2018 13:27,COMPLETE,04/10/2018 14:50,07/10/2018 01:37,14/10/2018,
ZA-00032944,ZAC0018453,02/10/2018 15:05,COMPLETE,04/10/2018 07:24,07/10/2018 00:15,08/10/2018,
ZA-00032945,ZAC0000914,02/10/2018 13:43,COMPLETE,05/10/2018 12:19,06/10/2018 18:24,09/10/2018,
ZA-00032946,ZAC0003038,02/10/2018 19:49,COMPLETE,13/10/2018 00:49,15/10/2018 17:42,17/10/2018,
ZA-00032947,ZAC0000175,02/10/2018 12:08,COMPLETE,03/10/2018 09:16,06/10/2018 07:05,08/10/2018,
ZA-00032948,ZAC0008886,02/10/2018 21:16,COMPLETE,06/10/2018 01:41,10/10/2018 11:19,10/10/2018,
ZA-00032949,ZAC0019049,02/10/2018 17:39,COMPLETE,03/10/2018 23:46,07/10/2018 10:09,06/10/2018,WINTER15
ZA-00032950,ZAC0016879,02/10/2018 20:08,COMPLETE,03/10/2018 14:25,10/10/2018 09:56,07/10/2018,
ZA-00032951,ZAC0013025,02/10/2018 13:41,RETURNED,02/10/2018 17:29,06/10/2018 00:06,06/10/2018,
ZA-00032952,ZAC0007397,02/10/2018 17:52,COMPLETE,04/10/2018 10:38,11/10/2018 05:57,08/10/2018,
ZA-00032953,ZAC0011413,02/10/2018 07:29,COMPLETE,04/10/2018 02:42,09/10/2018 23:00,11/10/2018,
ZA-00032954,ZAC0007388,02/10/2018 21:47,COMPLETE,04/10/2018 09:00,12/10/2018 11:22,09/10/2018,
ZA-00032955,ZAC0014269,02/10/2018 14:54,COMPLETE,04/10/2018 12:50,20/10/2018 05:13,09/10/2018,
ZA-00032956,ZAC0006529,02/10/2018 13:16,COMPLETE,02/10/2018 19:28,04/10/2018 09:51,09/10/2018,FLASH25
ZA-00032957,ZAC0007758,03/10/2018 12:55,COMPLETE,03/10/2018 20:59,06/10/2018 09:11,07/10/2018,
ZA-00032958,ZAC0013232,03/10/2018 12:23,COMPLETE,05/10/2018 09:17,14/10/2018 00:57,15/10/2018,
ZA-00032959,ZAC0017702,03/10/2018 11:17,DISPATCHED,13/10/2018 02:08,,17/10/2018,
ZA-00032960,ZAC0016863,03/10/2018 11:29,COMPLETE,04/10/2018 13:58,05/10/2018 20:19,08/10/2018,
ZA-00032961,ZAC0000396,03/10/2018 17:53,COMPLETE,07/10/2018 23:05,14/10/2018 04:37,17/10/2018,FREESHIP
ZA-00032962,ZAC0010187,03/10/2018 09:10,COMPLETE,08/10/2018 15:42,11/10/2018 18:46,13/10/2018,
ZA-00032963,ZAC0000308,03/10/2018 06:52,COMPLETE,03/10/2018 16:15,09/10/2018 15:28,06/10/2018,
ZA-00032964,ZAC0007134,03/10/2018 19:30,COMPLETE,04/10/2018 16:59,07/10/2018 12:17,11/10/2018,
ZA-00032965,ZAC0016008,03/10/2018 10:35,COMPLETE,08/10/2018 02:03,12/10/2018 09:26,13/10/2018,
ZA-00032966,ZAC0003135,03/10/2018 19:20,COMPLETE,06/10/2018 17:09,13/10/2018 19:45,09/10/2018,WELCOME10
ZA-00032967,ZAC0022225,03/10/2018 16:01,COMPLETE,05/10/2018 17:23,07/10/2018 23:38,15/10/2018,
ZA-00032968,ZAC0005795,03/10/2018 21:41,COMPLETE,04/10/2018 12:51,07/10/2018 16:09,09/10/2018,
ZA-00032969,ZAC0017935,03/10/2018 15:43,COMPLETE,07/10/2018 12:23,09/10/2018 00:41,14/10/2018,
ZA-00032970,ZAC0010881,03/10/2018 20:47,COMPLETE,04/10/2018 03:59,10/10/2018 02:15,08/10/2018,
ZA-00032971,ZAC0013352,03/10/2018 13:53,COMPLETE,06/10/2018 10:53,09/10/2018 11:28,10/10/2018,
ZA-00032972,ZAC0012362,03/10/2018 14:33,COMPLETE,04/10/2018 00:20,11/10/2018 06:09,08/10/2018,
ZA-00032973,ZAC0002708,03/10/2018 07:50,COMPLETE,04/10/2018 06:15,05/10/2018 23:38,09/10/2018,BULK20
ZA-00032974,ZAC0014368,03/10/2018 21:48,COMPLETE,06/10/2018 13:48,11/10/2018 00:28,16/10/2018,
ZA-00032975,ZAC0017462,03/10/2018 16:11,COMPLETE,05/10/2018 09:02,10/10/2018 10:04,10/10/2018,
ZA-00032976,ZAC0011643,03/10/2018 21:45,COMPLETE,05/10/2018 02:07,09/10/2018 20:45,09/10/2018,
ZA-00032977,ZAC0022822,03/10/2018 11:47,COMPLETE,04/10/2018 17:15,08/10/2018 12:39,07/10/2018,
ZA-00032978,ZAC0009783,03/10/2018 19:13,COMPLETE,04/10/2018 04:36,08/10/2018 06:45,07/10/2018,
ZA-00032979,ZAC0004539,03/10/2018 08:47,COMPLETE,07/10/2018 21:20,13/10/2018 01:56,17/10/2018,
ZA-00032980,ZAC0005824,03/10/2018 15:48,COMPLETE,05/10/2018 17:16,14/10/2018 15:31,09/10/2018,LOYAL5
ZA-00032981,ZAC0015744,03/10/2018 14:20,COMPLETE,03/10/2018 22:53,08/10/2018 23:17,08/10/2018,
ZA-00032982,ZAC0019924,03/10/2018 16:57,COMPLETE,05/10/2018 02:27,19/10/2018 18:34,09/10/2018,
ZA-00032983,ZAC0015877,03/10/2018 19:57,COMPLETE,04/10/2018 22:06,10/10/2018 11:48,08/10/2018,
ZA-00032984,ZAC0013407,03/10/2018 15:15,COMPLETE,05/10/2018 07:54,06/10/2018 07:43,12/10/2018,
ZA-00032985,ZAC0009585,03/10/2018 13:42,COMPLETE,05/10/2018 17:34,07/10/2018 02:23,10/10/2018,
ZA-00032986,ZAC0020803,03/10/2018 14:43,COMPLETE,08/10/2018 01:26,13/10/2018 07:01,13/10/2018,
ZA-00032987,ZAC0020591,03/10/2018 12:37,COMPLETE,04/10/2018 13:11,09/10/2018 08:33,08/10/2018,WELCOME10
ZA-00032988,ZAC0012910,03/10/2018 11:04,COMPLETE,07/10/2018 19:17,15/10/2018 21:57,14/10/2018,FREESHIP
ZA-00032989,ZAC0004222,03/10/2018 08:37,COMPLETE,09/10/2018 02:45,11/10/2018 13:18,13/10/2018,
ZA-00032990,ZAC0005918,03/10/2018 10:45,COMPLETE,04/10/2018 23:58,13/10/2018 19:12,07/10/2018,
ZA-00032991,ZAC0015794,03/10/2018 13:26,COMPLETE,04/10/2018 23:09,06/10/2018 21:01,08/10/2018,
ZA-00032992,ZAC0020829,03/10/2018 20:09,COMPLETE,07/10/2018 20:38,08/10/2018 17:29,11/10/2018,
ZA-00032993,ZAC0003036,03/10/2018 17:37,COMPLETE,05/10/2018 18:52,13/10/2018 05:46,08/10/2018,
ZA-00032994,ZAC0014828,03/10/2018 13:58,COMPLETE,04/10/2018 21:19,10/10/2018 22:52,08/10/2018,
ZA-00032995,ZAC0005315,03/10/2018 07:30,COMPLETE,05/10/2018 11:15,16/10/2018 17:57,15/10/2018,
ZA-00032996,ZAC0009213,03/10/2018 10:21,COMPLETE,04/10/2018 06:58,08/10/2018 09:27,11/10/2018,
ZA-00032997,ZAC0014053,03/10/2018 22:40,COMPLETE,12/10/2018 18:03,14/10/2018 10:58,16/10/2018,
ZA-00032998,ZAC0009985,03/10/2018 15:28,COMPLETE,07/10/2018 04:34,12/10/2018 19:26,12/10/2018,WINTER15
ZA-00032999,ZAC0017113,03/10/2018 10:44,COMPLETE,07/10/2018 01:09,10/10/2018 12:06,11/10/2018,
ZA-00033000,ZAC0017480,03/10/2018 21:58,COMPLETE,08/10/2018 01:46,13/10/2018 19:47,15/10/2018,
ZA-00033001,ZAC0010422,03/10/2018 12:25,COMPLETE,06/10/2018 17:21,12/10/2018 09:31,09/10/2018,
ZA-00033002,ZAC0015546,03/10/2018 17:55,COMPLETE,08/10/2018 17:32,13/10/2018 03:51,12/10/2018,
ZA-00033003,ZAC0017853,03/10/2018 10:11,COMPLETE,07/10/2018 15:34,12/10/2018 06:20,11/10/2018,BULK20
ZA-00033004,ZAC0006984,03/10/2018 18:32,COMPLETE,04/10/2018 19:55,06/10/2018 10:02,14/10/2018,
ZA-00033005,ZAC0022120,03/10/2018 12:01,COMPLETE,07/10/2018 07:26,12/10/2018 14:51,11/10/2018,FREESHIP
ZA-00033006,ZAC0010798,03/10/2018 06:41,COMPLETE,06/10/2018 12:26,08/10/2018 05:05,13/10/2018,
ZA-00033007,ZAC0020554,03/10/2018 19:18,COMPLETE,08/10/2018 11:48,11/10/2018 19:28,15/10/2018,
ZA-00033008,ZAC0020921,03/10/2018 11:40,COMPLETE,05/10/2018 13:14,09/10/2018 05:06,09/10/2018,
