ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt
ZA-00004995,ZAC0018064,02/08/2017 15:56,COMPLETE,03/08/2017 08:09,07/08/2017 10:37,13/08/2017
ZA-00004996,ZAC0003514,02/08/2017 21:05,COMPLETE,03/08/2017 07:09,07/08/2017 23:46,10/08/2017
ZA-00004997,ZAC0019451,02/08/2017 19:05,RETURNED,07/08/2017 11:50,08/08/2017 18:28,11/08/2017
ZA-00004998,ZAC0021777,02/08/2017 07:42,COMPLETE,04/08/2017 07:23,09/08/2017 08:36,14/08/2017
ZA-00004999,ZAC0023211,02/08/2017 10:19,COMPLETE,03/08/2017 09:39,07/08/2017 02:53,07/08/2017
ZA-00005000,ZAC0018256,02/08/2017 20:48,COMPLETE,03/08/2017 16:12,04/08/2017 15:47,06/08/2017
ZA-00005001,ZAC0004455,02/08/2017 18:53,COMPLETE,03/08/2017 06:10,06/08/2017 03:09,08/08/2017
ZA-00005002,ZAC0005034,02/08/2017 18:29,DISPATCHED,03/08/2017 15:17,,06/08/2017
ZA-00005003,ZAC0012502,02/08/2017 11:04,COMPLETE,02/08/2017 14:20,05/08/2017 10:54,05/08/2017
ZA-00005004,ZAC0009186,02/08/2017 15:04,COMPLETE,04/08/2017 16:48,13/08/2017 15:58,07/08/2017
ZA-00005005,ZAC0017462,02/08/2017 09:27,COMPLETE,05/08/2017 23:11,11/08/2017 21:05,12/08/2017
ZA-00005006,ZAC0014366,02/08/2017 20:22,COMPLETE,04/08/2017 15:49,06/08/2017 20:11,08/08/2017
ZA-00005007,ZAC0007062,02/08/2017 13:36,COMPLETE,04/08/2017 19:44,10/08/2017 05:23,11/08/2017
ZA-00005008,ZAC0022028,02/08/2017 13:47,COMPLETE,04/08/2017 16:37,12/08/2017 03:15,11/08/2017
ZA-00005009,ZAC0015737,02/08/2017 22:19,RETURNED,04/08/2017 03:56,07/08/2017 01:38,11/08/2017
ZA-00005010,ZAC0022262,02/08/2017 09:08,COMPLETE,05/08/2017 08:11,06/08/2017 10:07,15/08/2017
ZA-00005011,ZAC0021304,02/08/2017 07:50,COMPLETE,04/08/2017 12:13,05/08/2017 18:56,11/08/2017
ZA-00005012,ZAC0002789,02/08/2017 22:32,COMPLETE,05/08/2017 09:05,11/08/2017 23:57,09/08/2017
ZA-00005013,ZAC0022884,02/08/2017 06:56,COMPLETE,05/08/2017 12:19,09/08/2017 16:54,08/08/2017
ZA-00005014,ZAC0023878,02/08/2017 18:21,COMPLETE,04/08/2017 01:30,04/08/2017 04:13,09/08/2017
ZA-00005015,ZAC0010118,02/08/2017 21:29,PENDING,,,
ZA-00005016,ZAC0021773,02/08/2017 17:06,COMPLETE,03/08/2017 22:02,06/08/2017 10:31,07/08/2017
ZA-00005017,ZAC0005470,02/08/2017 20:09,COMPLETE,04/08/2017 06:58,05/08/2017 23:02,11/08/2017
ZA-00005018,ZAC0004846,02/08/2017 17:05,COMPLETE,05/08/2017 15:26,13/08/2017 13:46,08/08/2017
ZA-00005019,ZAC0015212,02/08/2017 17:53,COMPLETE,04/08/2017 01:41,05/08/2017 23:21,14/08/2017
ZA-00005020,ZAC0020029,02/08/2017 17:58,COMPLETE,03/08/2017 07:32,06/08/2017 07:31,10/08/2017
ZA-00005021,ZAC0008903,02/08/2017 18:49,COMPLETE,03/08/2017 09:26,07/08/2017 01:43,10/08/2017
ZA-00005022,ZAC0006232,02/08/2017 08:18,COMPLETE,07/08/2017 17:05,15/08/2017 15:26,11/08/2017
ZA-00005023,ZAC0015821,02/08/2017 14:02,COMPLETE,03/08/2017 15:10,06/08/2017 03:13,07/08/2017
ZA-00005024,ZAC0015188,02/08/2017 20:31,COMPLETE,03/08/2017 15:05,07/08/2017 16:17,06/08/2017
ZA-00005025,ZAC0009829,02/08/2017 17:55,COMPLETE,05/08/2017 00:08,09/08/2017 09:36,10/08/2017
ZA-00005026,ZAC0007390,02/08/2017 17:56,COMPLETE,09/08/2017 23:46,18/08/2017 15:12,16/08/2017
ZA-00005027,ZAC0008701,03/08/2017 09:07,COMPLETE,04/08/2017 07:43,07/08/2017 02:18,08/08/2017
ZA-00005028,ZAC0013431,03/08/2017 14:21,COMPLETE,06/08/2017 05:37,10/08/2017 12:15,09/08/2017
ZA-00005029,ZAC0004391,03/08/2017 15:00,COMPLETE,04/08/2017 05:48,10/08/2017 06:27,08/08/2017
ZA-00005030,ZAC0022468,03/08/2017 06:00,COMPLETE,04/08/2017 07:26,07/08/2017 17:02,08/08/2017
ZA-00005031,ZAC0016094,03/08/2017 16:04,COMPLETE,04/08/2017 19:12,08/08/2017 23:31,14/08/2017
ZA-00005032,ZAC0002356,03/08/2017 09:41,CANCELLED,,,
ZA-00005033,ZAC0011105,03/08/2017 12:04,COMPLETE,05/08/2017 12:30,14/08/2017 09:55,08/08/2017
ZA-00005034,ZAC0009701,03/08/2017 19:15,COMPLETE,07/08/2017 22:08,10/08/2017 12:26,11/08/2017
ZA-00005035,ZAC0016601,03/08/2017 20:02,COMPLETE,04/08/2017 19:47,08/08/2017 22:18,07/08/2017
ZA-00005036,ZAC0019232,03/08/2017 16:03,COMPLETE,04/08/2017 15:44,12/08/2017 23:43,08/08/2017
ZA-00005037,ZAC0023248,03/08/2017 16:48,COMPLETE,04/08/2017 10:12,12/08/2017 19:17,08/08/2017
ZA-00005038,ZAC0016615,03/08/2017 22:02,COMPLETE,04/08/2017 16:49,09/08/2017 15:25,09/08/2017
ZA-00005039,ZAC0005216,03/08/2017 06:50,COMPLETE,04/08/2017 00:28,08/08/2017 19:50,09/08/2017
ZA-00005040,ZAC0018047,03/08/2017 13:16,COMPLETE,05/08/2017 12:57,08/08/2017 10:58,12/08/2017
ZA-00005041,ZAC0003498,03/08/2017 07:11,COMPLETE,04/08/2017 18:58,08/08/2017 06:39,07/08/2017
ZA-00005042,ZAC0010389,03/08/2017 21:07,COMPLETE,06/08/2017 08:35,10/08/2017 02:01,13/08/2017
ZA-00005043,ZAC0007335,03/08/2017 22:55,COMPLETE,05/08/2017 01:15,07/08/2017 06:39,15/08/2017
ZA-00005044,ZAC0011047,03/08/2017 22:49,COMPLETE,04/08/2017 06:59,06/08/2017 11:04,07/08/2017
ZA-00005045,ZAC0017931,03/08/2017 08:52,COMPLETE,04/08/2017 23:59,06/08/2017 17:56,08/08/2017
ZA-00005046,ZAC0014059,03/08/2017 15:32,COMPLETE,05/08/2017 15:06,10/08/2017 16:57,09/08/2017
ZA-00005047,ZAC0017326,03/08/2017 18:11,COMPLETE,05/08/2017 06:56,13/08/2017 02:15,10/08/2017
ZA-00005048,ZAC0008190,03/08/2017 20:44,COMPLETE,07/08/2017 03:57,08/08/2017 19:40,11/08/2017
ZA-00005049,ZAC0001127,03/08/2017 06:19,COMPLETE,03/08/2017 12:48,09/08/2017 14:53,06/08/2017
ZA-00005050,ZAC0016744,03/08/2017 20:34,COMPLETE,06/08/2017 19:05,09/08/2017 14:28,11/08/2017
ZA-00005051,ZAC0023573,03/08/2017 08:57,COMPLETE,04/08/2017 02:12,06/08/2017 14:44,08/08/2017
ZA-00005052,ZAC0008910,03/08/2017 20:53,COMPLETE,03/08/2017 23:36,05/08/2017 02:14,07/08/2017
ZA-00005053,ZAC0007351,03/08/2017 15:45,COMPLETE,05/08/2017 09:23,07/08/2017 15:10,08/08/2017
ZA-00005054,ZAC0019053,03/08/2017 10:32,COMPLETE,05/08/2017 04:00,09/08/2017 15:27,12/08/2017
ZA-00005055,ZAC0018300,03/08/2017 22:54,COMPLETE,06/08/2017 19:20,11/08/2017 19:28,13/08/2017
ZA-00005056,ZAC0013467,03/08/2017 22:47,COMPLETE,06/08/2017 12:15,16/08/2017 09:56,10/08/2017
ZA-00005057,ZAC0014291,03/08/2017 18:30,COMPLETE,06/08/2017 00:13,07/08/2017 03:35,11/08/2017
ZA-00005058,ZAC0002319,03/08/2017 15:54,COMPLETE,04/08/2017 20:16,10/08/2017 15:18,11/08/2017
ZA-00005059,ZAC0008539,03/08/2017 17:39,CANCELLED,,,
ZA-00005060,ZAC0007590,03/08/2017 08:50,COMPLETE,06/08/2017 16:47,13/08/2017 02:33,10/08/2017
ZA-00005061,ZAC0005342,03/08/2017 17:53,COMPLETE,06/08/2017 06:29,14/08/2017 14:50,16/08/2017
ZA-00005062,ZAC0001535,03/08/2017 09:24,COMPLETE,04/08/2017 05:56,08/08/2017 14:40,09/08/2017
ZA-00005063,ZAC0015294,03/08/2017 20:37,COMPLETE,05/08/2017 14:32,05/08/2017 20:37,09/08/2017
ZA-00005064,ZAC0017260,03/08/2017 17:55,DISPATCHED,04/08/2017 06:08,,07/08/2017
ZA-00005065,ZAC0005199,03/08/2017 11:22,COMPLETE,04/08/2017 20:33,10/08/2017 04:36,09/08/2017
ZA-00005066,ZAC0015713,03/08/2017 09:14,COMPLETE,05/08/2017 03:08,11/08/2017 09:25,09/08/2017
ZA-00005067,ZAC0001481,03/08/2017 15:10,COMPLETE,07/08/2017 06:42,09/08/2017 08:48,12/08/2017
ZA-00005068,ZAC0010695,03/08/2017 09:28,COMPLETE,03/08/2017 21:36,07/08/2017 20:42,07/08/2017
ZA-00005069,ZAC0005645,03/08/2017 12:13,COMPLETE,04/08/2017 21:29,07/08/2017 03:37,09/08/2017
ZA-00005070,ZAC0022512,03/08/2017 10:17,COMPLETE,07/08/2017 08:34,13/08/2017 08:40,11/08/2017
ZA-00005071,ZAC0011971,04/08/2017 13:25,COMPLETE,06/08/2017 02:11,08/08/2017 17:05,11/08/2017
ZA-00005072,ZAC0023273,04/08/2017 11:43,COMPLETE,08/08/2017 04:41,12/08/2017 05:00,18/08/2017
ZA-00005073,ZAC0001658,04/08/2017 12:01,PENDING,,,
ZA-00005074,ZAC0021384,04/08/2017 11:22,COMPLETE,05/08/2017 10:42,06/08/2017 19:07,09/08/2017
ZA-00005075,ZAC0006139,04/08/2017 13:53,COMPLETE,06/08/2017 11:39,08/08/2017 01:05,11/08/2017
ZA-00005076,ZAC0010384,04/08/2017 10:02,COMPLETE,07/08/2017 12:00,15/08/2017 00:33,12/08/2017
ZA-00005077,ZAC0001144,04/08/2017 06:40,COMPLETE,06/08/2017 12:05,06/08/2017 21:06,10/08/2017
ZA-00005078,ZAC0002477,04/08/2017 21:16,COMPLETE,05/08/2017 19:36,12/08/2017 19:23,12/08/2017
ZA-00005079,ZAC0010047,04/08/2017 08:01,COMPLETE,05/08/2017 18:26,10/08/2017 02:52,08/08/2017
ZA-00005080,ZAC0006606,04/08/2017 14:18,CANCELLED,,,
ZA-00005081,ZAC0021157,04/08/2017 17:39,COMPLETE,06/08/2017 06:33,12/08/2017 00:49,09/08/2017
ZA-00005082,ZAC0005241,04/08/2017 13:17,COMPLETE,09/08/2017 11:10,13/08/2017 22:47,19/08/2017
ZA-00005083,ZAC0020690,04/08/2017 07:06,COMPLETE,04/08/2017 14:27,08/08/2017 16:54,09/08/2017
ZA-00005084,ZAC0008500,04/08/2017 07:57,CANCELLED,,,
ZA-00005085,ZAC0008912,04/08/2017 13:35,COMPLETE,05/08/2017 18:20,15/08/2017 16:44,10/08/2017
ZA-00005086,ZAC0021295,04/08/2017 09:34,COMPLETE,04/08/2017 12:31,05/08/2017 17:55,09/08/2017
ZA-00005087,ZAC0016100,04/08/2017 15:58,COMPLETE,07/08/2017 04:32,18/08/2017 14:30,11/08/2017
ZA-00005088,ZAC0019688,04/08/2017 15:10,COMPLETE,06/08/2017 11:47,11/08/2017 10:57,09/08/2017
ZA-00005089,ZAC0001467,04/08/2017 19:59,COMPLETE,07/08/2017 20:26,08/08/2017 05:13,12/08/2017
ZA-00005090,ZAC0018258,04/08/2017 21:34,COMPLETE,08/08/2017 09:48,12/08/2017 04:06,15/08/2017
ZA-00005091,ZAC0004069,04/08/2017 17:27,COMPLETE,06/08/2017 00:15,11/08/2017 05:28,09/08/2017
ZA-00005092,ZAC0023367,04/08/2017 21:12,COMPLETE,07/08/2017 03:23,16/08/2017 13:23,11/08/2017
ZA-00005093,ZAC0005735,04/08/2017 20:35,COMPLETE,06/08/2017 09:43,21/08/2017 05:12,09/08/2017
ZA-00005094,ZAC0023606,04/08/2017 21:01,COMPLETE,07/08/2017 19:26,10/08/2017 12:44,10/08/2017
ZA-00005095,ZAC0008214,04/08/2017 13:37,COMPLETE,06/08/2017 10:29,12/08/2017 02:19,10/08/2017
ZA-00005096,ZAC0002163,04/08/2017 21:21,COMPLETE,05/08/2017 11:40,10/08/2017 03:30,08/08/2017
ZA-00005097,ZAC0016066,04/08/2017 16:51,COMPLETE,05/08/2017 21:56,11/08/2017 19:18,09/08/2017
ZA-00005098,ZAC0004026,04/08/2017 16:52,COMPLETE,08/08/2017 08:04,10/08/2017 13:20,12/08/2017
ZA-00005099,ZAC0003117,04/08/2017 11:30,COMPLETE,07/08/2017 20:28,11/08/2017 16:24,14/08/2017
ZA-00005100,ZAC0015419,04/08/2017 16:55,COMPLETE,05/08/2017 13:02,06/08/2017 04:18,10/08/2017
ZA-00005101,ZAC0011910,04/08/2017 11:24,COMPLETE,06/08/2017 11:36,08/08/2017 23:33,11/08/2017
ZA-00005102,ZAC0005516,04/08/2017 09:18,COMPLETE,05/08/2017 11:03,07/08/2017 08:44,09/08/2017
ZA-00005103,ZAC0012540,04/08/2017 22:17,COMPLETE,05/08/2017 18:10,08/08/2017 04:38,09/08/2017
ZA-00005104,ZAC0009674,04/08/2017 17:02,COMPLETE,05/08/2017 02:04,08/08/2017 18:19,12/08/2017
ZA-00005105,ZAC0023396,04/08/2017 09:30,COMPLETE,14/08/2017 01:50,16/08/2017 23:50,19/08/2017
ZA-00005106,ZAC0019485,04/08/2017 10:52,COMPLETE,06/08/2017 01:36,10/08/2017 08:17,10/08/2017
ZA-00005107,ZAC0017542,04/08/2017 08:06,RETURNED,09/08/2017 17:51,13/08/2017 23:13,16/08/2017
ZA-00005108,ZAC0013608,04/08/2017 19:08,COMPLETE,06/08/2017 06:58,19/08/2017 19:57,13/08/2017
ZA-00005109,ZAC0003714,04/08/2017 22:00,COMPLETE,07/08/2017 01:56,11/08/2017 19:51,14/08/2017
ZA-00005110,ZAC0002422,04/08/2017 09:46,COMPLETE,08/08/2017 17:22,10/08/2017 21:33,13/08/2017
ZA-00005111,ZAC0002432,04/08/2017 20:35,COMPLETE,06/08/2017 03:49,09/08/2017 03:51,09/08/2017
ZA-00005112,ZAC0022960,05/08/2017 17:41,COMPLETE,07/08/2017 23:00,11/08/2017 18:15,14/08/2017
ZA-00005113,ZAC0009367,05/08/2017 20:56,COMPLETE,08/08/2017 03:20,09/08/2017 22:59,13/08/2017
ZA-00005114,ZAC0009202,05/08/2017 10:07,COMPLETE,06/08/2017 17:02,10/08/2017 16:50,11/08/2017
ZA-00005115,ZAC0014356,05/08/2017 10:52,COMPLETE,06/08/2017 07:03,15/08/2017 01:09,11/08/2017
ZA-00005116,ZAC0022448,05/08/2017 15:38,COMPLETE,07/08/2017 02:38,17/08/2017 01:17,11/08/2017
ZA-00005117,ZAC0004192,05/08/2017 16:32,CANCELLED,,,
ZA-00005118,ZAC0001490,05/08/2017 11:28,COMPLETE,07/08/2017 07:35,09/08/2017 14:07,10/08/2017
ZA-00005119,ZAC0023749,05/08/2017 21:09,COMPLETE,08/08/2017 15:52,12/08/2017 08:19,18/08/2017
ZA-00005120,ZAC0015532,05/08/2017 20:19,COMPLETE,06/08/2017 06:09,12/08/2017 11:17,10/08/2017
ZA-00005121,ZAC0009475,05/08/2017 19:04,COMPLETE,07/08/2017 20:06,08/08/2017 11:27,12/08/2017
ZA-00005122,ZAC0021381,05/08/2017 16:11,COMPLETE,06/08/2017 17:06,12/08/2017 00:13,10/08/2017
ZA-00005123,ZAC0000111,05/08/2017 19:49,COMPLETE,06/08/2017 23:34,12/08/2017 06:42,09/08/2017
ZA-00005124,ZAC0021283,05/08/2017 19:59,COMPLETE,10/08/2017 09:08,22/08/2017 21:06,13/08/2017
ZA-00005125,ZAC0020880,05/08/2017 11:59,COMPLETE,06/08/2017 18:21,08/08/2017 06:31,10/08/2017
ZA-00005126,ZAC0011925,05/08/2017 10:50,COMPLETE,08/08/2017 16:38,09/08/2017 00:35,12/08/2017
ZA-00005127,ZAC0009074,05/08/2017 08:07,COMPLETE,07/08/2017 14:47,09/08/2017 03:10,10/08/2017
ZA-00005128,ZAC0006679,05/08/2017 11:15,COMPLETE,10/08/2017 05:32,14/08/2017 03:24,15/08/2017
ZA-00005129,ZAC0000657,05/08/2017 22:58,COMPLETE,08/08/2017 15:20,16/08/2017 10:53,15/08/2017
ZA-00005130,ZAC0001738,05/08/2017 15:42,COMPLETE,07/08/2017 17:16,09/08/2017 09:19,12/08/2017
ZA-00005131,ZAC0000043,05/08/2017 16:01,COMPLETE,08/08/2017 06:16,10/08/2017 04:08,11/08/2017
ZA-00005132,ZAC0010283,05/08/2017 09:10,RETURNED,11/08/2017 15:59,14/08/2017 03:00,16/08/2017
ZA-00005133,ZAC0023044,05/08/2017 17:03,COMPLETE,12/08/2017 17:47,18/08/2017 06:48,16/08/2017
ZA-00005134,ZAC0016065,05/08/2017 08:28,COMPLETE,08/08/2017 23:40,11/08/2017 22:28,11/08/2017
ZA-00005135,ZAC0011792,05/08/2017 12:30,COMPLETE,07/08/2017 00:39,16/08/2017 23:26,10/08/2017
ZA-00005136,ZAC0003598,05/08/2017 11:04,COMPLETE,05/08/2017 20:36,07/08/2017 16:00,15/08/2017
ZA-00005137,ZAC0007097,05/08/2017 17:37,COMPLETE,07/08/2017 22:04,10/08/2017 19:24,12/08/2017
ZA-00005138,ZAC0015497,05/08/2017 13:41,COMPLETE,08/08/2017 01:58,09/08/2017 21:03,12/08/2017
ZA-00005139,ZAC0023030,05/08/2017 06:30,COMPLETE,09/08/2017 13:41,16/08/2017 09:25,14/08/2017
ZA-00005140,ZAC0006776,05/08/2017 12:51,COMPLETE,06/08/2017 11:32,08/08/2017 21:27,13/08/2017
ZA-00005141,ZAC0001004,05/08/2017 12:15,COMPLETE,06/08/2017 13:12,12/08/2017 15:48,11/08/2017
ZA-00005142,ZAC0017701,05/08/2017 11:07,COMPLETE,07/08/2017 23:04,12/08/2017 14:45,14/08/2017
ZA-00005143,ZAC0011853,05/08/2017 08:02,COMPLETE,06/08/2017 15:00,10/08/2017 07:41,10/08/2017
ZA-00005144,ZAC0006002,05/08/2017 07:46,COMPLETE,09/08/2017 13:56,13/08/2017 12:54,16/08/2017
ZA-00005145,ZAC0009832,05/08/2017 13:44,COMPLETE,07/08/2017 10:08,14/08/2017 13:40,11/08/2017
ZA-00005146,ZAC0020382,05/08/2017 18:56,COMPLETE,10/08/2017 21:03,13/08/2017 22:57,14/08/2017
ZA-00005147,ZAC0006731,05/08/2017 10:24,COMPLETE,06/08/2017 16:24,11/08/2017 23:19,10/08/2017
ZA-00005148,ZAC0022691,05/08/2017 16:52,COMPLETE,07/08/2017 00:00,09/08/2017 07:37,11/08/2017
ZA-00005149,ZAC0023639,05/08/2017 09:43,COMPLETE,05/08/2017 13:23,09/08/2017 11:33,10/08/2017
ZA-00005150,ZAC0008788,05/08/2017 08:27,COMPLETE,07/08/2017 13:23,13/08/2017 16:25,11/08/2017
ZA-00005151,ZAC0014710,05/08/2017 15:00,COMPLETE,06/08/2017 14:01,08/08/2017 17:57,11/08/2017
ZA-00005152,ZAC0023117,05/08/2017 22:59,COMPLETE,08/08/2017 20:41,10/08/2017 12:22,12/08/2017
ZA-00005153,ZAC0022243,05/08/2017 12:18,CANCELLED,,,
ZA-00005154,ZAC0016707,06/08/2017 15:53,COMPLETE,09/08/2017 01:10,10/08/2017 17:25,12/08/2017
ZA-00005155,ZAC0012217,06/08/2017 08:15,COMPLETE,06/08/2017 12:51,13/08/2017 04:30,09/08/2017
ZA-00005156,ZAC0021277,06/08/2017 09:22,COMPLETE,12/08/2017 00:51,13/08/2017 00:01,17/08/2017
ZA-00005157,ZAC0002599,06/08/2017 17:06,COMPLETE,07/08/2017 13:44,10/08/2017 17:14,14/08/2017
ZA-00005158,ZAC0006631,06/08/2017 19:12,COMPLETE,14/08/2017 01:48,16/08/2017 16:19,19/08/2017
ZA-00005159,ZAC0023807,06/08/2017 13:07,COMPLETE,07/08/2017 19:05,10/08/2017 23:09,17/08/2017
ZA-00005160,ZAC0012622,06/08/2017 16:46,COMPLETE,09/08/2017 05:15,10/08/2017 15:28,12/08/2017
ZA-00005161,ZAC0016557,06/08/2017 20:18,COMPLETE,09/08/2017 01:11,20/08/2017 18:46,19/08/2017
ZA-00005162,ZAC0003487,06/08/2017 22:15,COMPLETE,08/08/2017 12:53,17/08/2017 04:43,13/08/2017
ZA-00005163,ZAC0006010,06/08/2017 17:14,COMPLETE,10/08/2017 07:00,13/08/2017 14:54,17/08/2017
ZA-00005164,ZAC0019754,06/08/2017 12:32,COMPLETE,10/08/2017 15:58,11/08/2017 12:42,17/08/2017
ZA-00005165,ZAC0003009,06/08/2017 08:50,COMPLETE,07/08/2017 02:08,14/08/2017 06:11,11/08/2017
ZA-00005166,ZAC0019768,06/08/2017 07:03,COMPLETE,07/08/2017 13:19,09/08/2017 05:33,14/08/2017
ZA-00005167,ZAC0016669,06/08/2017 22:07,COMPLETE,08/08/2017 06:47,08/08/2017 20:44,11/08/2017
ZA-00005168,ZAC0001130,06/08/2017 20:49,COMPLETE,07/08/2017 05:07,11/08/2017 07:17,10/08/2017
ZA-00005169,ZAC0007221,06/08/2017 16:53,COMPLETE,08/08/2017 13:56,13/08/2017 15:15,12/08/2017
ZA-00005170,ZAC0003903,06/08/2017 14:37,COMPLETE,09/08/2017 07:34,18/08/2017 21:49,14/08/2017
ZA-00005171,ZAC0009212,06/08/2017 22:28,COMPLETE,08/08/2017 17:57,13/08/2017 23:15,12/08/2017
