ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00021044,ZAC0009120,01/05/2018 13:05,COMPLETE,03/05/2018 02:44,13/05/2018 15:55,08/05/2018,BULK20
ZA-00021045,ZAC0012387,01/05/2018 06:52,COMPLETE,01/05/2018 18:22,06/05/2018 15:08,11/05/2018,FREESHIP
ZA-00021046,ZAC0006765,01/05/2018 08:31,COMPLETE,02/05/2018 20:47,09/05/2018 04:29,09/05/2018,LOYAL5
ZA-00021047,ZAC0023801,01/05/2018 06:52,COMPLETE,02/05/2018 00:22,05/05/2018 18:04,06/05/2018,
ZA-00021048,ZAC0009809,01/05/2018 17:30,DISPATCHED,06/05/2018 08:19,,09/05/2018,
ZA-00021049,ZAC0008273,01/05/2018 20:16,COMPLETE,02/05/2018 06:23,11/05/2018 13:24,07/05/2018,
ZA-00021050,ZAC0019987,01/05/2018 08:33,CANCELLED,,,,
ZA-00021051,ZAC0008568,01/05/2018 20:33,PENDING,,,,
ZA-00021052,ZAC0016699,02/05/2018 12:00,COMPLETE,04/05/2018 10:29,06/05/2018 12:27,07/05/2018,
ZA-00021053,ZAC0010227,02/05/2018 16:08,COMPLETE,10/05/2018 00:34,21/05/2018 16:49,15/05/2018,
ZA-00021054,ZAC0003794,02/05/2018 21:43,COMPLETE,05/05/2018 13:50,09/05/2018 22:06,10/05/2018,FLASH25
ZA-00021055,ZAC0015984,02/05/2018 14:28,COMPLETE,03/05/2018 21:56,09/05/2018 01:31,06/05/2018,
ZA-00021056,ZAC0016928,02/05/2018 22:17,COMPLETE,06/05/2018 00:58,13/05/2018 01:36,13/05/2018,
ZA-00021057,ZAC0019773,02/05/2018 13:58,COMPLETE,04/05/2018 02:17,07/05/2018 07:24,09/05/2018,FLASH25
ZA-00021058,ZAC0020406,02/05/2018 21:46,COMPLETE,06/05/2018 17:35,09/05/2018 15:39,09/05/2018,WELCOME10
ZA-00021059,ZAC0011436,02/05/2018 17:55,COMPLETE,03/05/2018 06:59,04/05/2018 17:12,06/05/2018,
ZA-00021060,ZAC0000356,02/05/2018 18:47,COMPLETE,06/05/2018 12:28,07/05/2018 12:42,13/05/2018,
ZA-00021061,ZAC0021182,02/05/2018 12:42,COMPLETE,05/05/2018 18:13,09/05/2018 00:34,12/05/2018,
ZA-00021062,ZAC0010617,02/05/2018 16:39,COMPLETE,04/05/2018 01:05,07/05/2018 01:29,08/05/2018,WELCOME10
ZA-00021063,ZAC0016721,02/05/2018 17:01,CANCELLED,,,,WINTER15
ZA-00021064,ZAC0005672,02/05/2018 19:04,COMPLETE,07/05/2018 23:53,14/05/2018 12:21,11/05/2018,
ZA-00021065,ZAC0013276,02/05/2018 13:44,COMPLETE,09/05/2018 11:26,11/05/2018 18:24,14/05/2018,
ZA-00021066,ZAC0016223,02/05/2018 09:11,COMPLETE,05/05/2018 07:29,05/05/2018 20:07,10/05/2018,
ZA-00021067,ZAC0018679,02/05/2018 11:54,COMPLETE,06/05/2018 03:07,06/05/2018 19:42,10/05/2018,
ZA-00021068,ZAC0011871,02/05/2018 18:35,COMPLETE,03/05/2018 12:29,06/05/2018 12:22,06/05/2018,
ZA-00021069,ZAC0008715,02/05/2018 16:19,COMPLETE,06/05/2018 02:21,12/05/2018 02:56,09/05/2018,
ZA-00021070,ZAC0013166,02/05/2018 15:01,COMPLETE,03/05/2018 08:31,05/05/2018 10:50,10/05/2018,
ZA-00021071,ZAC0000697,02/05/2018 13:19,COMPLETE,03/05/2018 17:30,07/05/2018 02:33,10/05/2018,
ZA-00021072,ZAC0001509,02/05/2018 09:13,COMPLETE,03/05/2018 14:01,05/05/2018 15:57,07/05/2018,
ZA-00021073,ZAC0014664,02/05/2018 06:15,COMPLETE,03/05/2018 11:04,11/05/2018 17:06,07/05/2018,
ZA-00021074,ZAC0009879,02/05/2018 17:28,COMPLETE,04/05/2018 05:42,06/05/2018 09:35,14/05/2018,
ZA-00021075,ZAC0022094,02/05/2018 11:33,COMPLETE,03/05/2018 02:32,04/05/2018 14:30,06/05/2018,
ZA-00021076,ZAC0022913,02/05/2018 22:48,COMPLETE,06/05/2018 03:59,09/05/2018 15:28,09/05/2018,BULK20
ZA-00021077,ZAC0002730,02/05/2018 12:23,COMPLETE,04/05/2018 03:04,07/05/2018 13:19,11/05/2018,
ZA-00021078,ZAC0021780,02/05/2018 20:13,COMPLETE,05/05/2018 02:24,06/05/2018 22:06,12/05/2018,
ZA-00021079,ZAC0004735,02/05/2018 14:19,COMPLETE,04/05/2018 15:29,18/05/2018 17:42,08/05/2018,
ZA-00021080,ZAC0021154,02/05/2018 21:54,COMPLETE,04/05/2018 22:43,06/05/2018 05:49,07/05/2018,
ZA-00021081,ZAC0008062,02/05/2018 22:29,DISPATCHED,05/05/2018 02:25,,08/05/2018,
ZA-00021082,ZAC0013018,02/05/2018 14:37,COMPLETE,04/05/2018 08:44,08/05/2018 20:51,07/05/2018,
ZA-00021083,ZAC0022995,02/05/2018 11:43,COMPLETE,03/05/2018 09:08,04/05/2018 11:13,06/05/2018,
ZA-00021084,ZAC0007736,02/05/2018 11:52,DISPATCHED,02/05/2018 23:27,,05/05/2018,
ZA-00021085,ZAC0004384,02/05/2018 11:58,COMPLETE,05/05/2018 07:10,08/05/2018 17:26,09/05/2018,
ZA-00021086,ZAC0020418,02/05/2018 06:10,COMPLETE,03/05/2018 16:42,13/05/2018 03:13,07/05/2018,WELCOME10
ZA-00021087,ZAC0019337,02/05/2018 22:36,COMPLETE,05/05/2018 15:28,08/05/2018 07:32,12/05/2018,
ZA-00021088,ZAC0016372,02/05/2018 20:31,COMPLETE,05/05/2018 12:04,06/05/2018 01:52,10/05/2018,
ZA-00021089,ZAC0011259,02/05/2018 20:53,COMPLETE,06/05/2018 07:10,14/05/2018 18:10,10/05/2018,
ZA-00021090,ZAC0008267,02/05/2018 22:05,COMPLETE,08/05/2018 03:43,11/05/2018 03:06,12/05/2018,FLASH25
ZA-00021091,ZAC0019906,02/05/2018 21:25,COMPLETE,06/05/2018 05:58,11/05/2018 04:20,11/05/2018,
ZA-00021092,ZAC0000633,02/05/2018 22:13,COMPLETE,05/05/2018 11:55,08/05/2018 23:22,12/05/2018,
ZA-00021093,ZAC0021491,02/05/2018 07:20,COMPLETE,03/05/2018 19:16,17/05/2018 16:10,08/05/2018,
ZA-00021094,ZAC0020125,02/05/2018 15:32,COMPLETE,02/05/2018 17:14,05/05/2018 22:57,05/05/2018,BULK20
ZA-00021095,ZAC0020756,02/05/2018 07:37,COMPLETE,05/05/2018 10:32,07/05/2018 07:13,08/05/2018,LOYAL5
ZA-00021096,ZAC0001785,02/05/2018 11:14,COMPLETE,09/05/2018 00:32,11/05/2018 05:21,13/05/2018,
ZA-00021097,ZAC0012897,02/05/2018 17:23,COMPLETE,04/05/2018 16:10,06/05/2018 21:39,08/05/2018,
ZA-00021098,ZAC0010218,02/05/2018 17:11,DISPATCHED,03/05/2018 19:40,,10/05/2018,
ZA-00021099,ZAC0001687,02/05/2018 13:40,COMPLETE,04/05/2018 15:41,10/05/2018 18:41,07/05/2018,
ZA-00021100,ZAC0009813,02/05/2018 17:18,COMPLETE,04/05/2018 10:41,06/05/2018 18:37,07/05/2018,LOYAL5
ZA-00021101,ZAC0007441,02/05/2018 12:57,COMPLETE,04/05/2018 10:58,14/05/2018 03:05,11/05/2018,
ZA-00021102,ZAC0004525,02/05/2018 13:40,COMPLETE,05/05/2018 04:33,09/05/2018 15:32,09/05/2018,
ZA-00021103,ZAC0011782,02/05/2018 15:06,COMPLETE,06/05/2018 06:54,11/05/2018 05:03,10/05/2018,
ZA-00021104,ZAC0021891,02/05/2018 15:44,COMPLETE,05/05/2018 21:12,06/05/2018 13:11,12/05/2018,WELCOME10
ZA-00021105,ZAC0008219,02/05/2018 13:32,COMPLETE,03/05/2018 22:27,05/05/2018 22:12,07/05/2018,
ZA-00021106,ZAC0003822,02/05/2018 16:31,COMPLETE,03/05/2018 12:55,09/05/2018 21:00,08/05/2018,
ZA-00021107,ZAC0003278,02/05/2018 21:07,COMPLETE,04/05/2018 04:42,05/05/2018 07:25,09/05/2018,
ZA-00021108,ZAC0005438,02/05/2018 07:49,COMPLETE,05/05/2018 10:51,11/05/2018 04:12,08/05/2018,
ZA-00021109,ZAC0019913,02/05/2018 15:05,COMPLETE,04/05/2018 16:00,06/05/2018 07:26,09/05/2018,LOYAL5
ZA-00021110,ZAC0023686,02/05/2018 22:52,COMPLETE,06/05/2018 06:27,10/05/2018 15:14,10/05/2018,
ZA-00021111,ZAC0022523,02/05/2018 16:16,COMPLETE,03/05/2018 19:03,11/05/2018 05:05,06/05/2018,
ZA-00021112,ZAC0003832,02/05/2018 16:08,COMPLETE,10/05/2018 18:01,13/05/2018 06:38,14/05/2018,
ZA-00021113,ZAC0008773,03/05/2018 19:11,COMPLETE,04/05/2018 07:17,09/05/2018 14:36,08/05/2018,BULK20
ZA-00021114,ZAC0022367,03/05/2018 15:30,COMPLETE,04/05/2018 22:54,14/05/2018 08:07,14/05/2018,
ZA-00021115,ZAC0006608,03/05/2018 17:26,COMPLETE,04/05/2018 18:54,09/05/2018 00:58,09/05/2018,
ZA-00021116,ZAC0002204,03/05/2018 18:10,COMPLETE,06/05/2018 09:17,11/05/2018 17:22,10/05/2018,
ZA-00021117,ZAC0014676,03/05/2018 16:03,COMPLETE,05/05/2018 00:22,11/05/2018 05:10,10/05/2018,WELCOME10
ZA-00021118,ZAC0001635,03/05/2018 12:44,COMPLETE,03/05/2018 19:49,14/05/2018 05:43,07/05/2018,
ZA-00021119,ZAC0001329,03/05/2018 12:34,COMPLETE,04/05/2018 06:55,07/05/2018 02:11,08/05/2018,
ZA-00021120,ZAC0009095,03/05/2018 08:39,COMPLETE,05/05/2018 20:41,11/05/2018 17:34,10/05/2018,
ZA-00021121,ZAC0000038,03/05/2018 20:35,COMPLETE,04/05/2018 18:48,06/05/2018 04:59,07/05/2018,
ZA-00021122,ZAC0000172,03/05/2018 14:56,CANCELLED,,,,
ZA-00021123,ZAC0022326,03/05/2018 07:08,COMPLETE,04/05/2018 05:56,11/05/2018 14:46,07/05/2018,FREESHIP
ZA-00021124,ZAC0013934,03/05/2018 17:41,COMPLETE,08/05/2018 01:25,13/05/2018 07:20,13/05/2018,
ZA-00021125,ZAC0013377,03/05/2018 06:20,COMPLETE,06/05/2018 15:27,11/05/2018 12:19,13/05/2018,
ZA-00021126,ZAC0018340,03/05/2018 13:57,COMPLETE,05/05/2018 20:38,13/05/2018 01:26,10/05/2018,
ZA-00021127,ZAC0006416,03/05/2018 17:19,COMPLETE,04/05/2018 18:30,09/05/2018 23:08,07/05/2018,
ZA-00021128,ZAC0013027,03/05/2018 06:16,COMPLETE,04/05/2018 12:41,07/05/2018 01:04,07/05/2018,
ZA-00021129,ZAC0005459,03/05/2018 08:23,COMPLETE,04/05/2018 17:08,13/05/2018 16:05,08/05/2018,
ZA-00021130,ZAC0009702,03/05/2018 21:18,COMPLETE,05/05/2018 10:00,13/05/2018 05:45,09/05/2018,
ZA-00021131,ZAC0022131,03/05/2018 06:05,COMPLETE,04/05/2018 18:21,08/05/2018 21:04,08/05/2018,FLASH25
ZA-00021132,ZAC0023339,03/05/2018 15:06,COMPLETE,03/05/2018 23:10,06/05/2018 16:22,08/05/2018,FLASH25
ZA-00021133,ZAC0007679,03/05/2018 18:09,COMPLETE,04/05/2018 11:26,15/05/2018 15:01,08/05/2018,FREESHIP
ZA-00021134,ZAC0010048,03/05/2018 21:13,COMPLETE,04/05/2018 19:45,10/05/2018 07:53,08/05/2018,
ZA-00021135,ZAC0014820,03/05/2018 17:22,COMPLETE,04/05/2018 07:52,06/05/2018 19:32,09/05/2018,
ZA-00021136,ZAC0016090,03/05/2018 17:59,COMPLETE,05/05/2018 04:56,07/05/2018 16:13,08/05/2018,
ZA-00021137,ZAC0001433,03/05/2018 15:24,COMPLETE,05/05/2018 15:44,10/05/2018 03:41,09/05/2018,
ZA-00021138,ZAC0007568,03/05/2018 10:57,COMPLETE,08/05/2018 06:42,12/05/2018 13:53,15/05/2018,
ZA-00021139,ZAC0003703,03/05/2018 06:13,COMPLETE,06/05/2018 16:32,09/05/2018 17:15,10/05/2018,
ZA-00021140,ZAC0004466,03/05/2018 16:17,COMPLETE,06/05/2018 17:04,07/05/2018 13:02,09/05/2018,
ZA-00021141,ZAC0003705,03/05/2018 13:06,COMPLETE,05/05/2018 10:00,06/05/2018 22:23,10/05/2018,
ZA-00021142,ZAC0005692,03/05/2018 17:56,COMPLETE,05/05/2018 03:46,06/05/2018 14:55,09/05/2018,
ZA-00021143,ZAC0014650,03/05/2018 16:23,COMPLETE,03/05/2018 20:16,09/05/2018 16:23,07/05/2018,FLASH25
ZA-00021144,ZAC0006195,03/05/2018 21:35,COMPLETE,07/05/2018 18:15,11/05/2018 13:16,14/05/2018,
ZA-00021145,ZAC0010831,03/05/2018 12:16,COMPLETE,04/05/2018 16:35,06/05/2018 15:28,09/05/2018,LOYAL5
ZA-00021146,ZAC0015064,03/05/2018 08:06,COMPLETE,04/05/2018 00:12,05/05/2018 15:59,09/05/2018,
ZA-00021147,ZAC0000962,03/05/2018 17:13,COMPLETE,07/05/2018 05:16,11/05/2018 10:28,11/05/2018,
ZA-00021148,ZAC0019190,03/05/2018 12:14,DISPATCHED,04/05/2018 21:21,,07/05/2018,WINTER15
ZA-00021149,ZAC0021371,03/05/2018 06:10,RETURNED,05/05/2018 12:23,17/05/2018 11:39,09/05/2018,LOYAL5
ZA-00021150,ZAC0003098,03/05/2018 15:25,COMPLETE,05/05/2018 16:51,11/05/2018 19:21,12/05/2018,
ZA-00021151,ZAC0005784,03/05/2018 13:15,COMPLETE,06/05/2018 22:19,14/05/2018 13:25,10/05/2018,
ZA-00021152,ZAC0007159,03/05/2018 19:04,COMPLETE,04/05/2018 00:56,07/05/2018 17:00,11/05/2018,WINTER15
ZA-00021153,ZAC0020166,03/05/2018 16:48,COMPLETE,05/05/2018 06:46,16/05/2018 09:25,10/05/2018,
ZA-00021154,ZAC0004349,03/05/2018 13:18,COMPLETE,05/05/2018 23:09,11/05/2018 09:11,10/05/2018,
ZA-00021155,ZAC0020128,03/05/2018 06:19,COMPLETE,03/05/2018 20:21,07/05/2018 02:36,07/05/2018,
ZA-00021156,ZAC0009408,03/05/2018 15:50,COMPLETE,05/05/2018 12:26,08/05/2018 00:31,10/05/2018,LOYAL5
ZA-00021157,ZAC0010303,03/05/2018 21:24,COMPLETE,04/05/2018 21:55,10/05/2018 18:22,11/05/2018,
ZA-00021158,ZAC0021780,03/05/2018 11:33,COMPLETE,05/05/2018 09:37,19/05/2018 05:51,08/05/2018,
ZA-00021159,ZAC0023369,03/05/2018 22:50,COMPLETE,05/05/2018 21:03,09/05/2018 03:24,12/05/2018,
ZA-00021160,ZAC0006824,03/05/2018 12:52,COMPLETE,06/05/2018 11:30,09/05/2018 03:12,16/05/2018,LOYAL5
ZA-00021161,ZAC0022139,03/05/2018 13:37,COMPLETE,05/05/2018 06:39,18/05/2018 03:27,10/05/2018,
ZA-00021162,ZAC0013008,03/05/2018 11:49,COMPLETE,04/05/2018 00:06,06/05/2018 09:06,09/05/2018,WELCOME10
ZA-00021163,ZAC0011743,03/05/2018 12:45,COMPLETE,04/05/2018 00:42,09/05/2018 20:14,09/05/2018,
ZA-00021164,ZAC0004700,03/05/2018 17:12,COMPLETE,05/05/2018 14:28,13/05/2018 16:24,10/05/2018,
ZA-00021165,ZAC0003735,03/05/2018 18:46,COMPLETE,13/05/2018 23:03,23/05/2018 08:54,16/05/2018,
ZA-00021166,ZAC0022209,03/05/2018 22:14,COMPLETE,07/05/2018 05:42,08/05/2018 06:30,17/05/2018,
ZA-00021167,ZAC0018306,03/05/2018 21:44,COMPLETE,06/05/2018 15:48,08/05/2018 02:19,09/05/2018,
ZA-00021168,ZAC0016134,03/05/2018 12:52,COMPLETE,04/05/2018 19:09,07/05/2018 02:49,11/05/2018,
ZA-00021169,ZAC0003700,03/05/2018 21:19,COMPLETE,06/05/2018 14:05,10/05/2018 02:45,10/05/2018,
ZA-00021170,ZAC0017873,03/05/2018 20:12,COMPLETE,07/05/2018 04:11,09/05/2018 08:37,10/05/2018,
ZA-00021171,ZAC0005699,03/05/2018 11:46,COMPLETE,05/05/2018 07:20,07/05/2018 21:43,09/05/2018,
ZA-00021172,ZAC0010807,03/05/2018 08:55,COMPLETE,05/05/2018 16:51,10/05/2018 06:54,12/05/2018,FLASH25
ZA-00021173,ZAC0013821,03/05/2018 11:16,CANCELLED,,,,FREESHIP
ZA-00021174,ZAC0017966,03/05/2018 11:34,COMPLETE,09/05/2018 17:57,14/05/2018 04:19,19/05/2018,
ZA-00021175,ZAC0001149,03/05/2018 21:21,COMPLETE,06/05/2018 16:37,10/05/2018 07:59,09/05/2018,WELCOME10
ZA-00021176,ZAC0007611,03/05/2018 13:50,COMPLETE,05/05/2018 05:09,14/05/2018 06:13,15/05/2018,WINTER15
ZA-00021177,ZAC0020208,03/05/2018 13:02,COMPLETE,04/05/2018 02:58,13/05/2018 10:39,09/05/2018,
ZA-00021178,ZAC0021238,04/05/2018 08:28,COMPLETE,06/05/2018 12:05,09/05/2018 08:01,16/05/2018,
ZA-00021179,ZAC0009434,04/05/2018 08:20,COMPLETE,06/05/2018 02:50,11/05/2018 06:01,10/05/2018,WINTER15
ZA-00021180,ZAC0011989,04/05/2018 10:18,COMPLETE,06/05/2018 18:41,09/05/2018 04:06,10/05/2018,
ZA-00021181,ZAC0001228,04/05/2018 16:52,COMPLETE,05/05/2018 03:13,08/05/2018 00:39,12/05/2018,
ZA-00021182,ZAC0019221,04/05/2018 10:34,COMPLETE,06/05/2018 15:31,13/05/2018 02:12,09/05/2018,
ZA-00021183,ZAC0006742,04/05/2018 16:00,COMPLETE,07/05/2018 02:15,08/05/2018 15:57,11/05/2018,LOYAL5
ZA-00021184,ZAC0016906,04/05/2018 20:34,COMPLETE,06/05/2018 20:03,09/05/2018 19:27,10/05/2018,
ZA-00021185,ZAC0015170,04/05/2018 12:26,COMPLETE,06/05/2018 09:13,15/05/2018 05:09,11/05/2018,WELCOME10
ZA-00021186,ZAC0007100,04/05/2018 15:35,CANCELLED,,,,BULK20
ZA-00021187,ZAC0023248,04/05/2018 10:25,COMPLETE,05/05/2018 05:00,09/05/2018 14:48,08/05/2018,LOYAL5
ZA-00021188,ZAC0004678,04/05/2018 12:53,COMPLETE,05/05/2018 19:37,09/05/2018 15:17,12/05/2018,
ZA-00021189,ZAC0010559,04/05/2018 08:27,COMPLETE,06/05/2018 07:46,08/05/2018 14:54,10/05/2018,
ZA-00021190,ZAC0011287,04/05/2018 17:01,COMPLETE,06/05/2018 22:45,12/05/2018 18:59,13/05/2018,WINTER15
ZA-00021191,ZAC0023845,04/05/2018 12:49,COMPLETE,06/05/2018 13:56,19/05/2018 18:27,09/05/2018,
ZA-00021192,ZAC0016973,04/05/2018 13:05,COMPLETE,08/05/2018 07:15,11/05/2018 20:30,11/05/2018,
ZA-00021193,ZAC0021807,04/05/2018 17:51,COMPLETE,07/05/2018 17:35,13/05/2018 17:33,10/05/2018,WELCOME10
ZA-00021194,ZAC0019143,04/05/2018 12:52,COMPLETE,07/05/2018 03:26,09/05/2018 17:37,10/05/2018,
ZA-00021195,ZAC0007084,04/05/2018 21:13,COMPLETE,07/05/2018 17:23,10/05/2018 05:47,12/05/2018,
ZA-00021196,ZAC0002833,04/05/2018 18:21,COMPLETE,05/05/2018 22:19,11/05/2018 13:54,08/05/2018,
ZA-00021197,ZAC0022833,04/05/2018 15:45,COMPLETE,05/05/2018 07:39,07/05/2018 19:36,10/05/2018,
ZA-00021198,ZAC0015735,04/05/2018 17:05,COMPLETE,05/05/2018 07:08,10/05/2018 14:07,08/05/2018,BULK20
ZA-00021199,ZAC0014468,04/05/2018 21:25,COMPLETE,06/05/2018 15:05,11/05/2018 17:31,11/05/2018,
ZA-00021200,ZAC0022078,04/05/2018 14:12,COMPLETE,06/05/2018 12:46,14/05/2018 20:18,11/05/2018,WINTER15
ZA-00021201,ZAC0003271,04/05/2018 10:16,COMPLETE,05/05/2018 22:14,10/05/2018 14:48,12/05/2018,
ZA-00021202,ZAC0022650,04/05/2018 07:38,COMPLETE,08/05/2018 14:16,12/05/2018 06:57,13/05/2018,
ZA-00021203,ZAC0017161,04/05/2018 13:30,COMPLETE,05/05/2018 12:40,08/05/2018 03:30,12/05/2018,
ZA-00021204,ZAC0015819,04/05/2018 17:22,COMPLETE,05/05/2018 16:02,11/05/2018 18:29,10/05/2018,WINTER15
ZA-00021205,ZAC0016315,04/05/2018 10:52,COMPLETE,06/05/2018 03:21,08/05/2018 06:02,09/05/2018,
ZA-00021206,ZAC0011314,04/05/2018 15:00,COMPLETE,05/05/2018 16:50,08/05/2018 12:17,10/05/2018,
