api_call_id,source_name,call_key,base_url,relative_url,landing_folder,landing_file,is_active
23,weather_openmeteo,BR-PE,https://archive-api.open-meteo.com,"/v1/archive?latitude=-8.0476&longitude=-34.877&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_pe.json,True
24,weather_openmeteo,BR-PI,https://archive-api.open-meteo.com,"/v1/archive?latitude=-5.0892&longitude=-42.8019&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_pi.json,True
25,weather_openmeteo,BR-RJ,https://archive-api.open-meteo.com,"/v1/archive?latitude=-22.9068&longitude=-43.1729&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_rj.json,True
26,weather_openmeteo,BR-RN,https://archive-api.open-meteo.com,"/v1/archive?latitude=-5.7945&longitude=-35.211&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_rn.json,True
27,weather_openmeteo,BR-RS,https://archive-api.open-meteo.com,"/v1/archive?latitude=-30.0346&longitude=-51.2177&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_rs.json,True
28,weather_openmeteo,BR-RO,https://archive-api.open-meteo.com,"/v1/archive?latitude=-8.7619&longitude=-63.9039&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_ro.json,True
29,weather_openmeteo,BR-RR,https://archive-api.open-meteo.com,"/v1/archive?latitude=2.8235&longitude=-60.6758&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_rr.json,True
30,weather_openmeteo,BR-SC,https://archive-api.open-meteo.com,"/v1/archive?latitude=-27.5954&longitude=-48.548&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_sc.json,True
31,weather_openmeteo,BR-SP,https://archive-api.open-meteo.com,"/v1/archive?latitude=-23.5505&longitude=-46.6333&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_sp.json,True
32,weather_openmeteo,BR-SE,https://archive-api.open-meteo.com,"/v1/archive?latitude=-10.9472&longitude=-37.0731&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_se.json,True
33,weather_openmeteo,BR-TO,https://archive-api.open-meteo.com,"/v1/archive?latitude=-10.1689&longitude=-48.3317&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_br_to.json,True
34,weather_openmeteo,ZA-GP,https://archive-api.open-meteo.com,"/v1/archive?latitude=-26.2041&longitude=28.0473&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_gp.json,True
35,weather_openmeteo,ZA-WC,https://archive-api.open-meteo.com,"/v1/archive?latitude=-33.9249&longitude=18.4241&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_wc.json,True
36,weather_openmeteo,ZA-KZN,https://archive-api.open-meteo.com,"/v1/archive?latitude=-29.8587&longitude=31.0218&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_kzn.json,True
37,weather_openmeteo,ZA-EC,https://archive-api.open-meteo.com,"/v1/archive?latitude=-33.9608&longitude=25.6022&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_ec.json,True
38,weather_openmeteo,ZA-FS,https://archive-api.open-meteo.com,"/v1/archive?latitude=-29.0852&longitude=26.1596&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_fs.json,True
39,weather_openmeteo,ZA-LP,https://archive-api.open-meteo.com,"/v1/archive?latitude=-23.9045&longitude=29.4689&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_lp.json,True
40,weather_openmeteo,ZA-MP,https://archive-api.open-meteo.com,"/v1/archive?latitude=-25.4753&longitude=30.9694&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_mp.json,True
41,weather_openmeteo,ZA-NW,https://archive-api.open-meteo.com,"/v1/archive?latitude=-25.856&longitude=25.6403&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_nw.json,True
42,weather_openmeteo,ZA-NC,https://archive-api.open-meteo.com,"/v1/archive?latitude=-28.7282&longitude=24.7499&start_date=2017-01-01&end_date=2018-10-31&daily=precipitation_sum,wind_speed_10m_max,temperature_2m_max&timezone=auto",bronze/reference/weather,weather_za_nc.json,True
