buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000941,b8a94015cbbd056a,6035,Port Elizabeth,Eastern Cape,21/05/2018,paid_search
ZAC0000952,e43dc683de2327e7,9358,Bloemfontein,Free State,30/05/2018,email
ZAC0000954,bc1d38bdf56282b8,6019,Port Elizabeth,Eastern Cape,03/05/2018,paid_search
ZAC0000987,0c35f84f0b61b954,203,Centurion,Gauteng,12/05/2018,referral
ZAC0001052,eaad834240315ffb,2007,Johannesburg,Gauteng,26/05/2018,organic
ZAC0001078,e20a27de2d79fd87,4024,Durban,KwaZulu-Natal,09/05/2018,organic
ZAC0001103,3f91553017b65a85,7646,Stellenbosch,Western Cape,29/05/2018,organic
ZAC0001110,6f01deedeeca57e3,1221,Nelspruit,Mpumalanga,02/05/2018,social
ZAC0001149,cb2ecef4a98450b2,9349,Bloemfontein,Free State,17/05/2018,organic
ZAC0001153,67808fb6603839d1,742,Polokwane,Limpopo,03/05/2018,email
ZAC0001155,1b00bb61d2fe7ebd,9331,Bloemfontein,Free State,25/05/2018,affiliate
ZAC0001215,3f84d9860906a590,756,Polokwane,Limpopo,22/05/2018,email
ZAC0001268,89e57a6642eb00f2,8017,Cape Town,Western Cape,27/05/2018,paid_search
ZAC0001269,afc7d0336eea8664,8303,Kimberley,Northern Cape,19/05/2018,organic
ZAC0001288,93f4b4cd97f6f47b,3234,Pietermaritzburg,KwaZulu-Natal,18/05/2018,organic
ZAC0001311,662a7b38d6d9c3d1,754,Polokwane,Limpopo,17/05/2018,referral
ZAC0001313,9c42c47470ea74f0,5246,East London,Eastern Cape,26/05/2018,paid_search
ZAC0001329,15ea2646822d8ebf,8009,Cape Town,Western Cape,24/05/2018,paid_search
ZAC0001351,de388e6c392f7b57,1200,Nelspruit,Mpumalanga,22/05/2018,organic
ZAC0001360,c54544f38d3d79b3,5216,East London,Eastern Cape,25/05/2018,organic
ZAC0001379,8d9f6dd1b1c61cd3,9314,Bloemfontein,Free State,03/05/2018,email
ZAC0001388,802c2c42240f29c5,755,Polokwane,Limpopo,20/05/2018,organic
ZAC0001414,ef6b72aca020eb43,2036,Johannesburg,Gauteng,14/05/2018,email
ZAC0001416,f74f4a41044674f6,4028,Durban,KwaZulu-Natal,02/05/2018,organic
ZAC0001424,601f0659df6eb2e7,6047,Port Elizabeth,Eastern Cape,11/05/2018,social
ZAC0001433,da1f443c5c953674,2006,Johannesburg,Gauteng,14/05/2018,social
ZAC0001436,91678ef0040a6555,35,Pretoria,Gauteng,12/05/2018,organic
ZAC0001470,81ac49d4f6270977,710,Polokwane,Limpopo,26/05/2018,organic
ZAC0001485,c90263ff48e62633,9308,Bloemfontein,Free State,23/05/2018,email
ZAC0001490,441aebb346ffac3e,9304,Bloemfontein,Free State,19/05/2018,referral
ZAC0001502,8766bc38c4230220,3260,Pietermaritzburg,KwaZulu-Natal,26/05/2018,paid_search
ZAC0001506,4a687b420405dc09,2031,Johannesburg,Gauteng,22/05/2018,social
ZAC0001537,d28745528a1207c5,354,Rustenburg,North West,07/05/2018,organic
ZAC0001541,644b4790194bc1f2,5218,East London,Eastern Cape,01/05/2018,organic
ZAC0001657,930d7fd30dbcaa42,4023,Durban,KwaZulu-Natal,24/05/2018,organic
ZAC0001679,ce82202483a803fb,308,Rustenburg,North West,19/05/2018,paid_search
ZAC0001692,a520f36b71cd39a5,737,Polokwane,Limpopo,19/05/2018,organic
ZAC0001719,86408c7770e2aa1a,2018,Johannesburg,Gauteng,27/05/2018,paid_search
ZAC0001729,b2c00db13c3d4317,8313,Kimberley,Northern Cape,15/05/2018,organic
ZAC0001745,8d7b713eb7510367,8,Pretoria,Gauteng,07/05/2018,paid_search
ZAC0001746,d9a3a72b3b64e859,6011,Port Elizabeth,Eastern Cape,21/05/2018,email
ZAC0001776,aba3af0590a4baea,1839,Soweto,Gauteng,14/05/2018,referral
ZAC0001778,3c4d4b11bf420e4c,322,Rustenburg,North West,16/05/2018,affiliate
ZAC0001780,839d33bd911c9eeb,5238,East London,Eastern Cape,26/05/2018,social
ZAC0001783,22219ab296c4ef82,2243,Sandton,Gauteng,30/05/2018,social
ZAC0001792,bbb2c9c428907f57,331,Rustenburg,North West,23/05/2018,email
ZAC0001810,af6f8a841b5b7108,8040,Cape Town,Western Cape,28/05/2018,referral
ZAC0001834,2e0ce316d967d9b4,8341,Kimberley,Northern Cape,11/05/2018,organic
ZAC0001838,a38c9d13e6f1a5a3,3202,Pietermaritzburg,KwaZulu-Natal,11/05/2018,email
ZAC0001871,d8f2adcbc5c9dcc7,8343,Kimberley,Northern Cape,10/05/2018,organic
ZAC0001874,aaee2f4eb049d27c,6040,Port Elizabeth,Eastern Cape,25/05/2018,social
ZAC0001882,54b33064d45c015d,4004,Durban,KwaZulu-Natal,02/05/2018,paid_search
ZAC0001903,7a5e02f46fdb6281,8348,Kimberley,Northern Cape,12/05/2018,social
ZAC0001914,bc4d1b99d4647496,5,Pretoria,Gauteng,14/05/2018,paid_search
ZAC0001941,5a04c28499114596,7618,Stellenbosch,Western Cape,30/05/2018,email
ZAC0002007,1fe40bcac74726e1,1254,Nelspruit,Mpumalanga,27/05/2018,organic
ZAC0002041,b53d0287c2e410fb,1206,Nelspruit,Mpumalanga,06/05/2018,organic
ZAC0002043,29ae9321746b3278,7644,Stellenbosch,Western Cape,13/05/2018,paid_search
ZAC0002044,c8b72d002dc4a2bf,2225,Sandton,Gauteng,06/05/2018,paid_search
ZAC0002053,0932187aea394272,335,Rustenburg,North West,03/05/2018,organic
ZAC0002066,6f3ee6d8be0472c3,8309,Kimberley,Northern Cape,13/05/2018,paid_search
ZAC0002078,97aeae7fcefdcffa,6025,Port Elizabeth,Eastern Cape,15/05/2018,affiliate
ZAC0002094,e8add22450fa3d43,5214,East London,Eastern Cape,08/05/2018,paid_search
ZAC0002111,1d875096ff429ed8,2228,Sandton,Gauteng,05/05/2018,paid_search
ZAC0002122,3b638b6fb3d3a09c,2054,Johannesburg,Gauteng,18/05/2018,email
ZAC0002126,c69dceb6127baaf8,29,Pretoria,Gauteng,29/05/2018,organic
ZAC0002160,545e9797f13d618d,6000,Port Elizabeth,Eastern Cape,25/05/2018,paid_search
ZAC0002169,f587f62e0f68fe07,5211,East London,Eastern Cape,12/05/2018,organic
ZAC0002177,e84449c6f4da4b5d,8341,Kimberley,Northern Cape,22/05/2018,paid_search
ZAC0002187,0951bd7eafd6fbc5,3246,Pietermaritzburg,KwaZulu-Natal,29/05/2018,social
ZAC0002189,eb963eb39da6b76b,2008,Johannesburg,Gauteng,22/05/2018,organic
ZAC0002222,af0221a75d744fbc,311,Rustenburg,North West,07/05/2018,paid_search
ZAC0002232,f03d9ff640e36150,711,Polokwane,Limpopo,09/05/2018,paid_search
ZAC0002261,13cc9bb08fd48fd5,5200,East London,Eastern Cape,04/05/2018,social
ZAC0002293,4516013bb3876f9d,1201,Nelspruit,Mpumalanga,08/05/2018,affiliate
ZAC0002294,9195ca68bbb7a363,1243,Nelspruit,Mpumalanga,24/05/2018,email
ZAC0002316,a1ebbb5975ea1e60,8305,Kimberley,Northern Cape,31/05/2018,social
ZAC0002344,2d876ae4d8080e21,1212,Nelspruit,Mpumalanga,19/05/2018,organic
ZAC0002346,345b6227eb8215c2,6003,Port Elizabeth,Eastern Cape,12/05/2018,social
ZAC0002372,3236863b1a7a47d5,8335,Kimberley,Northern Cape,30/05/2018,email
ZAC0002388,a803221a89d03716,53,Pretoria,Gauteng,21/05/2018,social
ZAC0002403,d95641d98dade278,1849,Soweto,Gauteng,07/05/2018,social
ZAC0002418,a45eaaa4f156cc6c,3218,Pietermaritzburg,KwaZulu-Natal,08/05/2018,paid_search
ZAC0002421,105a2f82f53d39d2,2002,Johannesburg,Gauteng,10/05/2018,organic
ZAC0002424,a47db6270584af38,318,Rustenburg,North West,03/05/2018,email
ZAC0002426,61f9c73b6fa4260e,5202,East London,Eastern Cape,10/05/2018,organic
ZAC0002427,88dd55785afbb279,759,Polokwane,Limpopo,31/05/2018,social
ZAC0002433,923405a75affdd2a,8047,Cape Town,Western Cape,08/05/2018,email
ZAC0002461,cfe064a8e7946f34,3225,Pietermaritzburg,KwaZulu-Natal,09/05/2018,email
ZAC0002519,6be3cca939a19efe,713,Polokwane,Limpopo,23/05/2018,paid_search
ZAC0002526,26e2994902146aec,711,Polokwane,Limpopo,03/05/2018,organic
ZAC0002546,f90d523be55272a8,4036,Durban,KwaZulu-Natal,19/05/2018,paid_search
ZAC0002547,df429a2f8b376ccb,5203,East London,Eastern Cape,03/05/2018,referral
ZAC0002556,400bb81bad613cd5,5255,East London,Eastern Cape,26/05/2018,referral
ZAC0002557,fbee77bf0ddb7085,8,Pretoria,Gauteng,17/05/2018,paid_search
ZAC0002564,51d914c204c8d561,5210,East London,Eastern Cape,28/05/2018,affiliate
ZAC0002600,1c67210e398524ee,2232,Sandton,Gauteng,23/05/2018,organic
ZAC0002601,52250b270d25596a,6039,Port Elizabeth,Eastern Cape,13/05/2018,paid_search
ZAC0002619,b9ff53af7efd052b,7609,Stellenbosch,Western Cape,25/05/2018,organic
ZAC0002630,09f0e99ff2ee287b,1255,Nelspruit,Mpumalanga,03/05/2018,social
ZAC0002642,8b424a1126de0c59,7610,Stellenbosch,Western Cape,21/05/2018,organic
ZAC0002680,da15c19d77d47e10,7628,Stellenbosch,Western Cape,03/05/2018,social
ZAC0002698,bdea17702d02832d,1827,Soweto,Gauteng,10/05/2018,paid_search
ZAC0002699,b7c6b02067af6874,4030,Durban,KwaZulu-Natal,13/05/2018,referral
ZAC0002700,9465375557af671d,8309,Kimberley,Northern Cape,27/05/2018,organic
ZAC0002724,9ae09e0d42da2b86,25,Pretoria,Gauteng,07/05/2018,organic
ZAC0002759,df8a1be7e33d5dd0,3234,Pietermaritzburg,KwaZulu-Natal,17/05/2018,paid_search
ZAC0002765,2eca6c522f93ded3,8347,Kimberley,Northern Cape,07/05/2018,paid_search
ZAC0002769,cd26ec74297fe316,8336,Kimberley,Northern Cape,21/05/2018,referral
ZAC0002787,ea45e07b5b05dfad,755,Polokwane,Limpopo,21/05/2018,organic
ZAC0002792,d5e5ccd0dabdaf99,50,Pretoria,Gauteng,08/05/2018,referral
ZAC0002819,3e986eecd0c27eba,8034,Cape Town,Western Cape,30/05/2018,email
ZAC0002831,bdf3b5e32cd310a6,1241,Nelspruit,Mpumalanga,24/05/2018,social
ZAC0002892,cd805a126b3a65dd,2059,Johannesburg,Gauteng,15/05/2018,email
ZAC0002895,fe8fab34842cb12a,2029,Johannesburg,Gauteng,08/05/2018,organic
ZAC0002899,b77bfb3c3a75b134,327,Rustenburg,North West,03/05/2018,paid_search
ZAC0002919,c0951067a8071d6e,5219,East London,Eastern Cape,04/05/2018,affiliate
ZAC0002927,83355a2be847b003,2249,Sandton,Gauteng,29/05/2018,organic
ZAC0002937,de807f00b3d05bb8,8011,Cape Town,Western Cape,16/05/2018,referral
ZAC0002955,9e33457491e6e8dc,3254,Pietermaritzburg,KwaZulu-Natal,09/05/2018,paid_search
ZAC0002960,3baac873b5a29fca,5215,East London,Eastern Cape,29/05/2018,social
ZAC0002967,49676e8714ce8f8f,5207,East London,Eastern Cape,17/05/2018,email
ZAC0002971,72bd3ab09167f256,3258,Pietermaritzburg,KwaZulu-Natal,26/05/2018,organic
ZAC0002995,cafb23361a2699b2,723,Polokwane,Limpopo,11/05/2018,affiliate
ZAC0002996,a2c19b95e1e8cc5a,6022,Port Elizabeth,Eastern Cape,20/05/2018,organic
ZAC0003001,4d0f702e84240e96,7648,Stellenbosch,Western Cape,05/05/2018,paid_search
ZAC0003006,802a9c8358cb6354,753,Polokwane,Limpopo,22/05/2018,paid_search
ZAC0003011,90ad2c81634e1238,7605,Stellenbosch,Western Cape,23/05/2018,paid_search
ZAC0003028,7f50532d474d618f,9318,Bloemfontein,Free State,01/05/2018,paid_search
ZAC0003053,219e3acba2ede0ea,8003,Cape Town,Western Cape,23/05/2018,social
ZAC0003064,b8de9c7a07ed05c9,1846,Soweto,Gauteng,16/05/2018,paid_search
ZAC0003091,e4cd768238ed3544,740,Polokwane,Limpopo,19/05/2018,email
ZAC0003111,2ed7ec3ae068a243,8324,Kimberley,Northern Cape,26/05/2018,organic
ZAC0003130,eb1655770165eb93,9359,Bloemfontein,Free State,24/05/2018,organic
ZAC0003140,0c70446c30678daf,4023,Durban,KwaZulu-Natal,12/05/2018,email
ZAC0003145,99bc1ebaffc2bbfc,9338,Bloemfontein,Free State,14/05/2018,affiliate
ZAC0003155,d8239d6157170f5e,1825,Soweto,Gauteng,23/05/2018,organic
ZAC0003165,26a74c9bb6b011e5,8007,Cape Town,Western Cape,27/05/2018,social
ZAC0003175,b023537f22fa6a4b,9343,Bloemfontein,Free State,17/05/2018,organic
ZAC0003186,151cbfc81b5071e0,344,Rustenburg,North West,04/05/2018,paid_search
ZAC0003194,f85844d3a7e2be8f,7647,Stellenbosch,Western Cape,31/05/2018,social
ZAC0003221,d69b51191fb4ae94,9329,Bloemfontein,Free State,02/05/2018,affiliate
ZAC0003242,6cfc474c103e6467,8030,Cape Town,Western Cape,16/05/2018,social
ZAC0003262,c1e8a31c7ac4391a,356,Rustenburg,North West,24/05/2018,affiliate
ZAC0003276,4154896bfe71f17c,3211,Pietermaritzburg,KwaZulu-Natal,30/05/2018,email
ZAC0003283,1d11993ac3ac0522,8012,Cape Town,Western Cape,30/05/2018,paid_search
ZAC0003285,5403d947bd55da76,4041,Durban,KwaZulu-Natal,20/05/2018,organic
ZAC0003315,d181b54c86decd21,8051,Cape Town,Western Cape,21/05/2018,affiliate
ZAC0003344,f67ec9606e192339,2026,Johannesburg,Gauteng,03/05/2018,organic
ZAC0003391,567f575dc01f1ce3,5250,East London,Eastern Cape,21/05/2018,referral
ZAC0003400,eb085b0d5b02b126,1812,Soweto,Gauteng,20/05/2018,organic
ZAC0003416,329e898c07b225a6,9357,Bloemfontein,Free State,10/05/2018,social
ZAC0003424,0d77ce0ceeff426e,5203,East London,Eastern Cape,15/05/2018,paid_search
ZAC0003436,6e0da18fee37c4f7,4008,Durban,KwaZulu-Natal,29/05/2018,referral
ZAC0003465,4217d3cb2b4a5513,2010,Johannesburg,Gauteng,31/05/2018,email
ZAC0003486,3ccb5c42155ad2dc,196,Centurion,Gauteng,27/05/2018,social
ZAC0003492,c3132ad5ed3e4578,8035,Cape Town,Western Cape,01/05/2018,referral
ZAC0003500,5c827245de65480c,3249,Pietermaritzburg,KwaZulu-Natal,26/05/2018,affiliate
ZAC0003504,44c88d23314f2399,6,Pretoria,Gauteng,16/05/2018,organic
ZAC0003544,6efe0af0744f3151,3254,Pietermaritzburg,KwaZulu-Natal,14/05/2018,referral
ZAC0003565,b4837e3b45dc89ab,37,Pretoria,Gauteng,28/05/2018,social
ZAC0003572,947a0094ec4be889,1215,Nelspruit,Mpumalanga,12/05/2018,paid_search
ZAC0003586,9b3d99da71a98d1e,6040,Port Elizabeth,Eastern Cape,19/05/2018,email
ZAC0003591,e91df4b1049af0da,1833,Soweto,Gauteng,27/05/2018,email
ZAC0003606,5afd998070c2ef12,2023,Johannesburg,Gauteng,07/05/2018,paid_search
ZAC0003610,e073d0b1f171cadd,3214,Pietermaritzburg,KwaZulu-Natal,28/05/2018,paid_search
ZAC0003627,90effbb47764740b,1256,Nelspruit,Mpumalanga,02/05/2018,organic
ZAC0003685,d97806685439fcf5,4031,Durban,KwaZulu-Natal,08/05/2018,email
ZAC0003700,0f712fb8c5178a17,2238,Sandton,Gauteng,18/05/2018,social
ZAC0003735,26ab0d8ddc77665a,9312,Bloemfontein,Free State,29/05/2018,social
ZAC0003736,e19accbc864412c5,3248,Pietermaritzburg,KwaZulu-Natal,12/05/2018,referral
ZAC0003743,45494418bcd44ac0,8036,Cape Town,Western Cape,06/05/2018,organic
ZAC0003768,dd8b59a714afefb9,9309,Bloemfontein,Free State,20/05/2018,organic
ZAC0003779,53883764643bb705,8024,Cape Town,Western Cape,29/05/2018,email
ZAC0003784,bf9abb21993ec3ab,353,Rustenburg,North West,06/05/2018,organic
ZAC0003787,f700c9c3ab885dc6,189,Centurion,Gauteng,14/05/2018,social
ZAC0003789,6d7f535082899e1d,3255,Pietermaritzburg,KwaZulu-Natal,23/05/2018,organic
ZAC0003793,7645dd17a6fcf345,8058,Cape Town,Western Cape,01/05/2018,social
ZAC0003808,2a18d226f67eb842,171,Centurion,Gauteng,27/05/2018,paid_search
ZAC0003817,108ac9efb25e4213,25,Pretoria,Gauteng,16/05/2018,organic
ZAC0003820,27f4e10519d941f0,6035,Port Elizabeth,Eastern Cape,03/05/2018,organic
ZAC0003882,f19b9390c1123f6d,7613,Stellenbosch,Western Cape,21/05/2018,referral
ZAC0003905,27899bb44e2a90a5,50,Pretoria,Gauteng,17/05/2018,referral
ZAC0003907,2bebff95b0a59053,7658,Stellenbosch,Western Cape,31/05/2018,paid_search
ZAC0003927,a06931cc88c33d79,9344,Bloemfontein,Free State,29/05/2018,social
ZAC0003948,49d5cbda9337cd25,6023,Port Elizabeth,Eastern Cape,16/05/2018,organic
ZAC0003983,37810ea3e6de683c,6012,Port Elizabeth,Eastern Cape,11/05/2018,referral
ZAC0003991,c4430e7653d1af86,724,Polokwane,Limpopo,23/05/2018,social
ZAC0003993,dcfc8ff399a05c1f,199,Centurion,Gauteng,13/05/2018,organic
ZAC0004052,2f0dc07f14fb7570,12,Pretoria,Gauteng,21/05/2018,social
ZAC0004106,704837191a10a95f,1240,Nelspruit,Mpumalanga,11/05/2018,social
ZAC0004111,d9ad43712c807bb4,7652,Stellenbosch,Western Cape,06/05/2018,paid_search
ZAC0004123,57e44974a9232d6c,1812,Soweto,Gauteng,01/05/2018,social
ZAC0004143,4449e5591196254e,185,Centurion,Gauteng,19/05/2018,paid_search
ZAC0004149,3803e66c5e84d977,2235,Sandton,Gauteng,20/05/2018,social
ZAC0004154,859906090d7c81da,336,Rustenburg,North West,15/05/2018,affiliate
ZAC0004165,b1d132d4044cfc64,335,Rustenburg,North West,16/05/2018,organic
ZAC0004168,654308b6704ab625,2027,Johannesburg,Gauteng,18/05/2018,social
ZAC0004170,4f4bb6da512b73b3,2019,Johannesburg,Gauteng,30/05/2018,social
ZAC0004175,74b6a048517f57f1,7627,Stellenbosch,Western Cape,26/05/2018,social
ZAC0004176,57d37b726fb8862e,9349,Bloemfontein,Free State,15/05/2018,organic
ZAC0004183,918468df0c78da33,2217,Sandton,Gauteng,18/05/2018,paid_search
ZAC0004197,bc26298f65fb5736,1813,Soweto,Gauteng,17/05/2018,social
ZAC0004198,2c7a9ac02994528e,6015,Port Elizabeth,Eastern Cape,02/05/2018,paid_search
ZAC0004205,4c8d1cfd10a77640,2053,Johannesburg,Gauteng,12/05/2018,organic
ZAC0004206,c7a4cecaf96e931c,55,Pretoria,Gauteng,08/05/2018,organic
ZAC0004216,86ddc16572b76d64,1249,Nelspruit,Mpumalanga,24/05/2018,paid_search
ZAC0004220,57d1b85c660ef80c,1248,Nelspruit,Mpumalanga,13/05/2018,referral
ZAC0004246,a33246a342ff691a,2232,Sandton,Gauteng,25/05/2018,paid_search
ZAC0004273,3c4079db79053872,7655,Stellenbosch,Western Cape,12/05/2018,email
ZAC0004285,92dac79ae284bcb9,4042,Durban,KwaZulu-Natal,15/05/2018,social
ZAC0004289,9a8e7a37ce407b14,350,Rustenburg,North West,10/05/2018,organic
ZAC0004319,f1c2e1bec9db8db6,2199,Sandton,Gauteng,28/05/2018,paid_search
ZAC0004351,ae77fb6ec1e9e45a,1819,Soweto,Gauteng,04/05/2018,affiliate
ZAC0004373,0c3c111436d703b0,161,Centurion,Gauteng,31/05/2018,organic
ZAC0004423,d6980e8b3febf099,5212,East London,Eastern Cape,02/05/2018,social
ZAC0004428,4af34ca361ed638f,712,Polokwane,Limpopo,22/05/2018,email
ZAC0004440,a39f406ed090ecd9,9349,Bloemfontein,Free State,25/05/2018,paid_search
ZAC0004454,6386035a6ab2d3cf,2220,Sandton,Gauteng,25/05/2018,organic
ZAC0004480,0e6d0d4b58a2f260,337,Rustenburg,North West,19/05/2018,email
ZAC0004513,3709cb0af3e5d5b8,168,Centurion,Gauteng,30/05/2018,email
ZAC0004518,bbff370e9c3640f7,5245,East London,Eastern Cape,26/05/2018,organic
ZAC0004522,45992ef6b840da70,6030,Port Elizabeth,Eastern Cape,29/05/2018,social
ZAC0004538,9f2589e8b0922c66,2235,Sandton,Gauteng,07/05/2018,paid_search
ZAC0004549,b267f230aeb5171a,714,Polokwane,Limpopo,05/05/2018,email
ZAC0004551,1a4bb79b2f5c9d25,7644,Stellenbosch,Western Cape,15/05/2018,social
ZAC0004573,7a1ef0de2e68a2a4,3248,Pietermaritzburg,KwaZulu-Natal,23/05/2018,affiliate
ZAC0004586,1d134531c71fb0d9,300,Rustenburg,North West,05/05/2018,paid_search
ZAC0004658,1308cdbdcb915a76,3245,Pietermaritzburg,KwaZulu-Natal,09/05/2018,email
ZAC0004660,7c01435ebf048d22,1838,Soweto,Gauteng,06/05/2018,referral
ZAC0004662,ca3b2f5fafee8d52,176,Centurion,Gauteng,30/05/2018,social
ZAC0004663,7f26b7ba87c2d98f,8310,Kimberley,Northern Cape,03/05/2018,organic
ZAC0004707,ffcae3d4903f4a79,5256,East London,Eastern Cape,01/05/2018,email
ZAC0004743,c41fc85b7e06b7b1,315,Rustenburg,North West,30/05/2018,paid_search
ZAC0004753,c497fd648f41697e,2205,Sandton,Gauteng,18/05/2018,referral
ZAC0004756,4013c724c251b6d9,170,Centurion,Gauteng,08/05/2018,email
ZAC0004760,11b9209a45899124,2251,Sandton,Gauteng,22/05/2018,paid_search
ZAC0004761,f0c5e1e4a84699ad,4051,Durban,KwaZulu-Natal,27/05/2018,paid_search
ZAC0004762,396642476865ea97,738,Polokwane,Limpopo,22/05/2018,social
