buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0002470,55be76da1a1c585b,2231,Sandton,Gauteng,10/08/2018,paid_search
ZAC0002496,72aae1ced77173f7,6021,Port Elizabeth,Eastern Cape,09/08/2018,organic
ZAC0002499,5d083df3e74430b6,356,Rustenburg,North West,25/08/2018,paid_search
ZAC0002505,f2359f06dfe4a6d2,1237,Nelspruit,Mpumalanga,04/08/2018,email
ZAC0002516,1664840968acd3ca,6000,Port Elizabeth,Eastern Cape,23/08/2018,organic
ZAC0002551,9b9a70ee2e7a5070,3248,Pietermaritzburg,KwaZulu-Natal,20/08/2018,referral
ZAC0002565,cf33c187d2c3f58a,5217,East London,Eastern Cape,31/08/2018,affiliate
ZAC0002586,375e05a76c4dbbee,3203,Pietermaritzburg,KwaZulu-Natal,17/08/2018,email
ZAC0002587,0b61e759991294d3,1213,Nelspruit,Mpumalanga,04/08/2018,organic
ZAC0002591,d4d2692c582d2f4b,341,Rustenburg,North West,20/08/2018,organic
ZAC0002605,607d51f34b10093b,164,Centurion,Gauteng,15/08/2018,referral
ZAC0002617,f905a3cd7e60eee4,2244,Sandton,Gauteng,21/08/2018,organic
ZAC0002621,b32690aae069ad83,2207,Sandton,Gauteng,24/08/2018,paid_search
ZAC0002652,9b108005b6cba6c2,5256,East London,Eastern Cape,22/08/2018,referral
ZAC0002653,d46fb101bda58e12,9301,Bloemfontein,Free State,19/08/2018,paid_search
ZAC0002657,9fa779a3e5837e75,2040,Johannesburg,Gauteng,09/08/2018,organic
ZAC0002658,68561f55d7609c3d,7653,Stellenbosch,Western Cape,08/08/2018,email
ZAC0002659,a64c52b73f7e00e7,1242,Nelspruit,Mpumalanga,12/08/2018,paid_search
ZAC0002684,8252a9fbd101c344,3229,Pietermaritzburg,KwaZulu-Natal,31/08/2018,email
ZAC0002691,b31bb0415e3dfba7,736,Polokwane,Limpopo,15/08/2018,referral
ZAC0002696,36090bb70c35b44a,8313,Kimberley,Northern Cape,31/08/2018,organic
ZAC0002712,b66a1fc6aa66f157,3209,Pietermaritzburg,KwaZulu-Natal,30/08/2018,social
ZAC0002716,3d17307b0c385fac,34,Pretoria,Gauteng,04/08/2018,social
ZAC0002752,0ede18038f502bf7,1863,Soweto,Gauteng,12/08/2018,email
ZAC0002756,5878e28a152f9a4e,1233,Nelspruit,Mpumalanga,30/08/2018,referral
ZAC0002771,381156bfceb10e52,7652,Stellenbosch,Western Cape,18/08/2018,email
ZAC0002777,b337e94f2afb2cfc,9332,Bloemfontein,Free State,07/08/2018,paid_search
ZAC0002798,e8e583aba0af5bad,2043,Johannesburg,Gauteng,02/08/2018,organic
ZAC0002817,06044a14aad6afe0,3220,Pietermaritzburg,KwaZulu-Natal,18/08/2018,social
ZAC0002845,ca9b6147bbc02f82,19,Pretoria,Gauteng,30/08/2018,organic
ZAC0002850,955e7a312bb60897,8037,Cape Town,Western Cape,26/08/2018,social
ZAC0002851,c387cf42d1ce97c1,339,Rustenburg,North West,09/08/2018,organic
ZAC0002872,8162526379db17dd,6015,Port Elizabeth,Eastern Cape,17/08/2018,email
ZAC0002881,ef0e742b7701b7b6,2020,Johannesburg,Gauteng,15/08/2018,organic
ZAC0002912,5a08553fb99a964b,2244,Sandton,Gauteng,15/08/2018,social
ZAC0002920,d2c795effd7a1bf4,1240,Nelspruit,Mpumalanga,26/08/2018,paid_search
ZAC0002922,100acbf84ab4dfd5,1842,Soweto,Gauteng,31/08/2018,social
ZAC0002961,cd6d88e0d50a571c,2217,Sandton,Gauteng,11/08/2018,social
ZAC0002966,3407fcf186c31685,5234,East London,Eastern Cape,14/08/2018,organic
ZAC0002975,f603a6d6eebde60b,8002,Cape Town,Western Cape,12/08/2018,social
ZAC0002999,4248bc43ba46e30f,3244,Pietermaritzburg,KwaZulu-Natal,20/08/2018,paid_search
ZAC0003013,17595c430cdcf706,15,Pretoria,Gauteng,25/08/2018,organic
ZAC0003026,af6817bf9f6d890b,2231,Sandton,Gauteng,11/08/2018,social
ZAC0003036,95aa79de60448898,4029,Durban,KwaZulu-Natal,13/08/2018,social
ZAC0003055,dcaaeef0c7f30959,1837,Soweto,Gauteng,17/08/2018,organic
ZAC0003072,4cb977256bce47e4,8338,Kimberley,Northern Cape,24/08/2018,social
ZAC0003105,1e1d83a3ae7d3cbf,4005,Durban,KwaZulu-Natal,12/08/2018,paid_search
ZAC0003107,becf1e0e911c1d1e,2224,Sandton,Gauteng,31/08/2018,email
ZAC0003119,0ec20f6cbac79df8,9344,Bloemfontein,Free State,04/08/2018,social
ZAC0003161,add2fa752908ceaa,2031,Johannesburg,Gauteng,21/08/2018,social
ZAC0003167,8ee949449568117d,737,Polokwane,Limpopo,14/08/2018,paid_search
ZAC0003180,f3a04f88b4ebbc34,1235,Nelspruit,Mpumalanga,02/08/2018,social
ZAC0003185,7d550c83a5214f26,7628,Stellenbosch,Western Cape,25/08/2018,referral
ZAC0003207,42233c045fa78a67,3249,Pietermaritzburg,KwaZulu-Natal,03/08/2018,organic
ZAC0003212,cb0f9451652d6bcb,190,Centurion,Gauteng,27/08/2018,organic
ZAC0003217,b8832b7bf902b8df,59,Pretoria,Gauteng,10/08/2018,email
ZAC0003222,9e6f1d1772f9be2b,7605,Stellenbosch,Western Cape,15/08/2018,social
ZAC0003227,5a74d4070e53ebde,5208,East London,Eastern Cape,08/08/2018,organic
ZAC0003231,77926018e4c0eab9,2028,Johannesburg,Gauteng,28/08/2018,organic
ZAC0003235,574be2ea7384db89,5209,East London,Eastern Cape,18/08/2018,organic
ZAC0003246,4502b9cff1411607,743,Polokwane,Limpopo,20/08/2018,paid_search
ZAC0003251,f0a1eff4de79a6fd,2032,Johannesburg,Gauteng,31/08/2018,organic
ZAC0003257,04b45f920316a1e9,21,Pretoria,Gauteng,18/08/2018,organic
ZAC0003263,bab69179663deea8,4009,Durban,KwaZulu-Natal,27/08/2018,affiliate
ZAC0003287,3ee4feadd1586230,9321,Bloemfontein,Free State,26/08/2018,paid_search
ZAC0003289,bcc94df7460b9633,2198,Sandton,Gauteng,08/08/2018,paid_search
ZAC0003290,5023e46484e04aca,354,Rustenburg,North West,28/08/2018,social
ZAC0003345,b0db327bb5403bfb,1850,Soweto,Gauteng,15/08/2018,affiliate
ZAC0003368,0bcc57f0ca4de3bd,1243,Nelspruit,Mpumalanga,23/08/2018,organic
ZAC0003385,c273d9eceac342bb,4049,Durban,KwaZulu-Natal,22/08/2018,paid_search
ZAC0003402,10cda12f75fe2caf,1,Pretoria,Gauteng,12/08/2018,social
ZAC0003437,a1f80a634af1e547,1822,Soweto,Gauteng,10/08/2018,paid_search
ZAC0003445,8b180d1785417e4a,1204,Nelspruit,Mpumalanga,18/08/2018,social
ZAC0003477,712f4d73a68f0aa5,720,Polokwane,Limpopo,28/08/2018,organic
ZAC0003508,da661255761cbde0,5227,East London,Eastern Cape,14/08/2018,organic
ZAC0003559,2cb29155ec7e5ccb,1853,Soweto,Gauteng,28/08/2018,affiliate
ZAC0003582,288c80994bc65e87,4030,Durban,KwaZulu-Natal,03/08/2018,organic
ZAC0003585,d43da66eda32a785,1834,Soweto,Gauteng,22/08/2018,email
ZAC0003611,dc0e99dcdccb3e50,1254,Nelspruit,Mpumalanga,31/08/2018,email
ZAC0003656,b623cb126c65396e,9321,Bloemfontein,Free State,03/08/2018,organic
ZAC0003658,af340dc2c34206a2,7623,Stellenbosch,Western Cape,17/08/2018,paid_search
ZAC0003667,fcefa2fdbe1184e2,1202,Nelspruit,Mpumalanga,12/08/2018,organic
ZAC0003703,ed4ce0e8b00de380,2215,Sandton,Gauteng,28/08/2018,social
ZAC0003730,1fc034b402b054a0,8323,Kimberley,Northern Cape,04/08/2018,organic
ZAC0003734,5605d9652b71b837,725,Polokwane,Limpopo,23/08/2018,referral
ZAC0003750,78df482e0cce714e,5251,East London,Eastern Cape,12/08/2018,organic
ZAC0003767,67ac3fb67d4331b2,2033,Johannesburg,Gauteng,11/08/2018,referral
ZAC0003796,2e68c3999004df20,4054,Durban,KwaZulu-Natal,02/08/2018,paid_search
ZAC0003801,d152ebaabbc527c5,344,Rustenburg,North West,02/08/2018,organic
ZAC0003803,7857855584b1d07e,701,Polokwane,Limpopo,21/08/2018,affiliate
ZAC0003854,9a51f2129900ac80,8313,Kimberley,Northern Cape,29/08/2018,email
ZAC0003880,650773b075855282,5213,East London,Eastern Cape,11/08/2018,organic
ZAC0003891,c1ee0a5a8cb62b96,6011,Port Elizabeth,Eastern Cape,01/08/2018,email
ZAC0003900,8e318489a192cbde,1853,Soweto,Gauteng,16/08/2018,social
ZAC0003925,ae971bce08d16071,729,Polokwane,Limpopo,22/08/2018,social
ZAC0003928,5fc4717fc50c8faf,9343,Bloemfontein,Free State,17/08/2018,referral
ZAC0003941,aa339ddca3210b50,1849,Soweto,Gauteng,23/08/2018,affiliate
ZAC0003978,2cf4f9fd9bab0e9e,4047,Durban,KwaZulu-Natal,24/08/2018,organic
ZAC0004015,1349552709ac0aa5,8011,Cape Town,Western Cape,24/08/2018,social
ZAC0004058,4c6f123a82d8bf29,1223,Nelspruit,Mpumalanga,22/08/2018,organic
ZAC0004081,a60853ebd644c62b,9337,Bloemfontein,Free State,07/08/2018,referral
ZAC0004084,4457655963c52c7f,5214,East London,Eastern Cape,12/08/2018,organic
ZAC0004090,768162c3567d8eac,2022,Johannesburg,Gauteng,29/08/2018,email
ZAC0004092,fe50e7ec95a6656d,6007,Port Elizabeth,Eastern Cape,02/08/2018,organic
ZAC0004098,19b44b1c5f5d5dba,4037,Durban,KwaZulu-Natal,24/08/2018,organic
ZAC0004108,b605003b4f85f339,34,Pretoria,Gauteng,18/08/2018,email
ZAC0004127,5bfd6c613a410e58,187,Centurion,Gauteng,09/08/2018,affiliate
ZAC0004136,fca303e63c842eaf,1832,Soweto,Gauteng,05/08/2018,organic
ZAC0004160,cf1a64823f06cc10,343,Rustenburg,North West,30/08/2018,referral
ZAC0004162,aa796f3b69c783be,9331,Bloemfontein,Free State,29/08/2018,referral
ZAC0004192,92e5a80aca13daa9,3209,Pietermaritzburg,KwaZulu-Natal,24/08/2018,social
ZAC0004193,4367e5cf8f7a72a4,1806,Soweto,Gauteng,02/08/2018,social
ZAC0004203,6f8ba1db37328135,2026,Johannesburg,Gauteng,26/08/2018,social
ZAC0004225,8afce7998117b462,1233,Nelspruit,Mpumalanga,20/08/2018,paid_search
ZAC0004238,111c4bb17071b8ed,8341,Kimberley,Northern Cape,10/08/2018,referral
ZAC0004248,fde2d2c1aba7b39b,340,Rustenburg,North West,01/08/2018,referral
ZAC0004279,b24342e15abf4d28,6004,Port Elizabeth,Eastern Cape,18/08/2018,organic
ZAC0004283,86cf5c862e0bd5bb,1217,Nelspruit,Mpumalanga,18/08/2018,referral
ZAC0004288,a91ad9e3e2fa1871,747,Polokwane,Limpopo,17/08/2018,paid_search
ZAC0004298,083a21ee2a326085,8003,Cape Town,Western Cape,23/08/2018,social
ZAC0004302,d6304c2072c15945,6051,Port Elizabeth,Eastern Cape,20/08/2018,social
ZAC0004303,ad2d6e1eb97bf2d9,9335,Bloemfontein,Free State,27/08/2018,social
ZAC0004314,d1e54ffcd36ec527,8001,Cape Town,Western Cape,26/08/2018,paid_search
ZAC0004316,0bd2c8717d3ddb0c,7633,Stellenbosch,Western Cape,26/08/2018,referral
ZAC0004328,a53ebc6b6877586c,2040,Johannesburg,Gauteng,11/08/2018,referral
ZAC0004337,7a1ba8093997be0c,4030,Durban,KwaZulu-Natal,11/08/2018,organic
ZAC0004355,12ac999515ec1eef,328,Rustenburg,North West,16/08/2018,organic
ZAC0004356,3eb85dbed7d70b27,8344,Kimberley,Northern Cape,18/08/2018,email
ZAC0004362,70a53a6c68812537,1244,Nelspruit,Mpumalanga,04/08/2018,social
ZAC0004363,7b5cadf580f71776,3202,Pietermaritzburg,KwaZulu-Natal,29/08/2018,organic
ZAC0004372,fc9e4ee41fa99523,1207,Nelspruit,Mpumalanga,30/08/2018,paid_search
ZAC0004374,bd579a6e5dd06ff5,203,Centurion,Gauteng,13/08/2018,paid_search
ZAC0004409,cf18cf11e8365d67,3219,Pietermaritzburg,KwaZulu-Natal,10/08/2018,organic
ZAC0004422,4920db888978f315,8011,Cape Town,Western Cape,02/08/2018,social
ZAC0004425,948295044140792f,708,Polokwane,Limpopo,10/08/2018,organic
