buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000931,26fc2c253014118b,1235,Nelspruit,Mpumalanga,21/07/2017,organic
ZAC0000956,47b94615515379e9,6051,Port Elizabeth,Eastern Cape,16/07/2017,referral
ZAC0001019,245cf17e5428ee1f,9321,Bloemfontein,Free State,25/07/2017,referral
ZAC0001053,19c1e72f1e0a6443,2037,Johannesburg,Gauteng,20/07/2017,organic
ZAC0001082,a3dac74a5fe3144b,7655,Stellenbosch,Western Cape,15/07/2017,paid_search
ZAC0001158,10f9fcb7b4e3c0fe,1229,Nelspruit,Mpumalanga,28/07/2017,organic
ZAC0001187,6ed2326e8e4f43fa,1221,Nelspruit,Mpumalanga,16/07/2017,social
ZAC0001197,66b5c976df6400c6,3257,Pietermaritzburg,KwaZulu-Natal,10/07/2017,email
ZAC0001300,b4e64651302347e8,2045,Johannesburg,Gauteng,28/07/2017,paid_search
ZAC0001302,178e8141ed34e8a5,737,Polokwane,Limpopo,28/07/2017,paid_search
ZAC0001339,53fe94a664f6b36f,158,Centurion,Gauteng,13/07/2017,organic
ZAC0001382,fd898810db44bf5b,6033,Port Elizabeth,Eastern Cape,04/07/2017,social
ZAC0001390,bd2e847cadbf9ae6,7638,Stellenbosch,Western Cape,24/07/2017,social
ZAC0001412,7d7715ea892e8a05,2230,Sandton,Gauteng,27/07/2017,email
ZAC0001449,cd768cb38cbf6909,164,Centurion,Gauteng,10/07/2017,affiliate
ZAC0001467,8411214ce905d817,2228,Sandton,Gauteng,24/07/2017,email
ZAC0001540,e7ea710107de5ab2,184,Centurion,Gauteng,30/07/2017,organic
ZAC0001556,1d44e61f09f095f3,8344,Kimberley,Northern Cape,05/07/2017,organic
ZAC0001588,776ee38cb7ab41dc,322,Rustenburg,North West,19/07/2017,affiliate
ZAC0001648,362100c6e8d481f2,730,Polokwane,Limpopo,03/07/2017,paid_search
ZAC0001747,8f425b4ed7de559d,4035,Durban,KwaZulu-Natal,11/07/2017,email
ZAC0001748,33e4478ba335e89a,49,Pretoria,Gauteng,10/07/2017,affiliate
ZAC0001789,3112e42d00e42da0,8002,Cape Town,Western Cape,16/07/2017,social
ZAC0001814,a20fc1c4304b7810,8318,Kimberley,Northern Cape,09/07/2017,social
ZAC0001890,83c0e363d23ddd82,183,Centurion,Gauteng,29/07/2017,paid_search
ZAC0001963,32e820d00b76c32d,334,Rustenburg,North West,24/07/2017,paid_search
ZAC0001974,3d2910f5fb19301c,188,Centurion,Gauteng,05/07/2017,email
ZAC0001989,49e1b2134ac6168b,341,Rustenburg,North West,11/07/2017,social
ZAC0002067,53d8fd0d3e534ce6,4054,Durban,KwaZulu-Natal,27/07/2017,organic
ZAC0002074,05bf650f004f9c24,3259,Pietermaritzburg,KwaZulu-Natal,25/07/2017,organic
ZAC0002175,40f6c024410e4dc0,1216,Nelspruit,Mpumalanga,16/07/2017,affiliate
ZAC0002214,2a2e41c89eda88c5,306,Rustenburg,North West,11/07/2017,organic
ZAC0002217,a378282e2da387e0,9330,Bloemfontein,Free State,12/07/2017,paid_search
ZAC0002248,22ce6806802c5b7c,8050,Cape Town,Western Cape,05/07/2017,organic
ZAC0002257,945e8e78add4dead,6021,Port Elizabeth,Eastern Cape,19/07/2017,email
ZAC0002274,e462c6b5780591ca,170,Centurion,Gauteng,16/07/2017,referral
ZAC0002277,d16ecd702b2fcdd1,2046,Johannesburg,Gauteng,24/07/2017,social
ZAC0002289,4b07b80367e64818,4021,Durban,KwaZulu-Natal,22/07/2017,organic
ZAC0002407,9e380b25c15cf0be,1250,Nelspruit,Mpumalanga,04/07/2017,paid_search
ZAC0002431,6fca04812baab7dc,741,Polokwane,Limpopo,10/07/2017,paid_search
ZAC0002435,82e1fd4c0bcd1a42,9310,Bloemfontein,Free State,13/07/2017,organic
ZAC0002451,6999fb4cd663932f,55,Pretoria,Gauteng,31/07/2017,referral
ZAC0002485,b8921a38ca32bc91,5253,East London,Eastern Cape,26/07/2017,referral
ZAC0002518,95acb80f3fed5190,8344,Kimberley,Northern Cape,10/07/2017,organic
ZAC0002598,60584f8f52cc8927,1,Pretoria,Gauteng,03/07/2017,paid_search
ZAC0002606,f0ca43dc085e6a5d,2238,Sandton,Gauteng,01/07/2017,organic
ZAC0002607,62a682b2688f13e9,2051,Johannesburg,Gauteng,03/07/2017,paid_search
ZAC0002707,5b88d5210dc87a78,14,Pretoria,Gauteng,09/07/2017,organic
ZAC0002742,11be662a832049db,2238,Sandton,Gauteng,27/07/2017,organic
ZAC0002744,289710dedaf3ad99,2197,Sandton,Gauteng,20/07/2017,organic
ZAC0002793,e23fe4b715eabcb8,8045,Cape Town,Western Cape,04/07/2017,organic
ZAC0002803,4dddf492c136d526,5243,East London,Eastern Cape,30/07/2017,organic
ZAC0002836,227113e493827dd3,2003,Johannesburg,Gauteng,08/07/2017,paid_search
ZAC0002857,ff1e768a57a34b34,2231,Sandton,Gauteng,31/07/2017,paid_search
ZAC0002875,4a65c59832e02a9e,2250,Sandton,Gauteng,25/07/2017,organic
ZAC0002885,2128e18203f53af2,4030,Durban,KwaZulu-Natal,07/07/2017,social
ZAC0002910,00e3fd53136f58eb,6050,Port Elizabeth,Eastern Cape,18/07/2017,social
ZAC0002928,b092540b0daea63a,9322,Bloemfontein,Free State,22/07/2017,paid_search
ZAC0002952,271c7c08811d3c98,6004,Port Elizabeth,Eastern Cape,30/07/2017,organic
ZAC0002963,a4c34445773fee53,8046,Cape Town,Western Cape,06/07/2017,affiliate
ZAC0002989,92b189b4358c65a4,3231,Pietermaritzburg,KwaZulu-Natal,14/07/2017,referral
ZAC0002992,c19038d883ea81f1,1817,Soweto,Gauteng,28/07/2017,paid_search
ZAC0003017,9454c14a34c3bfc6,194,Centurion,Gauteng,25/07/2017,paid_search
ZAC0003035,a1e68df2515f02f2,3225,Pietermaritzburg,KwaZulu-Natal,17/07/2017,organic
ZAC0003039,dfec8a5c375a279e,4039,Durban,KwaZulu-Natal,08/07/2017,referral
ZAC0003094,e5b267a5bf99089d,3258,Pietermaritzburg,KwaZulu-Natal,24/07/2017,paid_search
ZAC0003110,ac66a0573884ca5d,6006,Port Elizabeth,Eastern Cape,19/07/2017,paid_search
ZAC0003115,1d5d56162db5052d,8355,Kimberley,Northern Cape,14/07/2017,social
ZAC0003133,8136b0ba0bcceca3,6017,Port Elizabeth,Eastern Cape,31/07/2017,social
ZAC0003139,acbb2c27b8a32c71,5243,East London,Eastern Cape,25/07/2017,paid_search
ZAC0003151,8e0d639c996c617a,2022,Johannesburg,Gauteng,12/07/2017,email
ZAC0003184,15d0620f5aed00a3,2033,Johannesburg,Gauteng,11/07/2017,referral
ZAC0003216,1da39ddfec7f296e,172,Centurion,Gauteng,19/07/2017,organic
ZAC0003218,5710a623e777800b,8307,Kimberley,Northern Cape,29/07/2017,paid_search
ZAC0003279,5f29ebc2be02ce7b,9351,Bloemfontein,Free State,01/07/2017,affiliate
ZAC0003281,bf3683c9ec58cfcf,7639,Stellenbosch,Western Cape,13/07/2017,affiliate
ZAC0003314,85018a0a6ceddf5c,1223,Nelspruit,Mpumalanga,09/07/2017,referral
ZAC0003332,841f47124ec9586a,8309,Kimberley,Northern Cape,09/07/2017,social
ZAC0003362,54b485c55c5e91b5,57,Pretoria,Gauteng,01/07/2017,organic
ZAC0003376,26c2ec12341e505a,5243,East London,Eastern Cape,19/07/2017,affiliate
ZAC0003378,a411ab1d5d803eac,2247,Sandton,Gauteng,09/07/2017,paid_search
ZAC0003431,ec4a5543b6a9638e,8015,Cape Town,Western Cape,19/07/2017,organic
ZAC0003471,a326ce7fd9db43e2,1804,Soweto,Gauteng,21/07/2017,paid_search
ZAC0003478,cafb164df84cbae2,2222,Sandton,Gauteng,05/07/2017,email
ZAC0003525,128468177fc4d4f1,2205,Sandton,Gauteng,27/07/2017,paid_search
ZAC0003545,ef9e2f5017ffb0ea,8042,Cape Town,Western Cape,19/07/2017,referral
ZAC0003609,745db52882330308,2022,Johannesburg,Gauteng,13/07/2017,social
ZAC0003613,2da6b52a2ca18757,6000,Port Elizabeth,Eastern Cape,07/07/2017,affiliate
ZAC0003671,30e60cb986e7979e,4059,Durban,KwaZulu-Natal,16/07/2017,email
ZAC0003687,bcfbbebf2d218a61,2008,Johannesburg,Gauteng,14/07/2017,paid_search
ZAC0003705,8e933df69430efb9,2013,Johannesburg,Gauteng,04/07/2017,social
ZAC0003708,218157b05d9f6f65,4009,Durban,KwaZulu-Natal,26/07/2017,referral
ZAC0003715,0950165d1d8f050d,40,Pretoria,Gauteng,08/07/2017,paid_search
ZAC0003809,fef2e813ed200588,2013,Johannesburg,Gauteng,28/07/2017,email
ZAC0003815,07e6c2c8f62c0631,7658,Stellenbosch,Western Cape,23/07/2017,referral
ZAC0003826,f4fac99034f36bd8,1862,Soweto,Gauteng,22/07/2017,social
ZAC0003933,d1b2fcc52f81314d,2044,Johannesburg,Gauteng,10/07/2017,paid_search
ZAC0003999,976a3517a9b0f8c7,715,Polokwane,Limpopo,02/07/2017,organic
ZAC0004005,bedb9dd375933d8e,2198,Sandton,Gauteng,28/07/2017,organic
ZAC0004010,8c6755924e8d783c,9333,Bloemfontein,Free State,19/07/2017,paid_search
ZAC0004044,94c8ec1318926590,9333,Bloemfontein,Free State,18/07/2017,organic
ZAC0004125,ff51837b7e5c880e,1219,Nelspruit,Mpumalanga,23/07/2017,organic
ZAC0004196,70fc6700e12b70a2,745,Polokwane,Limpopo,21/07/2017,affiliate
ZAC0004232,5cb2cd029b2a42fd,2244,Sandton,Gauteng,22/07/2017,paid_search
ZAC0004258,58d78e62ac199db2,1811,Soweto,Gauteng,27/07/2017,organic
ZAC0004275,ec165bce1b90b332,188,Centurion,Gauteng,04/07/2017,referral
ZAC0004299,1257b46cbdd38333,1244,Nelspruit,Mpumalanga,13/07/2017,affiliate
ZAC0004318,360497858a60e35b,9320,Bloemfontein,Free State,16/07/2017,organic
ZAC0004348,70810d3555c4b7fb,347,Rustenburg,North West,05/07/2017,organic
ZAC0004405,2954220735296811,8324,Kimberley,Northern Cape,12/07/2017,organic
ZAC0004406,66f2d9120f855d84,5211,East London,Eastern Cape,03/07/2017,affiliate
ZAC0004417,71698936c169a6e4,3256,Pietermaritzburg,KwaZulu-Natal,26/07/2017,email
ZAC0004438,0409d1dca0e4a524,5238,East London,Eastern Cape,26/07/2017,referral
ZAC0004452,69c3aaac229bd038,7615,Stellenbosch,Western Cape,17/07/2017,organic
ZAC0004472,facebd4409153998,2231,Sandton,Gauteng,06/07/2017,email
ZAC0004561,06f13b5bd795a939,56,Pretoria,Gauteng,21/07/2017,email
ZAC0004600,ed2582836b514c9b,5218,East London,Eastern Cape,19/07/2017,referral
ZAC0004610,74e91137319b7aef,8027,Cape Town,Western Cape,28/07/2017,referral
ZAC0004647,e54b3c1088bb252c,1243,Nelspruit,Mpumalanga,09/07/2017,social
ZAC0004716,c4bcb0220c2a7cbd,4019,Durban,KwaZulu-Natal,01/07/2017,social
ZAC0004722,5628ce71f423cd0c,1,Pretoria,Gauteng,26/07/2017,organic
ZAC0004738,c4486910f97594c9,8359,Kimberley,Northern Cape,12/07/2017,social
ZAC0004786,b1606f06fc810341,3241,Pietermaritzburg,KwaZulu-Natal,29/07/2017,organic
ZAC0004788,69b84e61450cc0d7,9306,Bloemfontein,Free State,03/07/2017,organic
ZAC0004802,04f98b433ddd521f,5256,East London,Eastern Cape,11/07/2017,organic
ZAC0004843,49425f4786536abd,8316,Kimberley,Northern Cape,13/07/2017,organic
ZAC0004907,eb8e79a0bb2727f3,1225,Nelspruit,Mpumalanga,19/07/2017,social
ZAC0005024,bcd077ea55671382,3221,Pietermaritzburg,KwaZulu-Natal,11/07/2017,paid_search
ZAC0005095,a4be086fb72c4f39,1860,Soweto,Gauteng,04/07/2017,email
ZAC0005100,4f5bdd986df18a2f,4023,Durban,KwaZulu-Natal,10/07/2017,referral
ZAC0005114,571b6af574b298f9,8026,Cape Town,Western Cape,26/07/2017,referral
ZAC0005117,c321c6e499938f9e,328,Rustenburg,North West,16/07/2017,organic
ZAC0005138,9a36f8448e2f5ac0,8,Pretoria,Gauteng,27/07/2017,organic
ZAC0005151,1421c2bcfe05ab44,7625,Stellenbosch,Western Cape,25/07/2017,social
ZAC0005166,78c29a58f45238ad,3242,Pietermaritzburg,KwaZulu-Natal,26/07/2017,organic
ZAC0005238,f5eab62222e99f48,53,Pretoria,Gauteng,07/07/2017,paid_search
ZAC0005315,57189e32ea49dca8,4010,Durban,KwaZulu-Natal,08/07/2017,social
ZAC0005326,d4aca642e7b09294,8013,Cape Town,Western Cape,10/07/2017,paid_search
ZAC0005390,e40beed2edc8c6f1,8001,Cape Town,Western Cape,16/07/2017,affiliate
ZAC0005397,40805e52b90fe21a,3211,Pietermaritzburg,KwaZulu-Natal,17/07/2017,social
ZAC0005421,5e341ab93eb48726,8342,Kimberley,Northern Cape,25/07/2017,organic
ZAC0005422,bef7c5fb9d1c63a6,8006,Cape Town,Western Cape,23/07/2017,referral
ZAC0005452,2c737384a04ee4f4,2031,Johannesburg,Gauteng,08/07/2017,social
ZAC0005494,84f5cb1fde1c6680,2241,Sandton,Gauteng,24/07/2017,paid_search
ZAC0005498,f8d24df13cfee652,9347,Bloemfontein,Free State,25/07/2017,social
ZAC0005504,5bcb409504187d18,3227,Pietermaritzburg,KwaZulu-Natal,02/07/2017,organic
ZAC0005569,3b092b91435c04fc,1243,Nelspruit,Mpumalanga,14/07/2017,organic
ZAC0005668,60b4d7a764c0c423,339,Rustenburg,North West,08/07/2017,affiliate
ZAC0005673,ed89d2b3f506fc39,7612,Stellenbosch,Western Cape,08/07/2017,social
ZAC0005742,9a51c027fdde4b6d,8330,Kimberley,Northern Cape,28/07/2017,organic
ZAC0005765,99292f1b796fbaf3,6,Pretoria,Gauteng,30/07/2017,organic
ZAC0005807,30e932d21dd073bf,6047,Port Elizabeth,Eastern Cape,05/07/2017,organic
ZAC0005952,84f348bbf6ab55f7,4,Pretoria,Gauteng,26/07/2017,email
ZAC0005958,3d498423ca8a41a7,1815,Soweto,Gauteng,09/07/2017,paid_search
ZAC0005970,64d1506da8123ffd,6019,Port Elizabeth,Eastern Cape,14/07/2017,social
ZAC0006005,fa4066df81145e16,7650,Stellenbosch,Western Cape,19/07/2017,organic
ZAC0006051,55aa01c874be7a20,1235,Nelspruit,Mpumalanga,30/07/2017,organic
ZAC0006068,438015f827c707f9,714,Polokwane,Limpopo,13/07/2017,organic
ZAC0006071,85adf4f26c20d302,730,Polokwane,Limpopo,20/07/2017,affiliate
ZAC0006077,462f7a770ab2383a,1835,Soweto,Gauteng,31/07/2017,social
ZAC0006078,51a2a8d9f751e116,2002,Johannesburg,Gauteng,14/07/2017,organic
ZAC0006099,dc9d46db7630ce8d,200,Centurion,Gauteng,23/07/2017,organic
ZAC0006108,f200d7c8c595267e,8007,Cape Town,Western Cape,09/07/2017,paid_search
ZAC0006115,88271dca6a2b0165,9323,Bloemfontein,Free State,15/07/2017,email
ZAC0006116,8d1a2f0884aba8d0,9308,Bloemfontein,Free State,04/07/2017,organic
ZAC0006131,4d3977f427bada34,3237,Pietermaritzburg,KwaZulu-Natal,11/07/2017,affiliate
ZAC0006138,de5f8340c5f71514,16,Pretoria,Gauteng,01/07/2017,email
ZAC0006142,1508fb241bd1479f,315,Rustenburg,North West,27/07/2017,referral
ZAC0006196,6f78059166625926,1816,Soweto,Gauteng,03/07/2017,paid_search
ZAC0006206,05c2142684f80e8a,2024,Johannesburg,Gauteng,07/07/2017,social
ZAC0006318,d6bb18518f97ae5f,1850,Soweto,Gauteng,18/07/2017,email
ZAC0006342,1c1f49efbe07d3c8,2196,Sandton,Gauteng,12/07/2017,organic
ZAC0006412,f8f7d399ca5744fc,2198,Sandton,Gauteng,18/07/2017,paid_search
ZAC0006413,d9994bd32fed16d9,6014,Port Elizabeth,Eastern Cape,19/07/2017,social
ZAC0006423,eda2787263205731,4019,Durban,KwaZulu-Natal,28/07/2017,paid_search
ZAC0006432,92153bc3da17914b,2016,Johannesburg,Gauteng,26/07/2017,paid_search
ZAC0006635,095155c3470853e9,7622,Stellenbosch,Western Cape,25/07/2017,email
ZAC0006662,46b6d6c8837bc345,3231,Pietermaritzburg,KwaZulu-Natal,25/07/2017,social
ZAC0006665,2fd0cab713344352,9320,Bloemfontein,Free State,18/07/2017,email
ZAC0006667,3aeb4d4c2498f292,2027,Johannesburg,Gauteng,17/07/2017,organic
ZAC0006695,e05312b353ba0095,9340,Bloemfontein,Free State,10/07/2017,social
ZAC0006714,d75b6ac211b42923,6042,Port Elizabeth,Eastern Cape,25/07/2017,referral
ZAC0006739,77f8e6ca54b749ae,8322,Kimberley,Northern Cape,14/07/2017,referral
ZAC0006752,6a18f0f26deda72e,6001,Port Elizabeth,Eastern Cape,20/07/2017,paid_search
ZAC0006835,56174a618a09bdb5,1252,Nelspruit,Mpumalanga,02/07/2017,social
ZAC0006859,15d2a9dbf9fdebed,7621,Stellenbosch,Western Cape,29/07/2017,paid_search
ZAC0006865,98f3f8e8006f2b62,2003,Johannesburg,Gauteng,01/07/2017,paid_search
ZAC0006893,c2ba16a9685d2f23,303,Rustenburg,North West,24/07/2017,organic
ZAC0006910,0168fd8f286351ec,6037,Port Elizabeth,Eastern Cape,08/07/2017,email
ZAC0006944,ccd3fe6b15a16b4c,706,Polokwane,Limpopo,03/07/2017,social
ZAC0006950,10af518412eaba09,6005,Port Elizabeth,Eastern Cape,06/07/2017,paid_search
ZAC0006958,3e87dba4d7cc5604,2014,Johannesburg,Gauteng,28/07/2017,organic
ZAC0007017,b3afec408e70d14c,6058,Port Elizabeth,Eastern Cape,13/07/2017,social
ZAC0007042,43820577d0ab5438,7613,Stellenbosch,Western Cape,25/07/2017,organic
ZAC0007097,89e0385f4b1b99db,8332,Kimberley,Northern Cape,19/07/2017,paid_search
ZAC0007109,fb8c2c2046006451,2021,Johannesburg,Gauteng,03/07/2017,organic
ZAC0007122,eb1627ebcf607c2c,5205,East London,Eastern Cape,28/07/2017,paid_search
ZAC0007125,0551c2804000f857,8029,Cape Town,Western Cape,19/07/2017,organic
ZAC0007197,2691cbd5457908d6,1813,Soweto,Gauteng,15/07/2017,organic
ZAC0007256,12644dc455b01d27,8028,Cape Town,Western Cape,12/07/2017,paid_search
ZAC0007299,e87723d082437001,29,Pretoria,Gauteng,03/07/2017,referral
ZAC0007320,ef33a9421e4dafb1,2052,Johannesburg,Gauteng,24/07/2017,social
ZAC0007344,6d499564c09a4cd7,4026,Durban,KwaZulu-Natal,04/07/2017,organic
ZAC0007383,b9c9fcf5412e94fa,8322,Kimberley,Northern Cape,07/07/2017,email
ZAC0007421,b8d62837b5b75ca4,2226,Sandton,Gauteng,31/07/2017,paid_search
ZAC0007428,552f9a09f901cd78,4042,Durban,KwaZulu-Natal,17/07/2017,referral
ZAC0007483,3c3332be39d7a7fd,1257,Nelspruit,Mpumalanga,30/07/2017,organic
ZAC0007591,8e552ea25fcd6b03,1235,Nelspruit,Mpumalanga,27/07/2017,paid_search
ZAC0007623,23a5fbe0a545793d,1854,Soweto,Gauteng,23/07/2017,organic
ZAC0007629,2cfc5ff706c90de3,310,Rustenburg,North West,22/07/2017,affiliate
ZAC0007648,48945590a1881dd8,9300,Bloemfontein,Free State,06/07/2017,organic
ZAC0007699,464eb3cefcc0e072,1827,Soweto,Gauteng,21/07/2017,email
ZAC0007705,eb49d92d693b4b2c,7630,Stellenbosch,Western Cape,30/07/2017,email
ZAC0007707,28b5a7bd1ead7089,183,Centurion,Gauteng,27/07/2017,email
ZAC0007753,17612b0613375deb,314,Rustenburg,North West,27/07/2017,paid_search
ZAC0007820,b6d475ee3bfeb766,4026,Durban,KwaZulu-Natal,06/07/2017,referral
ZAC0007858,ec9bea812f4f8d57,2203,Sandton,Gauteng,23/07/2017,email
ZAC0007899,b05b52f1f9d62003,6038,Port Elizabeth,Eastern Cape,26/07/2017,social
ZAC0007975,30cfe6054a43deac,9310,Bloemfontein,Free State,30/07/2017,referral
ZAC0007995,3e9b7460b78f75b7,5245,East London,Eastern Cape,24/07/2017,social
ZAC0008022,d325b32a957c2818,1,Pretoria,Gauteng,04/07/2017,social
ZAC0008074,904d2451fb5c0ae6,192,Centurion,Gauteng,24/07/2017,paid_search
ZAC0008082,e24e3f9abd150852,2003,Johannesburg,Gauteng,14/07/2017,paid_search
ZAC0008147,714d8de22ab26c5a,4037,Durban,KwaZulu-Natal,20/07/2017,paid_search
ZAC0008173,c9ed00644dfb05a5,2221,Sandton,Gauteng,26/07/2017,social
ZAC0008175,cfb69e98fcc32b72,30,Pretoria,Gauteng,13/07/2017,organic
ZAC0008177,c1b40b285916d363,8042,Cape Town,Western Cape,16/07/2017,affiliate
ZAC0008189,339b9ff75d6894a0,4019,Durban,KwaZulu-Natal,29/07/2017,paid_search
ZAC0008197,75702b0606f18d85,8321,Kimberley,Northern Cape,31/07/2017,paid_search
ZAC0008236,4532bc867223c3c1,157,Centurion,Gauteng,11/07/2017,organic
ZAC0008335,5da846915d77e4a9,25,Pretoria,Gauteng,10/07/2017,paid_search
ZAC0008359,e08070592cc5b548,4004,Durban,KwaZulu-Natal,02/07/2017,paid_search
ZAC0008394,5c3c4480d2fe5943,8324,Kimberley,Northern Cape,01/07/2017,organic
ZAC0008449,fb00c06566913cf5,18,Pretoria,Gauteng,31/07/2017,social
ZAC0008454,294c2cbe3db8d681,1861,Soweto,Gauteng,03/07/2017,organic
ZAC0008471,b8245ae192175d1c,341,Rustenburg,North West,10/07/2017,email
ZAC0008545,ed8f3a808c2ae495,4056,Durban,KwaZulu-Natal,18/07/2017,paid_search
ZAC0008589,3beff8aefbbce961,7657,Stellenbosch,Western Cape,26/07/2017,affiliate
ZAC0008603,992bedf874df875b,2044,Johannesburg,Gauteng,09/07/2017,organic
ZAC0008606,0022cc92c2391655,2041,Johannesburg,Gauteng,27/07/2017,referral
ZAC0008677,444ff461dcebcf2c,5210,East London,Eastern Cape,01/07/2017,affiliate
ZAC0008750,6894a2bb06816565,8044,Cape Town,Western Cape,06/07/2017,organic
ZAC0008751,68bc86529e9ccf2b,7600,Stellenbosch,Western Cape,06/07/2017,affiliate
ZAC0008761,5353b1390ae68b2b,5234,East London,Eastern Cape,28/07/2017,affiliate
ZAC0008774,1b148d057850c6c6,4049,Durban,KwaZulu-Natal,18/07/2017,social
ZAC0008811,961f12d0cb133ec5,8030,Cape Town,Western Cape,18/07/2017,email
ZAC0008817,63306a8f5df33ada,4004,Durban,KwaZulu-Natal,18/07/2017,referral
ZAC0008829,926dcfe9365bb7b5,3235,Pietermaritzburg,KwaZulu-Natal,27/07/2017,email
ZAC0008908,4e7ad956adf762f2,724,Polokwane,Limpopo,14/07/2017,social
ZAC0008909,bfc90ea820bc552a,7645,Stellenbosch,Western Cape,16/07/2017,social
ZAC0008950,d52e069668c38bc7,46,Pretoria,Gauteng,19/07/2017,email
ZAC0008986,f192c153cb413003,2030,Johannesburg,Gauteng,27/07/2017,organic
ZAC0008992,6f7f637114a841dd,3234,Pietermaritzburg,KwaZulu-Natal,05/07/2017,paid_search
ZAC0009033,66a00a6400459fce,3229,Pietermaritzburg,KwaZulu-Natal,01/07/2017,social
ZAC0009068,7cb2e8e6ac6a3a38,2202,Sandton,Gauteng,18/07/2017,organic
ZAC0009072,265dcf95d624baf0,2027,Johannesburg,Gauteng,29/07/2017,social
ZAC0009084,c9a29580ea0675fa,9312,Bloemfontein,Free State,23/07/2017,email
ZAC0009088,b084ca660bf4936e,6035,Port Elizabeth,Eastern Cape,06/07/2017,organic
ZAC0009090,ee3b23bfa0896898,6014,Port Elizabeth,Eastern Cape,16/07/2017,organic
ZAC0009107,6e46a9ba571f71c3,728,Polokwane,Limpopo,11/07/2017,paid_search
ZAC0009137,c165d098a3a2c27f,4054,Durban,KwaZulu-Natal,17/07/2017,email
ZAC0009159,ed6f6dc52a68a143,8000,Cape Town,Western Cape,21/07/2017,referral
ZAC0009216,9dbec1936653bdc3,6051,Port Elizabeth,Eastern Cape,22/07/2017,organic
ZAC0009269,8b56d94d38669455,2017,Johannesburg,Gauteng,10/07/2017,social
ZAC0009270,dc648abd1df42e0b,8008,Cape Town,Western Cape,16/07/2017,affiliate
ZAC0009275,4b9439f685fc5f60,6006,Port Elizabeth,Eastern Cape,19/07/2017,social
ZAC0009292,3098f8c6fc7c91de,321,Rustenburg,North West,29/07/2017,email
ZAC0009306,6c42012820215360,2045,Johannesburg,Gauteng,18/07/2017,organic
ZAC0009373,a158c6b7fa52bfc5,5255,East London,Eastern Cape,05/07/2017,organic
