buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0019705,ce80d755091bd47c,6015,Port Elizabeth,Eastern Cape,27/01/2017,organic
ZAC0019768,1885cd782cc4d7b2,2234,Sandton,Gauteng,27/01/2017,social
ZAC0019795,2f012982978c8fa3,1239,Nelspruit,Mpumalanga,13/01/2017,email
ZAC0019922,7861660a1efcc3ca,6040,Port Elizabeth,Eastern Cape,27/01/2017,paid_search
ZAC0020045,44b8d84d744ee5aa,165,Centurion,Gauteng,23/01/2017,email
ZAC0020134,48610030087e620c,7628,Stellenbosch,Western Cape,09/01/2017,social
ZAC0020248,dba9db0b475a3986,739,Polokwane,Limpopo,12/01/2017,social
ZAC0020320,6394401ca6f60136,9339,Bloemfontein,Free State,24/01/2017,paid_search
ZAC0020668,11eaba56cbb9a6fc,1810,Soweto,Gauteng,16/01/2017,affiliate
ZAC0020717,e9e1a6c204b9164f,1245,Nelspruit,Mpumalanga,14/01/2017,social
ZAC0020743,f6f776a70bb0805c,724,Polokwane,Limpopo,06/01/2017,organic
ZAC0020820,0abd9885430b5bbb,180,Centurion,Gauteng,08/01/2017,organic
ZAC0020858,ba493902ed5b7ec7,6038,Port Elizabeth,Eastern Cape,13/01/2017,social
ZAC0020893,6fd2de47f59edb64,2209,Sandton,Gauteng,31/01/2017,organic
ZAC0021133,cfc8d8981171df9e,729,Polokwane,Limpopo,29/01/2017,organic
ZAC0021340,d39e8b2ed1e3d8d2,6021,Port Elizabeth,Eastern Cape,23/01/2017,paid_search
ZAC0021512,90c0be4d1c1d5ae2,8323,Kimberley,Northern Cape,10/01/2017,paid_search
ZAC0021592,61ca1d7a91b21b59,8021,Cape Town,Western Cape,29/01/2017,email
ZAC0021795,853367a4e12a2658,8019,Cape Town,Western Cape,23/01/2017,paid_search
ZAC0021883,0c86a7e19280ce75,7609,Stellenbosch,Western Cape,27/01/2017,affiliate
ZAC0022330,dac88abad975b8b7,3238,Pietermaritzburg,KwaZulu-Natal,07/01/2017,social
ZAC0022652,792b90208f9b81ce,1222,Nelspruit,Mpumalanga,30/01/2017,paid_search
ZAC0022800,cf9079ac0fb8937b,2216,Sandton,Gauteng,10/01/2017,email
ZAC0022853,e8faab114b1c1027,8050,Cape Town,Western Cape,28/01/2017,paid_search
ZAC0023002,a45aaed1c65c3d12,2041,Johannesburg,Gauteng,24/01/2017,organic
ZAC0023507,ca1fa7b58cd79177,735,Polokwane,Limpopo,29/01/2017,referral
