buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0000927,c737795749ad02ed,38,Pretoria,Gauteng,28/04/2017,paid_search
ZAC0001010,64e967c5076d7fdf,4037,Durban,KwaZulu-Natal,08/04/2017,social
ZAC0001065,571d04cd59965fc9,341,Rustenburg,North West,23/04/2017,referral
ZAC0001098,5fb3fbf0bb1c89f6,8356,Kimberley,Northern Cape,01/04/2017,paid_search
ZAC0001133,7b32b3d5ec38ad6a,161,Centurion,Gauteng,12/04/2017,referral
ZAC0001146,3530cd7faed81a84,1812,Soweto,Gauteng,03/04/2017,social
ZAC0001189,107a4c90668913a1,8314,Kimberley,Northern Cape,18/04/2017,organic
ZAC0001208,b9e778af02e0d299,6004,Port Elizabeth,Eastern Cape,13/04/2017,organic
ZAC0001210,4b080ddbfbbf6069,8353,Kimberley,Northern Cape,28/04/2017,email
ZAC0001218,7a88a4634ac90c48,1202,Nelspruit,Mpumalanga,24/04/2017,email
ZAC0001244,eaf813fb9dd73653,8307,Kimberley,Northern Cape,27/04/2017,email
ZAC0001335,439d3337b984ac34,8026,Cape Town,Western Cape,13/04/2017,email
ZAC0001429,ded5c6ab718d6edc,8349,Kimberley,Northern Cape,30/04/2017,paid_search
ZAC0001524,c803b33d688b1a63,8005,Cape Town,Western Cape,10/04/2017,organic
ZAC0001583,e079b81358914e2f,9349,Bloemfontein,Free State,23/04/2017,social
ZAC0001685,175e4562fd901fde,3253,Pietermaritzburg,KwaZulu-Natal,11/04/2017,social
ZAC0001688,28783dfce2dafd64,8044,Cape Town,Western Cape,24/04/2017,email
ZAC0001734,f573fc801ce124fc,7635,Stellenbosch,Western Cape,19/04/2017,referral
ZAC0001743,880ac5c731e16630,2214,Sandton,Gauteng,05/04/2017,paid_search
ZAC0001762,ceabebea79e4d5ea,2236,Sandton,Gauteng,08/04/2017,email
ZAC0001907,dcceaf9d6c96402a,186,Centurion,Gauteng,12/04/2017,organic
ZAC0002003,4dd4e6e2d38142fc,5217,East London,Eastern Cape,01/04/2017,organic
ZAC0002025,2a809539776965d7,6048,Port Elizabeth,Eastern Cape,25/04/2017,organic
ZAC0002031,d48426a2cfe0f01d,1223,Nelspruit,Mpumalanga,14/04/2017,paid_search
ZAC0002086,428c01129ba406e1,4022,Durban,KwaZulu-Natal,09/04/2017,organic
ZAC0002138,6e490f84556d0ea2,1843,Soweto,Gauteng,20/04/2017,organic
ZAC0002227,18db2aa1f1430030,1822,Soweto,Gauteng,05/04/2017,email
ZAC0002355,af4e87a2ce067f77,2251,Sandton,Gauteng,12/04/2017,organic
ZAC0002394,8f3bff600614b1d3,6055,Port Elizabeth,Eastern Cape,17/04/2017,referral
ZAC0002397,d79d5238e51d794a,8058,Cape Town,Western Cape,28/04/2017,organic
ZAC0002454,1f6342e16a69a8c0,1836,Soweto,Gauteng,24/04/2017,organic
ZAC0002469,42f6c459a28ab7f1,2009,Johannesburg,Gauteng,30/04/2017,paid_search
ZAC0002482,cf182137fb84bd17,6001,Port Elizabeth,Eastern Cape,14/04/2017,organic
ZAC0002498,15fbe6433ff0b385,4025,Durban,KwaZulu-Natal,28/04/2017,organic
ZAC0002624,b0afc35aec2897b0,1251,Nelspruit,Mpumalanga,10/04/2017,organic
ZAC0002672,e93336474b7ab98c,9341,Bloemfontein,Free State,11/04/2017,paid_search
ZAC0002739,19fd3e5f9af855fb,175,Centurion,Gauteng,17/04/2017,paid_search
ZAC0002816,b47612629f8c6198,9325,Bloemfontein,Free State,23/04/2017,organic
ZAC0002898,d5008f6ef3244ac1,2059,Johannesburg,Gauteng,25/04/2017,referral
ZAC0002904,b22e74ea4b5ea6cf,8315,Kimberley,Northern Cape,20/04/2017,social
ZAC0002925,c8249398a6269746,1215,Nelspruit,Mpumalanga,21/04/2017,organic
ZAC0003077,3806f4d1a742a511,2045,Johannesburg,Gauteng,16/04/2017,social
ZAC0003113,48c60306c0213b1f,2008,Johannesburg,Gauteng,04/04/2017,paid_search
ZAC0003150,2907ab1dc90571c8,7622,Stellenbosch,Western Cape,16/04/2017,referral
ZAC0003305,0fc966680114e7de,734,Polokwane,Limpopo,24/04/2017,referral
ZAC0003355,80301499ad680302,1251,Nelspruit,Mpumalanga,22/04/2017,organic
ZAC0003356,50a2144018c5a4ce,180,Centurion,Gauteng,30/04/2017,organic
ZAC0003364,798b7fc8688036c7,9352,Bloemfontein,Free State,20/04/2017,referral
ZAC0003374,aadb16390c5e38d9,8325,Kimberley,Northern Cape,05/04/2017,social
ZAC0003377,490e769b047ba936,1857,Soweto,Gauteng,16/04/2017,social
ZAC0003447,01bffef29395df82,6023,Port Elizabeth,Eastern Cape,22/04/2017,paid_search
ZAC0003469,b6f7439fc0322cfb,1822,Soweto,Gauteng,15/04/2017,organic
ZAC0003543,b45286c0318e1e3c,1819,Soweto,Gauteng,29/04/2017,social
ZAC0003639,7c7316beceb85752,9359,Bloemfontein,Free State,28/04/2017,social
ZAC0003649,c9480b455c91788f,1818,Soweto,Gauteng,26/04/2017,paid_search
ZAC0003678,607503ce4e418fd8,753,Polokwane,Limpopo,23/04/2017,referral
ZAC0003769,bc582a7d5bca5295,2008,Johannesburg,Gauteng,22/04/2017,paid_search
ZAC0003788,17a02ead48657b7d,4048,Durban,KwaZulu-Natal,23/04/2017,paid_search
ZAC0003791,bf601c9f076f5243,3210,Pietermaritzburg,KwaZulu-Natal,06/04/2017,social
ZAC0003818,f2b679ecd589ff32,58,Pretoria,Gauteng,29/04/2017,social
ZAC0003842,d9668ecba5dc183d,1220,Nelspruit,Mpumalanga,22/04/2017,paid_search
ZAC0003862,c6e1525d7e071ba7,8326,Kimberley,Northern Cape,12/04/2017,affiliate
ZAC0003872,e4a884b51a2103ee,16,Pretoria,Gauteng,25/04/2017,organic
ZAC0003911,716c9749dd98c659,6045,Port Elizabeth,Eastern Cape,01/04/2017,referral
ZAC0003951,941bf753782a1db7,201,Centurion,Gauteng,27/04/2017,affiliate
ZAC0003953,748444923fcc5e0b,9340,Bloemfontein,Free State,29/04/2017,organic
ZAC0003956,9a6b2cc94e0efb90,2211,Sandton,Gauteng,07/04/2017,referral
ZAC0003973,45b0a2ecffba608a,2212,Sandton,Gauteng,23/04/2017,social
ZAC0003974,f629845246a157fb,2042,Johannesburg,Gauteng,06/04/2017,paid_search
ZAC0003997,3fcbbeed6e97b983,8025,Cape Town,Western Cape,22/04/2017,organic
ZAC0004003,74e801bfb29cf78f,5250,East London,Eastern Cape,28/04/2017,organic
ZAC0004031,4873f601959fe29f,185,Centurion,Gauteng,28/04/2017,email
ZAC0004082,56d22e4a21bded70,4026,Durban,KwaZulu-Natal,23/04/2017,referral
ZAC0004115,1aa00a376898f47c,355,Rustenburg,North West,22/04/2017,email
ZAC0004219,07a4387b0f778687,5246,East London,Eastern Cape,17/04/2017,organic
ZAC0004252,33e5060939bfe80d,7624,Stellenbosch,Western Cape,05/04/2017,referral
ZAC0004271,414604e7b534a4c9,8011,Cape Town,Western Cape,11/04/2017,organic
ZAC0004290,220318c4d122c56d,346,Rustenburg,North West,30/04/2017,affiliate
ZAC0004292,6f0171302b40f18e,4,Pretoria,Gauteng,10/04/2017,referral
ZAC0004420,153d573dbe4a47d5,5237,East London,Eastern Cape,24/04/2017,referral
ZAC0004545,7ad03a6225e046d1,6027,Port Elizabeth,Eastern Cape,17/04/2017,paid_search
ZAC0004553,ba6accc5578bb516,2027,Johannesburg,Gauteng,11/04/2017,social
ZAC0004565,1adeaf0757df8773,12,Pretoria,Gauteng,30/04/2017,organic
ZAC0004682,56d6f4997773140f,6042,Port Elizabeth,Eastern Cape,28/04/2017,organic
ZAC0004732,abf4b87faabdcf68,6039,Port Elizabeth,Eastern Cape,28/04/2017,paid_search
ZAC0004844,eee17a4005ac340c,3253,Pietermaritzburg,KwaZulu-Natal,12/04/2017,paid_search
ZAC0004877,d33abf4440ccabdb,1232,Nelspruit,Mpumalanga,24/04/2017,social
ZAC0004911,06f5112ff4d59745,163,Centurion,Gauteng,07/04/2017,email
ZAC0004912,5932466338601da7,9309,Bloemfontein,Free State,19/04/2017,social
ZAC0005000,b03ce2cead68a95f,193,Centurion,Gauteng,18/04/2017,organic
ZAC0005060,dc50e7ac9c027eee,758,Polokwane,Limpopo,08/04/2017,email
ZAC0005065,f7ee642c5bbfdeff,3256,Pietermaritzburg,KwaZulu-Natal,06/04/2017,social
ZAC0005071,0eefdb1e60d31b0e,6038,Port Elizabeth,Eastern Cape,01/04/2017,email
ZAC0005121,e880d486876b0efa,2002,Johannesburg,Gauteng,25/04/2017,organic
ZAC0005136,72d691e5443419cf,4023,Durban,KwaZulu-Natal,09/04/2017,organic
ZAC0005174,7082a337162acb5f,211,Centurion,Gauteng,24/04/2017,social
ZAC0005248,f677a982a95b6f84,8030,Cape Town,Western Cape,25/04/2017,email
ZAC0005269,f5c0bd6429dd240c,1247,Nelspruit,Mpumalanga,28/04/2017,paid_search
ZAC0005285,16dd83d0873e6a6b,2029,Johannesburg,Gauteng,10/04/2017,social
ZAC0005329,85704aac387acb64,9359,Bloemfontein,Free State,19/04/2017,paid_search
ZAC0005348,660ed619356ade13,2046,Johannesburg,Gauteng,25/04/2017,organic
ZAC0005370,b94f5a5013d93191,2052,Johannesburg,Gauteng,14/04/2017,social
ZAC0005388,10e9b7a7b7261bce,2210,Sandton,Gauteng,25/04/2017,organic
ZAC0005441,3fb04b9a51cc7429,3250,Pietermaritzburg,KwaZulu-Natal,19/04/2017,paid_search
ZAC0005490,52eab72fb8e6abaa,6026,Port Elizabeth,Eastern Cape,08/04/2017,organic
ZAC0005597,cf7cb74aba181337,6058,Port Elizabeth,Eastern Cape,24/04/2017,paid_search
ZAC0005638,e6359ffc780ce0de,7624,Stellenbosch,Western Cape,14/04/2017,email
ZAC0005651,68f98edd89c95b49,1216,Nelspruit,Mpumalanga,26/04/2017,social
ZAC0005695,f918a01f81929506,2248,Sandton,Gauteng,16/04/2017,referral
ZAC0005706,1e13cc47972638bb,1256,Nelspruit,Mpumalanga,15/04/2017,referral
ZAC0005772,840cd5255f8d26ac,2236,Sandton,Gauteng,27/04/2017,organic
ZAC0005790,063a1a845f9b9853,1205,Nelspruit,Mpumalanga,21/04/2017,paid_search
ZAC0005820,78ac5112d5f208c2,3225,Pietermaritzburg,KwaZulu-Natal,12/04/2017,social
ZAC0005886,f5efb795469a0b94,9310,Bloemfontein,Free State,17/04/2017,organic
ZAC0005983,dc3159e1e53661cb,3249,Pietermaritzburg,KwaZulu-Natal,16/04/2017,referral
ZAC0005990,4ac9f3883b1eca92,6002,Port Elizabeth,Eastern Cape,25/04/2017,paid_search
ZAC0006037,5e903ec3f8be6af0,6005,Port Elizabeth,Eastern Cape,23/04/2017,organic
ZAC0006084,379d1f3b9b9bff6b,163,Centurion,Gauteng,27/04/2017,referral
ZAC0006192,6d4273c796138685,8307,Kimberley,Northern Cape,23/04/2017,social
ZAC0006194,0546fb9f513d024c,1209,Nelspruit,Mpumalanga,23/04/2017,email
ZAC0006333,1eb554a826b7fcd4,3227,Pietermaritzburg,KwaZulu-Natal,23/04/2017,organic
ZAC0006343,e3a8671d9f845c57,8052,Cape Town,Western Cape,18/04/2017,social
ZAC0006398,e50be4f1e9cf3ba8,705,Polokwane,Limpopo,12/04/2017,social
ZAC0006439,be87654111fd6eb2,1845,Soweto,Gauteng,22/04/2017,email
ZAC0006453,673de3d544e0dfac,4030,Durban,KwaZulu-Natal,10/04/2017,email
ZAC0006536,e2fa1335f7b6f7a4,2004,Johannesburg,Gauteng,14/04/2017,paid_search
ZAC0006556,51b86f72465eaac1,1224,Nelspruit,Mpumalanga,21/04/2017,affiliate
ZAC0006605,25d90cafc92a27ff,5233,East London,Eastern Cape,20/04/2017,email
ZAC0006690,b8b5c77e8c22c653,1855,Soweto,Gauteng,24/04/2017,paid_search
ZAC0006783,7cacea6e9360dc84,9309,Bloemfontein,Free State,29/04/2017,social
ZAC0006798,3c2020f8d241e95b,2033,Johannesburg,Gauteng,27/04/2017,affiliate
ZAC0006879,01f5d165655451ab,302,Rustenburg,North West,28/04/2017,social
ZAC0006890,f7b10161955ce39e,8021,Cape Town,Western Cape,09/04/2017,email
ZAC0006966,c35db71e2900e67b,41,Pretoria,Gauteng,09/04/2017,email
ZAC0006988,947cd21b9f94e1c9,4037,Durban,KwaZulu-Natal,03/04/2017,affiliate
ZAC0006991,3c463f27cffa1b0c,7630,Stellenbosch,Western Cape,18/04/2017,paid_search
ZAC0007108,e214d67a3f655e66,8325,Kimberley,Northern Cape,20/04/2017,email
ZAC0007214,69ac4f4bb832756c,3216,Pietermaritzburg,KwaZulu-Natal,01/04/2017,affiliate
ZAC0007223,7fe3e03e1e9575b8,1814,Soweto,Gauteng,13/04/2017,email
ZAC0007291,f120016c8cbef19e,7603,Stellenbosch,Western Cape,15/04/2017,organic
ZAC0007385,11783d4f328154a8,5224,East London,Eastern Cape,17/04/2017,organic
ZAC0007388,3877b7632dd9a51c,734,Polokwane,Limpopo,22/04/2017,organic
ZAC0007430,9077b68cb037b987,2214,Sandton,Gauteng,30/04/2017,social
ZAC0007447,755955937a79f722,1840,Soweto,Gauteng,23/04/2017,organic
ZAC0007567,b497b37e7a10504f,5231,East London,Eastern Cape,29/04/2017,social
ZAC0007638,159ce5621c38d5ea,8352,Kimberley,Northern Cape,01/04/2017,email
ZAC0007838,a964570a263e6e18,200,Centurion,Gauteng,13/04/2017,email
ZAC0007860,85c88293338cd80c,9327,Bloemfontein,Free State,20/04/2017,organic
ZAC0007879,50448a2094a105af,8318,Kimberley,Northern Cape,12/04/2017,email
ZAC0007887,6fa5b261c780cfbd,5204,East London,Eastern Cape,21/04/2017,paid_search
ZAC0008103,4d21501e8b8ab98f,325,Rustenburg,North West,11/04/2017,organic
ZAC0008106,433a80b0c10c7676,7657,Stellenbosch,Western Cape,07/04/2017,referral
ZAC0008125,8e5b350af9db9b7e,6037,Port Elizabeth,Eastern Cape,06/04/2017,affiliate
ZAC0008134,1c7dd624975b2b5e,2041,Johannesburg,Gauteng,23/04/2017,paid_search
ZAC0008135,0e1b57721ca275b1,8340,Kimberley,Northern Cape,23/04/2017,referral
ZAC0008176,6e4ade085be1c39a,5216,East London,Eastern Cape,21/04/2017,referral
ZAC0008180,32e2c1e3f4e9c9fa,7647,Stellenbosch,Western Cape,01/04/2017,organic
ZAC0008247,1f34b613ccaa9bbc,1256,Nelspruit,Mpumalanga,24/04/2017,paid_search
ZAC0008269,6042c2618574975a,16,Pretoria,Gauteng,04/04/2017,organic
ZAC0008343,5964617ec32ff5a0,2026,Johannesburg,Gauteng,24/04/2017,paid_search
ZAC0008403,070830ee54d6ad35,3236,Pietermaritzburg,KwaZulu-Natal,29/04/2017,organic
ZAC0008422,6c3e37a30e9cdfc7,5210,East London,Eastern Cape,08/04/2017,paid_search
ZAC0008452,7b785d5e6666fd62,1820,Soweto,Gauteng,11/04/2017,referral
ZAC0008465,6f56448229c5e9b0,8306,Kimberley,Northern Cape,24/04/2017,organic
ZAC0008519,069e6a0669d688a9,3213,Pietermaritzburg,KwaZulu-Natal,05/04/2017,email
ZAC0008552,e290f472247901ab,1214,Nelspruit,Mpumalanga,30/04/2017,organic
ZAC0008596,5d3f5f381eae807e,161,Centurion,Gauteng,21/04/2017,social
ZAC0008608,62978a8d4442fbfc,203,Centurion,Gauteng,23/04/2017,email
ZAC0008653,c87ec43cd49a7eb6,2055,Johannesburg,Gauteng,17/04/2017,social
ZAC0008698,8f25d54478557df0,5229,East London,Eastern Cape,15/04/2017,social
ZAC0008703,39ae2f89102ee358,5250,East London,Eastern Cape,09/04/2017,paid_search
ZAC0008733,39559025111a76e9,710,Polokwane,Limpopo,03/04/2017,email
ZAC0008794,2ecb0a692b905ce8,6008,Port Elizabeth,Eastern Cape,09/04/2017,referral
ZAC0008797,13d466434e34ddca,5257,East London,Eastern Cape,06/04/2017,affiliate
ZAC0008925,a91cbbe62aebebf0,1254,Nelspruit,Mpumalanga,14/04/2017,organic
ZAC0008972,ee124184a7c45b4e,6023,Port Elizabeth,Eastern Cape,26/04/2017,social
ZAC0008997,a917f181b8c54a91,5246,East London,Eastern Cape,04/04/2017,organic
ZAC0009015,45eb8ca743764b52,3242,Pietermaritzburg,KwaZulu-Natal,15/04/2017,email
ZAC0009064,dabd83b94e02f949,9332,Bloemfontein,Free State,15/04/2017,paid_search
ZAC0009109,6b1ef85decdb88ae,1863,Soweto,Gauteng,08/04/2017,organic
ZAC0009164,e7769d6355deebbd,6023,Port Elizabeth,Eastern Cape,10/04/2017,referral
ZAC0009188,f7101e70bf540be6,5212,East London,Eastern Cape,17/04/2017,organic
ZAC0009224,8fbdead9845b3b45,1236,Nelspruit,Mpumalanga,28/04/2017,paid_search
ZAC0009277,249b5581321d2bfb,2246,Sandton,Gauteng,05/04/2017,paid_search
ZAC0009288,08abef08276941b0,2213,Sandton,Gauteng,09/04/2017,social
ZAC0009366,f648c54a458cf600,7610,Stellenbosch,Western Cape,28/04/2017,paid_search
ZAC0009367,5fddafd0a652fd31,1212,Nelspruit,Mpumalanga,08/04/2017,email
ZAC0009379,ca1d972e3bc56844,2009,Johannesburg,Gauteng,04/04/2017,organic
ZAC0009414,d5f9a09fb974884f,733,Polokwane,Limpopo,25/04/2017,paid_search
ZAC0009440,adf3312079d22ac9,7642,Stellenbosch,Western Cape,01/04/2017,referral
ZAC0009461,736a10b54f3d5ff2,8050,Cape Town,Western Cape,30/04/2017,affiliate
ZAC0009466,3812ae3e555789dc,187,Centurion,Gauteng,10/04/2017,organic
ZAC0009538,1cc549aa1db7bc11,7,Pretoria,Gauteng,28/04/2017,paid_search
ZAC0009546,4f78eaf22bf34671,8318,Kimberley,Northern Cape,23/04/2017,referral
ZAC0009697,0be1a3194a4d5396,9335,Bloemfontein,Free State,23/04/2017,organic
ZAC0009726,2a4695b0a7297659,3254,Pietermaritzburg,KwaZulu-Natal,29/04/2017,referral
ZAC0009743,74cd4809e1787308,2219,Sandton,Gauteng,02/04/2017,organic
ZAC0009758,c4d3f82ccaa3a557,6002,Port Elizabeth,Eastern Cape,13/04/2017,referral
ZAC0009928,a5e32c30d1bed470,726,Polokwane,Limpopo,26/04/2017,organic
ZAC0009932,ae09627155ba5689,9357,Bloemfontein,Free State,08/04/2017,organic
ZAC0009946,e7bf72af8588dde6,8055,Cape Town,Western Cape,11/04/2017,organic
ZAC0009955,df4036b018a6367c,1257,Nelspruit,Mpumalanga,29/04/2017,organic
ZAC0009968,67a45b121dae6e31,8019,Cape Town,Western Cape,24/04/2017,social
ZAC0010047,5e6ff9f9776ffdad,1847,Soweto,Gauteng,30/04/2017,social
ZAC0010062,30ddfac0e8825fb4,1243,Nelspruit,Mpumalanga,13/04/2017,paid_search
ZAC0010103,2a5cb0f75074d8a9,308,Rustenburg,North West,08/04/2017,paid_search
ZAC0010142,804a425c91dfcef2,5237,East London,Eastern Cape,02/04/2017,organic
ZAC0010169,2c0f28bdfbc3a8e0,4026,Durban,KwaZulu-Natal,25/04/2017,organic
ZAC0010202,5eea907e07338f74,1861,Soweto,Gauteng,10/04/2017,social
ZAC0010244,932328c97ac533cc,2057,Johannesburg,Gauteng,12/04/2017,affiliate
ZAC0010257,d3135cc2a3fd2431,756,Polokwane,Limpopo,19/04/2017,organic
ZAC0010275,cdc8349dac520ab8,6028,Port Elizabeth,Eastern Cape,01/04/2017,organic
ZAC0010324,4fcf6520365bfd51,2211,Sandton,Gauteng,24/04/2017,organic
ZAC0010445,2ca837dfb35da070,57,Pretoria,Gauteng,12/04/2017,social
ZAC0010459,5f5aea7443f61122,8350,Kimberley,Northern Cape,13/04/2017,organic
ZAC0010475,3d5aed5509bda23c,157,Centurion,Gauteng,09/04/2017,email
ZAC0010483,384a2811fbe58fbd,8055,Cape Town,Western Cape,09/04/2017,paid_search
ZAC0010521,d869fe7219fdaef6,1210,Nelspruit,Mpumalanga,20/04/2017,organic
ZAC0010612,391848babec5ab1c,8022,Cape Town,Western Cape,04/04/2017,referral
ZAC0010621,0602e4cac17fc0f7,4052,Durban,KwaZulu-Natal,28/04/2017,paid_search
ZAC0010734,de0a02f890b16751,8058,Cape Town,Western Cape,23/04/2017,affiliate
ZAC0010750,d332a6e532d2aa1c,2228,Sandton,Gauteng,17/04/2017,organic
ZAC0010764,ab37d1ac9ffc2119,6003,Port Elizabeth,Eastern Cape,29/04/2017,organic
ZAC0010772,d929b8cbcc6342eb,3249,Pietermaritzburg,KwaZulu-Natal,22/04/2017,paid_search
ZAC0010838,c076e6f755cd7131,7653,Stellenbosch,Western Cape,17/04/2017,affiliate
ZAC0010871,ed38071bb43646ee,8359,Kimberley,Northern Cape,26/04/2017,social
ZAC0010977,d7727d66f8fcdddd,8025,Cape Town,Western Cape,01/04/2017,paid_search
ZAC0010980,be0e53ae85a8a7b2,2027,Johannesburg,Gauteng,23/04/2017,paid_search
ZAC0010991,70df84533d44fb57,3253,Pietermaritzburg,KwaZulu-Natal,15/04/2017,organic
ZAC0011018,445fa86960115213,2040,Johannesburg,Gauteng,20/04/2017,paid_search
ZAC0011103,4257e321e6a86fc0,7620,Stellenbosch,Western Cape,17/04/2017,email
ZAC0011189,bd9bc1ac990efa4e,3211,Pietermaritzburg,KwaZulu-Natal,04/04/2017,organic
ZAC0011199,57c88f4311818e5b,9327,Bloemfontein,Free State,14/04/2017,organic
ZAC0011250,e0b82acbf2cdd2ac,2013,Johannesburg,Gauteng,09/04/2017,email
ZAC0011291,08ffb17a11df3a7e,3238,Pietermaritzburg,KwaZulu-Natal,23/04/2017,social
ZAC0011316,31a91f4f9456c203,1847,Soweto,Gauteng,23/04/2017,organic
ZAC0011398,0f90f6b9754883e2,167,Centurion,Gauteng,26/04/2017,affiliate
ZAC0011451,d9036c950d60de22,8019,Cape Town,Western Cape,21/04/2017,paid_search
ZAC0011626,07b6c437952a0135,304,Rustenburg,North West,30/04/2017,paid_search
ZAC0011627,96651a44c708e804,6036,Port Elizabeth,Eastern Cape,17/04/2017,email
ZAC0011655,29fab1c8a77b9ce8,213,Centurion,Gauteng,27/04/2017,email
ZAC0011659,cb9ca55b3bc753b3,1233,Nelspruit,Mpumalanga,19/04/2017,paid_search
ZAC0011670,41cff0d31d7705f9,3213,Pietermaritzburg,KwaZulu-Natal,29/04/2017,referral
ZAC0011673,c5ca6a94fcab8528,47,Pretoria,Gauteng,23/04/2017,organic
ZAC0011797,9acaebd59885a986,6008,Port Elizabeth,Eastern Cape,01/04/2017,referral
ZAC0011810,cae0a15b14c4c890,9308,Bloemfontein,Free State,20/04/2017,email
ZAC0011901,4e27f4d5e88f2bfd,5232,East London,Eastern Cape,01/04/2017,organic
ZAC0011911,6061894660450332,1838,Soweto,Gauteng,27/04/2017,email
ZAC0012039,ecb3637fa00b4aca,6000,Port Elizabeth,Eastern Cape,21/04/2017,social
ZAC0012092,b20c5e8b593953e0,3260,Pietermaritzburg,KwaZulu-Natal,29/04/2017,paid_search
ZAC0012277,1e3bf20a5ca71c4a,1806,Soweto,Gauteng,06/04/2017,affiliate
ZAC0012289,d7524c2ad79df764,5224,East London,Eastern Cape,30/04/2017,organic
ZAC0012447,218c618422f48c25,8030,Cape Town,Western Cape,14/04/2017,referral
ZAC0012448,30c191bcfe287794,8020,Cape Town,Western Cape,21/04/2017,paid_search
ZAC0012463,b0578347507ab38f,3233,Pietermaritzburg,KwaZulu-Natal,20/04/2017,organic
ZAC0012487,2035dd83e0c0d0be,334,Rustenburg,North West,28/04/2017,affiliate
ZAC0012511,016e50d7e4f46c57,8309,Kimberley,Northern Cape,24/04/2017,paid_search
ZAC0012533,944c0165fedb67d4,8050,Cape Town,Western Cape,17/04/2017,organic
ZAC0012541,3a40baf951010499,189,Centurion,Gauteng,25/04/2017,paid_search
ZAC0012579,84a6e81e9398dc9e,4048,Durban,KwaZulu-Natal,18/04/2017,organic
ZAC0012617,98c9f22d9f7442d4,2206,Sandton,Gauteng,29/04/2017,affiliate
ZAC0012741,0efedf0db577cab0,186,Centurion,Gauteng,03/04/2017,referral
ZAC0012766,647a0faec4f161de,3211,Pietermaritzburg,KwaZulu-Natal,14/04/2017,referral
ZAC0012839,860f4549ea7ddd7d,5240,East London,Eastern Cape,20/04/2017,paid_search
ZAC0012859,fab9d6495399464a,5243,East London,Eastern Cape,25/04/2017,organic
ZAC0012927,c8657b3d920103af,2251,Sandton,Gauteng,01/04/2017,social
ZAC0012988,e84ac34f0a811a72,8359,Kimberley,Northern Cape,03/04/2017,organic
ZAC0012990,0b1a7648b154366b,158,Centurion,Gauteng,05/04/2017,organic
ZAC0013077,655a7ff8e29713e8,5258,East London,Eastern Cape,26/04/2017,referral
ZAC0013100,64187d5143ef5d34,1808,Soweto,Gauteng,28/04/2017,social
ZAC0013107,71022318f3d7d3cf,212,Centurion,Gauteng,20/04/2017,organic
ZAC0013178,db96052be04aec7f,1248,Nelspruit,Mpumalanga,20/04/2017,social
ZAC0013179,eff970959a5294f0,712,Polokwane,Limpopo,07/04/2017,paid_search
ZAC0013265,35eeffd9e4d82db1,6008,Port Elizabeth,Eastern Cape,08/04/2017,organic
ZAC0013327,0f00876b9b61c56e,1218,Nelspruit,Mpumalanga,19/04/2017,organic
ZAC0013334,28c0725262fb5234,7626,Stellenbosch,Western Cape,21/04/2017,organic
ZAC0013338,9c3e718ca95ded76,4009,Durban,KwaZulu-Natal,16/04/2017,referral
ZAC0013359,736b82996feb79f5,1842,Soweto,Gauteng,30/04/2017,affiliate
ZAC0013361,3bee5fe96ee0e6df,9326,Bloemfontein,Free State,05/04/2017,organic
ZAC0013402,163e6d20ea831cdb,333,Rustenburg,North West,21/04/2017,email
