buyer_ref,buyer_uid,postcode,town,province,signup_dt,acq_channel
ZAC0001352,34d3aea830c80b47,9353,Bloemfontein,Free State,01/06/2017,affiliate
ZAC0001364,6979bc03024dfd4d,2218,Sandton,Gauteng,04/06/2017,organic
ZAC0001365,822101edd42952ac,6009,Port Elizabeth,Eastern Cape,17/06/2017,referral
ZAC0001380,d202b988c4818aaa,1834,Soweto,Gauteng,15/06/2017,organic
ZAC0001392,80da4d8050536819,7618,Stellenbosch,Western Cape,22/06/2017,organic
ZAC0001400,2a6a1136a47dd8f1,7619,Stellenbosch,Western Cape,11/06/2017,social
ZAC0001471,6a6087e67b593bb4,17,Pretoria,Gauteng,24/06/2017,affiliate
ZAC0001478,a59d757ffc091c11,5255,East London,Eastern Cape,12/06/2017,paid_search
ZAC0001491,b20519481cc20902,2202,Sandton,Gauteng,28/06/2017,organic
ZAC0001518,7786ddc1e31c4aec,3260,Pietermaritzburg,KwaZulu-Natal,30/06/2017,organic
ZAC0001533,f804d5d7c11fc819,8029,Cape Town,Western Cape,14/06/2017,paid_search
ZAC0001542,edd7501b05015863,6017,Port Elizabeth,Eastern Cape,28/06/2017,referral
ZAC0001545,80e924f4e7640f24,706,Polokwane,Limpopo,28/06/2017,paid_search
ZAC0001563,95ed0a8b5bd66820,9332,Bloemfontein,Free State,02/06/2017,social
ZAC0001574,a91413c38606bd5f,1827,Soweto,Gauteng,17/06/2017,social
ZAC0001687,656b547713159852,5239,East London,Eastern Cape,13/06/2017,organic
ZAC0001705,92e2f1dad24900fa,183,Centurion,Gauteng,28/06/2017,email
ZAC0001836,bd21ecf96b25bcb5,759,Polokwane,Limpopo,22/06/2017,referral
ZAC0001848,e3628f01f274fdfb,1805,Soweto,Gauteng,07/06/2017,email
ZAC0001865,9ffcafd254a994be,3223,Pietermaritzburg,KwaZulu-Natal,02/06/2017,social
ZAC0001866,2efe7f6d9497e0b1,9356,Bloemfontein,Free State,29/06/2017,organic
ZAC0001898,6da14723d66a3449,9355,Bloemfontein,Free State,28/06/2017,organic
ZAC0001976,8092e521bc27bdb0,6019,Port Elizabeth,Eastern Cape,23/06/2017,social
ZAC0001987,5adddd9240fe87c5,2008,Johannesburg,Gauteng,12/06/2017,social
ZAC0001988,20067d3a9aafa825,8347,Kimberley,Northern Cape,05/06/2017,referral
ZAC0002000,6de593129ab79c3b,6054,Port Elizabeth,Eastern Cape,01/06/2017,organic
ZAC0002012,33afbd2969422498,8331,Kimberley,Northern Cape,14/06/2017,social
ZAC0002093,01d9983612044921,8352,Kimberley,Northern Cape,25/06/2017,email
ZAC0002143,0066daed639d5cde,6038,Port Elizabeth,Eastern Cape,10/06/2017,paid_search
ZAC0002145,28c81156bb2b52ad,8312,Kimberley,Northern Cape,14/06/2017,social
ZAC0002178,2de3645d46530ab0,9359,Bloemfontein,Free State,10/06/2017,email
ZAC0002186,9f75295a6343ab6e,1861,Soweto,Gauteng,10/06/2017,organic
ZAC0002195,383ea2a5ea4ba372,1212,Nelspruit,Mpumalanga,23/06/2017,paid_search
ZAC0002291,1d6adc26130984b6,1843,Soweto,Gauteng,14/06/2017,organic
ZAC0002297,88e38a5b36605995,1863,Soweto,Gauteng,05/06/2017,referral
ZAC0002328,5b6d7a399cfe9210,167,Centurion,Gauteng,22/06/2017,email
ZAC0002332,212932c540df952c,8028,Cape Town,Western Cape,25/06/2017,paid_search
ZAC0002345,6ddb0a93b674bd84,6032,Port Elizabeth,Eastern Cape,05/06/2017,organic
ZAC0002352,1f62c1f28a24bc4f,8306,Kimberley,Northern Cape,09/06/2017,affiliate
ZAC0002377,f6f371b634d7f688,7658,Stellenbosch,Western Cape,28/06/2017,organic
ZAC0002387,5781fa0f512f2ac3,7610,Stellenbosch,Western Cape,11/06/2017,paid_search
ZAC0002465,d248552ae6484a32,317,Rustenburg,North West,25/06/2017,email
ZAC0002497,ebb525d8ddf5f94d,8015,Cape Town,Western Cape,24/06/2017,paid_search
ZAC0002527,bda7e6de074b6245,7617,Stellenbosch,Western Cape,18/06/2017,paid_search
ZAC0002594,d13ae91086416b12,9354,Bloemfontein,Free State,20/06/2017,social
ZAC0002625,0c33cdee36e4e61d,7600,Stellenbosch,Western Cape,19/06/2017,organic
ZAC0002676,ef273e7bfb1c5fb7,9330,Bloemfontein,Free State,19/06/2017,referral
ZAC0002760,e629498d43ae4e36,212,Centurion,Gauteng,23/06/2017,social
ZAC0002788,f2a4b911b69a49fc,9313,Bloemfontein,Free State,03/06/2017,organic
ZAC0002801,8bca0d6e7cc58c99,7623,Stellenbosch,Western Cape,21/06/2017,organic
ZAC0002809,1001114b4e02ac24,3225,Pietermaritzburg,KwaZulu-Natal,09/06/2017,organic
ZAC0002812,a640b3dc82ded372,32,Pretoria,Gauteng,24/06/2017,organic
ZAC0002847,a5cafd432a9b2697,727,Polokwane,Limpopo,11/06/2017,email
ZAC0002876,165ce45dc0370ec8,5259,East London,Eastern Cape,14/06/2017,referral
ZAC0002889,93d4fe996f925097,709,Polokwane,Limpopo,29/06/2017,organic
ZAC0002915,41781b4afabbd73a,7621,Stellenbosch,Western Cape,26/06/2017,social
ZAC0002921,a87c46e6f1f8f12e,719,Polokwane,Limpopo,08/06/2017,email
ZAC0002933,fbdbb5206119dfe6,4011,Durban,KwaZulu-Natal,05/06/2017,affiliate
ZAC0002945,b19b57944dfba944,1206,Nelspruit,Mpumalanga,15/06/2017,referral
ZAC0002986,1fd5bbfd4b65f98e,189,Centurion,Gauteng,25/06/2017,paid_search
ZAC0003023,fbecdec3966e9c1d,1218,Nelspruit,Mpumalanga,28/06/2017,social
ZAC0003030,218cbc15fe82cd83,6046,Port Elizabeth,Eastern Cape,29/06/2017,organic
ZAC0003056,2f23c08ef2bde1ba,1245,Nelspruit,Mpumalanga,11/06/2017,social
ZAC0003061,6be182d6556e1c62,5202,East London,Eastern Cape,26/06/2017,social
ZAC0003085,5de83be254ec65bd,161,Centurion,Gauteng,06/06/2017,paid_search
ZAC0003099,645743bade5aa6ec,735,Polokwane,Limpopo,11/06/2017,email
ZAC0003109,3eff453a76840f09,9327,Bloemfontein,Free State,29/06/2017,paid_search
ZAC0003112,f6ba7e00752b9b73,8030,Cape Town,Western Cape,15/06/2017,social
ZAC0003116,b82116e1f35aae71,7634,Stellenbosch,Western Cape,10/06/2017,email
ZAC0003210,09b8e858c183235e,710,Polokwane,Limpopo,05/06/2017,email
ZAC0003250,65eb20d7f21e3eb5,4041,Durban,KwaZulu-Natal,22/06/2017,referral
ZAC0003330,f25eb6cb355d1c28,4059,Durban,KwaZulu-Natal,10/06/2017,affiliate
ZAC0003384,1b253238f6b9b028,753,Polokwane,Limpopo,30/06/2017,social
ZAC0003401,767885a62416bc2b,322,Rustenburg,North West,08/06/2017,paid_search
ZAC0003415,5fa8380febff0bf8,1205,Nelspruit,Mpumalanga,02/06/2017,paid_search
ZAC0003502,351320fc4da2210a,2059,Johannesburg,Gauteng,07/06/2017,organic
ZAC0003517,fb9304e615e7eb01,8051,Cape Town,Western Cape,16/06/2017,paid_search
ZAC0003538,ae814e479aa52648,2248,Sandton,Gauteng,30/06/2017,referral
ZAC0003558,477f4424d78a80de,1846,Soweto,Gauteng,20/06/2017,organic
ZAC0003571,3a44f012f33443ef,6029,Port Elizabeth,Eastern Cape,02/06/2017,organic
ZAC0003601,2798466090d4cc1e,8311,Kimberley,Northern Cape,30/06/2017,email
ZAC0003623,7d0522d936d1a600,2057,Johannesburg,Gauteng,18/06/2017,organic
ZAC0003673,ea2ac1f458781637,32,Pretoria,Gauteng,29/06/2017,social
ZAC0003674,f2bc490f9b54efeb,358,Rustenburg,North West,02/06/2017,organic
ZAC0003753,9f0c6466e8fb2927,8338,Kimberley,Northern Cape,26/06/2017,paid_search
ZAC0003838,1f2f52d4fc120f21,8010,Cape Town,Western Cape,13/06/2017,organic
ZAC0003841,f1a5d3121622a148,8040,Cape Town,Western Cape,30/06/2017,organic
ZAC0003892,4bd2be07fa9b273e,8306,Kimberley,Northern Cape,10/06/2017,paid_search
ZAC0003964,3fb857b1c3c14eeb,2219,Sandton,Gauteng,11/06/2017,email
ZAC0003985,bb3556f87c8089a0,177,Centurion,Gauteng,30/06/2017,organic
ZAC0004002,1e0348023fd340fd,16,Pretoria,Gauteng,04/06/2017,paid_search
ZAC0004012,b9e547143b6b98a7,5241,East London,Eastern Cape,09/06/2017,social
ZAC0004020,0a72970e6ef7b3a5,159,Centurion,Gauteng,13/06/2017,organic
ZAC0004039,8b19b1841f46b0e7,328,Rustenburg,North West,01/06/2017,email
ZAC0004054,7a738254ad33bfd0,6008,Port Elizabeth,Eastern Cape,15/06/2017,social
ZAC0004055,9ba26c07f113669b,2049,Johannesburg,Gauteng,26/06/2017,paid_search
ZAC0004083,4a011ff44df06ae9,191,Centurion,Gauteng,29/06/2017,email
ZAC0004085,4071630c352eb612,2248,Sandton,Gauteng,28/06/2017,paid_search
ZAC0004093,d32f3a21f715b870,731,Polokwane,Limpopo,30/06/2017,social
ZAC0004100,7ea38b6919bab4c6,1210,Nelspruit,Mpumalanga,06/06/2017,organic
ZAC0004112,5faee392b920ad85,9352,Bloemfontein,Free State,22/06/2017,social
ZAC0004147,e3e1ec4354ca6c4c,747,Polokwane,Limpopo,19/06/2017,paid_search
ZAC0004224,aee7daaae64d9b83,2020,Johannesburg,Gauteng,12/06/2017,affiliate
ZAC0004231,574438b5a074643f,716,Polokwane,Limpopo,09/06/2017,email
ZAC0004242,bca347c2e7d278d1,160,Centurion,Gauteng,27/06/2017,paid_search
ZAC0004247,2ba8ff022e1970ae,735,Polokwane,Limpopo,25/06/2017,email
ZAC0004255,82a136680f64f15a,5241,East London,Eastern Cape,08/06/2017,email
ZAC0004264,3c3d056240ce2a88,5225,East London,Eastern Cape,09/06/2017,paid_search
ZAC0004338,914db50b03525b23,184,Centurion,Gauteng,25/06/2017,social
ZAC0004421,6b71cb07a45b5a9c,6,Pretoria,Gauteng,08/06/2017,organic
ZAC0004448,14f20cf77f3677cb,1843,Soweto,Gauteng,08/06/2017,organic
ZAC0004473,585f278e8963c6b4,748,Polokwane,Limpopo,03/06/2017,referral
ZAC0004494,3034a88d9122d5a2,741,Polokwane,Limpopo,22/06/2017,social
ZAC0004511,a800827b623b437e,1248,Nelspruit,Mpumalanga,10/06/2017,organic
ZAC0004532,4734a2b982df2a87,2047,Johannesburg,Gauteng,07/06/2017,paid_search
ZAC0004533,70a8a22ea81d2214,9300,Bloemfontein,Free State,30/06/2017,organic
ZAC0004596,ac10b522839b4528,731,Polokwane,Limpopo,30/06/2017,organic
ZAC0004599,8d62f7401814f92a,3,Pretoria,Gauteng,19/06/2017,paid_search
ZAC0004641,652bf362834e1ca2,4012,Durban,KwaZulu-Natal,20/06/2017,social
ZAC0004656,fc5047f1098205cb,6029,Port Elizabeth,Eastern Cape,30/06/2017,paid_search
ZAC0004670,cb0e7385f9321716,2253,Sandton,Gauteng,13/06/2017,paid_search
ZAC0004673,0288404b2c5d4b81,1226,Nelspruit,Mpumalanga,09/06/2017,social
ZAC0004677,0192e928509a7b37,1230,Nelspruit,Mpumalanga,28/06/2017,organic
ZAC0004727,f6c5cee20486147f,2005,Johannesburg,Gauteng,09/06/2017,paid_search
ZAC0004730,562729249ff5c400,4,Pretoria,Gauteng,25/06/2017,organic
ZAC0004735,347a4e859d8df2d5,3232,Pietermaritzburg,KwaZulu-Natal,18/06/2017,social
ZAC0004875,7090cd43e78b3223,345,Rustenburg,North West,29/06/2017,social
ZAC0005009,18cc2f2e8c398a0d,5241,East London,Eastern Cape,27/06/2017,paid_search
ZAC0005088,a46b5a8b8ab22779,2236,Sandton,Gauteng,05/06/2017,social
ZAC0005258,b94c7a577b369f0d,359,Rustenburg,North West,11/06/2017,email
ZAC0005278,28d63acee93e2aee,170,Centurion,Gauteng,22/06/2017,paid_search
ZAC0005296,0c858a21b0537e33,2233,Sandton,Gauteng,29/06/2017,paid_search
ZAC0005404,122ece43ed1295fd,1810,Soweto,Gauteng,27/06/2017,organic
ZAC0005473,49c71edcb686a06c,3222,Pietermaritzburg,KwaZulu-Natal,17/06/2017,affiliate
ZAC0005474,36906ddcef6bdcc1,3238,Pietermaritzburg,KwaZulu-Natal,08/06/2017,organic
ZAC0005520,fea116a4f0ba7b96,8048,Cape Town,Western Cape,18/06/2017,organic
ZAC0005678,a445063f29640442,11,Pretoria,Gauteng,14/06/2017,paid_search
ZAC0005711,80adada61cb6e497,2251,Sandton,Gauteng,02/06/2017,social
ZAC0005715,491ba0f4ce4672ee,3219,Pietermaritzburg,KwaZulu-Natal,01/06/2017,affiliate
ZAC0005778,56068d0c32d0b385,8002,Cape Town,Western Cape,01/06/2017,organic
ZAC0005846,884f34603fe966d4,8320,Kimberley,Northern Cape,21/06/2017,paid_search
ZAC0005847,7bafcc49e53fc1aa,9347,Bloemfontein,Free State,27/06/2017,organic
ZAC0005859,16005c57485fa802,5233,East London,Eastern Cape,30/06/2017,email
ZAC0005887,360d4c52a3eae13a,191,Centurion,Gauteng,10/06/2017,social
ZAC0005908,3a593763f33a5033,2057,Johannesburg,Gauteng,07/06/2017,social
ZAC0005981,526f85506192a8a3,4000,Durban,KwaZulu-Natal,18/06/2017,organic
ZAC0005998,717db86e1a616c45,752,Polokwane,Limpopo,09/06/2017,paid_search
ZAC0006047,19c0c3330c798a92,5204,East London,Eastern Cape,13/06/2017,email
ZAC0006157,99ac240c134429d8,9355,Bloemfontein,Free State,06/06/2017,email
ZAC0006185,7612ad5372f8c91e,1225,Nelspruit,Mpumalanga,09/06/2017,paid_search
ZAC0006215,0efcfe32430e548a,3237,Pietermaritzburg,KwaZulu-Natal,26/06/2017,paid_search
ZAC0006248,3888528aec1e3f35,4059,Durban,KwaZulu-Natal,05/06/2017,organic
ZAC0006295,74ab4c9798404cf1,9311,Bloemfontein,Free State,20/06/2017,affiliate
ZAC0006316,08ef627550375117,1851,Soweto,Gauteng,10/06/2017,organic
ZAC0006317,569ff9f2047ceaa9,3218,Pietermaritzburg,KwaZulu-Natal,27/06/2017,organic
ZAC0006326,43dd952b591be62d,2242,Sandton,Gauteng,04/06/2017,organic
ZAC0006332,b99ebdbba9816393,3224,Pietermaritzburg,KwaZulu-Natal,12/06/2017,organic
ZAC0006377,3998a31a97f5eddf,215,Centurion,Gauteng,18/06/2017,organic
ZAC0006400,a0d90c004c6bf9b2,702,Polokwane,Limpopo,27/06/2017,referral
ZAC0006440,722dff50d556cbdc,1256,Nelspruit,Mpumalanga,18/06/2017,paid_search
ZAC0006455,80202657bd980a40,5209,East London,Eastern Cape,15/06/2017,organic
ZAC0006510,7d2d5459fd9471b5,46,Pretoria,Gauteng,30/06/2017,social
ZAC0006514,6ad0c401041c55e3,2209,Sandton,Gauteng,08/06/2017,organic
ZAC0006538,1dc3f805d0b1cb28,8027,Cape Town,Western Cape,27/06/2017,organic
ZAC0006565,4006e40610f29f5e,345,Rustenburg,North West,04/06/2017,organic
ZAC0006567,4a250942b5dd7592,204,Centurion,Gauteng,29/06/2017,referral
ZAC0006700,5fbb5118f0204d2a,31,Pretoria,Gauteng,15/06/2017,email
ZAC0006779,53e4613ec5768c0c,8021,Cape Town,Western Cape,07/06/2017,social
ZAC0006826,522a1308bfef9343,1859,Soweto,Gauteng,30/06/2017,paid_search
ZAC0006850,b9346e3e75a99f49,6047,Port Elizabeth,Eastern Cape,20/06/2017,social
ZAC0006952,942bb23b6767a289,3255,Pietermaritzburg,KwaZulu-Natal,19/06/2017,social
ZAC0006970,3e6d23fabe3ac5d3,8032,Cape Town,Western Cape,30/06/2017,email
ZAC0007032,0a1ca1dfa69300bf,721,Polokwane,Limpopo,19/06/2017,paid_search
ZAC0007057,6144ee9536b5cbcd,2047,Johannesburg,Gauteng,20/06/2017,paid_search
ZAC0007060,fa30fc2b8d4741ab,4052,Durban,KwaZulu-Natal,16/06/2017,organic
ZAC0007063,7355cabfe58a6aab,8003,Cape Town,Western Cape,05/06/2017,organic
ZAC0007073,66571c7b0ff8a412,1852,Soweto,Gauteng,02/06/2017,organic
ZAC0007078,57dc0b99c0a7be88,9343,Bloemfontein,Free State,19/06/2017,referral
ZAC0007080,5318f16ee336f827,8058,Cape Town,Western Cape,19/06/2017,referral
ZAC0007134,43ad26066d611658,4020,Durban,KwaZulu-Natal,26/06/2017,organic
ZAC0007150,e3f4d4b967ed72cf,308,Rustenburg,North West,13/06/2017,organic
ZAC0007158,e2aac7cd4568990a,3248,Pietermaritzburg,KwaZulu-Natal,10/06/2017,paid_search
ZAC0007218,dd6f80ed23ace1ce,8354,Kimberley,Northern Cape,10/06/2017,social
ZAC0007345,c6f3cffb2d04c21b,7621,Stellenbosch,Western Cape,11/06/2017,email
ZAC0007367,9523ed1d8a95da2b,8338,Kimberley,Northern Cape,18/06/2017,organic
ZAC0007377,77672875420cfe02,743,Polokwane,Limpopo,13/06/2017,organic
ZAC0007378,976a0816956eb364,8047,Cape Town,Western Cape,18/06/2017,organic
ZAC0007407,ccc6b159d2e8e826,8304,Kimberley,Northern Cape,01/06/2017,paid_search
ZAC0007408,7d8b14945bab98d7,2219,Sandton,Gauteng,18/06/2017,organic
ZAC0007454,950bb4285a63a1b8,9338,Bloemfontein,Free State,20/06/2017,referral
ZAC0007479,2e5044652a1c9f81,8042,Cape Town,Western Cape,04/06/2017,referral
ZAC0007488,577c4a9dffe7f674,2038,Johannesburg,Gauteng,28/06/2017,organic
ZAC0007503,42854a1783b3adea,9346,Bloemfontein,Free State,25/06/2017,organic
ZAC0007509,5eeb38f12eb3da0e,2196,Sandton,Gauteng,17/06/2017,organic
ZAC0007519,a870dc92cbf00c68,2202,Sandton,Gauteng,23/06/2017,affiliate
ZAC0007601,f2b1712e8a623827,216,Centurion,Gauteng,21/06/2017,referral
ZAC0007618,8e07d192b72a5aab,4029,Durban,KwaZulu-Natal,10/06/2017,paid_search
ZAC0007643,dec41dac9d49865e,6002,Port Elizabeth,Eastern Cape,05/06/2017,organic
ZAC0007690,319f203fa13cf06c,340,Rustenburg,North West,29/06/2017,social
ZAC0007770,b00275141ed8f01c,1817,Soweto,Gauteng,19/06/2017,referral
ZAC0007788,f882c969ef194be1,5248,East London,Eastern Cape,30/06/2017,organic
ZAC0007814,0afa6716ca198f31,8358,Kimberley,Northern Cape,10/06/2017,paid_search
ZAC0007824,43e0c44580760469,3225,Pietermaritzburg,KwaZulu-Natal,15/06/2017,organic
ZAC0007841,b3e9867abcde7d67,4041,Durban,KwaZulu-Natal,27/06/2017,affiliate
ZAC0007950,02c2573dbac55a08,8356,Kimberley,Northern Cape,04/06/2017,paid_search
ZAC0007987,2a05a9f2d3bca811,4022,Durban,KwaZulu-Natal,29/06/2017,paid_search
ZAC0008012,a6cc206e0676aa0b,722,Polokwane,Limpopo,02/06/2017,paid_search
ZAC0008031,eadd810edf7573d9,4023,Durban,KwaZulu-Natal,11/06/2017,affiliate
ZAC0008088,99e6eeb0bfb3310e,4019,Durban,KwaZulu-Natal,01/06/2017,paid_search
ZAC0008107,2376bc99fea8d5f8,8321,Kimberley,Northern Cape,16/06/2017,email
ZAC0008116,2dfcdf7946fc7a1c,6059,Port Elizabeth,Eastern Cape,26/06/2017,email
ZAC0008149,ff0b948cd35c34fe,3213,Pietermaritzburg,KwaZulu-Natal,15/06/2017,referral
ZAC0008210,85e0ff91635abb18,3211,Pietermaritzburg,KwaZulu-Natal,01/06/2017,social
ZAC0008278,dd7d02a80f089adf,6050,Port Elizabeth,Eastern Cape,03/06/2017,organic
ZAC0008362,2c4f1fd92c2a22b4,2208,Sandton,Gauteng,10/06/2017,organic
ZAC0008402,5e6a59c06438f480,1834,Soweto,Gauteng,08/06/2017,email
ZAC0008412,95a05c5d5205576f,724,Polokwane,Limpopo,19/06/2017,paid_search
ZAC0008438,96a8df2abb7cbc52,2051,Johannesburg,Gauteng,13/06/2017,paid_search
ZAC0008446,e2ecbffbb3d8bab8,7639,Stellenbosch,Western Cape,25/06/2017,paid_search
ZAC0008456,dcdeb99e6ca6bf3d,302,Rustenburg,North West,25/06/2017,paid_search
ZAC0008480,dd01f25ee2ee6d14,1833,Soweto,Gauteng,28/06/2017,organic
ZAC0008493,fb17ab91806e03d9,8001,Cape Town,Western Cape,16/06/2017,organic
ZAC0008529,74c8e788d9a46997,1232,Nelspruit,Mpumalanga,16/06/2017,paid_search
ZAC0008561,40b5493de4f14e1e,2002,Johannesburg,Gauteng,08/06/2017,affiliate
ZAC0008599,7d1610ab2285ecf5,2228,Sandton,Gauteng,07/06/2017,organic
ZAC0008610,4c17d1be7c6fda2a,8347,Kimberley,Northern Cape,14/06/2017,affiliate
ZAC0008644,e850d5c3162c95ee,9338,Bloemfontein,Free State,16/06/2017,organic
ZAC0008647,002e254589527bc9,2244,Sandton,Gauteng,17/06/2017,social
ZAC0008687,138e4537ed0066b2,6059,Port Elizabeth,Eastern Cape,08/06/2017,paid_search
ZAC0008705,d44747b3a8804171,7637,Stellenbosch,Western Cape,14/06/2017,organic
ZAC0008756,206fbb37043219ba,8032,Cape Town,Western Cape,04/06/2017,paid_search
ZAC0008802,3587fcddcd87fbbb,204,Centurion,Gauteng,10/06/2017,organic
ZAC0008820,d6004eb1f08aa657,4049,Durban,KwaZulu-Natal,03/06/2017,organic
ZAC0008869,ca255810be6dd958,4000,Durban,KwaZulu-Natal,02/06/2017,affiliate
ZAC0008913,c112b6fd22922841,707,Polokwane,Limpopo,28/06/2017,email
ZAC0008930,9f87b72cbd193173,1832,Soweto,Gauteng,13/06/2017,social
ZAC0008938,9c11fb2ae20f2d8e,203,Centurion,Gauteng,10/06/2017,social
ZAC0008984,6de0936fb70ca254,24,Pretoria,Gauteng,21/06/2017,paid_search
ZAC0008988,52c177d6c6f84fb0,210,Centurion,Gauteng,29/06/2017,organic
ZAC0009066,36ea26b7f05defcb,2237,Sandton,Gauteng,05/06/2017,social
ZAC0009079,485e280181a9665b,9349,Bloemfontein,Free State,28/06/2017,organic
ZAC0009111,5622271127c1815d,7625,Stellenbosch,Western Cape,27/06/2017,social
ZAC0009235,200cf1408fdc3fd1,8023,Cape Town,Western Cape,06/06/2017,affiliate
ZAC0009258,137b38e62999b18c,304,Rustenburg,North West,30/06/2017,social
ZAC0009279,2b643fa05535b0a3,8306,Kimberley,Northern Cape,03/06/2017,email
ZAC0009301,53c3ba24b2765939,1812,Soweto,Gauteng,18/06/2017,social
ZAC0009344,edfeee27644c6d1b,5210,East London,Eastern Cape,03/06/2017,organic
ZAC0009388,a607d96fc5bc93a6,4053,Durban,KwaZulu-Natal,18/06/2017,social
ZAC0009408,44d63be03694b727,6037,Port Elizabeth,Eastern Cape,02/06/2017,social
ZAC0009411,37618f22980472d5,6055,Port Elizabeth,Eastern Cape,12/06/2017,paid_search
ZAC0009454,a8f209084d067fc8,7642,Stellenbosch,Western Cape,02/06/2017,organic
ZAC0009481,93cf5632e98935ad,1834,Soweto,Gauteng,23/06/2017,email
ZAC0009502,59b7d34201a1dd79,1829,Soweto,Gauteng,08/06/2017,affiliate
ZAC0009539,7ac77ab0114438d2,173,Centurion,Gauteng,05/06/2017,paid_search
ZAC0009555,64bd934d2acfd7ca,8322,Kimberley,Northern Cape,20/06/2017,organic
ZAC0009579,08866397b445d20a,5,Pretoria,Gauteng,25/06/2017,social
ZAC0009591,43134e244aa6377e,2241,Sandton,Gauteng,13/06/2017,email
ZAC0009706,b184f8e14f039180,9313,Bloemfontein,Free State,14/06/2017,referral
ZAC0009722,d56ab2a8ebba157a,5235,East London,Eastern Cape,10/06/2017,organic
ZAC0009742,3cc93625cedaf377,2254,Sandton,Gauteng,29/06/2017,organic
ZAC0009777,62ee1aaa40775feb,179,Centurion,Gauteng,18/06/2017,email
